ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	K1	K2	K3	K4	K5	K6	Data
222	LTNC15	WRC306-001	20	35.2788805	-83.0250111	Jeff Creek	0	0.7504	0	0.2496	0	0	0-75-0-25-0-0
223	LTNC16	WRC308-001	20	35.2016225	-83.2125065	Little Pine Creek	0.4985	0.3634	0	0.13285	0	0.00525	49.9-36.3-0-13.3-0-0.5
224	LTNC17	WRC310-001	20	35.2564608	-83.1336517	Mill Creek	2.00E-04	0.9749	0	0.02445	0	0.00045	0-97.5-0-2.4-0-0
225	LTNC18	WRC311-001	20	35.167814	-83.1852347	Mill Creek	0.57015	0.14715	0	0.2801	0	0.0025	57-14.7-0-28-0-0.3
226	LTNC19	WRC318-001	20	35.2766748	-83.0144098	Sols Creek	0.21795	0.6814	0	0.09295	0	0.0076	21.8-68.1-0-9.3-0-0.8
227	LTNC2	NC02-001	42	35.48692	-83.18631	Soco Creek	0	0.912571429	0	0.087404762	0	0	0-91.3-0-8.7-0-0
229	LTNC21	WRC322-001	20	35.2096888	-83.1164218	Trout Creek	0.5609	0.01025	0	0.00835	0	0.42055	56.1-1-0-0.8-0-42.1
230	LTNC22	WRC119-001	20	35.2551992	-83.5906381	UT Otter Creek	0	0.41965	0	0.58035	0	0	0-42-0-58-0-0
231	LTNC23	WRC022-001	20	35.254525	-83.966819	(C) Sassafras Creek (incl. trib.)	0	1	0	0	0	0	0-100-0-0-0-0
232	LTNC24	WRC120-001	20	35.023508	-83.487356	Yellow Patch Branch	0.0618	0.11405	0	0.8221	0	0.00215	6.2-11.4-0-82.2-0-0.2
233	LTNC25	WRC023-001	20	35.2455342	-83.8856125	Bear Creek	0	1	0	0	0	0	0-100-0-0-0-0
234	LTNC26	WRC025-001	20	35.3259869	-83.9640204	Wright Creek	0	0.9952	0	0.00475	0	0	0-99.5-0-0.5-0-0
235	LTNC27	NC04-001	40	35.5288	-83.1922	Madcap Branch	0	1	0	0	0	0	0-100-0-0-0-0
236	LTNC28	NC05-001	39	35.4902	-83.2151	Jenkin's Creek	0	0.999230769	0.000589744	0.000179487	0	0	0-99.9-0.1-0-0-0
237	LTNC29	NC06-001	24	35.4995	-83.1746	Rough Branch	0.119166667	0.5365	8.33E-05	0.343666667	0	0.000375	11.9-53.7-0-34.4-0-0
238	LTNC3	NC03-001	40	35.52025	-83.22418	Big Witch Creek	0.0057	0.9162	0.008375	0.0697	0	2.50E-05	0.6-91.6-0.8-7-0-0
240	LTNC31	WRC376-001	40	35.26218	-84.04492	Tellico River	0	1	0	0	0	0	0-100-0-0-0-0
241	LTNC32	WRC377-001	34	35.25168	-84.0299	Round Mountain Branch	0	0.997823529	0	0.002147059	0	0	0-99.8-0-0.2-0-0
242	LTNC33	WRC378-001	31	35.27757	-83.99892	Snowbird Creek	0	0.999967742	0	3.23E-05	0	0	0-100-0-0-0-0
245	LTNC36	WRC384-001	28	35.384962	-83.079766	Dark Ridge Creek	0.006964286	0.979535714	0	0.013464286	0	0	0.7-98-0-1.3-0-0
246	LTNC37	WRC109-001	19	35.39795	-83.993239	Slickrock Creek	0.000210526	0.999789474	0	0	0	0	0-100-0-0-0-0
247	LTNC38	WRC100-001	20	35.051127	-83.4433848	Henson Creek	0	0.93305	0	0.06685	0	1.00E-04	0-93.3-0-6.7-0-0
248	LTNC39	WRC103-001	20	35.3365644	-83.4061966	Little Laurel Creek (trib. of Alarka Cr.)	0	1	0	0	0	0	0-100-0-0-0-0
250	LTNC40	WRC105-001	20	35.0812545	-83.2460064	Long Branch	0.45685	0.17915	0	0.33995	0	0.0239	45.7-17.9-0-34-0-2.4
251	LTNC41	WRC107-001	20	35.2703011	-84.0475248	Peckerwood Creek	0	1	0	0	0	0	0-100-0-0-0-0
252	LTNC42	WRC110-001	20	35.0512067	-83.2553861	Turtle Pond Creek	0.085	0.86325	0	0.0143	0	0.0375	8.5-86.3-0-1.4-0-3.8
253	LTNC43	WRC114-001	20	35.032742	-83.436394	UT to Coweeta Creek (near Reynolds Gap)	0	1	0	0	0	0	0-100-0-0-0-0
254	LTNC44	WRC115-001	20	35.2175734	-83.2342281	Wildcat Creek	0.04855	0.93405	0	0.0174	0	0	4.9-93.4-0-1.7-0-0
256	LTNC46	WRC118-001	20	35.249133	-83.669244	Pierce Creek ( also listed as Piercy Creek)	0	2.00E-04	0	0.9992	0	6.00E-04	0-0-0-99.9-0-0.1
257	LTNC47	WRC267-001	20	35.382	-83.12	(A) South Fork Sugarloaf Creek	0	1	0	0	0	0	0-100-0-0-0-0
258	LTNC48	WRC268-001	5	35.392	-83.133	(A) Sugarloaf Creek (below barrier)	0.2	0.8	0	0	0	0	20-80-0-0-0-0
259	LTNC49	WRC269-001	19	35.388	-83.126	(A) UT Sugarloaf Creek	0	1	0	0	0	0	0-100-0-0-0-0
270	LTNC58	WRC282-001	20	35.3280919	-83.0582684	(D) Chastine Creek (incl. tribs.)	0	1	0	0	0	0	0-100-0-0-0-0
271	LTNC59	WRC283-001	20	35.347	-83.054	(D) Craig Creek	0	1	0	0	0	0	0-100-0-0-0-0
272	LTNC6	WRC101-001	20	35.1570048	-83.2625388	Ledford Branch	0.65575	0.34225	0	0	0	0.00215	65.6-34.2-0-0-0-0.2
273	LTNC60	WRC284-001	20	35.3360411	-83.05636282	(D) Frady Creek	0	1	0	0	0	0	0-100-0-0-0-0
275	LTNC62	WRC299-001	20	35.4191386	-83.1907797	Fisher Creek	0	1	0	0	0	0	0-100-0-0-0-0
276	LTNC63	WRC304-002	19	35.333816	-83.3062694	Greens Creek	0.157894737	0.842105263	0	0	0	0	15.8-84.2-0-0-0-0
277	LTNC64	WRC305-001	20	35.2200232	-83.1506208	Hunter Jim Creek	0	0.89435	0	0.10565	0	0	0-89.4-0-10.6-0-0
279	LTNC66	WRC309-001	20	35.2171902	-83.1048686	Little Trout Creek	0	0.93685	0	0.06315	0	0	0-93.7-0-6.3-0-0
280	LTNC67	WRC312-001	20	35.2339737	-83.0196683	Neddie Creek	0	0.9727	0	0.0273	0	0	0-97.3-0-2.7-0-0
281	LTNC68	WRC319-001	20	35.2847512	-82.9434836	Tanassee Creek	0	1	0	0	0	0	0-100-0-0-0-0
282	LTNC69	WRC323-001	20	35.3482953	-83.1325927	Wayehutta Creek	0	0.37565	0	0.6243	0	5.00E-05	0-37.6-0-62.4-0-0
283	LTNC7	WRC106-001	20	35.0980559	-83.1887634	Norton Prong	0.59565	0.2304	0	0.1725	0	0.0013	59.6-23-0-17.3-0-0.1
284	LTNC70	WRC366-001	20	35.24075	-83.582694	Big Branch	0	0.5237	0	0.4763	0	0	0-52.4-0-47.6-0-0
285	LTNC71	WRC369-001	20	35.3657942	-83.0204091	Mull Creek	0	0.5333	0	0.4667	0	0	0-53.3-0-46.7-0-0
286	LTNC72	WRC024-001	20	35.328906	-84.016292	Whigg Branch	0.36945	0.53135	0	0.08685	0	0.01235	36.9-53.1-0-8.7-0-1.2
290	LTNC76	WRC116-001	20	35.039192	-83.574072	Buck Creek	0.00025	0.7154	0	0.23255	0	0.0517	0-71.5-0-23.3-0-5.2
291	LTNC77	WRC278-001	20	35.35	-83.088	(C) East Fork Moses	0	0.86	0	0.14	0	0	0-86-0-14-0-0
292	LTNC78	WRC279-001	20	35.3312291	-83.1007775	(C) Moses Creek	0	0.95015	0	0.04985	0	0	0-95-0-5-0-0
293	LTNC79	WRC280-001	20	35.338	-83.098	(C) Moses Creek	0	0.85195	0	0.14805	0	0	0-85.2-0-14.8-0-0
294	LTNC8	WRC111-001	20	35.3374603	-83.3784729	Upper Long Branch	0	1	0	0	0	0	0-100-0-0-0-0
296	LTNC81	WRC285-001	20	35.3300556	-83.0012443	(F) Bearwallow Creek (including tribs.)	0.04305	0.7573	0	0.13355	0	0.0661	4.3-75.7-0-13.4-0-6.6
297	LTNC82	WRC286-001	20	35.332	-82.999	(F) Birch Ridge Creek	0.0012	0.8879	0	0.11045	0	5.00E-04	0.1-88.8-0-11-0-0.1
298	LTNC83	WRC287-001	20	35.179	-83.076	(G) Cow Mountain Branch	0.10955	0.0761	0	0.8109	0	0.00325	11-7.6-0-81.1-0-0.3
299	LTNC84	WRC288-001	20	35.186	-83.078	(G) Mill Creek	0.38325	0.201	0	0.3947	0	0.02095	38.3-20.1-0-39.5-0-2.1
300	LTNC85	WRC289-001	20	35.176	-83.061	(G) Packs Creek	0.4928	0.001	0	0.506	0	1.00E-04	49.3-0.1-0-50.6-0-0
301	LTNC86	WRC290-001	20	35.183	-83.082	(G) Shelton Creek	0.56655	0.0077	0	0.3605	0	0.06525	56.7-0.8-0-36.1-0-6.5
302	LTNC87	WRC291-001	20	35.2644016	-83.0185048	(H) Sols Creek	0	0.90175	5.00E-05	0.0977	0	5.00E-04	0-90.2-0-9.8-0-0.1
303	LTNC88	WRC292-001	20	35.3523882	-83.0155009	Beechflat Creek	0.8905	0	0	0	0	0.10945	89.1-0-0-0-0-10.9
305	LTNC9	WRC112-001	20	35.1334328	-83.2059302	UT Buck Creek	0	1	0	0	0	0	0-100-0-0-0-0
306	LTNC90	WRC297-001	20	35.2186559	-83.2097509	Dodgen Creek	0.7132	0.28525	0	2.00E-04	0	0.0013	71.3-28.5-0-0-0-0.1
307	LTNC91	WRC300-001	20	35.2204377	-83.0327662	Flat Creek	0.00435	0.0452	0.0013	0.9492	0	0	0.4-4.5-0.1-94.9-0-0
308	LTNC92	WRC301-001	20	35.2883362	-82.9733704	Gage Creek	0.8321	0.08375	0	0.026	0	0.058	83.2-8.4-0-2.6-0-5.8
309	LTNC93	WRC313-001	20	35.3235915	-82.9913537	Piney Mountain Creek	0.18815	0.59035	0.00825	0.2104	0	0.0028	18.8-59-0.8-21-0-0.3
310	LTNC94	WRC314-001	20	35.2568349	-82.9362342	Pinhook Creek	0.0638	0.66585	0	0.2703	0	0.00015	6.4-66.6-0-27-0-0
311	LTNC95	WRC315-001	20	35.2488885	-83.2674832	Shell Branch	0	1	0	0	0	0	0-100-0-0-0-0
313	LTNC97	WRC317-001	20	35.2007229	-83.0039466	Slickens Creek	0.63145	0.0916	0	0.00015	0	0.27675	63.1-9.2-0-0-0-27.7
314	LTNC98	WRC320-001	19	35.2802563	-83.2630471	Tatham Creek	0.002368421	0.997526316	0	0.000105263	0	0	0.2-99.8-0-0-0-0
315	LTNC99	WRC324-004	15	35.2665208	-82.9695989	Wolf Creek	0.000266667	0.590666667	0	0.4052	0	0.003866667	0-59.1-0-40.5-0-0.4
316	MPPS1	LR_2013_211	29	35.598205	-83.501998	Meigs Post Prong Site 1	0	0	0	1	0	0	0-0-0-100-0-0
317	MPPS2	LR_2013_240	31	35.594744	-83.49822	Meigs Post Prong Site 2	0	0	0	1	0	0	0-0-0-100-0-0
318	PFBNC1	NC01-001	42	35.46629	-83.04172	Hyatt Cove Creek	0	0.46852381	0.215738095	0.315642857	0	9.52E-05	0-46.9-21.6-31.6-0-0
319	PFBNC10	WRC246-001	20	35.4136987	-83.0132106	Old Bald Creek	0	0	0.9998	2.00E-04	0	0	0-0-100-0-0-0
320	PFBNC100	WRC217-001	20	35.721547	-82.254889	Right Prong South Toe River	0.368	0.45105	0.01265	0.1538	0	0.01435	36.8-45.1-1.3-15.4-0-1.4
321	PFBNC101	WRC219-001	19	35.76075	-82.192601	Roaring Fork	0.052894737	0.632894737	0.011789474	0.302421053	0	0.000105263	5.3-63.3-1.2-30.2-0-0
322	PFBNC102	WRC222-001	20	36.1015896	-82.0403139	Sandbank Creek	0.5488	0.45105	0	0	0	0.00015	54.9-45.1-0-0-0-0
324	PFBNC104	WRC225-001	20	36.136075	-82.221978	Spring Creek	0.3255	0.4682	0	0.2062	0	5.00E-05	32.6-46.8-0-20.6-0-0
325	PFBNC105	WRC226-001	20	36.0048744	-82.0796566	Stagger Weed Creek	0.59275	0.09875	0.00365	0.29835	0	0.00645	59.3-9.9-0.4-29.8-0-0.6
326	PFBNC106	WRC227-001	20	35.8172014	-82.1783762	UT Little White Oak Creek	0.1719	0.7745	0	0.05355	0	5.00E-05	17.2-77.5-0-5.4-0-0
327	PFBNC107	WRC235-001	20	35.511961	-83.0311825	Gaddis Branch	2.00E-04	0	0.9998	0	0	0	0-0-100-0-0-0
328	PFBNC108	WRC236-001	20	35.5658324	-83.08157727	Hemphill Branch	0.0308	0.0797	0.7772	0.11165	0	7.00E-04	3.1-8-77.7-11.2-0-0.1
329	PFBNC109	WRC242-001	20	35.439484	-82.9913905	Medford Branch	0.00845	0.93155	0	0.0585	0	0.0014	0.8-93.2-0-5.9-0-0.1
330	PFBNC11	WRC250-001	20	35.4082192	-83.9945695	Shiny Creek	0	0	0.99915	0.00085	0	0	0-0-99.9-0.1-0-0
331	PFBNC110	WRC245-001	20	35.4113281	-83.016928	Old Bald Creek	0	0	0.99995	5.00E-05	0	0	0-0-100-0-0-0
332	PFBNC111	WRC249-001	15	35.335311	-82.889639	Sam Branch	1	0	0	0	0	0	100-0-0-0-0-0
333	PFBNC112	WRC254-001	20	35.458564	-83.085531	Winchester Creek	0	0	1	0	0	0	0-0-100-0-0-0
334	PFBNC113	WRC026-001	20	36.016006	-82.684572	(A) East Prong Hickey Fork	0.1224	0.0226	0	0.8485	0	0.00655	12.2-2.3-0-84.9-0-0.7
335	PFBNC114	WRC027-001	20	35.4315423	-82.6826226	(B) Fletcher Creek	5.00E-05	6.00E-04	0	0.99935	0	0	0-0.1-0-99.9-0-0
336	PFBNC115	WRC028-001	20	35.4346241	-82.68400165	(B) Spencer Branch	0	0	0	1	0	0	0-0-0-100-0-0
340	PFBNC119	WRC326-001	20	36.1950526	-81.9551761	Fall Creek	1	0	0	0	0	0	100-0-0-0-0-0
342	PFBNC120	WRC327-001	19	36.1854005	-81.7095864	Harrison Branch	0.000157895	0.917157895	0	0.082631579	0	0	0-91.7-0-8.3-0-0
345	PFBNC123	WRC330-001	20	36.196714	-81.7076549	Laurel Fork	0.04185	0.5859	0	0.36785	0	0.00435	4.2-58.6-0-36.8-0-0.4
346	PFBNC125	WRC339-001	20	36.2149634	-81.8216606	Worley Creek	0.0631	0.1242	0	0.81255	0	0	6.3-12.4-0-81.3-0-0
347	PFBNC126	WRC036-001	19	35.1531241	-82.8544272	(K) Diamond Creek (above falls)	0.000157895	0.003315789	0	0.996473684	0	5.26E-05	0-0.3-0-99.6-0-0
348	PFBNC127	WRC037-001	19	35.148	-82.841	(K) Diamond Creek (below falls)	0.344210526	0.001263158	0	0.653473684	0	0.000947368	34.4-0.1-0-65.3-0-0.1
353	PFBNC131	WRC043-001	20	35.317274	-82.7989204	Big Bearpen Branch	0.0011	0	0	0.9989	0	0	0.1-0-0-99.9-0-0
354	PFBNC132	WRC044-001	20	35.1263498	-82.7254991	Bradley Creek	0.5433	3.00E-04	0	0.25755	0	0.19875	54.3-0-0-25.8-0-19.9
357	PFBNC135	WRC047-001	19	35.2452798	-82.8250315	Cathys Creek (above falls)	0.755105263	0.000105263	0	0.239894737	0	0.004789474	75.5-0-0-24-0-0.5
358	PFBNC136	WRC048-001	20	35.2279072	-82.8089636	Cedar Rock Creek	0.4654	0	0	0.53455	0	1.00E-04	46.5-0-0-53.5-0-0
360	PFBNC138	WRC054-001	20	35.1953627	-82.7006818	Hogsed Creek	0.00105	1.00E-04	0	0.9982	0	7.00E-04	0.1-0-0-99.8-0-0.1
361	PFBNC139	WRC055-001	20	35.2269765	-82.8036075	Kagle Branch	0.15	0	0	0.85	0	0	15-0-0-85-0-0
362	PFBNC14	WRC086-001	20	35.3011132	-82.7014008	North Prong Turkey Creek	0	0	0	1	0	0	0-0-0-100-0-0
363	PFBNC140	WRC056-001	19	35.2453111	-82.7890818	Kuykendall Creek	0.996947368	0	0	0	0	0.003052632	99.7-0-0-0-0-0.3
364	PFBNC141	WRC058-001	20	35.3211685	-82.8026481	Log Hollow Branch	1	0	0	0	0	0	100-0-0-0-0-0
365	PFBNC142	WRC059-001	20	35.3240283	-82.7897053	Looking Glass Creek	0.786	0.01965	0	0.1944	0	1.00E-04	78.6-2-0-19.4-0-0
366	PFBNC144	WRC067-001	20	35.3017378	-82.803234	Rockhouse Creek	1	0	0	0	0	0	100-0-0-0-0-0
367	PFBNC145	WRC068-001	20	35.5621703	-82.3555376	Rocky Fork	0.99965	5.00E-05	0	0	0	0.00025	100-0-0-0-0-0
370	PFBNC148	WRC071-001	20	35.3216175	-82.6885368	Sutton Creek	0.78945	0.0117	5.00E-05	0.1784	0	0.0203	78.9-1.2-0-17.8-0-2
371	PFBNC149	WRC072-001	20	35.2333527	-82.8211449	Tarkiln Branch	0.20965	0	0	0.77265	0	0.01765	21-0-0-77.3-0-1.8
374	PFBNC152	WRC077-001	20	35.3352984	-82.8026901	UT Looking Glass Creek (@ Bennet Cove)	0.50155	0.0049	0	0.49305	0	4.00E-04	50.2-0.5-0-49.3-0-0
377	PFBNC155	WRC080-001	20	35.3387483	-82.7923259	UT to Looking Glass Creek (@ Cherry Cove)	0.6788	0.00155	0	0.3195	0	1.00E-04	67.9-0.2-0-32-0-0
378	PFBNC156	WRC081-001	20	35.148281	-82.594131	Wildcat Branch	0.191	0.00055	0.02585	0.7216	0	0.0611	19.1-0.1-2.6-72.2-0-6.1
379	PFBNC157	WRC084-001	20	35.2791541	-82.88750234	Chestnut Creek	5.00E-05	0.0018	0	0.9981	0	5.00E-05	0-0.2-0-99.8-0-0
380	PFBNC158	D712-001	86	36.1187367	-81.785994	Boone Fork	0	1	0	0	0	0	0-100-0-0-0-0
381	PFBNC159	D904-001	48	35.65536	-82.41322	Left Fork Beetree Creek	0	0	0	1	0	0	0-0-0-100-0-0
382	PFBNC16	WRC088-001	20	35.720176	-82.8363434	UT Friezland Creek	0	0	0.978	0.022	0	0	0-0-97.8-2.2-0-0
383	PFBNC160	D905-001	40	35.66236	-82.29021	Flat Creek	0	0.001	0	0.998975	0	0	0-0.1-0-99.9-0-0
384	PFBNC161	D908-001	40	35.72633	-82.33578	North Fork Swannanoa River	0	0	0	1	0	0	0-0-0-100-0-0
386	PFBNC17	WRC089-001	20	35.1317496	-82.633079	Walker Branch	0.6013	5.00E-05	0	0.34725	0	0.05135	60.1-0-0-34.7-0-5.1
388	PFBNC19	WRC050-001	20	35.2919502	-82.815768	Cove Creek	0	0	0	1	0	0	0-0-0-100-0-0
389	PFBNC21	WRC238-001	20	35.520511	-83.1329804	Indian Creek	0	0	1	0	0	0	0-0-100-0-0-0
391	PFBNC23	WRC034-001	20	35.1911007	-82.8208899	(J) Sawmill Creek (above falls)	0	0	0	1	0	0	0-0-0-100-0-0
392	PFBNC24	WRC371-001	20	35.088828	-82.756712	South Prong Glady Fork	0.00805	0.042	0	0.9378	0	0.01215	0.8-4.2-0-93.8-0-1.2
393	PFBNC25	WRC372-001	20	35.089306	-82.741648	Jane Cantrell Creek	0	0	0	0.99995	0	0	0-0-0-100-0-0
394	PFBNC26	WRC373-001	20	35.108285	-82.701368	Hickory Flat Creek	1	0	0	0	0	0	100-0-0-0-0-0
396	PFBNC28	WRC382-001	20	35.120125	-82.75003	Laurel Branch (Murr Creek) Above Falls	0.10565	2.00E-04	0	0.8386	0	0.05565	10.6-0-0-83.9-0-5.6
398	PFBNC3	WRC064-001	20	35.3536568	-82.7777478	Pigeon Branch	0.9798	0.0012	0	0.019	0	0	98-0.1-0-1.9-0-0
400	PFBNC31	WRC042-001	20	35.462239	-82.689914	Beaverdam Creek	0	5.00E-05	0	0.99995	0	0	0-0-0-100-0-0
401	PFBNC32	WRC051-001	20	35.1232614	-82.7047303	East Fork French Broad River	0	0	0	1	0	0	0-0-0-100-0-0
403	PFBNC34	WRC057-001	19	35.361242	-82.683317	Laurel Creek	0	0	0	1	0	0	0-0-0-100-0-0
404	PFBNC35	WRC060-001	20	35.756372	-82.946969	Maple Springs Branch	0	0.02275	0.9011	0.07605	0	0	0-2.3-90.1-7.6-0-0
405	PFBNC36	WRC062-001	20	35.798753	-82.368792	North Fork Ivy Creek	0	0	0	1	0	0	0-0-0-100-0-0
407	PFBNC38	WRC065-001	20	35.6694559	-82.3930353	Right Fork Beetree Creek	0	0	0	1	0	0	0-0-0-100-0-0
408	PFBNC39	WRC066-001	20	35.815297	-82.938686	Roaring Fork	0.0013	0.00035	0.00925	0.98905	0	0	0.1-0-0.9-98.9-0-0
409	PFBNC4	WRC090-001	20	35.33193	-82.65082	Woody Branch	0	0	0	1	0	0	0-0-0-100-0-0
412	PFBNC42	WRC082-001	20	35.3314292	-82.6493749	Woody Branch	0	0	0	1	0	0	0-0-0-100-0-0
413	PFBNC43	WRC085-001	20	35.2584604	-82.7535622	Mine Branch	0	0	0	1	0	0	0-0-0-100-0-0
414	PFBNC44	WRC189-001	20	35.87624	-82.234827	Ayles Creek	0	0.73575	0.00015	0.26415	0	0	0-73.6-0-26.4-0-0
415	PFBNC45	WRC190-001	20	35.9652732	-82.4749537	Bald Mountain Creek	0	0.9999	0	1.00E-04	0	0	0-100-0-0-0-0
416	PFBNC46	WRC196-001	20	36.0968006	-82.1012793	Carvers Gap Creek	0	1	0	0	0	0	0-100-0-0-0-0
418	PFBNC48	WRC198-001	20	35.9602071	-82.0517815	Gouges Creek	0	1	0	0	0	0	0-100-0-0-0-0
419	PFBNC49	WRC200-001	20	36.083408	-82.115417	Holder Creek	0	0.9441	0	0.0559	0	0	0-94.4-0-5.6-0-0
420	PFBNC5	WRC230-001	20	35.4080126	-83.0011615	Cherry Cove Creek	0	0	0.9999	1.00E-04	0	0	0-0-100-0-0-0
421	PFBNC50	WRC201-001	20	36.082267	-82.063001	Jerry Creek	0	1	0	0	0	0	0-100-0-0-0-0
422	PFBNC51	WRC203-001	20	36.0956264	-82.0985289	Johns Camp Branch	0	1	0	0	0	0	0-100-0-0-0-0
423	PFBNC52	WRC204-001	20	35.9845092	-82.044634	Jones Creek	0	0.99985	0	0.00015	0	0	0-100-0-0-0-0
424	PFBNC53	WRC209-001	20	36.121701	-82.160219	Lyddies Creek	0	1	0	0	0	0	0-100-0-0-0-0
426	PFBNC55	WRC212-001	20	35.7970579	-82.2825554	Ogle Creek	0	1	0	0	0	0	0-100-0-0-0-0
427	PFBNC56	WRC214-001	20	35.7731193	-82.3226384	Raven Fork	0	1	0	0	0	0	0-100-0-0-0-0
428	PFBNC57	WRC218-001	20	36.116242	-82.050094	Roaring Creek	0	0.9989	0	0.0011	0	0	0-99.9-0-0.1-0-0
429	PFBNC58	WRC220-001	20	35.8482545	-82.2108422	Roaring Spout Branch (Above Falls)	0	1	0	0	0	0	0-100-0-0-0-0
431	PFBNC6	WRC231-001	20	35.4144916	-83.9934787	Deep Gap Creek	0	0	1	0	0	0	0-0-100-0-0-0
433	PFBNC61	WRC228-001	20	35.382768	-82.8093472	Bee Branch	0	0	1	0	0	0	0-0-100-0-0-0
435	PFBNC63	WRC232-001	19	35.4134934	-82.9919913	Deep Gap Creek	0	0	1	0	0	0	0-0-100-0-0-0
436	PFBNC64	WRC233-001	20	35.5284956	-83.1522215	Deep Gap Creek	0	5.00E-05	0.9999	5.00E-05	0	0	0-0-100-0-0-0
437	PFBNC65	WRC234-001	20	35.54362	-83.1043	Fie Creek	0.0601	0.0015	0.9082	0.0292	0	0.001	6-0.2-90.8-2.9-0-0.1
438	PFBNC66	WRC239-001	20	35.5044723	-83.0939977	Johnson Branch	0	5.00E-05	0.9985	0.00145	0	0	0-0-99.9-0.1-0-0
439	PFBNC67	WRC240-001	20	35.5194154	-83.158788	Long Branch	0	0	1	0	0	0	0-0-100-0-0-0
440	PFBNC68	WRC241-001	20	35.5350548	-83.1629576	Mashie Stomp Creek	0	0	1	0	0	0	0-0-100-0-0-0
441	PFBNC69	WRC244-001	20	35.435672	-82.934283	Nix Creek	0	0	1	0	0	0	0-0-100-0-0-0
442	PFBNC7	WRC237-001	20	35.400362	-82.7949057	Hungry Creek	0	0	1	0	0	0	0-0-100-0-0-0
443	PFBNC70	WRC247-001	20	35.4815135	-83.0456402	Plott Creek	0	0.00145	0.8903	0.10825	0	0	0-0.1-89-10.8-0-0
444	PFBNC71	WRC248-001	20	35.4263574	-83.0215477	Rocky Branch	0	5.00E-05	0.99975	2.00E-04	0	0	0-0-100-0-0-0
445	PFBNC72	WRC251-001	20	35.4159817	-83.0244455	Steestachee Creek	0	0	1	0	0	0	0-0-100-0-0-0
446	PFBNC73	WRC255-001	20	35.5108696	-83.1468679	Wolf Laurel Branch	0	0.00065	0.9984	0.00095	0	0	0-0.1-99.8-0.1-0-0
447	PFBNC74	WRC325-001	20	36.3214084	-81.7397625	Ellison Branch	0	0.99845	0	0.00155	0	0	0-99.8-0-0.2-0-0
448	PFBNC75	WRC328-001	20	36.1862318	-81.7095216	Harrison Branch	5.00E-05	0.85265	0	0.14735	0	0	0-85.3-0-14.7-0-0
449	PFBNC77	WRC333-001	20	36.3274908	-81.7776488	North Fork Cove Creek	0	1	0	0	0	0	0-100-0-0-0-0
450	PFBNC78	WRC334-001	20	36.1556859	-81.8987786	Ramp Branch	0	0.9997	0	3.00E-04	0	0	0-100-0-0-0-0
451	PFBNC79	WRC335-001	20	36.1253758	-81.8201683	Shanty Spring Branch	0	0.75	0.00155	0.24845	0	0	0-75-0.2-24.8-0-0
452	PFBNC80	WRC337-001	20	36.1505828	-81.9007725	UT to Elk River (upstream of Ramp Branch)	0.0513	0.81455	5.00E-05	0.13405	0	0	5.1-81.5-0-13.4-0-0
453	PFBNC81	WRC365-001	20	35.4886448	-83.1133433	East Fork Campbell Creek	0	1.00E-04	0.9453	0.0546	0	0	0-0-94.5-5.5-0-0
454	PFBNC82	WRC367-001	20	35.449162	-82.7433732	Stony Fork	0	0	0	1	0	0	0-0-0-100-0-0
455	PFBNC83	WRC368-001	20	35.3007729	-82.8198306	UT Cove Creek	0	0	0	1	0	0	0-0-0-100-0-0
457	PFBNC86	WRC192-001	20	35.740517	-82.21605	Big Lost Cove Creek	0	1	0	0	0	0	0-100-0-0-0-0
458	PFBNC87	WRC193-001	20	35.7732736	-82.2913318	Big Poplar Creek	0.0012	0.98945	0	0.0032	0	0.00605	0.1-98.9-0-0.3-0-0.6
460	PFBNC89	WRC195-001	20	36.095653	-82.187814	Broad Branch	0.06805	0.54855	0.0553	0.3211	0	0.00695	6.8-54.9-5.5-32.1-0-0.7
462	PFBNC90	WRC199-001	20	35.710219	-82.251292	Hemphill Creek	0.42985	0.3121	0	0.22565	0	0.0326	43-31.2-0-22.6-0-3.3
464	PFBNC92	WRC205-001	20	36.073842	-82.096161	Little Rock Creek	0.0389	0.69075	0.0049	0.26465	0	9.00E-04	3.9-69.1-0.5-26.5-0-0.1
465	PFBNC93	WRC206-001	20	35.8202383	-82.1830178	Little Whiteoak Creek	0.4666	0.5247	0	0.0079	0	0.00065	46.7-52.5-0-0.8-0-0.1
466	PFBNC94	WRC207-001	20	35.8209539	-82.183294	Little Whiteoak Creek	0.29135	0.59845	0	0.1102	0	0	29.1-59.8-0-11-0-0
467	PFBNC95	WRC208-001	20	35.734181	-82.237019	Lower Creek	0.8408	0.09285	0	0.0474	0	0.01885	84.1-9.3-0-4.7-0-1.9
468	PFBNC96	WRC210-001	20	35.7431237	-82.2121026	Neals Creek	0.8658	0.08255	0	0.04605	0	0.0056	86.6-8.3-0-4.6-0-0.6
469	PFBNC97	WRC213-001	19	35.9954945	-82.0266517	Pyatt Creek	0.063	0.801736842	0	0.033473684	0	0.101789474	6.3-80.2-0-3.3-0-10.2
470	PFBNC98	WRC215-001	20	36.077086	-82.087278	Reuban Creek	0	0.94365	0	0.05635	0	0	0-94.4-0-5.6-0-0
471	PFBNC99	WRC216-001	20	36.0899691	-82.2272378	Right Fork Beans Creek	0.01695	0.9067	0.0032	0.0722	0	9.00E-04	1.7-90.7-0.3-7.2-0-0.1
