ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	K1	K2	Data
325	PFBNC105	WRC226-001	20	36.0048744	-82.0796566	Stagger Weed Creek	0.66025	0.33975	66-34
326	PFBNC106	WRC227-001	20	35.8172014	-82.1783762	UT Little White Oak Creek	0.87665	0.12335	87.7-12.3
327	PFBNC107	WRC235-001	20	35.511961	-83.0311825	Gaddis Branch	0.94125	0.05875	94.1-5.9
328	PFBNC108	WRC236-001	20	35.5658324	-83.08157727	Hemphill Branch	0.995	0.005	99.5-0.5
329	PFBNC109	WRC242-001	20	35.439484	-82.9913905	Medford Branch	0.98335	0.01665	98.3-1.7
330	PFBNC11	WRC250-001	20	35.4082192	-83.9945695	Shiny Creek	1	0	100-0
331	PFBNC110	WRC245-001	20	35.4113281	-83.016928	Old Bald Creek	1	0	100-0
332	PFBNC111	WRC249-001	15	35.335311	-82.889639	Sam Branch	0	1	0-100
333	PFBNC112	WRC254-001	20	35.458564	-83.085531	Winchester Creek	1	0	100-0
334	PFBNC113	WRC026-001	20	36.016006	-82.684572	(A) East Prong Hickey Fork	0.94325	0.05675	94.3-5.7
335	PFBNC114	WRC027-001	20	35.4315423	-82.6826226	(B) Fletcher Creek	0.9995	5.00E-04	100-0.1
336	PFBNC115	WRC028-001	20	35.4346241	-82.68400165	(B) Spencer Branch	0.99995	5.00E-05	100-0
340	PFBNC119	WRC326-001	20	36.1950526	-81.9551761	Fall Creek	0	1	0-100
342	PFBNC120	WRC327-001	19	36.1854005	-81.7095864	Harrison Branch	0.997157895	0.002842105	99.7-0.3
345	PFBNC123	WRC330-001	20	36.196714	-81.7076549	Laurel Fork	0.98015	0.01985	98-2
346	PFBNC125	WRC339-001	20	36.2149634	-81.8216606	Worley Creek	0.9995	5.00E-04	100-0.1
347	PFBNC126	WRC036-001	19	35.1531241	-82.8544272	(K) Diamond Creek (above falls)	0.996473684	0.003526316	99.6-0.4
348	PFBNC127	WRC037-001	19	35.148	-82.841	(K) Diamond Creek (below falls)	0.690842105	0.309157895	69.1-30.9
353	PFBNC131	WRC043-001	20	35.317274	-82.7989204	Big Bearpen Branch	0.9515	0.0485	95.2-4.9
354	PFBNC132	WRC044-001	20	35.1263498	-82.7254991	Bradley Creek	0.19115	0.80885	19.1-80.9
357	PFBNC135	WRC047-001	19	35.2452798	-82.8250315	Cathys Creek (above falls)	0.182789474	0.817210526	18.3-81.7
358	PFBNC136	WRC048-001	20	35.2279072	-82.8089636	Cedar Rock Creek	0.49145	0.50855	49.1-50.9
360	PFBNC138	WRC054-001	20	35.1953627	-82.7006818	Hogsed Creek	0.9825	0.0175	98.3-1.8
361	PFBNC139	WRC055-001	20	35.2269765	-82.8036075	Kagle Branch	0.83265	0.16735	83.3-16.7
362	PFBNC14	WRC086-001	20	35.3011132	-82.7014008	North Prong Turkey Creek	1	0	100-0
363	PFBNC140	WRC056-001	19	35.2453111	-82.7890818	Kuykendall Creek	0	1	0-100
364	PFBNC141	WRC058-001	20	35.3211685	-82.8026481	Log Hollow Branch	0.00015	0.99985	0-100
365	PFBNC142	WRC059-001	20	35.3240283	-82.7897053	Looking Glass Creek	0.52955	0.47045	53-47
366	PFBNC144	WRC067-001	20	35.3017378	-82.803234	Rockhouse Creek	0	1	0-100
367	PFBNC145	WRC068-001	20	35.5621703	-82.3555376	Rocky Fork	0.00115	0.99885	0.1-99.9
370	PFBNC148	WRC071-001	20	35.3216175	-82.6885368	Sutton Creek	0.22545	0.77455	22.5-77.5
371	PFBNC149	WRC072-001	20	35.2333527	-82.8211449	Tarkiln Branch	0.7138	0.2862	71.4-28.6
374	PFBNC152	WRC077-001	20	35.3352984	-82.8026901	UT Looking Glass Creek (@ Bennet Cove)	0.6005	0.3995	60.1-40
377	PFBNC155	WRC080-001	20	35.3387483	-82.7923259	UT to Looking Glass Creek (@ Cherry Cove)	0.5175	0.4825	51.8-48.3
378	PFBNC156	WRC081-001	20	35.148281	-82.594131	Wildcat Branch	0.64805	0.35195	64.8-35.2
379	PFBNC157	WRC084-001	20	35.2791541	-82.88750234	Chestnut Creek	0.99955	0.00045	100-0
380	PFBNC158	D712-001	86	36.1187367	-81.785994	Boone Fork	1	0	100-0
381	PFBNC159	D904-001	48	35.65536	-82.41322	Left Fork Beetree Creek	1	0	100-0
382	PFBNC16	WRC088-001	20	35.720176	-82.8363434	UT Friezland Creek	1	0	100-0
383	PFBNC160	D905-001	40	35.66236	-82.29021	Flat Creek	1	0	100-0
384	PFBNC161	D908-001	40	35.72633	-82.33578	North Fork Swannanoa River	1	0	100-0
386	PFBNC17	WRC089-001	20	35.1317496	-82.633079	Walker Branch	0.1867	0.8133	18.7-81.3
388	PFBNC19	WRC050-001	20	35.2919502	-82.815768	Cove Creek	1	0	100-0
389	PFBNC21	WRC238-001	20	35.520511	-83.1329804	Indian Creek	1	0	100-0
391	PFBNC23	WRC034-001	20	35.1911007	-82.8208899	(J) Sawmill Creek (above falls)	1	0	100-0
392	PFBNC24	WRC371-001	20	35.088828	-82.756712	South Prong Glady Fork	0.8308	0.1692	83.1-16.9
393	PFBNC25	WRC372-001	20	35.089306	-82.741648	Jane Cantrell Creek	0.99755	0.00245	99.8-0.2
394	PFBNC26	WRC373-001	20	35.108285	-82.701368	Hickory Flat Creek	0	1	0-100
396	PFBNC28	WRC382-001	20	35.120125	-82.75003	Laurel Branch (Murr Creek) Above Falls	0.6287	0.3713	62.9-37.1
398	PFBNC3	WRC064-001	20	35.3536568	-82.7777478	Pigeon Branch	0.1016	0.8984	10.2-89.8
400	PFBNC31	WRC042-001	20	35.462239	-82.689914	Beaverdam Creek	1	0	100-0
401	PFBNC32	WRC051-001	20	35.1232614	-82.7047303	East Fork French Broad River	0.9983	0.0017	99.8-0.2
403	PFBNC34	WRC057-001	19	35.361242	-82.683317	Laurel Creek	1	0	100-0
404	PFBNC35	WRC060-001	20	35.756372	-82.946969	Maple Springs Branch	1	0	100-0
405	PFBNC36	WRC062-001	20	35.798753	-82.368792	North Fork Ivy Creek	1	0	100-0
407	PFBNC38	WRC065-001	20	35.6694559	-82.3930353	Right Fork Beetree Creek	1	0	100-0
408	PFBNC39	WRC066-001	20	35.815297	-82.938686	Roaring Fork	0.9983	0.0017	99.8-0.2
409	PFBNC4	WRC090-001	20	35.33193	-82.65082	Woody Branch	1	0	100-0
412	PFBNC42	WRC082-001	20	35.3314292	-82.6493749	Woody Branch	1	0	100-0
413	PFBNC43	WRC085-001	20	35.2584604	-82.7535622	Mine Branch	1	0	100-0
414	PFBNC44	WRC189-001	20	35.87624	-82.234827	Ayles Creek	1	0	100-0
415	PFBNC45	WRC190-001	20	35.9652732	-82.4749537	Bald Mountain Creek	1	0	100-0
416	PFBNC46	WRC196-001	20	36.0968006	-82.1012793	Carvers Gap Creek	1	0	100-0
418	PFBNC48	WRC198-001	20	35.9602071	-82.0517815	Gouges Creek	1	0	100-0
419	PFBNC49	WRC200-001	20	36.083408	-82.115417	Holder Creek	1	0	100-0
420	PFBNC5	WRC230-001	20	35.4080126	-83.0011615	Cherry Cove Creek	1	0	100-0
421	PFBNC50	WRC201-001	20	36.082267	-82.063001	Jerry Creek	0.99995	5.00E-05	100-0
422	PFBNC51	WRC203-001	20	36.0956264	-82.0985289	Johns Camp Branch	1	0	100-0
423	PFBNC52	WRC204-001	20	35.9845092	-82.044634	Jones Creek	1	0	100-0
424	PFBNC53	WRC209-001	20	36.121701	-82.160219	Lyddies Creek	1	0	100-0
426	PFBNC55	WRC212-001	20	35.7970579	-82.2825554	Ogle Creek	1	0	100-0
427	PFBNC56	WRC214-001	20	35.7731193	-82.3226384	Raven Fork	1	0	100-0
428	PFBNC57	WRC218-001	20	36.116242	-82.050094	Roaring Creek	1	0	100-0
429	PFBNC58	WRC220-001	20	35.8482545	-82.2108422	Roaring Spout Branch (Above Falls)	1	0	100-0
431	PFBNC6	WRC231-001	20	35.4144916	-83.9934787	Deep Gap Creek	1	0	100-0
433	PFBNC61	WRC228-001	20	35.382768	-82.8093472	Bee Branch	1	0	100-0
435	PFBNC63	WRC232-001	19	35.4134934	-82.9919913	Deep Gap Creek	1	0	100-0
436	PFBNC64	WRC233-001	20	35.5284956	-83.1522215	Deep Gap Creek	1	0	100-0
437	PFBNC65	WRC234-001	20	35.54362	-83.1043	Fie Creek	0.9907	0.0093	99.1-0.9
438	PFBNC66	WRC239-001	20	35.5044723	-83.0939977	Johnson Branch	1	0	100-0
439	PFBNC67	WRC240-001	20	35.5194154	-83.158788	Long Branch	1	0	100-0
440	PFBNC68	WRC241-001	20	35.5350548	-83.1629576	Mashie Stomp Creek	1	0	100-0
441	PFBNC69	WRC244-001	20	35.435672	-82.934283	Nix Creek	1	0	100-0
442	PFBNC7	WRC237-001	20	35.400362	-82.7949057	Hungry Creek	1	0	100-0
443	PFBNC70	WRC247-001	20	35.4815135	-83.0456402	Plott Creek	1	0	100-0
444	PFBNC71	WRC248-001	20	35.4263574	-83.0215477	Rocky Branch	1	0	100-0
445	PFBNC72	WRC251-001	20	35.4159817	-83.0244455	Steestachee Creek	1	0	100-0
446	PFBNC73	WRC255-001	20	35.5108696	-83.1468679	Wolf Laurel Branch	0.9982	0.0018	99.8-0.2
447	PFBNC74	WRC325-001	20	36.3214084	-81.7397625	Ellison Branch	0.99985	0.00015	100-0
448	PFBNC75	WRC328-001	20	36.1862318	-81.7095216	Harrison Branch	1	0	100-0
449	PFBNC77	WRC333-001	20	36.3274908	-81.7776488	North Fork Cove Creek	0.998	0.002	99.8-0.2
450	PFBNC78	WRC334-001	20	36.1556859	-81.8987786	Ramp Branch	1	0	100-0
451	PFBNC79	WRC335-001	20	36.1253758	-81.8201683	Shanty Spring Branch	1	0	100-0
452	PFBNC80	WRC337-001	20	36.1505828	-81.9007725	UT to Elk River (upstream of Ramp Branch)	0.9682	0.0318	96.8-3.2
453	PFBNC81	WRC365-001	20	35.4886448	-83.1133433	East Fork Campbell Creek	1	0	100-0
454	PFBNC82	WRC367-001	20	35.449162	-82.7433732	Stony Fork	1	0	100-0
455	PFBNC83	WRC368-001	20	35.3007729	-82.8198306	UT Cove Creek	1	0	100-0
457	PFBNC86	WRC192-001	20	35.740517	-82.21605	Big Lost Cove Creek	0.99995	5.00E-05	100-0
458	PFBNC87	WRC193-001	20	35.7732736	-82.2913318	Big Poplar Creek	0.9771	0.0229	97.7-2.3
460	PFBNC89	WRC195-001	20	36.095653	-82.187814	Broad Branch	0.9889	0.0111	98.9-1.1
462	PFBNC90	WRC199-001	20	35.710219	-82.251292	Hemphill Creek	0.80605	0.19395	80.6-19.4
464	PFBNC92	WRC205-001	20	36.073842	-82.096161	Little Rock Creek	0.98395	0.01605	98.4-1.6
465	PFBNC93	WRC206-001	20	35.8202383	-82.1830178	Little Whiteoak Creek	0.6477	0.3523	64.8-35.2
466	PFBNC94	WRC207-001	20	35.8209539	-82.183294	Little Whiteoak Creek	0.68845	0.31155	68.8-31.2
467	PFBNC95	WRC208-001	20	35.734181	-82.237019	Lower Creek	0.43605	0.56395	43.6-56.4
468	PFBNC96	WRC210-001	20	35.7431237	-82.2121026	Neals Creek	0.2754	0.7246	27.5-72.5
469	PFBNC97	WRC213-001	19	35.9954945	-82.0266517	Pyatt Creek	0.903052632	0.096947368	90.3-9.7
470	PFBNC98	WRC215-001	20	36.077086	-82.087278	Reuban Creek	1	0	100-0
471	PFBNC99	WRC216-001	20	36.0899691	-82.2272378	Right Fork Beans Creek	0.9963	0.0037	99.6-0.4
472	SCS1	LR_2013_331	30	35.599257	-83.49679	Sweet Creek Site 1	1	0	100-0
473	SiCS2	FC_2014_188	50	35.580724	-83.567498	Silers Creek Site 2	1	0	100-0
474	STB	LR_2013_361	30	35.589128	-83.514027	Spud Town Branch	1	0	100-0
475	TN01	TN01-001	34	36.19179	-82.10446	George Creek	1	0	100-0
476	TN02	TN02-001	34	36.17373	-82.21049	Clarke Creek	1	0	100-0
477	TN03	TN03-001	32	36.12929	-82.09356	Toms Creek	1	0	100-0
478	TN04	TN04-001	50	36.1452	-82.04849	Left Prong Hampton Creek (lower)	1	0	100-0
479	TN05	TN05-001	50	36.13995	-82.04641	Left Prong Hampton Creek (upper)	1	0	100-0
480	TN09	TN09-001	15	35.80358	-83.02765	Deep Gap Creek	0.998666667	0.001333333	99.9-0.1
481	TN10	TN10-001	30	36.1481741	-82.1020676	Five Poplar Branch	1	0	100-0
482	TN11	TN11-001	36	35.27136	-84.13839	Bald River	0.998666667	0.001333333	99.9-0.1
483	TN12	TN12-001	36	35.27077	-84.13883	Brookshire Creek	0.998388889	0.001611111	99.8-0.2
489	TN07	TN07-001	21	36.4715	-81.97623	Lindy Camp Branch	1	0	100-0
491	TN16	TN16-001	22	36.46861	-81.97776	Big Spur Branch	1	0	100-0
492	TN17	TN17-001	22	36.48027	-81.97548	Bakers Ridge Creek	1	0	100-0
493	TN20	TN20-001	20	36.60794	-81.6842	Whetstone Branch	1	0	100-0
494	TN08	TN08-001	21	36.61068	-81.65772	Bearpen Branch	1	0	100-0
495	TN108	TN108-001	30	35.798245	-82.998145	Middle Prong Gulf Ck.	0.992733333	0.007266667	99.3-0.7
496	TN109	TN109-001	30	35.790545	-83.00505	Brown Gap Creek	0.9956	0.0044	99.6-0.4
497	TN110	TN110-001	30	35.87983	-82.95747	Dry Fork	1	0	100-0
498	TN111	TN111-001	30	35.86268	-82.92706	Wolf Creek	0.983166667	0.016833333	98.3-1.7
499	TN112	TN112-001	30	35.95184	-82.827325	Sawmill Branch	1	0	100-0
500	TN122	TN122-001	30	36.560025	-81.709925	Gentry Creek	1	0	100-0
501	TN021	TN021-001	30	35.356325	-84.06547	Falls Branch	5.00E-04	0.9995	0.1-100
502	TN025	TN025-001	20	35.33309	-84.05855	Sugar Cove Branch	0.0282	0.9718	2.8-97.2
503	TN065	TN065-001	30	36.069215	-82.596455	Ft. Davie Creek	0.1443	0.8557	14.4-85.6
504	TN084	TN084-001	30	36.063575	-82.59212	Rocky Fork	0.6734	0.3266	67.3-32.7
505	BarboursCreek	VA02-001	20	37.595815	-80.087905	Barbours Creek	0.00015	0.99985	0-100
506	EwinsRun	VA03-001	20	37.539766	-80.293413	Ewins Run	5.00E-05	0.99995	0-100
507	PicklesBranch	VA04-001	20	37.381798	-80.191154	Pickles Branch	0	1	0-100
508	PaulsCreek	VA15-001	19	36.644512	-80.695658	Pauls Creek	0.999	0.001	99.9-0.1
509	PDER1	WRC344-001	20	36.1995485	-81.5754174	Elk Creek	0.99155	0.00845	99.2-0.8
510	PDER10	WRC346-001	18	36.436478	-81.074403	Horse Cove Branch	1	0	100-0
511	PDER11	WRC347-001	20	36.1049213	-81.542613	Joes Fork	0.99995	5.00E-05	100-0
512	PDER12	WRC348-001	20	36.1775762	-81.5366649	Laurel Creek	0.9932	0.0068	99.3-0.7
513	PDER13	WRC349-001	20	36.2654934	-81.4159139	Little Fork	1	0	100-0
514	PDER14	WRC350-001	10	36.449842	-80.943961	Long Creek	1	0	100-0
515	PDER15	WRC351-001	19	36.264472	-81.398458	North Prong Lewis Fork	0.998947368	0.001052632	99.9-0.1
516	PDER16	WRC352-001	20	36.0942326	-81.6082065	Ooten Creek	1	0	100-0
518	PDER18	WRC354-001	20	36.1298035	-81.5893463	Rockhouse Creek	1	0	100-0
519	PDER19	WRC355-001	20	36.1674302	-81.5537206	South Fork Laurel Creek	0.99995	5.00E-05	100-0
520	PDER2	WRC358-001	20	36.3966103	-81.1151767	UT Harris Creek	1	0	100-0
524	PDER23	WRC357-001	20	36.448497	-80.961789	Stewart Fork	0.9359	0.0641	93.6-6.4
525	PDER24	WRC361-001	20	36.1151725	-81.6361518	UT Yadkin River (@ Caldwell/Watauga Co. line @ SR 1500)	0.99945	0.00055	99.9-0.1
526	PDER25	D704-001	26	36.1246884	-81.6368065	Martin Branch	0.999076923	0.000923077	99.9-0.1
527	PDER26	D705-001	25	36.1181424	-81.6302791	Yadkin River	0.99988	0.00012	100-0
529	PDER3	WRC360-001	20	36.4397214	-80.9656906	UT Mitchell River (@ Surry/Alleghany Co. line)	1	0	100-0
530	PDER4	WRC364-001	20	36.4198925	-81.1152104	UT Garden Creek	1	0	100-0
531	PDER5	WRC340-001	20	36.1235508	-81.5949909	(B) Spanish Oak Branch	1	0	100-0
532	PDER6	WRC341-001	20	36.431669	-80.952903	Bear Creek (UT Mitchell R. on Devotion Estate)	0.97995	0.02005	98-2
534	PDER8	WRC343-001	20	36.1501125	-81.5394676	Dugger Creek	1	0	100-0
535	PDER9	WRC345-001	20	36.3989175	-81.1229172	Harris Creek	1	0	100-0
536	SFStewartsCreek	VA16-001	24	36.592978	-80.79188	SF Stewarts Creek	1	0	100-0
537	FridleyGap2010	AW1-001	30	38.497356	-78.717291	Mountain Run	0.0017	0.9983	0.2-99.8
538	DryRun2010	AW1-031	30	38.558933	-79.092305	Dry Run, N.F.	0	1	0-100
539	SkidmoreFork2010	AW1-061	30	38.366106	-79.207234	Skidmore fork North River, N.F.	0	1	0-100
540	ElkCreek2012	AW1-091	30	37.56566	-79.48229	East Fork Elk Creek	0.000625	0.999375	0.1-99.9
541	LittleStonyCreek2013	AW2-025	30	38.94517	-78.63751	Little Stony Creek	0.999933333	6.67E-05	100-0
542	LittleWilsonCreek2012	AW2-055	21	37.98309	-79.75844	Little Wilson Creek	0.054875	0.945125	5.5-94.5
543	NorthForkTyeRiver2012	AW2-085	30	37.87248	-79.05521	North Fork Tye River	0.0197	0.9803	2-98
544	NobusinessCreek2013	AW3-019	30	37.24217	-80.90196	No Business Creek	0.958533333	0.041466667	95.9-4.1
545	CarrickCreek	AW4-001	25	35.033222	-82.702944	Carrick Creek	0.511478261	0.488521739	51.1-48.9
546	EmoryCreek	AW4-031	28	35.033139	-82.761028	Emory Creek	0.8074	0.1926	80.7-19.3
547	FallsCreek	AW4-061	30	35.143528	-82.538944	Falls Creek	0.9193	0.0807	91.9-8.1
548	MathewsCreek	AW4-091	21	35.101444	-82.666	Matthews Creek	0.00047619	0.99952381	0-100
549	D707	D707-001	20	36.293816	-81.602125	UT South Fork New River	0.9977	0.0023	99.8-0.2
550	D708	D708-001	54	36.27005	-81.45564	UT West Fork Pine Swamp Creek	0.983388889	0.016611111	98.3-1.7
551	D709	D709-001	54	36.26992	-81.45647	West Fork Pine Swamp Creek	0.998648148	0.001351852	99.9-0.1
553	D711	D711-001	48	36.289919	-81.43763	East Fork Pine Swamp Creek	0.999416667	0.000583333	99.9-0.1
554	POAR1	POAR1-01	50	39.6659	-77.5459	Edgemont Reservoir	0.00128	0.99872	0.1-99.9
555	POCA1	POCA1-001	23	39.1218	-78.5043	Hawk Run	0.000782609	0.999217391	0.1-99.9
556	PONB1	PONB1-01	49	39.56505	-79.1526	Big Run	0.00455102	0.99544898	0.5-99.5
557	PONB10	MD35-001	50	39.565446	-79.107979	Mainstem Savage River	0.00982	0.99018	1-99
558	PONB11	MD36-001	50	39.586382	-79.095378	Poplar Lick	0.00018	0.99982	0-100
559	PONB12	MD37-001	50	39.62059	-79.066713	Blue Lick	0.001	0.999	0.1-99.9
560	PONB2	PONB2-01	49	39.60631	-79.12489	Poplar Lick	0.019714286	0.980285714	2-98
561	PONB3	PONB3-01	49	39.51775	-79.16868	Middle Fork Crabtree Creek	0.001	0.999	0.1-99.9
562	PONB4	PONB4-01	50	39.37217	-79.25085	Lostland Run	0.0225	0.9775	2.3-97.8
563	PONB5	PONB5-01	48	39.26321	-79.38213	Hindleg Run	0.000458333	0.999541667	0-100
564	PONB6	PONB6-01	50	39.52621	-79.04156	Mill Run	0.02016	0.97984	2-98
565	PONB7	PONB7-001	30	39.27408	-79.31303	Difficult Creek	0.001766667	0.998233333	0.2-99.8
566	PONB8	PONB8-001	29	39.6443	-78.9357	Sand Spring Run	0.000586207	0.999413793	0.1-99.9
567	PONB9	MD34-001	50	39.594986	-79.051875	Little Savage River	0.00416	0.99584	0.4-99.6
568	POSB1	POSB1-001	49	38.6474	-79.5013	Teter Camp Run	0.01322449	0.98677551	1.3-98.7
569	POSB2	POSB2-01	25	38.8696	-79.4718	Horse Camp Run	0.03252	0.96748	3.3-96.7
570	POSB3	POSB3-001	23	38.8793	-79.3423	Sawmill Run	0.030652174	0.969347826	3.1-96.9
571	POSB4	POSB4-001	27	38.8789	-79.34	Powdermill Run	0.000962963	0.999037037	0.1-99.9
572	POSB5	POSB5-001	20	38.9092	-79.3258	Zeke Run	0	1	0-100
573	POSB6	POSB6-001	30	39.2597	-78.7537	Mill Run	0	1	0-100
574	POSB7	POSB7-001	30	38.9359	-79.3071	High Ridge Run	0.193233333	0.806766667	19.3-80.7
575	POSB8	POSB8-001	30	38.9718	-79.2837	Samuel Run	0.008433333	0.991566667	0.8-99.2
577	POSH10	POSH10-001	100	38.2685	-78.7011	Big Run	9.00E-05	0.99991	0-100
578	POSH11	POSH11-001	50	38.3127	-78.6305	U. Hawksbill Creek	1.00E-04	0.9999	0-100
579	POSH12	POSH12-01	48	38.3685	-78.5602	Lee Run	0	1	0-100
580	POSH13	POSH13-02	43	38.3326	-78.5982	Eaton Hollow	0	1	0-100
581	POSH14	POSH14-01	29	38.6329	-78.3432	Dry Run, N.F.	0.024206897	0.975793103	2.4-97.6
582	POSH15	POSH15-31	29	38.6329	-78.3432	Dry Run, N.F.	0.011758621	0.988241379	1.2-98.8
583	POSH16	POSH16-01	50	38.4318	-78.5374	S. Br. Naked Creek -1	2.00E-05	0.99998	0-100
584	POSH17	POSH17-01	50	38.4209	-78.5202	S. Br. Naked Creek -2	2.00E-05	0.99998	0-100
585	POSH18	POSH18-001	50	38.4886	-78.4988	W. Br. Naked Creek	0	1	0-100
586	POSH19	POSH19-001	50	38.4935	-78.4595	E. Br. Naked Creek	4.00E-05	0.99996	0-100
588	POSH20	POSH20-01	38	38.4633	-78.4955	Big Creek	0.000789474	0.999210526	0.1-99.9
589	POSH21	POSH21-01	33	38.5021	-78.5127	Harris Cove	0	1	0-100
590	POSH22	POSH22-01	25	38.5087	-78.5398	Fultz Run	4.00E-05	0.99996	0-100
591	POSH23	POSH23-01	49	38.5198	-78.4459	Lewis Spring Branch	2.04E-05	0.999979592	0-100
592	POSH24	POSH24-001	50	38.5456	-78.4286	Little Hawksbill Creek	2.00E-04	0.9998	0-100
593	POSH25	POSH25-01	50	38.5524	-78.4134	Big Fill Hollow	0.00188	0.99812	0.2-99.8
594	POSH26	POSH26-001	50	38.5621	-78.3903	East Hawksbill Creek	0.04286	0.95714	4.3-95.7
595	POSH27	POSH27-01	50	38.6057	-78.3806	S. Fork Dry Run	0.00036	0.99964	0-100
596	POSH28	POSH28-001	35	38.6519	-78.3551	Pass Run	5.71E-05	0.999942857	0-100
597	POSH29	POSH29-036	20	38.6519	-78.3551	Pass Run	0	1	0-100
598	POSH3	POSH3-001	50	38.1596	-78.7912	Meadow Run	0.00012	0.99988	0-100
599	POSH30	POSH30-001	50	38.7523	-78.3092	Jeremy's Run	2.00E-04	0.9998	0-100
600	POSH31	POSH31-01	50	38.7776	-78.3323	Heiskell Hollow	0.00032	0.99968	0-100
601	POSH32	POSH32-01	50	38.7838	-78.3014	Overall Run	0.00118	0.99882	0.1-99.9
604	POSH35	POSH35-01	41	38.7726	-78.2678	Greasy Run, site 2	0	1	0-100
605	POSH36	POSH36-01	50	38.7752	-78.2472	Gooney Run	0.006	0.994	0.6-99.4
606	POSH37	POSH37-01	9	38.8084	-78.1923	Smith Creek	0	1	0-100
607	POSH38	POSH38-01	40	38.8278	-78.1881	Lands Run	0.0031	0.9969	0.3-99.7
608	POSH39	POSH39-001	30	38.7985	-78.8679	Capon Run	0	1	0-100
609	POSH4	POSH4-001	49	38.2098	-78.7519	Paine Run	8.16E-05	0.999918367	0-100
610	POSH40	SH66-001	25	38.13821	-78.80693	Big Mine Branch	0.00028	0.99972	0-100
611	POSH41	SH70-001	30	38.6279	-78.35774	Dry Run, N.F.	0.0015	0.9985	0.2-99.9
612	POSH42	SH71-001	30	38.56708	-78.39623	East Hawksbill Creek	0.020566667	0.979433333	2.1-97.9
613	POSH43	SH77-001	30	38.54181	-78.4257	Little Hawksbill Creek	0.018966667	0.981033333	1.9-98.1
614	POSH44	SH87-001	30	38.6129	-78.3781	S. Fork Dry Run	0	1	0-100
615	POSH45	SH88-001	25	38.36557	-78.57957	West Swift Run	0	1	0-100
616	POSH5	POSH5-001	25	38.2497	-78.7424	Madison Run	0.04096	0.95904	4.1-95.9
618	POSH8	POSH8-001	49	38.3144	-78.6732	Onemile Run	0	1	0-100
619	POSH9	POSH9-001	50	38.321	-78.6567	Twomile Run	0	1	0-100
620	JAMR1	JAMR1-01	50	38.2417	-78.6889	Doyle's R.	6.00E-05	0.99994	0-100
621	JAMR2	JAMR2-001	49	38.2069	-78.7266	N. Fork Moorman R.	6.12E-05	0.999938776	0-100
622	JARR1	JARR1-001	25	38.3461	-78.5184	Swift Run	0.00408	0.99592	0.4-99.6
623	JARR2	JARR2-01	49	38.2794	-78.6402	Ivy Creek	0.004591837	0.995408163	0.5-99.5
624	JARR3	SH75-001	25	38.2788	-78.62369	Ivy Creek Tributary	0	1	0-100
625	RAPH1	RAPH1-01	50	38.7574	-78.2304	Waterfall Branch	0	1	0-100
626	RAPH10	RAPH10-001	50	38.602	-78.3429	Hughes R.	0	1	0-100
627	RAPH11	RAPH11-051	73	38.602	-78.3429	Hughes R.	0.000424658	0.999575342	0-100
628	RAPH12	RAPH12-01	23	38.5746	-78.3305	Brokenback Run	0.000434783	0.999565217	0-100
629	RAPH13	RAPH13-01	44	38.5373	-78.3052	Ragged Run	0	1	0-100
630	RAPH14	SH73-001	30	38.60539	-78.31641	Hannah Run	0	1	0-100
631	RAPH15	SH74-001	30	38.6039	-78.33224	Hughes Trib	0	1	0-100
632	RAPH16	SH80-001	30	38.6028	-78.34771	Nicholson Hollow	0	1	0-100
635	RAPH2	RAPH2-01	50	38.7478	-78.2628	Keyser Run	0.01474	0.98526	1.5-98.5
636	RAPH3	RAPH3-01	50	38.7132	-78.2785	Piney R.	0.00776	0.99224	0.8-99.2
637	RAPH4	RAPH4-01	49	38.7016	-78.2894	N. Fork Thornton	4.08E-05	0.999959184	0-100
638	RAPH5	RAPH5-51	25	38.6597	-78.286	S. Fork Thornton	0	1	0-100
639	RAPH6	RAPH6-001	50	38.6352	-78.278	Hazel R.	0	1	0-100
640	RAPH7	RAPH7-01	25	38.6013	-78.285	Broad Hollow Run	0	1	0-100
641	RAPH8	RAPH8-001	40	38.6074	-78.3162	Hannah Run	0	1	0-100
642	RAPH9	RAPH9-041	25	38.6074	-78.3162	Hannah Run	0	1	0-100
643	RAPJ1	RAPJ1-01	50	38.8264	-78.1595	Indian Run	0.00014	0.99986	0-100
644	RAPJ2	RAPJ2-001	50	38.8066	-78.1555	Bolton Branch	0.04336	0.95664	4.3-95.7
645	RAPJ3	RAPJ3-01	50	38.7729	-78.1659	Jordan R.	0	1	0-100
647	RAPR10	RAPR10-051	50	38.4472	-78.3651	Rapidan R.	0	1	0-100
648	RAPR11	RAPR11-01	49	38.4666	-78.4428	Conway	2.04E-05	0.999979592	0-100
649	RAPR12	RAPR12-01	50	38.4376	-78.4685	Devil's Ditch	0	1	0-100
650	RAPR13	RAPR13-01	25	38.4148	-78.4701	Pocosin Hollow Run	0	1	0-100
651	RAPR14	RAPR14-01	25	38.3797	-78.5055	South R.	0	1	0-100
652	RAPR15	SH67-001	25	38.45095	-78.44411	Bush Mountain Stream	0.00012	0.99988	0-100
653	RAPR16	SH68-001	30	38.54372	-78.37149	Cedar Run	0	1	0-100
654	RAPR17	SH69-001	30	38.50457	-78.40163	Dark Hollow	0	1	0-100
655	RAPR18	SH72-001	25	38.3916	-78.47795	Entry Run	0	1	0-100
