ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	k1	k2	k3	k4	k5	Data
211	LTNC107	[WRC380A-001]	33	35.2204377	-83.0327662	Flat Creek (above falls)	0.252	0.14	0.167	0.371	0.069	25.2-14-16.7-37.1-6.9
212	LTNC108	[WRC381-001]	19	35.2568349	-82.9362342	Pinhook Creek (below falls)	0.008	0.192	0.611	0.177	0.012	0.8-19.2-61.1-17.7-1.2
213	LTNC109	[D901-001]	35	35.289958	-83.293475	Bettys Branch	0.003	0.005	0.983	0.005	0.004	0.3-0.5-98.3-0.5-0.4
214	LTNC11	[WRC293-001]	20	35.1970383	-82.9847656	Bracken Creek	0.512	0.023	0.038	0.322	0.105	51.2-2.3-3.8-32.2-10.5
215	LTNC110	[D902-001]	20	35.282125	-83.265064	Tatham Creek	0.013	0.013	0.962	0.008	0.004	1.3-1.3-96.2-0.8-0.4
216	LTNC111	[D903-001]	30	35.248756	-83.267727	Shell Branch	0.012	0.007	0.966	0.01	0.005	1.2-0.7-96.6-1-0.5
217	LTNC112	[D906-001]	39	35.302122	-83.372431	Huckleberry Creek	0.022	0.02	0.931	0.023	0.005	2.2-2-93.1-2.3-0.5
218	LTNC113	[D907-001]	36	35.302543	-83.341682	Beasley Creek	0.094	0.005	0.887	0.008	0.005	9.4-0.5-88.7-0.8-0.5
219	LTNC12	[WRC295-001]	20	35.2826209	-82.9853557	Charley Creek	0.095	0.034	0.776	0.015	0.08	9.5-3.4-77.6-1.5-8
220	LTNC13	[WRC296-001]	20	35.2201	-82.95806	Cold Creek	0.495	0.093	0.327	0.013	0.072	49.5-9.3-32.7-1.3-7.2
221	LTNC14	[WRC302-001]	20	35.2028632	-83.1893383	Gem Creek	0.23	0.02	0.699	0.017	0.034	23-2-69.9-1.7-3.4
222	LTNC15	[WRC306-001]	20	35.2788805	-83.0250111	Jeff Creek	0.004	0.011	0.966	0.014	0.004	0.4-1.1-96.6-1.4-0.4
223	LTNC16	[WRC308-001]	20	35.2016225	-83.2125065	Little Pine Creek	0.528	0.012	0.44	0.008	0.013	52.8-1.2-44-0.8-1.3
224	LTNC17	[WRC310-001]	20	35.2564608	-83.1336517	Mill Creek	0.122	0.023	0.799	0.008	0.049	12.2-2.3-79.9-0.8-4.9
225	LTNC18	[WRC311-001]	20	35.167814	-83.1852347	Mill Creek	0.538	0.029	0.413	0.009	0.01	53.8-2.9-41.3-0.9-1
226	LTNC19	[WRC318-001]	20	35.2766748	-83.0144098	Sols Creek	0.396	0.03	0.535	0.012	0.027	39.6-3-53.5-1.2-2.7
227	LTNC2	[NC02-001]	42	35.48692	-83.18631	Soco Creek	0.004	0.006	0.977	0.008	0.004	0.4-0.6-97.7-0.8-0.4
229	LTNC21	[WRC322-001]	20	35.2096888	-83.1164218	Trout Creek	0.79	0.029	0.033	0.029	0.118	79-2.9-3.3-2.9-11.8
230	LTNC22	[WRC119-001]	20	35.2551992	-83.5906381	UT Otter Creek	0.024	0.013	0.853	0.089	0.02	2.4-1.3-85.3-8.9-2
231	LTNC23	[WRC022-001]	20	35.254525	-83.966819	(C) Sassafras Creek (incl. trib.)	0.005	0.015	0.889	0.087	0.005	0.5-1.5-88.9-8.7-0.5
232	LTNC24	[WRC120-001]	20	35.023508	-83.487356	Yellow Patch Branch	0.201	0.201	0.48	0.043	0.075	20.1-20.1-48-4.3-7.5
233	LTNC25	[WRC023-001]	20	35.2455342	-83.8856125	Bear Creek	0.015	0.008	0.96	0.011	0.006	1.5-0.8-96-1.1-0.6
234	LTNC26	[WRC025-001]	20	35.3259869	-83.9640204	Wright Creek	0.074	0.575	0.318	0.018	0.015	7.4-57.5-31.8-1.8-1.5
235	LTNC27	[NC04-001]	40	35.5288	-83.1922	Madcap Branch	0.003	0.009	0.977	0.008	0.004	0.3-0.9-97.7-0.8-0.4
236	LTNC28	[NC05-001]	39	35.4902	-83.2151	Jenkin's Creek	0.051	0.008	0.89	0.038	0.013	5.1-0.8-89-3.8-1.3
237	LTNC29	[NC06-001]	24	35.4995	-83.1746	Rough Branch	0.135	0.01	0.795	0.053	0.007	13.5-1-79.5-5.3-0.7
238	LTNC3	[NC03-001]	40	35.52025	-83.22418	Big Witch Creek	0.097	0.01	0.829	0.056	0.009	9.7-1-82.9-5.6-0.9
240	LTNC31	[WRC376-001]	40	35.26218	-84.04492	Tellico River	0.006	0.022	0.929	0.038	0.006	0.6-2.2-92.9-3.8-0.6
241	LTNC32	[WRC377-001]	34	35.25168	-84.0299	Round Mountain Branch	0.011	0.021	0.915	0.044	0.01	1.1-2.1-91.5-4.4-1
242	LTNC33	[WRC378-001]	31	35.27757	-83.99892	Snowbird Creek	0.021	0.016	0.901	0.048	0.014	2.1-1.6-90.1-4.8-1.4
245	LTNC36	[WRC384-001]	28	35.384962	-83.079766	Dark Ridge Creek	0.09	0.014	0.866	0.014	0.016	9-1.4-86.6-1.4-1.6
246	LTNC37	[WRC109-001]	19	35.39795	-83.993239	Slickrock Creek	0.145	0.012	0.818	0.008	0.016	14.5-1.2-81.8-0.8-1.6
247	LTNC38	[WRC100-001]	20	35.051127	-83.4433848	Henson Creek	0.145	0.021	0.753	0.016	0.065	14.5-2.1-75.3-1.6-6.5
248	LTNC39	[WRC103-001]	20	35.3365644	-83.4061966	Little Laurel Creek (trib. of Alarka Cr.)	0.008	0.005	0.981	0.003	0.003	0.8-0.5-98.1-0.3-0.3
250	LTNC40	[WRC105-001]	20	35.0812545	-83.2460064	Long Branch	0.67	0.01	0.269	0.022	0.03	67-1-26.9-2.2-3
251	LTNC41	[WRC107-001]	20	35.2703011	-84.0475248	Peckerwood Creek	0.023	0.013	0.94	0.016	0.008	2.3-1.3-94-1.6-0.8
252	LTNC42	[WRC110-001]	20	35.0512067	-83.2553861	Turtle Pond Creek	0.397	0.008	0.554	0.006	0.034	39.7-0.8-55.4-0.6-3.4
253	LTNC43	[WRC114-001]	20	35.032742	-83.436394	UT to Coweeta Creek (near Reynolds Gap)	0.004	0.006	0.981	0.005	0.005	0.4-0.6-98.1-0.5-0.5
254	LTNC44	[WRC115-001]	20	35.2175734	-83.2342281	Wildcat Creek	0.234	0.017	0.725	0.009	0.016	23.4-1.7-72.5-0.9-1.6
256	LTNC46	[WRC118-001]	20	35.249133	-83.669244	Pierce Creek ( also listed as Piercy Creek)	0.113	0.336	0.419	0.01	0.122	11.3-33.6-41.9-1-12.2
257	LTNC47	[WRC267-001]	20	35.382	-83.12	(A) South Fork Sugarloaf Creek	0.005	0.005	0.982	0.005	0.003	0.5-0.5-98.2-0.5-0.3
259	LTNC49	[WRC269-001]	19	35.388	-83.126	(A) UT Sugarloaf Creek	0.051	0.005	0.936	0.004	0.004	5.1-0.5-93.6-0.4-0.4
270	LTNC58	[WRC282-001]	20	35.3280919	-83.0582684	(D) Chastine Creek (incl. tribs.)	0.004	0.004	0.981	0.006	0.004	0.4-0.4-98.1-0.6-0.4
271	LTNC59	[WRC283-001]	20	35.347	-83.054	(D) Craig Creek	0.004	0.005	0.981	0.006	0.004	0.4-0.5-98.1-0.6-0.4
272	LTNC6	[WRC101-001]	20	35.1570048	-83.2625388	Ledford Branch	0.407	0.004	0.58	0.004	0.005	40.7-0.4-58-0.4-0.5
273	LTNC60	[WRC284-001]	20	35.3360411	-83.05636282	(D) Frady Creek	0.004	0.005	0.979	0.007	0.005	0.4-0.5-97.9-0.7-0.5
275	LTNC62	[WRC299-001]	20	35.4191386	-83.1907797	Fisher Creek	0.005	0.005	0.976	0.008	0.006	0.5-0.5-97.6-0.8-0.6
276	LTNC63	[WRC304-002]	19	35.333816	-83.3062694	Greens Creek	0.159	0.008	0.825	0.004	0.005	15.9-0.8-82.5-0.4-0.5
277	LTNC64	[WRC305-001]	20	35.2200232	-83.1506208	Hunter Jim Creek	0.007	0.031	0.933	0.011	0.018	0.7-3.1-93.3-1.1-1.8
279	LTNC66	[WRC309-001]	20	35.2171902	-83.1048686	Little Trout Creek	0.043	0.171	0.755	0.009	0.023	4.3-17.1-75.5-0.9-2.3
280	LTNC67	[WRC312-001]	20	35.2339737	-83.0196683	Neddie Creek	0.023	0.021	0.933	0.01	0.014	2.3-2.1-93.3-1-1.4
281	LTNC68	[WRC319-001]	20	35.2847512	-82.9434836	Tanassee Creek	0.004	0.018	0.929	0.04	0.009	0.4-1.8-92.9-4-0.9
282	LTNC69	[WRC323-001]	20	35.3482953	-83.1325927	Wayehutta Creek	0.028	0.016	0.906	0.042	0.009	2.8-1.6-90.6-4.2-0.9
283	LTNC7	[WRC106-001]	20	35.0980559	-83.1887634	Norton Prong	0.713	0.021	0.203	0.018	0.045	71.3-2.1-20.3-1.8-4.5
284	LTNC70	[WRC366-001]	20	35.24075	-83.582694	Big Branch	0.006	0.165	0.816	0.008	0.005	0.6-16.5-81.6-0.8-0.5
285	LTNC71	[WRC369-001]	20	35.3657942	-83.0204091	Mull Creek	0.062	0.152	0.664	0.078	0.043	6.2-15.2-66.4-7.8-4.3
286	LTNC72	[WRC024-001]	20	35.328906	-84.016292	Whigg Branch	0.676	0.091	0.172	0.041	0.02	67.6-9.1-17.2-4.1-2
290	LTNC76	[WRC116-001]	20	35.039192	-83.574072	Buck Creek	0.084	0.151	0.55	0.024	0.192	8.4-15.1-55-2.4-19.2
291	LTNC77	[WRC278-001]	20	35.35	-83.088	(C) East Fork Moses	0.009	0.008	0.952	0.014	0.017	0.9-0.8-95.2-1.4-1.7
292	LTNC78	[WRC279-001]	20	35.3312291	-83.1007775	(C) Moses Creek	0.005	0.009	0.964	0.015	0.007	0.5-0.9-96.4-1.5-0.7
293	LTNC79	[WRC280-001]	20	35.338	-83.098	(C) Moses Creek	0.007	0.009	0.966	0.012	0.007	0.7-0.9-96.6-1.2-0.7
294	LTNC8	[WRC111-001]	20	35.3374603	-83.3784729	Upper Long Branch	0.049	0.011	0.927	0.006	0.007	4.9-1.1-92.7-0.6-0.7
296	LTNC81	[WRC285-001]	20	35.3300556	-83.0012443	(F) Bearwallow Creek (including tribs.)	0.391	0.054	0.36	0.031	0.164	39.1-5.4-36-3.1-16.4
297	LTNC82	[WRC286-001]	20	35.332	-82.999	(F) Birch Ridge Creek	0.09	0.2	0.498	0.089	0.123	9-20-49.8-8.9-12.3
298	LTNC83	[WRC287-001]	20	35.179	-83.076	(G) Cow Mountain Branch	0.513	0.129	0.021	0.252	0.084	51.3-12.9-2.1-25.2-8.4
299	LTNC84	[WRC288-001]	20	35.186	-83.078	(G) Mill Creek	0.582	0.225	0.033	0.126	0.034	58.2-22.5-3.3-12.6-3.4
300	LTNC85	[WRC289-001]	20	35.176	-83.061	(G) Packs Creek	0.621	0.049	0.014	0.297	0.018	62.1-4.9-1.4-29.7-1.8
301	LTNC86	[WRC290-001]	20	35.183	-83.082	(G) Shelton Creek	0.749	0.07	0.033	0.129	0.018	74.9-7-3.3-12.9-1.8
302	LTNC87	[WRC291-001]	20	35.2644016	-83.0185048	(H) Sols Creek	0.019	0.036	0.881	0.019	0.045	1.9-3.6-88.1-1.9-4.5
303	LTNC88	[WRC292-001]	20	35.3523882	-83.0155009	Beechflat Creek	0.867	0.008	0.007	0.067	0.052	86.7-0.8-0.7-6.7-5.2
305	LTNC9	[WRC112-001]	20	35.1334328	-83.2059302	UT Buck Creek	0.015	0.006	0.969	0.005	0.005	1.5-0.6-96.9-0.5-0.5
306	LTNC90	[WRC297-001]	20	35.2186559	-83.2097509	Dodgen Creek	0.541	0.015	0.424	0.005	0.015	54.1-1.5-42.4-0.5-1.5
307	LTNC91	[WRC300-001]	20	35.2204377	-83.0327662	Flat Creek	0.1	0.14	0.022	0.705	0.033	10-14-2.2-70.5-3.3
308	LTNC92	[WRC301-001]	20	35.2883362	-82.9733704	Gage Creek	0.74	0.046	0.149	0.036	0.029	74-4.6-14.9-3.6-2.9
309	LTNC93	[WRC313-001]	20	35.3235915	-82.9913537	Piney Mountain Creek	0.272	0.178	0.396	0.089	0.065	27.2-17.8-39.6-8.9-6.5
310	LTNC94	[WRC314-001]	20	35.2568349	-82.9362342	Pinhook Creek	0.105	0.121	0.632	0.113	0.028	10.5-12.1-63.2-11.3-2.8
311	LTNC95	[WRC315-001]	20	35.2488885	-83.2674832	Shell Branch	0.006	0.005	0.98	0.004	0.004	0.6-0.5-98-0.4-0.4
313	LTNC97	[WRC317-001]	20	35.2007229	-83.0039466	Slickens Creek	0.739	0.059	0.034	0.029	0.139	73.9-5.9-3.4-2.9-13.9
314	LTNC98	[WRC320-001]	19	35.2802563	-83.2630471	Tatham Creek	0.102	0.008	0.88	0.006	0.005	10.2-0.8-88-0.6-0.5
315	LTNC99	[WRC324-004]	15	35.2665208	-82.9695989	Wolf Creek	0.246	0.05	0.502	0.073	0.128	24.6-5-50.2-7.3-12.8
316	MPPS1	[LR_2013_211]	29	35.598205	-83.501998	Meigs Post Prong Site 1	0.005	0.956	0.01	0.024	0.005	0.5-95.6-1-2.4-0.5
317	MPPS2	[LR_2013_240]	31	35.594744	-83.49822	Meigs Post Prong Site 2	0.005	0.958	0.006	0.024	0.007	0.5-95.8-0.6-2.4-0.7
318	PFBNC1	[NC01-001]	42	35.46629	-83.04172	Hyatt Cove Creek	0.004	0.017	0.739	0.234	0.005	0.4-1.7-73.9-23.4-0.5
319	PFBNC10	[WRC246-001]	20	35.4136987	-83.0132106	Old Bald Creek	0.026	0.016	0.008	0.941	0.009	2.6-1.6-0.8-94.1-0.9
320	PFBNC100	[WRC217-001]	20	35.721547	-82.254889	Right Prong South Toe River	0.551	0.161	0.149	0.109	0.029	55.1-16.1-14.9-10.9-2.9
321	PFBNC101	[WRC219-001]	19	35.76075	-82.192601	Roaring Fork	0.12	0.277	0.197	0.368	0.038	12-27.7-19.7-36.8-3.8
322	PFBNC102	[WRC222-001]	20	36.1015896	-82.0403139	Sandbank Creek	0.628	0.304	0.033	0.022	0.014	62.8-30.4-3.3-2.2-1.4
324	PFBNC104	[WRC225-001]	20	36.136075	-82.221978	Spring Creek	0.429	0.546	0.009	0.01	0.006	42.9-54.6-0.9-1-0.6
325	PFBNC105	[WRC226-001]	20	36.0048744	-82.0796566	Stagger Weed Creek	0.447	0.47	0.006	0.058	0.019	44.7-47-0.6-5.8-1.9
326	PFBNC106	[WRC227-001]	20	35.8172014	-82.1783762	UT Little White Oak Creek	0.361	0.344	0.134	0.115	0.046	36.1-34.4-13.4-11.5-4.6
327	PFBNC107	[WRC235-001]	20	35.511961	-83.0311825	Gaddis Branch	0.051	0.011	0.013	0.916	0.009	5.1-1.1-1.3-91.6-0.9
328	PFBNC108	[WRC236-001]	20	35.5658324	-83.08157727	Hemphill Branch	0.062	0.046	0.102	0.782	0.008	6.2-4.6-10.2-78.2-0.8
329	PFBNC109	[WRC242-001]	20	35.439484	-82.9913905	Medford Branch	0.165	0.007	0.757	0.026	0.044	16.5-0.7-75.7-2.6-4.4
330	PFBNC11	[WRC250-001]	20	35.4082192	-83.9945695	Shiny Creek	0.005	0.012	0.01	0.964	0.009	0.5-1.2-1-96.4-0.9
331	PFBNC110	[WRC245-001]	20	35.4113281	-83.016928	Old Bald Creek	0.033	0.017	0.01	0.916	0.023	3.3-1.7-1-91.6-2.3
332	PFBNC111	[WRC249-001]	15	35.335311	-82.889639	Sam Branch	0.985	0.003	0.003	0.004	0.005	98.5-0.3-0.3-0.4-0.5
333	PFBNC112	[WRC254-001]	20	35.458564	-83.085531	Winchester Creek	0.003	0.005	0.006	0.983	0.003	0.3-0.5-0.6-98.3-0.3
334	PFBNC113	[WRC026-001]	20	36.016006	-82.684572	(A) East Prong Hickey Fork	0.497	0.104	0.242	0.119	0.038	49.7-10.4-24.2-11.9-3.8
335	PFBNC114	[WRC027-001]	20	35.4315423	-82.6826226	(B) Fletcher Creek	0.093	0.043	0.03	0.82	0.014	9.3-4.3-3-82-1.4
336	PFBNC115	[WRC028-001]	20	35.4346241	-82.68400165	(B) Spencer Branch	0.037	0.031	0.019	0.905	0.008	3.7-3.1-1.9-90.5-0.8
340	PFBNC119	[WRC326-001]	20	36.1950526	-81.9551761	Fall Creek	0.985	0.003	0.003	0.003	0.006	98.5-0.3-0.3-0.3-0.6
342	PFBNC120	[WRC327-001]	19	36.1854005	-81.7095864	Harrison Branch	0.054	0.879	0.045	0.008	0.014	5.4-87.9-4.5-0.8-1.4
345	PFBNC123	[WRC330-001]	20	36.196714	-81.7076549	Laurel Fork	0.108	0.851	0.015	0.01	0.016	10.8-85.1-1.5-1-1.6
346	PFBNC125	[WRC339-001]	20	36.2149634	-81.8216606	Worley Creek	0.224	0.743	0.01	0.013	0.01	22.4-74.3-1-1.3-1
347	PFBNC126	[WRC036-001]	19	35.1531241	-82.8544272	(K) Diamond Creek (above falls)	0.14	0.046	0.049	0.74	0.025	14-4.6-4.9-74-2.5
348	PFBNC127	[WRC037-001]	19	35.148	-82.841	(K) Diamond Creek (below falls)	0.525	0.038	0.021	0.394	0.023	52.5-3.8-2.1-39.4-2.3
353	PFBNC131	[WRC043-001]	20	35.317274	-82.7989204	Big Bearpen Branch	0.31	0.075	0.052	0.527	0.037	31-7.5-5.2-52.7-3.7
354	PFBNC132	[WRC044-001]	20	35.1263498	-82.7254991	Bradley Creek	0.639	0.125	0.031	0.112	0.092	63.9-12.5-3.1-11.2-9.2
357	PFBNC135	[WRC047-001]	19	35.2452798	-82.8250315	Cathys Creek (above falls)	0.812	0.028	0.011	0.12	0.03	81.2-2.8-1.1-12-3
358	PFBNC136	[WRC048-001]	20	35.2279072	-82.8089636	Cedar Rock Creek	0.525	0.022	0.009	0.424	0.02	52.5-2.2-0.9-42.4-2
360	PFBNC138	[WRC054-001]	20	35.1953627	-82.7006818	Hogsed Creek	0.405	0.066	0.01	0.501	0.018	40.5-6.6-1-50.1-1.8
361	PFBNC139	[WRC055-001]	20	35.2269765	-82.8036075	Kagle Branch	0.272	0.021	0.011	0.675	0.021	27.2-2.1-1.1-67.5-2.1
362	PFBNC14	[WRC086-001]	20	35.3011132	-82.7014008	North Prong Turkey Creek	0.004	0.018	0.005	0.967	0.007	0.4-1.8-0.5-96.7-0.7
363	PFBNC140	[WRC056-001]	19	35.2453111	-82.7890818	Kuykendall Creek	0.976	0.005	0.004	0.004	0.011	97.6-0.5-0.4-0.4-1.1
364	PFBNC141	[WRC058-001]	20	35.3211685	-82.8026481	Log Hollow Branch	0.946	0.005	0.017	0.012	0.02	94.6-0.5-1.7-1.2-2
365	PFBNC142	[WRC059-001]	20	35.3240283	-82.7897053	Looking Glass Creek	0.686	0.101	0.07	0.126	0.017	68.6-10.1-7-12.6-1.7
366	PFBNC144	[WRC067-001]	20	35.3017378	-82.803234	Rockhouse Creek	0.965	0.003	0.004	0.003	0.025	96.5-0.3-0.4-0.3-2.5
367	PFBNC145	[WRC068-001]	20	35.5621703	-82.3555376	Rocky Fork	0.955	0.011	0.014	0.008	0.013	95.5-1.1-1.4-0.8-1.3
370	PFBNC148	[WRC071-001]	20	35.3216175	-82.6885368	Sutton Creek	0.697	0.07	0.013	0.186	0.034	69.7-7-1.3-18.6-3.4
371	PFBNC149	[WRC072-001]	20	35.2333527	-82.8211449	Tarkiln Branch	0.422	0.026	0.018	0.476	0.057	42.2-2.6-1.8-47.6-5.7
374	PFBNC152	[WRC077-001]	20	35.3352984	-82.8026901	UT Looking Glass Creek (@ Bennet Cove)	0.619	0.164	0.039	0.146	0.031	61.9-16.4-3.9-14.6-3.1
377	PFBNC155	[WRC080-001]	20	35.3387483	-82.7923259	UT to Looking Glass Creek (@ Cherry Cove)	0.704	0.098	0.052	0.131	0.017	70.4-9.8-5.2-13.1-1.7
378	PFBNC156	[WRC081-001]	20	35.148281	-82.594131	Wildcat Branch	0.437	0.058	0.013	0.464	0.028	43.7-5.8-1.3-46.4-2.8
379	PFBNC157	[WRC084-001]	20	35.2791541	-82.88750234	Chestnut Creek	0.271	0.111	0.121	0.484	0.013	27.1-11.1-12.1-48.4-1.3
380	PFBNC158	[D712-001]	86	36.1187367	-81.785994	Boone Fork	0.003	0.01	0.964	0.019	0.004	0.3-1-96.4-1.9-0.4
381	PFBNC159	[D904-001]	48	35.65536	-82.41322	Left Fork Beetree Creek	0.003	0.005	0.004	0.984	0.003	0.3-0.5-0.4-98.4-0.3
382	PFBNC16	[WRC088-001]	20	35.720176	-82.8363434	UT Friezland Creek	0.079	0.012	0.009	0.882	0.018	7.9-1.2-0.9-88.2-1.8
383	PFBNC160	[D905-001]	40	35.66236	-82.29021	Flat Creek	0.004	0.005	0.017	0.968	0.006	0.4-0.5-1.7-96.8-0.6
384	PFBNC161	[D908-001]	40	35.72633	-82.33578	North Fork Swannanoa River	0.004	0.005	0.004	0.983	0.0005	0.4-0.5-0.4-98.3-0.05
386	PFBNC17	[WRC089-001]	20	35.1317496	-82.633079	Walker Branch	0.705	0.133	0.008	0.116	0.037	70.5-13.3-0.8-11.6-3.7
388	PFBNC19	[WRC050-001]	20	35.2919502	-82.815768	Cove Creek	0.004	0.017	0.005	0.969	0.004	0.4-1.7-0.5-96.9-0.4
389	PFBNC21	[WRC238-001]	20	35.520511	-83.1329804	Indian Creek	0.003	0.006	0.017	0.969	0.004	0.3-0.6-1.7-96.9-0.4
391	PFBNC23	[WRC034-001]	20	35.1911007	-82.8208899	(J) Sawmill Creek (above falls)	0.006	0.062	0.005	0.914	0.013	0.6-6.2-0.5-91.4-1.3
392	PFBNC24	[WRC371-001]	20	35.088828	-82.756712	South Prong Glady Fork	0.135	0.25	0.007	0.474	0.134	13.5-25-0.7-47.4-13.4
393	PFBNC25	[WRC372-001]	20	35.089306	-82.741648	Jane Cantrell Creek	0.025	0.106	0.005	0.828	0.037	2.5-10.6-0.5-82.8-3.7
394	PFBNC26	[WRC373-001]	20	35.108285	-82.701368	Hickory Flat Creek	0.985	0.003	0.004	0.003	0.004	98.5-0.3-0.4-0.3-0.4
396	PFBNC28	[WRC382-001]	20	35.120125	-82.75003	Laurel Branch (Murr Creek) Above Falls	0.269	0.159	0.007	0.459	0.106	26.9-15.9-0.7-45.9-10.6
398	PFBNC3	[WRC064-001]	20	35.3536568	-82.7777478	Pigeon Branch	0.867	0.02	0.048	0.054	0.011	86.7-2-4.8-5.4-1.1
400	PFBNC31	[WRC042-001]	20	35.462239	-82.689914	Beaverdam Creek	0.005	0.006	0.009	0.972	0.009	0.5-0.6-0.9-97.2-0.9
401	PFBNC32	[WRC051-001]	20	35.1232614	-82.7047303	East Fork French Broad River	0.041	0.069	0.006	0.835	0.048	4.1-6.9-0.6-83.5-4.8
403	PFBNC34	[WRC057-001]	19	35.361242	-82.683317	Laurel Creek	0.024	0.403	0.032	0.531	0.009	2.4-40.3-3.2-53.1-0.9
404	PFBNC35	[WRC060-001]	20	35.756372	-82.946969	Maple Springs Branch	0.042	0.051	0.012	0.886	0.008	4.2-5.1-1.2-88.6-0.8
405	PFBNC36	[WRC062-001]	20	35.798753	-82.368792	North Fork Ivy Creek	0.007	0.047	0.072	0.87	0.005	0.7-4.7-7.2-87-0.5
407	PFBNC38	[WRC065-001]	20	35.6694559	-82.3930353	Right Fork Beetree Creek	0.003	0.004	0.004	0.985	0.003	0.3-0.4-0.4-98.5-0.3
408	PFBNC39	[WRC066-001]	20	35.815297	-82.938686	Roaring Fork	0.076	0.016	0.016	0.851	0.041	7.6-1.6-1.6-85.1-4.1
409	PFBNC4	[WRC090-001]	20	35.33193	-82.65082	Woody Branch	0.004	0.006	0.009	0.977	0.004	0.4-0.6-0.9-97.7-0.4
412	PFBNC42	[WRC082-001]	20	35.3314292	-82.6493749	Woody Branch	0.004	0.007	0.009	0.976	0.004	0.4-0.7-0.9-97.6-0.4
413	PFBNC43	[WRC085-001]	20	35.2584604	-82.7535622	Mine Branch	0.006	0.018	0.008	0.963	0.005	0.6-1.8-0.8-96.3-0.5
414	PFBNC44	[WRC189-001]	20	35.87624	-82.234827	Ayles Creek	0.007	0.886	0.039	0.062	0.006	0.7-88.6-3.9-6.2-0.6
415	PFBNC45	[WRC190-001]	20	35.9652732	-82.4749537	Bald Mountain Creek	0.017	0.922	0.037	0.019	0.006	1.7-92.2-3.7-1.9-0.6
416	PFBNC46	[WRC196-001]	20	36.0968006	-82.1012793	Carvers Gap Creek	0.016	0.901	0.074	0.005	0.004	1.6-90.1-7.4-0.5-0.4
418	PFBNC48	[WRC198-001]	20	35.9602071	-82.0517815	Gouges Creek	0.005	0.732	0.188	0.056	0.02	0.5-73.2-18.8-5.6-2
419	PFBNC49	[WRC200-001]	20	36.083408	-82.115417	Holder Creek	0.006	0.945	0.024	0.018	0.007	0.6-94.5-2.4-1.8-0.7
420	PFBNC5	[WRC230-001]	20	35.4080126	-83.0011615	Cherry Cove Creek	0.008	0.009	0.009	0.957	0.017	0.8-0.9-0.9-95.7-1.7
421	PFBNC50	[WRC201-001]	20	36.082267	-82.063001	Jerry Creek	0.027	0.652	0.158	0.157	0.006	2.7-65.2-15.8-15.7-0.6
422	PFBNC51	[WRC203-001]	20	36.0956264	-82.0985289	Johns Camp Branch	0.012	0.86	0.114	0.008	0.006	1.2-86-11.4-0.8-0.6
423	PFBNC52	[WRC204-001]	20	35.9845092	-82.044634	Jones Creek	0.041	0.747	0.147	0.058	0.007	4.1-74.7-14.7-5.8-0.7
424	PFBNC53	[WRC209-001]	20	36.121701	-82.160219	Lyddies Creek	0.004	0.967	0.009	0.016	0.004	0.4-96.7-0.9-1.6-0.4
426	PFBNC55	[WRC212-001]	20	35.7970579	-82.2825554	Ogle Creek	0.008	0.967	0.013	0.007	0.005	0.8-96.7-1.3-0.7-0.5
427	PFBNC56	[WRC214-001]	20	35.7731193	-82.3226384	Raven Fork	0.006	0.956	0.016	0.018	0.004	0.6-95.6-1.6-1.8-0.4
428	PFBNC57	[WRC218-001]	20	36.116242	-82.050094	Roaring Creek	0.025	0.838	0.054	0.063	0.02	2.5-83.8-5.4-6.3-2
429	PFBNC58	[WRC220-001]	20	35.8482545	-82.2108422	Roaring Spout Branch (Above Falls)	0.006	0.053	0.605	0.332	0.005	0.6-5.3-60.5-33.2-0.5
431	PFBNC6	[WRC231-001]	20	35.4144916	-83.9934787	Deep Gap Creek	0.009	0.015	0.019	0.947	0.01	0.9-1.5-1.9-94.7-1
433	PFBNC61	[WRC228-001]	20	35.382768	-82.8093472	Bee Branch	0.003	0.005	0.006	0.981	0.005	0.3-0.5-0.6-98.1-0.5
435	PFBNC63	[WRC232-001]	19	35.4134934	-82.9919913	Deep Gap Creek	0.022	0.015	0.012	0.937	0.015	2.2-1.5-1.2-93.7-1.5
436	PFBNC64	[WRC233-001]	20	35.5284956	-83.1522215	Deep Gap Creek	0.006	0.018	0.021	0.951	0.004	0.6-1.8-2.1-95.1-0.4
437	PFBNC65	[WRC234-001]	20	35.54362	-83.1043	Fie Creek	0.046	0.01	0.009	0.927	0.007	4.6-1-0.9-92.7-0.7
438	PFBNC66	[WRC239-001]	20	35.5044723	-83.0939977	Johnson Branch	0.016	0.022	0.021	0.93	0.011	1.6-2.2-2.1-93-1.1
439	PFBNC67	[WRC240-001]	20	35.5194154	-83.158788	Long Branch	0.004	0.007	0.01	0.975	0.004	0.4-0.7-1-97.5-0.4
440	PFBNC68	[WRC241-001]	20	35.5350548	-83.1629576	Mashie Stomp Creek	0.003	0.008	0.007	0.978	0.004	0.3-0.8-0.7-97.8-0.4
441	PFBNC69	[WRC244-001]	20	35.435672	-82.934283	Nix Creek	0.005	0.007	0.006	0.974	0.008	0.5-0.7-0.6-97.4-0.8
442	PFBNC7	[WRC237-001]	20	35.400362	-82.7949057	Hungry Creek	0.004	0.011	0.084	0.896	0.005	0.4-1.1-8.4-89.6-0.5
443	PFBNC70	[WRC247-001]	20	35.4815135	-83.0456402	Plott Creek	0.018	0.011	0.07	0.87	0.031	1.8-1.1-7-87-3.1
