ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	K1	K2	K3	K4	K5	Data
236	LTNC28	NC05-001	39	35.4902	-83.2151	Jenkin's Creek	0	0	0	0.971461538	0.028512821	0-0-0-97.1-2.9
237	LTNC29	NC06-001	24	35.4995	-83.1746	Rough Branch	0	0.115291667	8.33E-05	0.52275	0.361833333	0-11.5-0-52.3-36.2
238	LTNC3	NC03-001	40	35.52025	-83.22418	Big Witch Creek	0	0.010875	2.50E-05	0.872175	0.1169	0-1.1-0-87.2-11.7
240	LTNC31	WRC376-001	40	35.26218	-84.04492	Tellico River	0	0	0	1	0	0-0-0-100-0
241	LTNC32	WRC377-001	34	35.25168	-84.0299	Round Mountain Branch	0	0	0	0.983088235	0.016911765	0-0-0-98.3-1.7
242	LTNC33	WRC378-001	31	35.27757	-83.99892	Snowbird Creek	0	0	0	0.999322581	0.000677419	0-0-0-99.9-0.1
245	LTNC36	WRC384-001	28	35.384962	-83.079766	Dark Ridge Creek	0	0.004571429	0	0.976214286	0.019214286	0-0.5-0-97.6-1.9
246	LTNC37	WRC109-001	19	35.39795	-83.993239	Slickrock Creek	0	0.000578947	0	0.999421053	0	0-0.1-0-99.9-0
247	LTNC38	WRC100-001	20	35.051127	-83.4433848	Henson Creek	0	0	5.00E-05	0.94755	0.05235	0-0-0-94.8-5.2
248	LTNC39	WRC103-001	20	35.3365644	-83.4061966	Little Laurel Creek (trib. of Alarka Cr.)	0	0	0	1	0	0-0-0-100-0
250	LTNC40	WRC105-001	20	35.0812545	-83.2460064	Long Branch	0	0.42335	0.0185	0.20055	0.3575	0-42.3-1.9-20.1-35.8
251	LTNC41	WRC107-001	20	35.2703011	-84.0475248	Peckerwood Creek	0	0	0	1	0	0-0-0-100-0
252	LTNC42	WRC110-001	20	35.0512067	-83.2553861	Turtle Pond Creek	0	0.08465	0.02975	0.8735	0.012	0-8.5-3-87.4-1.2
253	LTNC43	WRC114-001	20	35.032742	-83.436394	UT to Coweeta Creek (near Reynolds Gap)	0	0	0	1	0	0-0-0-100-0
254	LTNC44	WRC115-001	20	35.2175734	-83.2342281	Wildcat Creek	0	0.04895	0	0.9437	0.0074	0-4.9-0-94.4-0.7
256	LTNC46	WRC118-001	20	35.249133	-83.669244	Pierce Creek ( also listed as Piercy Creek)	0	0.00055	0.0622	0.66295	0.2741	0-0.1-6.2-66.3-27.4
257	LTNC47	WRC267-001	20	35.382	-83.12	(A) South Fork Sugarloaf Creek	0	0	0	1	0	0-0-0-100-0
258	LTNC48	WRC268-001	5	35.392	-83.133	(A) Sugarloaf Creek (below barrier)	0	0.2	0	0.8	0	0-20-0-80-0
259	LTNC49	WRC269-001	19	35.388	-83.126	(A) UT Sugarloaf Creek	0	0	0	1	0	0-0-0-100-0
270	LTNC58	WRC282-001	20	35.3280919	-83.0582684	(D) Chastine Creek (incl. tribs.)	0	0	0	1	0	0-0-0-100-0
271	LTNC59	WRC283-001	20	35.347	-83.054	(D) Craig Creek	0	0	0	1	0	0-0-0-100-0
272	LTNC6	WRC101-001	20	35.1570048	-83.2625388	Ledford Branch	0	0.71685	0.0013	0.28185	0	0-71.7-0.1-28.2-0
273	LTNC60	WRC284-001	20	35.3360411	-83.05636282	(D) Frady Creek	0	0	0	1	0	0-0-0-100-0
275	LTNC62	WRC299-001	20	35.4191386	-83.1907797	Fisher Creek	0	0	0	1	0	0-0-0-100-0
276	LTNC63	WRC304-002	19	35.333816	-83.3062694	Greens Creek	0	0.157894737	0	0.842105263	0	0-15.8-0-84.2-0
277	LTNC64	WRC305-001	20	35.2200232	-83.1506208	Hunter Jim Creek	0	0	0	0.9196	0.0804	0-0-0-92-8
279	LTNC66	WRC309-001	20	35.2171902	-83.1048686	Little Trout Creek	0	0	0	0.9531	0.0469	0-0-0-95.3-4.7
280	LTNC67	WRC312-001	20	35.2339737	-83.0196683	Neddie Creek	0	0	0	0.9962	0.0038	0-0-0-99.6-0.4
281	LTNC68	WRC319-001	20	35.2847512	-82.9434836	Tanassee Creek	0	0	0	1	0	0-0-0-100-0
282	LTNC69	WRC323-001	20	35.3482953	-83.1325927	Wayehutta Creek	0	0	0	0.35905	0.64095	0-0-0-35.9-64.1
283	LTNC7	WRC106-001	20	35.0980559	-83.1887634	Norton Prong	0	0.563	0.00065	0.2687	0.1676	0-56.3-0.1-26.9-16.8
284	LTNC70	WRC366-001	20	35.24075	-83.582694	Big Branch	0	0	0	0.90475	0.09525	0-0-0-90.5-9.5
285	LTNC71	WRC369-001	20	35.3657942	-83.0204091	Mull Creek	0	0	0	0.554	0.446	0-0-0-55.4-44.6
286	LTNC72	WRC024-001	20	35.328906	-84.016292	Whigg Branch	0	0.3842	0.0177	0.5505	0.04765	0-38.4-1.8-55.1-4.8
290	LTNC76	WRC116-001	20	35.039192	-83.574072	Buck Creek	0	5.00E-04	0.0527	0.8351	0.11165	0-0.1-5.3-83.5-11.2
291	LTNC77	WRC278-001	20	35.35	-83.088	(C) East Fork Moses	0	0	0	0.86385	0.13615	0-0-0-86.4-13.6
292	LTNC78	WRC279-001	20	35.3312291	-83.1007775	(C) Moses Creek	0	0	0	0.9548	0.0452	0-0-0-95.5-4.5
293	LTNC79	WRC280-001	20	35.338	-83.098	(C) Moses Creek	0	0	0	0.85185	0.14815	0-0-0-85.2-14.8
294	LTNC8	WRC111-001	20	35.3374603	-83.3784729	Upper Long Branch	0	0	0	1	0	0-0-0-100-0
296	LTNC81	WRC285-001	20	35.3300556	-83.0012443	(F) Bearwallow Creek (including tribs.)	0	0.0643	0.08975	0.82135	0.02475	0-6.4-9-82.1-2.5
297	LTNC82	WRC286-001	20	35.332	-82.999	(F) Birch Ridge Creek	0	0.0042	5.00E-04	0.8697	0.12555	0-0.4-0.1-87-12.6
298	LTNC83	WRC287-001	20	35.179	-83.076	(G) Cow Mountain Branch	0	0.14605	0.022	0.1133	0.7188	0-14.6-2.2-11.3-71.9
299	LTNC84	WRC288-001	20	35.186	-83.078	(G) Mill Creek	0	0.39975	0.0176	0.2179	0.36465	0-40-1.8-21.8-36.5
300	LTNC85	WRC289-001	20	35.176	-83.061	(G) Packs Creek	0	0.51785	1.00E-04	8.00E-04	0.48125	0-51.8-0-0.1-48.1
301	LTNC86	WRC290-001	20	35.183	-83.082	(G) Shelton Creek	0	0.65945	0.0779	0.03665	0.2258	0-65.9-7.8-3.7-22.6
302	LTNC87	WRC291-001	20	35.2644016	-83.0185048	(H) Sols Creek	0	0	0.00035	0.9126	0.08705	0-0-0-91.3-8.7
303	LTNC88	WRC292-001	20	35.3523882	-83.0155009	Beechflat Creek	0	0.89705	0.1029	0	5.00E-05	0-89.7-10.3-0-0
305	LTNC9	WRC112-001	20	35.1334328	-83.2059302	UT Buck Creek	0	0	0	1	0	0-0-0-100-0
306	LTNC90	WRC297-001	20	35.2186559	-83.2097509	Dodgen Creek	0	0.7072	9.00E-04	0.2919	5.00E-05	0-70.7-0.1-29.2-0
307	LTNC91	WRC300-001	20	35.2204377	-83.0327662	Flat Creek	0	0.00095	0	0.04665	0.9524	0-0.1-0-4.7-95.2
308	LTNC92	WRC301-001	20	35.2883362	-82.9733704	Gage Creek	0	0.83985	0.0489	0.10065	0.0106	0-84-4.9-10.1-1.1
309	LTNC93	WRC313-001	20	35.3235915	-82.9913537	Piney Mountain Creek	0	0.2225	0.0032	0.5808	0.19355	0-22.3-0.3-58.1-19.4
310	LTNC94	WRC314-001	20	35.2568349	-82.9362342	Pinhook Creek	0	0.0585	0.00015	0.8493	0.09195	0-5.9-0-84.9-9.2
311	LTNC95	WRC315-001	20	35.2488885	-83.2674832	Shell Branch	0	0	0	1	0	0-0-0-100-0
313	LTNC97	WRC317-001	20	35.2007229	-83.0039466	Slickens Creek	0	0.64665	0.2619	0.09145	0	0-64.7-26.2-9.1-0
314	LTNC98	WRC320-001	19	35.2802563	-83.2630471	Tatham Creek	0	0.001842105	0	0.998105263	0	0-0.2-0-99.8-0
315	LTNC99	WRC324-004	15	35.2665208	-82.9695989	Wolf Creek	0	0.000533333	0.003	0.632133333	0.364266667	0-0.1-0.3-63.2-36.4
316	MPPS1	LR_2013_211	29	35.598205	-83.501998	Meigs Post Prong Site 1	0	0	0	0	1	0-0-0-0-100
317	MPPS2	LR_2013_240	31	35.594744	-83.49822	Meigs Post Prong Site 2	0	0	0	0	1	0-0-0-0-100
318	PFBNC1	NC01-001	42	35.46629	-83.04172	Hyatt Cove Creek	0	0	0	0.355690476	0.644309524	0-0-0-35.6-64.4
319	PFBNC10	WRC246-001	20	35.4136987	-83.0132106	Old Bald Creek	0	0	0	5.00E-05	0.99995	0-0-0-0-100
320	PFBNC100	WRC217-001	20	35.721547	-82.254889	Right Prong South Toe River	0	0.3793	0.0168	0.4491	0.1547	0-37.9-1.7-44.9-15.5
321	PFBNC101	WRC219-001	19	35.76075	-82.192601	Roaring Fork	0	0.052842105	0	0.524894737	0.422263158	0-5.3-0-52.5-42.2
322	PFBNC102	WRC222-001	20	36.1015896	-82.0403139	Sandbank Creek	0	0.5494	1.00E-04	0.4504	0	0-54.9-0-45-0
324	PFBNC104	WRC225-001	20	36.136075	-82.221978	Spring Creek	0	0.3421	5.00E-05	0.46655	0.19115	0-34.2-0-46.7-19.1
325	PFBNC105	WRC226-001	20	36.0048744	-82.0796566	Stagger Weed Creek	0	0.60315	0.0029	0.10515	0.2888	0-60.3-0.3-10.5-28.9
326	PFBNC106	WRC227-001	20	35.8172014	-82.1783762	UT Little White Oak Creek	0	0.17245	5.00E-05	0.77745	0.05005	0-17.2-0-77.7-5
327	PFBNC107	WRC235-001	20	35.511961	-83.0311825	Gaddis Branch	0	0.03015	0	0	0.96985	0-3-0-0-97
328	PFBNC108	WRC236-001	20	35.5658324	-83.08157727	Hemphill Branch	0	0.0097	1.00E-04	0.0698	0.92035	0-1-0-7-92
329	PFBNC109	WRC242-001	20	35.439484	-82.9913905	Medford Branch	0	0.01765	0.00035	0.8603	0.12185	0-1.8-0-86-12.2
330	PFBNC11	WRC250-001	20	35.4082192	-83.9945695	Shiny Creek	0	0	0	0	1	0-0-0-0-100
331	PFBNC110	WRC245-001	20	35.4113281	-83.016928	Old Bald Creek	0	0	0	0	1	0-0-0-0-100
332	PFBNC111	WRC249-001	15	35.335311	-82.889639	Sam Branch	0	1	0	0	0	0-100-0-0-0
333	PFBNC112	WRC254-001	20	35.458564	-83.085531	Winchester Creek	0	0	0	0	1	0-0-0-0-100
334	PFBNC113	WRC026-001	20	36.016006	-82.684572	(A) East Prong Hickey Fork	0	0.13785	0.0037	0.0289	0.82965	0-13.8-0.4-2.9-83
335	PFBNC114	WRC027-001	20	35.4315423	-82.6826226	(B) Fletcher Creek	0	0.00065	0	0.0213	0.97795	0-0.1-0-2.1-97.8
336	PFBNC115	WRC028-001	20	35.4346241	-82.68400165	(B) Spencer Branch	0	0	0	1.00E-04	0.9999	0-0-0-0-100
340	PFBNC119	WRC326-001	20	36.1950526	-81.9551761	Fall Creek	0	1	0	0	0	0-100-0-0-0
342	PFBNC120	WRC327-001	19	36.1854005	-81.7095864	Harrison Branch	0	5.26E-05	0	0.941789474	0.058157895	0-0-0-94.2-5.8
345	PFBNC123	WRC330-001	20	36.196714	-81.7076549	Laurel Fork	0	0.05145	0.00755	0.78305	0.15795	0-5.1-0.8-78.3-15.8
346	PFBNC125	WRC339-001	20	36.2149634	-81.8216606	Worley Creek	0	0.06845	0	0.28735	0.64425	0-6.8-0-28.7-64.4
347	PFBNC126	WRC036-001	19	35.1531241	-82.8544272	(K) Diamond Creek (above falls)	0	0.000894737	0.000157895	0.014578947	0.984263158	0-0.1-0-1.5-98.4
348	PFBNC127	WRC037-001	19	35.148	-82.841	(K) Diamond Creek (below falls)	0	0.475052632	0.006052632	0.004368421	0.514684211	0-47.5-0.6-0.4-51.5
353	PFBNC131	WRC043-001	20	35.317274	-82.7989204	Big Bearpen Branch	0	0.00325	0	1.00E-04	0.9966	0-0.3-0-0-99.7
354	PFBNC132	WRC044-001	20	35.1263498	-82.7254991	Bradley Creek	0	0.62045	0.21035	0.00805	0.1613	0-62-21-0.8-16.1
357	PFBNC135	WRC047-001	19	35.2452798	-82.8250315	Cathys Creek (above falls)	0	0.906368421	0.007842105	0.000947368	0.084736842	0-90.6-0.8-0.1-8.5
358	PFBNC136	WRC048-001	20	35.2279072	-82.8089636	Cedar Rock Creek	0	0.49635	1.00E-04	0	0.5035	0-49.6-0-0-50.4
360	PFBNC138	WRC054-001	20	35.1953627	-82.7006818	Hogsed Creek	0	0.0181	0.00885	0.00905	0.96405	0-1.8-0.9-0.9-96.4
361	PFBNC139	WRC055-001	20	35.2269765	-82.8036075	Kagle Branch	0	0.15015	5.00E-05	1.00E-04	0.84965	0-15-0-0-85
362	PFBNC14	WRC086-001	20	35.3011132	-82.7014008	North Prong Turkey Creek	0	0	0	0	1	0-0-0-0-100
363	PFBNC140	WRC056-001	19	35.2453111	-82.7890818	Kuykendall Creek	0	0.997368421	0.002631579	0	0	0-99.7-0.3-0-0
364	PFBNC141	WRC058-001	20	35.3211685	-82.8026481	Log Hollow Branch	0	1	0	0	0	0-100-0-0-0
365	PFBNC142	WRC059-001	20	35.3240283	-82.7897053	Looking Glass Creek	0	0.8703	0.00015	0.03785	0.0916	0-87-0-3.8-9.2
366	PFBNC144	WRC067-001	20	35.3017378	-82.803234	Rockhouse Creek	0	1	0	0	0	0-100-0-0-0
367	PFBNC145	WRC068-001	20	35.5621703	-82.3555376	Rocky Fork	0	0.99975	0.00015	5.00E-05	0	0-100-0-0-0
370	PFBNC148	WRC071-001	20	35.3216175	-82.6885368	Sutton Creek	0	0.8273	0.0344	0.00555	0.13265	0-82.7-3.4-0.6-13.3
371	PFBNC149	WRC072-001	20	35.2333527	-82.8211449	Tarkiln Branch	0	0.273	0.0177	0.00015	0.7091	0-27.3-1.8-0-70.9
374	PFBNC152	WRC077-001	20	35.3352984	-82.8026901	UT Looking Glass Creek (@ Bennet Cove)	0	0.55075	0.00075	0.00815	0.4404	0-55.1-0.1-0.8-44
377	PFBNC155	WRC080-001	20	35.3387483	-82.7923259	UT to Looking Glass Creek (@ Cherry Cove)	0	0.7145	2.00E-04	0.0112	0.2742	0-71.5-0-1.1-27.4
378	PFBNC156	WRC081-001	20	35.148281	-82.594131	Wildcat Branch	0	0.2202	0.0776	0.0016	0.7005	0-22-7.8-0.2-70.1
379	PFBNC157	WRC084-001	20	35.2791541	-82.88750234	Chestnut Creek	0	5.00E-05	0	0.00145	0.99835	0-0-0-0.1-99.8
380	PFBNC158	D712-001	86	36.1187367	-81.785994	Boone Fork	0	0	0	1	0	0-0-0-100-0
381	PFBNC159	D904-001	48	35.65536	-82.41322	Left Fork Beetree Creek	0	0	0	0	1	0-0-0-0-100
382	PFBNC16	WRC088-001	20	35.720176	-82.8363434	UT Friezland Creek	0	0	0	0	1	0-0-0-0-100
383	PFBNC160	D905-001	40	35.66236	-82.29021	Flat Creek	0	0	2.50E-05	0.0049	0.99505	0-0-0-0.5-99.5
384	PFBNC161	D908-001	40	35.72633	-82.33578	North Fork Swannanoa River	0	0	0	0	1	0-0-0-0-100
386	PFBNC17	WRC089-001	20	35.1317496	-82.633079	Walker Branch	0	0.64035	0.0563	8.00E-04	0.3025	0-64-5.6-0.1-30.3
388	PFBNC19	WRC050-001	20	35.2919502	-82.815768	Cove Creek	0	0	0	0	1	0-0-0-0-100
389	PFBNC21	WRC238-001	20	35.520511	-83.1329804	Indian Creek	0	0	0	0	1	0-0-0-0-100
391	PFBNC23	WRC034-001	20	35.1911007	-82.8208899	(J) Sawmill Creek (above falls)	0	0	0	0	1	0-0-0-0-100
392	PFBNC24	WRC371-001	20	35.088828	-82.756712	South Prong Glady Fork	0	0.01545	0.03895	0.0506	0.89495	0-1.5-3.9-5.1-89.5
393	PFBNC25	WRC372-001	20	35.089306	-82.741648	Jane Cantrell Creek	0	0	0	0	0.99995	0-0-0-0-100
394	PFBNC26	WRC373-001	20	35.108285	-82.701368	Hickory Flat Creek	0	1	0	0	0	0-100-0-0-0
396	PFBNC28	WRC382-001	20	35.120125	-82.75003	Laurel Branch (Murr Creek) Above Falls	0	0.1172	0.09505	0.0067	0.7811	0-11.7-9.5-0.7-78.1
398	PFBNC3	WRC064-001	20	35.3536568	-82.7777478	Pigeon Branch	0	0.99305	0	0.0019	0.005	0-99.3-0-0.2-0.5
400	PFBNC31	WRC042-001	20	35.462239	-82.689914	Beaverdam Creek	0	0	0	0.00025	0.99975	0-0-0-0-100
401	PFBNC32	WRC051-001	20	35.1232614	-82.7047303	East Fork French Broad River	0	0	0	0	1	0-0-0-0-100
403	PFBNC34	WRC057-001	19	35.361242	-82.683317	Laurel Creek	0	0	0	0	1	0-0-0-0-100
404	PFBNC35	WRC060-001	20	35.756372	-82.946969	Maple Springs Branch	0	0	0	0.0065	0.9935	0-0-0-0.7-99.4
405	PFBNC36	WRC062-001	20	35.798753	-82.368792	North Fork Ivy Creek	0	0	0	0	1	0-0-0-0-100
407	PFBNC38	WRC065-001	20	35.6694559	-82.3930353	Right Fork Beetree Creek	0	0	0	0	1	0-0-0-0-100
408	PFBNC39	WRC066-001	20	35.815297	-82.938686	Roaring Fork	0	0.0054	5.00E-05	0.00095	0.99355	0-0.5-0-0.1-99.4
409	PFBNC4	WRC090-001	20	35.33193	-82.65082	Woody Branch	0	0	0	0	1	0-0-0-0-100
412	PFBNC42	WRC082-001	20	35.3314292	-82.6493749	Woody Branch	0	0	0	0	1	0-0-0-0-100
413	PFBNC43	WRC085-001	20	35.2584604	-82.7535622	Mine Branch	0	0	0	0	1	0-0-0-0-100
414	PFBNC44	WRC189-001	20	35.87624	-82.234827	Ayles Creek	0	0	0	0.74285	0.25715	0-0-0-74.3-25.7
415	PFBNC45	WRC190-001	20	35.9652732	-82.4749537	Bald Mountain Creek	0	0	0	1	0	0-0-0-100-0
416	PFBNC46	WRC196-001	20	36.0968006	-82.1012793	Carvers Gap Creek	0	0	0	1	0	0-0-0-100-0
418	PFBNC48	WRC198-001	20	35.9602071	-82.0517815	Gouges Creek	0	0	0	1	0	0-0-0-100-0
419	PFBNC49	WRC200-001	20	36.083408	-82.115417	Holder Creek	0	0	0	0.95105	0.04895	0-0-0-95.1-4.9
420	PFBNC5	WRC230-001	20	35.4080126	-83.0011615	Cherry Cove Creek	0	0	0	0	1	0-0-0-0-100
421	PFBNC50	WRC201-001	20	36.082267	-82.063001	Jerry Creek	0	0	0	1	0	0-0-0-100-0
422	PFBNC51	WRC203-001	20	36.0956264	-82.0985289	Johns Camp Branch	0	0	0	1	0	0-0-0-100-0
423	PFBNC52	WRC204-001	20	35.9845092	-82.044634	Jones Creek	0	0	0	1	0	0-0-0-100-0
424	PFBNC53	WRC209-001	20	36.121701	-82.160219	Lyddies Creek	0	0	0	1	0	0-0-0-100-0
426	PFBNC55	WRC212-001	20	35.7970579	-82.2825554	Ogle Creek	0	0	0	1	0	0-0-0-100-0
427	PFBNC56	WRC214-001	20	35.7731193	-82.3226384	Raven Fork	0	0	0	1	0	0-0-0-100-0
428	PFBNC57	WRC218-001	20	36.116242	-82.050094	Roaring Creek	0	0	0	0.9995	5.00E-04	0-0-0-100-0.1
429	PFBNC58	WRC220-001	20	35.8482545	-82.2108422	Roaring Spout Branch (Above Falls)	0	0	0	1	0	0-0-0-100-0
431	PFBNC6	WRC231-001	20	35.4144916	-83.9934787	Deep Gap Creek	0	0	0	0	1	0-0-0-0-100
433	PFBNC61	WRC228-001	20	35.382768	-82.8093472	Bee Branch	0	0	0	0	1	0-0-0-0-100
435	PFBNC63	WRC232-001	19	35.4134934	-82.9919913	Deep Gap Creek	0	0	0	0	1	0-0-0-0-100
436	PFBNC64	WRC233-001	20	35.5284956	-83.1522215	Deep Gap Creek	0	0	0	0.00045	0.99955	0-0-0-0-100
437	PFBNC65	WRC234-001	20	35.54362	-83.1043	Fie Creek	0	0.0043	0	0	0.9956	0-0.4-0-0-99.6
438	PFBNC66	WRC239-001	20	35.5044723	-83.0939977	Johnson Branch	0	0	0	0	1	0-0-0-0-100
439	PFBNC67	WRC240-001	20	35.5194154	-83.158788	Long Branch	0	0	0	0	1	0-0-0-0-100
440	PFBNC68	WRC241-001	20	35.5350548	-83.1629576	Mashie Stomp Creek	0	0	0	0	1	0-0-0-0-100
441	PFBNC69	WRC244-001	20	35.435672	-82.934283	Nix Creek	0	0	0	0	1	0-0-0-0-100
442	PFBNC7	WRC237-001	20	35.400362	-82.7949057	Hungry Creek	0	0	0	0	1	0-0-0-0-100
443	PFBNC70	WRC247-001	20	35.4815135	-83.0456402	Plott Creek	0	0	0	0	1	0-0-0-0-100
444	PFBNC71	WRC248-001	20	35.4263574	-83.0215477	Rocky Branch	0	0	0	2.00E-04	0.9998	0-0-0-0-100
445	PFBNC72	WRC251-001	20	35.4159817	-83.0244455	Steestachee Creek	0	0	0	0	1	0-0-0-0-100
446	PFBNC73	WRC255-001	20	35.5108696	-83.1468679	Wolf Laurel Branch	0	5.00E-04	0	0.00185	0.99765	0-0.1-0-0.2-99.8
447	PFBNC74	WRC325-001	20	36.3214084	-81.7397625	Ellison Branch	0	0	0	0.9999	1.00E-04	0-0-0-100-0
448	PFBNC75	WRC328-001	20	36.1862318	-81.7095216	Harrison Branch	0	0	0	0.90765	0.0923	0-0-0-90.8-9.2
449	PFBNC77	WRC333-001	20	36.3274908	-81.7776488	North Fork Cove Creek	0	0	0	0.99985	0.00015	0-0-0-100-0
450	PFBNC78	WRC334-001	20	36.1556859	-81.8987786	Ramp Branch	0	0	0	0.9998	2.00E-04	0-0-0-100-0
451	PFBNC79	WRC335-001	20	36.1253758	-81.8201683	Shanty Spring Branch	0	0	0	0.75115	0.24885	0-0-0-75.1-24.9
452	PFBNC80	WRC337-001	20	36.1505828	-81.9007725	UT to Elk River (upstream of Ramp Branch)	0	0.0509	0	0.843	0.10605	0-5.1-0-84.3-10.6
453	PFBNC81	WRC365-001	20	35.4886448	-83.1133433	East Fork Campbell Creek	0	0	0	0	1	0-0-0-0-100
454	PFBNC82	WRC367-001	20	35.449162	-82.7433732	Stony Fork	0	0	0	0	1	0-0-0-0-100
455	PFBNC83	WRC368-001	20	35.3007729	-82.8198306	UT Cove Creek	0	0	0	0	1	0-0-0-0-100
457	PFBNC86	WRC192-001	20	35.740517	-82.21605	Big Lost Cove Creek	0	0	0	1	0	0-0-0-100-0
458	PFBNC87	WRC193-001	20	35.7732736	-82.2913318	Big Poplar Creek	0	0.00045	0.004	0.99425	0.00135	0-0-0.4-99.4-0.1
460	PFBNC89	WRC195-001	20	36.095653	-82.187814	Broad Branch	0	0.0674	0.004	0.5171	0.41145	0-6.7-0.4-51.7-41.1
462	PFBNC90	WRC199-001	20	35.710219	-82.251292	Hemphill Creek	0	0.45695	0.02495	0.3505	0.16755	0-45.7-2.5-35.1-16.8
464	PFBNC92	WRC205-001	20	36.073842	-82.096161	Little Rock Creek	0	0.03295	5.00E-05	0.76015	0.20685	0-3.3-0-76-20.7
465	PFBNC93	WRC206-001	20	35.8202383	-82.1830178	Little Whiteoak Creek	0	0.4639	4.00E-04	0.5348	0.00075	0-46.4-0-53.5-0.1
466	PFBNC94	WRC207-001	20	35.8209539	-82.183294	Little Whiteoak Creek	0	0.3005	0	0.64255	0.05685	0-30.1-0-64.3-5.7
467	PFBNC95	WRC208-001	20	35.734181	-82.237019	Lower Creek	0	0.857	0.023	0.09845	0.0215	0-85.7-2.3-9.8-2.2
468	PFBNC96	WRC210-001	20	35.7431237	-82.2121026	Neals Creek	0	0.8651	0.0034	0.1158	0.01575	0-86.5-0.3-11.6-1.6
469	PFBNC97	WRC213-001	19	35.9954945	-82.0266517	Pyatt Creek	0	0.094263158	0.102368421	0.789526316	0.013736842	0-9.4-10.2-79-1.4
470	PFBNC98	WRC215-001	20	36.077086	-82.087278	Reuban Creek	0	0	0	0.9497	0.0503	0-0-0-95-5
471	PFBNC99	WRC216-001	20	36.0899691	-82.2272378	Right Fork Beans Creek	0	0.01945	6.00E-04	0.87295	0.107	0-1.9-0.1-87.3-10.7
472	SCS1	LR_2013_331	30	35.599257	-83.49679	Sweet Creek Site 1	0	0	0	0	1	0-0-0-0-100
473	SiCS2	FC_2014_188	50	35.580724	-83.567498	Silers Creek Site 2	0	0	0	0	1	0-0-0-0-100
474	STB	LR_2013_361	30	35.589128	-83.514027	Spud Town Branch	0	0	0	0	1	0-0-0-0-100
475	TN01	TN01-001	34	36.19179	-82.10446	George Creek	0	0	0	0.006323529	0.993676471	0-0-0-0.6-99.4
476	TN02	TN02-001	34	36.17373	-82.21049	Clarke Creek	0	0	0	0.513529412	0.486470588	0-0-0-51.4-48.6
477	TN03	TN03-001	32	36.12929	-82.09356	Toms Creek	0	0	0	0.002	0.998	0-0-0-0.2-99.8
478	TN04	TN04-001	50	36.1452	-82.04849	Left Prong Hampton Creek (lower)	0	0	0	0.0398	0.9602	0-0-0-4-96
479	TN05	TN05-001	50	36.13995	-82.04641	Left Prong Hampton Creek (upper)	0	0	0	0.0999	0.9001	0-0-0-10-90
480	TN09	TN09-001	15	35.80358	-83.02765	Deep Gap Creek	0	0	0	0	1	0-0-0-0-100
481	TN10	TN10-001	30	36.1481741	-82.1020676	Five Poplar Branch	0	0	0	0.000333333	0.999666667	0-0-0-0-100
482	TN11	TN11-001	36	35.27136	-84.13839	Bald River	0	0.018638889	0	0.972166667	0.009222222	0-1.9-0-97.2-0.9
483	TN12	TN12-001	36	35.27077	-84.13883	Brookshire Creek	0	0.006722222	8.33E-05	0.346638889	0.646472222	0-0.7-0-34.7-64.6
489	TN07	TN07-001	21	36.4715	-81.97623	Lindy Camp Branch	0	0	0	0.005047619	0.994952381	0-0-0-0.5-99.5
491	TN16	TN16-001	22	36.46861	-81.97776	Big Spur Branch	0	0	0	0	1	0-0-0-0-100
492	TN17	TN17-001	22	36.48027	-81.97548	Bakers Ridge Creek	0	0	0	9.09E-05	0.999909091	0-0-0-0-100
493	TN20	TN20-001	20	36.60794	-81.6842	Whetstone Branch	0	0	0	1	0	0-0-0-100-0
494	TN08	TN08-001	21	36.61068	-81.65772	Bearpen Branch	0	0	0	0.652285714	0.347714286	0-0-0-65.2-34.8
495	TN108	TN108-001	30	35.798245	-82.998145	Middle Prong Gulf Ck.	0	1.00E-04	0.002166667	0.000433333	0.9973	0-0-0.2-0-99.7
496	TN109	TN109-001	30	35.790545	-83.00505	Brown Gap Creek	0	0	0	0	1	0-0-0-0-100
497	TN110	TN110-001	30	35.87983	-82.95747	Dry Fork	0	0	3.33E-05	0.0066	0.993366667	0-0-0-0.7-99.3
498	TN111	TN111-001	30	35.86268	-82.92706	Wolf Creek	0	3.33E-05	0.001366667	1.00E-04	0.9985	0-0-0.1-0-99.9
499	TN112	TN112-001	30	35.95184	-82.827325	Sawmill Branch	0	0	0	0	1	0-0-0-0-100
500	TN122	TN122-001	30	36.560025	-81.709925	Gentry Creek	0	0	0	0.121666667	0.878333333	0-0-0-12.2-87.8
501	TN021	TN021-001	30	35.356325	-84.06547	Falls Branch	0	1	0	0	0	0-100-0-0-0
502	TN025	TN025-001	20	35.33309	-84.05855	Sugar Cove Branch	0	0.58045	0.39805	1.00E-04	0.02135	0-58-39.8-0-2.1
503	TN065	TN065-001	30	36.069215	-82.596455	Ft. Davie Creek	0	0.7585	0.1084	0.0952	0.037933333	0-75.9-10.8-9.5-3.8
504	TN084	TN084-001	30	36.063575	-82.59212	Rocky Fork	0	0.285866667	0.093033333	0.499033333	0.121933333	0-28.6-9.3-49.9-12.2
505	BarboursCreek	VA02-001	20	37.595815	-80.087905	Barbours Creek	0	0.00335	0.9966	0	0	0-0.3-99.7-0-0
