ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	K1	K2	K3	K4	K5	K6	K7	Data
211	LTNC107	WRC380A-001	33	35.2204377	-83.0327662	Flat Creek (above falls)	0.041515152	0	0.03	0	0	0.928333333	0.000181818	4.2-0-3-0-0-92.8-0
212	LTNC108	WRC381-001	19	35.2568349	-82.9362342	Pinhook Creek (below falls)	0.326526316	0	0	0	0	0.673473684	0	32.7-0-0-0-0-67.3-0
213	LTNC109	D901-001	35	35.289958	-83.293475	Bettys Branch	1	0	0	0	0	0	0	100-0-0-0-0-0-0
214	LTNC11	WRC293-001	20	35.1970383	-82.9847656	Bracken Creek	0	0	0.03365	0	0	0.92645	0.03985	0-0-3.4-0-0-92.6-4
215	LTNC110	D902-001	20	35.282125	-83.265064	Tatham Creek	1	0	0	0	0	0	0	100-0-0-0-0-0-0
216	LTNC111	D903-001	30	35.248756	-83.267727	Shell Branch	0.993666667	0	0	0	0	0.006333333	0	99.4-0-0-0-0-0.6-0
217	LTNC112	D906-001	39	35.302122	-83.372431	Huckleberry Creek	0.954692308	0	0	0	0	0.045307692	0	95.5-0-0-0-0-4.5-0
218	LTNC113	D907-001	36	35.302543	-83.341682	Beasley Creek	0.992833333	0	0	0	0	0.007166667	0	99.3-0-0-0-0-0.7-0
219	LTNC12	WRC295-001	20	35.2826209	-82.9853557	Charley Creek	0.88275	0	0.00145	0	0	0.11565	5.00E-05	88.3-0-0.1-0-0-11.6-0
220	LTNC13	WRC296-001	20	35.2201	-82.95806	Cold Creek	0.2621	0	0.01485	0	0	0.4105	0.3126	26.2-0-1.5-0-0-41.1-31.3
221	LTNC14	WRC302-001	20	35.2028632	-83.1893383	Gem Creek	0.79695	0	0	0	0	0.20305	0	79.7-0-0-0-0-20.3-0
222	LTNC15	WRC306-001	20	35.2788805	-83.0250111	Jeff Creek	0.7244	0	0	0	0	0.2756	0	72.4-0-0-0-0-27.6-0
223	LTNC16	WRC308-001	20	35.2016225	-83.2125065	Little Pine Creek	0.16635	0	0	0	0	0.6922	0.1413	16.6-0-0-0-0-69.2-14.1
224	LTNC17	WRC310-001	20	35.2564608	-83.1336517	Mill Creek	0.8767	0	2.00E-04	0	0	0.1231	5.00E-05	87.7-0-0-0-0-12.3-0
225	LTNC18	WRC311-001	20	35.167814	-83.1852347	Mill Creek	0.0544	0	5.00E-05	1.00E-04	0	0.6527	0.29255	5.4-0-0-0-0-65.3-29.3
226	LTNC19	WRC318-001	20	35.2766748	-83.0144098	Sols Creek	0.4514	0	0.001	0	0	0.41455	0.133	45.1-0-0.1-0-0-41.5-13.3
227	LTNC2	NC02-001	42	35.48692	-83.18631	Soco Creek	0.925142857	0	0	0	0	0.074857143	0	92.5-0-0-0-0-7.5-0
229	LTNC21	WRC322-001	20	35.2096888	-83.1164218	Trout Creek	0.0077	0	0.23065	0	0	0.50485	0.25655	0.8-0-23.1-0-0-50.5-25.7
230	LTNC22	WRC119-001	20	35.2551992	-83.5906381	UT Otter Creek	0.3052	0	0	0	0.00315	0.6916	0	30.5-0-0-0-0.3-69.2-0
231	LTNC23	WRC022-001	20	35.254525	-83.966819	(C) Sassafras Creek (incl. trib.)	1	0	0	0	0	0	0	100-0-0-0-0-0-0
232	LTNC24	WRC120-001	20	35.023508	-83.487356	Yellow Patch Branch	0.0084	0	5.00E-05	0.0014	0	0.9876	0.00255	0.8-0-0-0.1-0-98.8-0.3
233	LTNC25	WRC023-001	20	35.2455342	-83.8856125	Bear Creek	1	0	0	0	0	0	0	100-0-0-0-0-0-0
234	LTNC26	WRC025-001	20	35.3259869	-83.9640204	Wright Creek	0.94675	0	0	0	0	0.05325	0	94.7-0-0-0-0-5.3-0
235	LTNC27	NC04-001	40	35.5288	-83.1922	Madcap Branch	1	0	0	0	0	0	0	100-0-0-0-0-0-0
236	LTNC28	NC05-001	39	35.4902	-83.2151	Jenkin's Creek	0.997179487	0	0	0	0.002666667	7.69E-05	0	99.7-0-0-0-0.3-0-0
237	LTNC29	NC06-001	24	35.4995	-83.1746	Rough Branch	0.55875	0	0.000375	0	0.004125	0.343375	0.093375	55.9-0-0-0-0.4-34.3-9.3
238	LTNC3	NC03-001	40	35.52025	-83.22418	Big Witch Creek	0.929275	0	5.00E-05	0.000275	0.01465	0.046125	0.00965	92.9-0-0-0-1.5-4.6-1
240	LTNC31	WRC376-001	40	35.26218	-84.04492	Tellico River	1	0	0	0	0	0	0	100-0-0-0-0-0-0
241	LTNC32	WRC377-001	34	35.25168	-84.0299	Round Mountain Branch	0.990029412	0	0	0	2.94E-05	0.009970588	0	99-0-0-0-0-1-0
242	LTNC33	WRC378-001	31	35.27757	-83.99892	Snowbird Creek	0.998709677	0	0	0	0	0.001290323	0	99.9-0-0-0-0-0.1-0
245	LTNC36	WRC384-001	28	35.384962	-83.079766	Dark Ridge Creek	0.944714286	0	0	0	0	0.053857143	0.001428571	94.5-0-0-0-0-5.4-0.1
246	LTNC37	WRC109-001	19	35.39795	-83.993239	Slickrock Creek	0.999947368	0	0	0	0	0	0	100-0-0-0-0-0-0
247	LTNC38	WRC100-001	20	35.051127	-83.4433848	Henson Creek	0.77165	0	0	0	0	0.22835	0	77.2-0-0-0-0-22.8-0
248	LTNC39	WRC103-001	20	35.3365644	-83.4061966	Little Laurel Creek (trib. of Alarka Cr.)	1	0	0	0	0	0	0	100-0-0-0-0-0-0
250	LTNC40	WRC105-001	20	35.0812545	-83.2460064	Long Branch	0.0525	0	0.0127	0	0	0.85175	0.08295	5.3-0-1.3-0-0-85.2-8.3
251	LTNC41	WRC107-001	20	35.2703011	-84.0475248	Peckerwood Creek	0.9997	0	0	0	0	3.00E-04	0	100-0-0-0-0-0-0
252	LTNC42	WRC110-001	20	35.0512067	-83.2553861	Turtle Pond Creek	0.60435	0	0.0132	0	0	0.377	0.0055	60.4-0-1.3-0-0-37.7-0.6
253	LTNC43	WRC114-001	20	35.032742	-83.436394	UT to Coweeta Creek (near Reynolds Gap)	1	0	0	0	0	0	0	100-0-0-0-0-0-0
254	LTNC44	WRC115-001	20	35.2175734	-83.2342281	Wildcat Creek	0.75975	0	0	0	0	0.2389	0.00135	76-0-0-0-0-23.9-0.1
256	LTNC46	WRC118-001	20	35.249133	-83.669244	Pierce Creek ( also listed as Piercy Creek)	0	0	1.00E-04	0	0	0.9999	0	0-0-0-0-0-100-0
257	LTNC47	WRC267-001	20	35.382	-83.12	(A) South Fork Sugarloaf Creek	1	0	0	0	0	0	0	100-0-0-0-0-0-0
258	LTNC48	WRC268-001	5	35.392	-83.133	(A) Sugarloaf Creek (below barrier)	0.8	0	0	0	0	0.001	0.199	80-0-0-0-0-0.1-19.9
259	LTNC49	WRC269-001	19	35.388	-83.126	(A) UT Sugarloaf Creek	1	0	0	0	0	0	0	100-0-0-0-0-0-0
270	LTNC58	WRC282-001	20	35.3280919	-83.0582684	(D) Chastine Creek (incl. tribs.)	1	0	0	0	0	0	0	100-0-0-0-0-0-0
271	LTNC59	WRC283-001	20	35.347	-83.054	(D) Craig Creek	1	0	0	0	0	0	0	100-0-0-0-0-0-0
272	LTNC6	WRC101-001	20	35.1570048	-83.2625388	Ledford Branch	0.55575	0	0.004	0	0	0.06395	0.3763	55.6-0-0.4-0-0-6.4-37.6
273	LTNC60	WRC284-001	20	35.3360411	-83.05636282	(D) Frady Creek	1	0	0	0	0	0	0	100-0-0-0-0-0-0
275	LTNC62	WRC299-001	20	35.4191386	-83.1907797	Fisher Creek	1	0	0	0	0	0	0	100-0-0-0-0-0-0
276	LTNC63	WRC304-002	19	35.333816	-83.3062694	Greens Creek	0.842105263	0	0	0	0	0.000263158	0.157631579	84.2-0-0-0-0-0-15.8
277	LTNC64	WRC305-001	20	35.2200232	-83.1506208	Hunter Jim Creek	0.8627	0	0	0	0	0.1373	0	86.3-0-0-0-0-13.7-0
279	LTNC66	WRC309-001	20	35.2171902	-83.1048686	Little Trout Creek	0.91045	0	0	0	0	0.08955	0	91-0-0-0-0-9-0
280	LTNC67	WRC312-001	20	35.2339737	-83.0196683	Neddie Creek	0.9538	0	0	0	0	0.0462	0	95.4-0-0-0-0-4.6-0
281	LTNC68	WRC319-001	20	35.2847512	-82.9434836	Tanassee Creek	1	0	0	0	0	0	0	100-0-0-0-0-0-0
282	LTNC69	WRC323-001	20	35.3482953	-83.1325927	Wayehutta Creek	0.31	0	0	0	0	0.69	0	31-0-0-0-0-69-0
283	LTNC7	WRC106-001	20	35.0980559	-83.1887634	Norton Prong	0.0898	0	8.00E-04	0	0	0.6071	0.3022	9-0-0.1-0-0-60.7-30.2
284	LTNC70	WRC366-001	20	35.24075	-83.582694	Big Branch	0.0575	0	0	0	0	0.9425	0	5.8-0-0-0-0-94.3-0
285	LTNC71	WRC369-001	20	35.3657942	-83.0204091	Mull Creek	0.4737	0	0	0	0	0.5263	0	47.4-0-0-0-0-52.6-0
286	LTNC72	WRC024-001	20	35.328906	-84.016292	Whigg Branch	0.3815	0	0.00135	0	0	0.5099	0.10715	38.2-0-0.1-0-0-51-10.7
290	LTNC76	WRC116-001	20	35.039192	-83.574072	Buck Creek	0.3177	0	0.00165	0	0	0.68065	0	31.8-0-0.2-0-0-68.1-0
291	LTNC77	WRC278-001	20	35.35	-83.088	(C) East Fork Moses	0.8505	0	0	0	0	0.1495	0	85.1-0-0-0-0-15-0
292	LTNC78	WRC279-001	20	35.3312291	-83.1007775	(C) Moses Creek	0.9227	0	0	0	0	0.0773	0	92.3-0-0-0-0-7.7-0
293	LTNC79	WRC280-001	20	35.338	-83.098	(C) Moses Creek	0.842	0	0	0	0	0.15795	0	84.2-0-0-0-0-15.8-0
294	LTNC8	WRC111-001	20	35.3374603	-83.3784729	Upper Long Branch	1	0	0	0	0	0	0	100-0-0-0-0-0-0
296	LTNC81	WRC285-001	20	35.3300556	-83.0012443	(F) Bearwallow Creek (including tribs.)	0.41585	0	0.008	0	0	0.57575	2.00E-04	41.6-0-0.8-0-0-57.6-0
297	LTNC82	WRC286-001	20	35.332	-82.999	(F) Birch Ridge Creek	0.6046	0	0	0	0	0.39535	0	60.5-0-0-0-0-39.5-0
298	LTNC83	WRC287-001	20	35.179	-83.076	(G) Cow Mountain Branch	0.00695	0	1.00E-04	0	0	0.9918	0.00115	0.7-0-0-0-0-99.2-0.1
299	LTNC84	WRC288-001	20	35.186	-83.078	(G) Mill Creek	0.00865	0	1.00E-04	0	0	0.92365	0.0675	0.9-0-0-0-0-92.4-6.8
300	LTNC85	WRC289-001	20	35.176	-83.061	(G) Packs Creek	0	0	0	0	0	0.8919	0.1081	0-0-0-0-0-89.2-10.8
301	LTNC86	WRC290-001	20	35.183	-83.082	(G) Shelton Creek	0	0	3.00E-04	0	0	0.94065	0.05915	0-0-0-0-0-94.1-5.9
302	LTNC87	WRC291-001	20	35.2644016	-83.0185048	(H) Sols Creek	0.8159	0	5.00E-05	0	0	0.18405	0	81.6-0-0-0-0-18.4-0
303	LTNC88	WRC292-001	20	35.3523882	-83.0155009	Beechflat Creek	0	0	0.0671	0	0	0.1822	0.75075	0-0-6.7-0-0-18.2-75.1
305	LTNC9	WRC112-001	20	35.1334328	-83.2059302	UT Buck Creek	1	0	0	0	0	0	0	100-0-0-0-0-0-0
306	LTNC90	WRC297-001	20	35.2186559	-83.2097509	Dodgen Creek	0.32575	0	0.00445	0	0	0.0627	0.60705	32.6-0-0.4-0-0-6.3-60.7
307	LTNC91	WRC300-001	20	35.2204377	-83.0327662	Flat Creek	8.00E-04	0	0	0	0.0011	0.9981	0	0.1-0-0-0-0.1-99.8-0
308	LTNC92	WRC301-001	20	35.2883362	-82.9733704	Gage Creek	0.0087	0	0.02755	0	0	0.46375	0.4999	0.9-0-2.8-0-0-46.4-50
309	LTNC93	WRC313-001	20	35.3235915	-82.9913537	Piney Mountain Creek	0.42175	0	0.00035	0	0.00315	0.55575	0.01885	42.2-0-0-0-0.3-55.6-1.9
310	LTNC94	WRC314-001	20	35.2568349	-82.9362342	Pinhook Creek	0.42935	0	0	0	0	0.57035	3.00E-04	42.9-0-0-0-0-57-0
311	LTNC95	WRC315-001	20	35.2488885	-83.2674832	Shell Branch	1	0	0	0	0	0	0	100-0-0-0-0-0-0
313	LTNC97	WRC317-001	20	35.2007229	-83.0039466	Slickens Creek	0.07195	0	0.257	0	0	0.1775	0.49335	7.2-0-25.7-0-0-17.8-49.3
314	LTNC98	WRC320-001	19	35.2802563	-83.2630471	Tatham Creek	0.983684211	0	0	0	0	0.015736842	0.000578947	98.4-0-0-0-0-1.6-0.1
315	LTNC99	WRC324-004	15	35.2665208	-82.9695989	Wolf Creek	0.394933333	0	2.00E-04	0	0	0.6048	0	39.5-0-0-0-0-60.5-0
316	MPPS1	LR_2013_211	29	35.598205	-83.501998	Meigs Post Prong Site 1	0	0	0	1	0	0	0	0-0-0-100-0-0-0
317	MPPS2	LR_2013_240	31	35.594744	-83.49822	Meigs Post Prong Site 2	0	0	0	1	0	0	0	0-0-0-100-0-0-0
318	PFBNC1	NC01-001	42	35.46629	-83.04172	Hyatt Cove Creek	0.502952381	0	0.000357143	0	0.207928571	0.288738095	0	50.3-0-0-0-20.8-28.9-0
319	PFBNC10	WRC246-001	20	35.4136987	-83.0132106	Old Bald Creek	0	0	0	0	1	0	0	0-0-0-0-100-0-0
320	PFBNC100	WRC217-001	20	35.721547	-82.254889	Right Prong South Toe River	0.2187	0	0.0035	0	0.0033	0.59235	0.1822	21.9-0-0.4-0-0.3-59.2-18.2
321	PFBNC101	WRC219-001	19	35.76075	-82.192601	Roaring Fork	0.307842105	0	0	0	0.011157895	0.628789474	0.052210526	30.8-0-0-0-1.1-62.9-5.2
322	PFBNC102	WRC222-001	20	36.1015896	-82.0403139	Sandbank Creek	0.42885	0	0.00035	0	0	0.08045	0.4903	42.9-0-0-0-0-8-49
324	PFBNC104	WRC225-001	20	36.136075	-82.221978	Spring Creek	0.3223	0	1.00E-04	0.0735	0	0.3716	0.2324	32.2-0-0-7.4-0-37.2-23.2
325	PFBNC105	WRC226-001	20	36.0048744	-82.0796566	Stagger Weed Creek	2.00E-04	0	2.00E-04	5.00E-05	0.00015	0.8801	0.1192	0-0-0-0-0-88-11.9
326	PFBNC106	WRC227-001	20	35.8172014	-82.1783762	UT Little White Oak Creek	0.59975	0	5.00E-05	0	0	0.29435	0.1059	60-0-0-0-0-29.4-10.6
327	PFBNC107	WRC235-001	20	35.511961	-83.0311825	Gaddis Branch	0	0	0	0	0.9958	0.00385	3.00E-04	0-0-0-0-99.6-0.4-0
328	PFBNC108	WRC236-001	20	35.5658324	-83.08157727	Hemphill Branch	0.0796	0	0	0	0.73415	0.18605	2.00E-04	8-0-0-0-73.4-18.6-0
329	PFBNC109	WRC242-001	20	35.439484	-82.9913905	Medford Branch	0.7909	0	0.00015	0	0	0.205	0.00395	79.1-0-0-0-0-20.5-0.4
330	PFBNC11	WRC250-001	20	35.4082192	-83.9945695	Shiny Creek	0	0	0	0	0.99975	0.00025	0	0-0-0-0-100-0-0
331	PFBNC110	WRC245-001	20	35.4113281	-83.016928	Old Bald Creek	0	0	0	0	0.99995	5.00E-05	0	0-0-0-0-100-0-0
332	PFBNC111	WRC249-001	15	35.335311	-82.889639	Sam Branch	0	0	0	0	0	0	1	0-0-0-0-0-0-100
333	PFBNC112	WRC254-001	20	35.458564	-83.085531	Winchester Creek	0	0	0	0	1	0	0	0-0-0-0-100-0-0
334	PFBNC113	WRC026-001	20	36.016006	-82.684572	(A) East Prong Hickey Fork	2.00E-04	0	0.00025	0	0	0.9958	0.00375	0-0-0-0-0-99.6-0.4
335	PFBNC114	WRC027-001	20	35.4315423	-82.6826226	(B) Fletcher Creek	5.00E-05	0	0	0	0	0.99995	0	0-0-0-0-0-100-0
336	PFBNC115	WRC028-001	20	35.4346241	-82.68400165	(B) Spencer Branch	0	0	0	0	0	1	0	0-0-0-0-0-100-0
340	PFBNC119	WRC326-001	20	36.1950526	-81.9551761	Fall Creek	0	0	0	0	0	0	1	0-0-0-0-0-0-100
342	PFBNC120	WRC327-001	19	36.1854005	-81.7095864	Harrison Branch	0.856947368	0	0	5.26E-05	0	0.142894737	5.26E-05	85.7-0-0-0-0-14.3-0
345	PFBNC123	WRC330-001	20	36.196714	-81.7076549	Laurel Fork	0.4079	0	2.00E-04	0.09055	0	0.50085	5.00E-04	40.8-0-0-9.1-0-50.1-0.1
346	PFBNC125	WRC339-001	20	36.2149634	-81.8216606	Worley Creek	0.03625	0	0	0.13575	0	0.82675	0.00105	3.6-0-0-13.6-0-82.7-0.1
347	PFBNC126	WRC036-001	19	35.1531241	-82.8544272	(K) Diamond Creek (above falls)	0	0	0	0	0	1	0	0-0-0-0-0-100-0
348	PFBNC127	WRC037-001	19	35.148	-82.841	(K) Diamond Creek (below falls)	0	0	0	0	0	0.993263158	0.006736842	0-0-0-0-0-99.3-0.7
353	PFBNC131	WRC043-001	20	35.317274	-82.7989204	Big Bearpen Branch	0	0	0	0	0	0.99995	5.00E-05	0-0-0-0-0-100-0
354	PFBNC132	WRC044-001	20	35.1263498	-82.7254991	Bradley Creek	0	0	0.04005	0	0	0.7038	0.2561	0-0-4-0-0-70.4-25.6
357	PFBNC135	WRC047-001	19	35.2452798	-82.8250315	Cathys Creek (above falls)	0	0	5.26E-05	0	0	0.657578947	0.342263158	0-0-0-0-0-65.8-34.2
358	PFBNC136	WRC048-001	20	35.2279072	-82.8089636	Cedar Rock Creek	0	0	0	0	0	0.68705	0.3129	0-0-0-0-0-68.7-31.3
360	PFBNC138	WRC054-001	20	35.1953627	-82.7006818	Hogsed Creek	0	0	0	0	0	1	0	0-0-0-0-0-100-0
361	PFBNC139	WRC055-001	20	35.2269765	-82.8036075	Kagle Branch	0	0	0	0	0	0.85005	0.14995	0-0-0-0-0-85-15
362	PFBNC14	WRC086-001	20	35.3011132	-82.7014008	North Prong Turkey Creek	0	0	0	0	0	1	0	0-0-0-0-0-100-0
363	PFBNC140	WRC056-001	19	35.2453111	-82.7890818	Kuykendall Creek	0	0	0.006684211	0	0	0.021	0.972263158	0-0-0.7-0-0-2.1-97.2
364	PFBNC141	WRC058-001	20	35.3211685	-82.8026481	Log Hollow Branch	0	0	0	0	0	0.00045	0.99955	0-0-0-0-0-0-100
365	PFBNC142	WRC059-001	20	35.3240283	-82.7897053	Looking Glass Creek	0.00425	0	0	0	0	0.63485	0.36085	0.4-0-0-0-0-63.5-36.1
366	PFBNC144	WRC067-001	20	35.3017378	-82.803234	Rockhouse Creek	0	0	0	0	0	5.00E-05	0.99995	0-0-0-0-0-0-100
367	PFBNC145	WRC068-001	20	35.5621703	-82.3555376	Rocky Fork	5.00E-05	0	6.00E-04	0	0	0.0227	0.9766	0-0-0.1-0-0-2.3-97.7
370	PFBNC148	WRC071-001	20	35.3216175	-82.6885368	Sutton Creek	0	0	2.00E-04	0	0	0.622	0.3776	0-0-0-0-0-62.2-37.8
371	PFBNC149	WRC072-001	20	35.2333527	-82.8211449	Tarkiln Branch	0	0	0.00065	0	0	0.96135	0.038	0-0-0.1-0-0-96.1-3.8
374	PFBNC152	WRC077-001	20	35.3352984	-82.8026901	UT Looking Glass Creek (@ Bennet Cove)	5.00E-05	0	0	0	0	0.76515	0.2348	0-0-0-0-0-76.5-23.5
377	PFBNC155	WRC080-001	20	35.3387483	-82.7923259	UT to Looking Glass Creek (@ Cherry Cove)	1.00E-04	0	0	0	0	0.6104	0.3894	0-0-0-0-0-61-38.9
378	PFBNC156	WRC081-001	20	35.148281	-82.594131	Wildcat Branch	0	0	0.00035	0	0.00015	0.99735	0.00215	0-0-0-0-0-99.7-0.2
379	PFBNC157	WRC084-001	20	35.2791541	-82.88750234	Chestnut Creek	0	0	0	0	0	1	0	0-0-0-0-0-100-0
380	PFBNC158	D712-001	86	36.1187367	-81.785994	Boone Fork	1	0	0	0	0	0	0	100-0-0-0-0-0-0
381	PFBNC159	D904-001	48	35.65536	-82.41322	Left Fork Beetree Creek	0	0	0	0	0	1	0	0-0-0-0-0-100-0
382	PFBNC16	WRC088-001	20	35.720176	-82.8363434	UT Friezland Creek	0	0	0	0	0.99995	5.00E-05	0	0-0-0-0-100-0-0
383	PFBNC160	D905-001	40	35.66236	-82.29021	Flat Creek	2.50E-05	0	0	0	0	0.999975	0	0-0-0-0-0-100-0
384	PFBNC161	D908-001	40	35.72633	-82.33578	North Fork Swannanoa River	0	0	0	0	0	1	0	0-0-0-0-0-100-0
386	PFBNC17	WRC089-001	20	35.1317496	-82.633079	Walker Branch	0	0	0.00485	0	0	0.86665	0.1285	0-0-0.5-0-0-86.7-12.9
388	PFBNC19	WRC050-001	20	35.2919502	-82.815768	Cove Creek	0	0	0	0	0	1	0	0-0-0-0-0-100-0
389	PFBNC21	WRC238-001	20	35.520511	-83.1329804	Indian Creek	0	0	0	0	1	0	0	0-0-0-0-100-0-0
391	PFBNC23	WRC034-001	20	35.1911007	-82.8208899	(J) Sawmill Creek (above falls)	0	0	0	0	0	1	0	0-0-0-0-0-100-0
392	PFBNC24	WRC371-001	20	35.088828	-82.756712	South Prong Glady Fork	1.00E-04	0	5.00E-05	0	0	0.99985	5.00E-05	0-0-0-0-0-100-0
393	PFBNC25	WRC372-001	20	35.089306	-82.741648	Jane Cantrell Creek	0	0	0	0	0	1	0	0-0-0-0-0-100-0
394	PFBNC26	WRC373-001	20	35.108285	-82.701368	Hickory Flat Creek	0	0	0	0	0	0	1	0-0-0-0-0-0-100
396	PFBNC28	WRC382-001	20	35.120125	-82.75003	Laurel Branch (Murr Creek) Above Falls	0	0	0.00025	0	0	0.99765	0.002	0-0-0-0-0-99.8-0.2
398	PFBNC3	WRC064-001	20	35.3536568	-82.7777478	Pigeon Branch	0	0	0	0	0	0.2867	0.7132	0-0-0-0-0-28.7-71.3
400	PFBNC31	WRC042-001	20	35.462239	-82.689914	Beaverdam Creek	0	0	0	0	0	1	0	0-0-0-0-0-100-0
401	PFBNC32	WRC051-001	20	35.1232614	-82.7047303	East Fork French Broad River	0	0	0	0	0	1	0	0-0-0-0-0-100-0
403	PFBNC34	WRC057-001	19	35.361242	-82.683317	Laurel Creek	0	0	0	0.000157895	0	0.999842105	0	0-0-0-0-0-100-0
404	PFBNC35	WRC060-001	20	35.756372	-82.946969	Maple Springs Branch	0.00855	0	0	0	0.9525	0.0389	0	0.9-0-0-0-95.3-3.9-0
405	PFBNC36	WRC062-001	20	35.798753	-82.368792	North Fork Ivy Creek	0	0	0	0	0	1	0	0-0-0-0-0-100-0
407	PFBNC38	WRC065-001	20	35.6694559	-82.3930353	Right Fork Beetree Creek	0	0	0	0	0	1	0	0-0-0-0-0-100-0
408	PFBNC39	WRC066-001	20	35.815297	-82.938686	Roaring Fork	5.00E-05	0	0	0	0.2078	0.79175	0.00025	0-0-0-0-20.8-79.2-0
409	PFBNC4	WRC090-001	20	35.33193	-82.65082	Woody Branch	0	0	0	0	0	1	0	0-0-0-0-0-100-0
412	PFBNC42	WRC082-001	20	35.3314292	-82.6493749	Woody Branch	0	0	0	0	0	1	0	0-0-0-0-0-100-0
413	PFBNC43	WRC085-001	20	35.2584604	-82.7535622	Mine Branch	0	0	0	0	0	1	0	0-0-0-0-0-100-0
414	PFBNC44	WRC189-001	20	35.87624	-82.234827	Ayles Creek	0.7539	0	0	0.00145	0.00035	0.24435	0	75.4-0-0-0.1-0-24.4-0
415	PFBNC45	WRC190-001	20	35.9652732	-82.4749537	Bald Mountain Creek	1	0	0	0	0	0	0	100-0-0-0-0-0-0
416	PFBNC46	WRC196-001	20	36.0968006	-82.1012793	Carvers Gap Creek	1	0	0	0	0	0	0	100-0-0-0-0-0-0
418	PFBNC48	WRC198-001	20	35.9602071	-82.0517815	Gouges Creek	1	0	0	0	0	0	0	100-0-0-0-0-0-0
419	PFBNC49	WRC200-001	20	36.083408	-82.115417	Holder Creek	0.9469	0	0	0.001	0	0.0521	0	94.7-0-0-0.1-0-5.2-0
420	PFBNC5	WRC230-001	20	35.4080126	-83.0011615	Cherry Cove Creek	0	0	0	0	0.99995	5.00E-05	0	0-0-0-0-100-0-0
421	PFBNC50	WRC201-001	20	36.082267	-82.063001	Jerry Creek	0.9969	0	0	0	0	0.0031	0	99.7-0-0-0-0-0.3-0
422	PFBNC51	WRC203-001	20	36.0956264	-82.0985289	Johns Camp Branch	1	0	0	0	0	0	0	100-0-0-0-0-0-0
423	PFBNC52	WRC204-001	20	35.9845092	-82.044634	Jones Creek	0.9953	0	0	0	0	0.0047	0	99.5-0-0-0-0-0.5-0
424	PFBNC53	WRC209-001	20	36.121701	-82.160219	Lyddies Creek	1	0	0	0	0	0	0	100-0-0-0-0-0-0
426	PFBNC55	WRC212-001	20	35.7970579	-82.2825554	Ogle Creek	1	0	0	0	0	0	0	100-0-0-0-0-0-0
427	PFBNC56	WRC214-001	20	35.7731193	-82.3226384	Raven Fork	1	0	0	0	0	0	0	100-0-0-0-0-0-0
428	PFBNC57	WRC218-001	20	36.116242	-82.050094	Roaring Creek	0.99695	0	0	0	0	0.00305	0	99.7-0-0-0-0-0.3-0
429	PFBNC58	WRC220-001	20	35.8482545	-82.2108422	Roaring Spout Branch (Above Falls)	1	0	0	0	0	0	0	100-0-0-0-0-0-0
431	PFBNC6	WRC231-001	20	35.4144916	-83.9934787	Deep Gap Creek	0	0	0	0	0.99985	0.00015	0	0-0-0-0-100-0-0
433	PFBNC61	WRC228-001	20	35.382768	-82.8093472	Bee Branch	0	0	0	0	1	0	0	0-0-0-0-100-0-0
435	PFBNC63	WRC232-001	19	35.4134934	-82.9919913	Deep Gap Creek	0	0	0	0	0.999842105	0.000157895	0	0-0-0-0-100-0-0
436	PFBNC64	WRC233-001	20	35.5284956	-83.1522215	Deep Gap Creek	0	0	0	0	0.99995	5.00E-05	0	0-0-0-0-100-0-0
437	PFBNC65	WRC234-001	20	35.54362	-83.1043	Fie Creek	0	0	0	0	0.9	0.0999	0	0-0-0-0-90-10-0
438	PFBNC66	WRC239-001	20	35.5044723	-83.0939977	Johnson Branch	5.00E-05	0	0	0	0.9834	0.01655	0	0-0-0-0-98.3-1.7-0
439	PFBNC67	WRC240-001	20	35.5194154	-83.158788	Long Branch	0	0	0	0	1	0	0	0-0-0-0-100-0-0
440	PFBNC68	WRC241-001	20	35.5350548	-83.1629576	Mashie Stomp Creek	0	0	0	0	1	0	0	0-0-0-0-100-0-0
441	PFBNC69	WRC244-001	20	35.435672	-82.934283	Nix Creek	0	0	0	0	1	0	0	0-0-0-0-100-0-0
442	PFBNC7	WRC237-001	20	35.400362	-82.7949057	Hungry Creek	0	0	0	0	1	0	0	0-0-0-0-100-0-0
443	PFBNC70	WRC247-001	20	35.4815135	-83.0456402	Plott Creek	0.00085	0	0	0	0.8996	0.0996	0	0.1-0-0-0-90-10-0
444	PFBNC71	WRC248-001	20	35.4263574	-83.0215477	Rocky Branch	0	0	0	0	0.9999	1.00E-04	0	0-0-0-0-100-0-0
445	PFBNC72	WRC251-001	20	35.4159817	-83.0244455	Steestachee Creek	0	0	0	0	1	0	0	0-0-0-0-100-0-0
446	PFBNC73	WRC255-001	20	35.5108696	-83.1468679	Wolf Laurel Branch	0	0	0	0	0.9265	0.0735	0	0-0-0-0-92.7-7.4-0
447	PFBNC74	WRC325-001	20	36.3214084	-81.7397625	Ellison Branch	0.9857	0	0	0	0	0.0143	0	98.6-0-0-0-0-1.4-0
448	PFBNC75	WRC328-001	20	36.1862318	-81.7095216	Harrison Branch	0.76875	0	0	0.01365	0	0.2176	0	76.9-0-0-1.4-0-21.8-0
449	PFBNC77	WRC333-001	20	36.3274908	-81.7776488	North Fork Cove Creek	0.9557	0	0	0	0	0.0443	0	95.6-0-0-0-0-4.4-0
