ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	K1	K2	K3	K4	K5	K6	K7	K8	K9	K10	K11	K12	K13	K14	K15	K0	Data
158	GRSMP25	GS38.001	28	35.7456837	-83.215988	Rock Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0
159	GRSMP26	GS39.001	30	35.69511594	-83.32153141	Buck Fork	0	0	0	0	0	0	0.966566667	0	0	0	0	0	0	0	0	0.033433333	0-0-0-0-0-0-96.7-0-0-0-0-0-0-0-0-3.3
160	GRSMP27	GS43.001	30	35.69182448	-83.31598851	Chapman Prong	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0
162	GRSMP29	GS55.002	30	35.64431163	-83.0726446	Winding Stair	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0
163	GRSMP3	GRSMP3.033	48	35.7671	-83.2023	Cosby Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0
164	GRSMP30	GS56.002	30	35.59985518	-83.1308236	Hurricane Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.999133333	0	0.000866667	0-0-0-0-0-0-0-0-0-0-0-0-0-99.9-0-0.1
165	GRSMP31	GS57.002	30	35.6021498	-83.16291579	Bear Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0
166	GRSMP32	GS58.002	30	35.67181836	-83.13536468	Pretty Hollow	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0
167	GRSMP33	GS59.002	30	35.60188	-83.16237872	Horse Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0
168	GRSMP34	GS60.002	30	35.61488345	-83.14599307	Messer Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0.999866667	0	0.000133333	0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0
169	GRSMP35	GS61.002	29	35.61336491	-83.0939906	Sag Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0
170	GRSMP36	GS62.002	29	35.57193744	-83.12570343	Caldwell Fork	0	0	0	0	0	0	0	0	0	0	0	0	0	0.997758621	0	0.002241379	0-0-0-0-0-0-0-0-0-0-0-0-0-99.8-0-0.2
171	GRSMP37	GS63.002	30	35.67180283	-83.13877789	Onion Bed	0	0	0	0	0	0	0	0	0	0	0	0	0	0.965433333	0	0.034566667	0-0-0-0-0-0-0-0-0-0-0-0-0-96.5-0-3.5
172	GRSMP38	GS64.002	30	35.57635336	-83.12628358	Straight Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.979966667	0	0.020033333	0-0-0-0-0-0-0-0-0-0-0-0-0-98-0-2
173	GRSMP39	GS65.002	30	35.59419869	-83.0987225	McKee Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9696	0	0.0304	0-0-0-0-0-0-0-0-0-0-0-0-0-97-0-3
174	GRSMP4	GRSMP4.001	28	35.7643	-83.2526	Greenbrier Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0
175	GRSMP5	GRSMP5.035	27	35.7643	-83.2526	Greenbrier Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0
176	GRSMP6	GRSMP6.001	33	35.7389	-83.2783	Indian Camp Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.984272727	0	0.015727273	0-0-0-0-0-0-0-0-0-0-0-0-0-98.4-0-1.6
177	GRSMP8	GRSMP8.001	25	35.7671	-83.2023	Cosby Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0
178	GRSMP9	GRSMP9.001	34	35.7643	-83.2526	Greenbrier Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0-0-0-0-0-0-0-0-0-0-0-0-0-100-0-0
179	GRSMT1	GRSMT1.001	49	35.5563	-83.1677	Bunches Creek	0	0	0	0	0	0	0.973918367	0	0	0	0	0	0	0	0	0.026040816	0-0-0-0-0-0-97.4-0-0-0-0-0-0-0-0-2.6
180	GRSMT2	GRSMT2.001	50	35.5667	-83.18	Flatt Creek	0	0	0	0	0	0	0.86272	0	0	0	0	0	0	0	0	0.13728	0-0-0-0-0-0-86.3-0-0-0-0-0-0-0-0-13.7
181	GRSMT22	GS36.001	28	35.61986728	-83.23039471	Hyatt Creek	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0
182	GRSMT23	GS40.001	29	35.58476105	-83.42515628	RF Deep Creek	0	0	0	0	0	0	0.999689655	0	0	0	0	0	0	0	0	0.000310345	0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0
183	GRSMT24	GS41.001	30	35.58503691	-83.42667635	Sahlee Creek	0	0	0	0	0	0	0.977066667	0	0	0	0	0	0	0	0	0.022933333	0-0-0-0-0-0-97.7-0-0-0-0-0-0-0-0-2.3
184	GRSMT25	GS42.001	30	35.55528252	-83.47670642	Noland Creek	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0
185	GRSMT26	GS44.001	31	35.49706343	-83.65659546	Cold Springs Branch	0	0	0	0	0	0	0.752225806	0	0	0	0	0	0	0	0.223258065	0.024451613	0-0-0-0-0-0-75.2-0-0-0-0-0-0-0-22.3-2.4
186	GRSMT27	GS45.001	30	35.51194438	-83.69720183	Haw Gap Branch	0	0	0	0	0	0	0.948466667	0	0	0	0	0	0	0	0	0.051533333	0-0-0-0-0-0-94.8-0-0-0-0-0-0-0-0-5.2
187	GRSMT28	GS46.001	29	35.54112558	-83.67636608	Desolation Branch	0	0	0	0	0	0	0.772551724	0	0	0.143413793	0	0	0	0	0	0.084	0-0-0-0-0-0-77.3-0-0-14.3-0-0-0-0-0-8.4
188	GRSMT29	GS47.001	30	35.54053482	-83.6708987	Defeat Branch	0	0	0	0	0	0	0.4939	0	0	0	0	0	0	0	0.4431	0.062966667	0-0-0-0-0-0-49.4-0-0-0-0-0-0-0-44.3-6.3
189	GRSMT3	GRSMT3.001	40	35.5341	-83.5446	Huggin's Creek	0	0	0	0	0	0	0.996425	0	0	0	0	0	0	0	0	0.003575	0-0-0-0-0-0-99.6-0-0-0-0-0-0-0-0-0.4
190	GRSMT30	GS49.002	30	35.62001761	-83.33050789	Louie Camp Branch	0	0	0	0	0	0	0.9863	0	0	0	0	0	0	0	0	0.0137	0-0-0-0-0-0-98.6-0-0-0-0-0-0-0-0-1.4
191	GRSMT31	GS50.002	30	35.61226789	-83.26422737	Enloe Creek	0.223766667	0	0	0.144	0	0	0.594933333	0	0	0	0	0	0	0	0	0.0371	22.4-0-0-14.4-0-0-59.5-0-0-0-0-0-0-0-0-3.7
192	GRSMT32	GS51.002	30	35.62431103	-83.32617226	Bearwallow Branch	0	0	0	0	0	0	0.966833333	0	0	0	0	0	0	0	0	0.033166667	0-0-0-0-0-0-96.7-0-0-0-0-0-0-0-0-3.3
193	GRSMT33	GS52.002	30	35.63332387	-83.32996679	Chasm Prong	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0
194	GRSMT34	GS53.001	30	35.64340742	-83.25582982	R. Fork Raven Fork	0	0	0	0	0	0	0.828766667	0	0	0.137666667	0	0	0	0	0	0.033566667	0-0-0-0-0-0-82.9-0-0-13.8-0-0-0-0-0-3.4
195	GRSMT35	GS54.002	30	35.64491771	-83.32894523	Gulf Prong	0	0	0	0	0	0	0.9642	0	0	0	0	0	0	0	0	0.0358	0-0-0-0-0-0-96.4-0-0-0-0-0-0-0-0-3.6
197	GRSMT5	GRSMT5.001	47	35.4858	-83.5926	Bear Creek	0	0	0	0	0	0	0.896	0	0	0	0	0	0	0	0	0.103978723	0-0-0-0-0-0-89.6-0-0-0-0-0-0-0-0-10.4
198	GRSMT6	GRSMT6.001	25	35.58628	-83.36516	Kanati Fork	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0
199	GRSMT7	GRSMT7.001	22	35.59933	-83.39906	Aden Branch	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0
200	L2S1	FC_2014_238	50	35.57905	-83.578	Lean-to Site 1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0-100-0-0-0-0-0-0-0-0-0-0-0-0-0-0
201	LRS1	LR_2013_001	30	35.592602	-83.511766	Little River Site 1	0	0.966666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033333333	0-96.7-0-0-0-0-0-0-0-0-0-0-0-0-0-3.3
202	LTGA11	GA11.001	30	34.946254	-83.453083	Keener Creek	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0
203	LTNC10	WRC113.001	20	35.0511015	-83.308477	UT Tessentee Creek	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0
204	LTNC100	WRC091.001	20	35.2377037	-84.0580182	(A) Tipton Creek (incl. trib.)	0.9681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03185	96.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-3.2
205	LTNC101	WRC092.001	20	35.0634056	-83.2739161	Bennies Branch	0	0	0	0.33395	0	0	0	0	0.6259	0	0	0	0	0	0	0.04015	0-0-0-33.4-0-0-0-0-62.6-0-0-0-0-0-0-4
206	LTNC102	WRC093.001	20	35.089675	-83.189961	Big Creek	0.10575	0	0	0.6818	0	0	0	0	0.2124	0	0	0	0	0	0	0	10.6-0-0-68.2-0-0-0-0-21.2-0-0-0-0-0-0-0
207	LTNC103	WRC095.001	20	35.1016582	-83.2430469	Brush Creek	0	0	0	0.8172	0	0	0	0	0	0	0	0	0	0	0	0.1827	0-0-0-81.7-0-0-0-0-0-0-0-0-0-0-0-18.3
208	LTNC104	WRC096.001	20	35.2257112	-83.2384502	Bryson Branch	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0
209	LTNC105	WRC098.001	20	35.1037626	-83.2902498	Crow Creek	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0
211	LTNC107	WRC380A.001	33	35.2204377	-83.0327662	Flat Creek (above falls)	0.20930303	0	0	0.128545455	0	0	0	0	0	0	0	0.604090909	0	0	0	0.058060606	20.9-0-0-12.9-0-0-0-0-0-0-0-60.4-0-0-0-5.8
212	LTNC108	WRC381.001	19	35.2568349	-82.9362342	Pinhook Creek (below falls)	0	0	0	0	0	0	0	0	0	0.711368421	0	0.285578947	0	0	0	0.003052632	0-0-0-0-0-0-0-0-0-71.1-0-28.6-0-0-0-0.3
213	LTNC109	D901.001	35	35.289958	-83.293475	Bettys Branch	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0
214	LTNC11	WRC293.001	20	35.1970383	-82.9847656	Bracken Creek	0	0	0	0.7399	0	0	0	0	0	0	0	0.26	0	0	0	0.0001	0-0-0-74-0-0-0-0-0-0-0-26-0-0-0-0
215	LTNC110	D902.001	20	35.282125	-83.265064	Tatham Creek	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0
216	LTNC111	D903.001	30	35.248756	-83.267727	Shell Branch	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0
217	LTNC112	D906.001	39	35.302122	-83.372431	Huckleberry Creek	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
218	LTNC113	D907.001	36	35.302543	-83.341682	Beasley Creek	0.998222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001694444	99.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0.2
219	LTNC12	WRC295.001	20	35.2826209	-82.9853557	Charley Creek	0.1291	0	0	0	0	0	0	0	0	0.7878	0	0	0	0	0	0.0831	12.9-0-0-0-0-0-0-0-0-78.8-0-0-0-0-0-8.3
220	LTNC13	WRC296.001	20	35.2201	-82.95806	Cold Creek	0	0	0	0.74065	0	0	0	0	0	0.25235	0	0	0	0	0	0.00705	0-0-0-74.1-0-0-0-0-0-25.2-0-0-0-0-0-0.7
221	LTNC14	WRC302.001	20	35.2028632	-83.1893383	Gem Creek	0.13255	0	0	0.17865	0	0	0	0	0.4576	0.23125	0	0	0	0	0	0	13.3-0-0-17.9-0-0-0-0-45.8-23.1-0-0-0-0-0-0
222	LTNC15	WRC306.001	20	35.2788805	-83.0250111	Jeff Creek	0	0	0	0	0	0	0	0	0	0.99995	0	0	0	0	0	0.00005	0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0
223	LTNC16	WRC308.001	20	35.2016225	-83.2125065	Little Pine Creek	0	0	0	0.7962	0	0	0	0	0	0.15485	0	0	0	0	0	0.049	0-0-0-79.6-0-0-0-0-0-15.5-0-0-0-0-0-4.9
224	LTNC17	WRC310.001	20	35.2564608	-83.1336517	Mill Creek	0	0	0	0.12395	0	0	0	0	0	0.86495	0	0	0	0	0	0.0111	0-0-0-12.4-0-0-0-0-0-86.5-0-0-0-0-0-1.1
225	LTNC18	WRC311.001	20	35.167814	-83.1852347	Mill Creek	0	0	0	0.7181	0	0	0	0	0	0.27985	0	0	0	0	0	0.002	0-0-0-71.8-0-0-0-0-0-28-0-0-0-0-0-0.2
226	LTNC19	WRC318.001	20	35.2766748	-83.0144098	Sols Creek	0	0	0	0.36845	0	0	0	0	0	0.5797	0	0	0	0	0	0.052	0-0-0-36.8-0-0-0-0-0-58-0-0-0-0-0-5.2
227	LTNC2	NC02.001	42	35.48692	-83.18631	Soco Creek	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0
229	LTNC21	WRC322.001	20	35.2096888	-83.1164218	Trout Creek	0	0	0	0.99985	0	0	0	0	0	0	0	0	0	0	0	0.00015	0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0
230	LTNC22	WRC119.001	20	35.2551992	-83.5906381	UT Otter Creek	0.9999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
231	LTNC23	WRC022.001	20	35.254525	-83.966819	(C) Sassafras Creek (incl. trib.)	0.97975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02025	98-0-0-0-0-0-0-0-0-0-0-0-0-0-0-2
232	LTNC24	WRC120.001	20	35.023508	-83.487356	Yellow Patch Branch	0.58795	0	0	0.22935	0	0	0	0	0	0.17815	0	0	0	0	0	0.00445	58.8-0-0-22.9-0-0-0-0-0-17.8-0-0-0-0-0-0.4
233	LTNC25	WRC023.001	20	35.2455342	-83.8856125	Bear Creek	0.9471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0529	94.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-5.3
234	LTNC26	WRC025.001	20	35.3259869	-83.9640204	Wright Creek	0.9995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005	100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0.1
235	LTNC27	NC04.001	40	35.5288	-83.1922	Madcap Branch	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0
236	LTNC28	NC05.001	39	35.4902	-83.2151	Jenkin's Creek	0	0	0	0	0	0	0.999794872	0	0	0	0	0	0	0	0	0.000179487	0-0-0-0-0-0-100-0-0-0-0-0-0-0-0-0
237	LTNC29	NC06.001	24	35.4995	-83.1746	Rough Branch	0	0	0	0	0	0	0.970708333	0	0	0	0	0	0	0	0	0.029291667	0-0-0-0-0-0-97.1-0-0-0-0-0-0-0-0-2.9
238	LTNC3	NC03.001	40	35.52025	-83.22418	Big Witch Creek	0	0	0	0	0	0	0.84165	0	0	0	0	0	0	0	0.124825	0.03345	0-0-0-0-0-0-84.2-0-0-0-0-0-0-0-12.5-3.3
240	LTNC31	WRC376.001	40	35.26218	-84.04492	Tellico River	0.998175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001825	99.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0.2
241	LTNC32	WRC377.001	34	35.25168	-84.0299	Round Mountain Branch	0.999676471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000323529	100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
242	LTNC33	WRC378.001	31	35.27757	-83.99892	Snowbird Creek	0.985870968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014129032	98.6-0-0-0-0-0-0-0-0-0-0-0-0-0-0-1.4
245	LTNC36	WRC384.001	28	35.384962	-83.079766	Dark Ridge Creek	0	0	0	0	0	0	0	0	0	0.999214286	0	0	0	0	0	0.00075	0-0-0-0-0-0-0-0-0-99.9-0-0-0-0-0-0.1
246	LTNC37	WRC109.001	19	35.39795	-83.993239	Slickrock Creek	0.815578947	0	0	0	0	0	0	0	0	0.155263158	0	0	0	0	0	0.029210526	81.6-0-0-0-0-0-0-0-0-15.5-0-0-0-0-0-2.9
247	LTNC38	WRC100.001	20	35.051127	-83.4433848	Henson Creek	0	0	0	0	0	0	0	0	0.9134	0	0	0	0	0	0	0.08655	0-0-0-0-0-0-0-0-91.3-0-0-0-0-0-0-8.7
248	LTNC39	WRC103.001	20	35.3365644	-83.4061966	Little Laurel Creek (trib. of Alarka Cr.)	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
250	LTNC40	WRC105.001	20	35.0812545	-83.2460064	Long Branch	0	0	0	0.8507	0	0	0	0	0.1448	0	0	0	0	0	0	0.00445	0-0-0-85.1-0-0-0-0-14.5-0-0-0-0-0-0-0.4
251	LTNC41	WRC107.001	20	35.2703011	-84.0475248	Peckerwood Creek	0.99925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00075	99.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0.1
252	LTNC42	WRC110.001	20	35.0512067	-83.2553861	Turtle Pond Creek	0	0	0	0.14965	0	0	0	0	0.85005	0	0	0	0	0	0	0.0003	0-0-0-15-0-0-0-0-85-0-0-0-0-0-0-0
253	LTNC43	WRC114.001	20	35.032742	-83.436394	UT to Coweeta Creek (near Reynolds Gap)	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0-0-0-0-0-0-0-0-100-0-0-0-0-0-0-0
254	LTNC44	WRC115.001	20	35.2175734	-83.2342281	Wildcat Creek	0.4904	0	0	0.37305	0	0	0	0	0	0	0	0	0	0	0	0.13645	49-0-0-37.3-0-0-0-0-0-0-0-0-0-0-0-13.6
256	LTNC46	WRC118.001	20	35.249133	-83.669244	Pierce Creek ( also listed as Piercy Creek)	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0
257	LTNC47	WRC267.001	20	35.382	-83.12	(A) South Fork Sugarloaf Creek	0.7118	0	0	0	0	0	0	0	0	0.2882	0	0	0	0	0	0	71.2-0-0-0-0-0-0-0-0-28.8-0-0-0-0-0-0
258	LTNC48	WRC268.001	5	35.392	-83.133	(A) Sugarloaf Creek (below barrier)	0.398	0	0	0.2	0	0	0	0	0	0.402	0	0	0	0	0	0	39.8-0-0-20-0-0-0-0-0-40.2-0-0-0-0-0-0
259	LTNC49	WRC269.001	19	35.388	-83.126	(A) UT Sugarloaf Creek	0.810105263	0	0	0	0	0	0	0	0	0.189894737	0	0	0	0	0	0	81-0-0-0-0-0-0-0-0-19-0-0-0-0-0-0
270	LTNC58	WRC282.001	20	35.3280919	-83.0582684	(D) Chastine Creek (incl. tribs.)	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0
271	LTNC59	WRC283.001	20	35.347	-83.054	(D) Craig Creek	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0
272	LTNC6	WRC101.001	20	35.1570048	-83.2625388	Ledford Branch	0	0	0	0.84245	0	0	0	0	0	0.15755	0	0	0	0	0	0	0-0-0-84.2-0-0-0-0-0-15.8-0-0-0-0-0-0
273	LTNC60	WRC284.001	20	35.3360411	-83.05636282	(D) Frady Creek	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0
275	LTNC62	WRC299.001	20	35.4191386	-83.1907797	Fisher Creek	0.31265	0	0	0	0	0	0	0	0	0.67145	0	0	0	0	0	0.0159	31.3-0-0-0-0-0-0-0-0-67.1-0-0-0-0-0-1.6
276	LTNC63	WRC304.002	19	35.333816	-83.3062694	Greens Creek	0.842105263	0	0	0.157894737	0	0	0	0	0	0	0	0	0	0	0	0	84.2-0-0-15.8-0-0-0-0-0-0-0-0-0-0-0-0
277	LTNC64	WRC305.001	20	35.2200232	-83.1506208	Hunter Jim Creek	0	0	0	0	0	0	0	0	0	0.99945	0	0	0	0	0	0.00055	0-0-0-0-0-0-0-0-0-99.9-0-0-0-0-0-0.1
279	LTNC66	WRC309.001	20	35.2171902	-83.1048686	Little Trout Creek	0	0	0	0	0	0	0	0	0	0.9992	0	0	0	0	0	0.0008	0-0-0-0-0-0-0-0-0-99.9-0-0-0-0-0-0.1
280	LTNC67	WRC312.001	20	35.2339737	-83.0196683	Neddie Creek	0	0	0	0	0	0	0	0	0	0.99555	0	0	0	0	0	0.00445	0-0-0-0-0-0-0-0-0-99.6-0-0-0-0-0-0.4
281	LTNC68	WRC319.001	20	35.2847512	-82.9434836	Tanassee Creek	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0
282	LTNC69	WRC323.001	20	35.3482953	-83.1325927	Wayehutta Creek	0	0	0	0	0	0	0	0	0	0.9995	0	0	0	0	0	0.00045	0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0
283	LTNC7	WRC106.001	20	35.0980559	-83.1887634	Norton Prong	0	0	0	0.86735	0	0	0	0	0.1294	0	0	0	0	0	0	0.00325	0-0-0-86.7-0-0-0-0-12.9-0-0-0-0-0-0-0.3
284	LTNC70	WRC366.001	20	35.24075	-83.582694	Big Branch	0	0	0	0	0	0	0	0	0	0.99955	0	0	0	0	0	0.00045	0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0
285	LTNC71	WRC369.001	20	35.3657942	-83.0204091	Mull Creek	0	0	0	0	0	0	0	0	0	0.91115	0	0	0	0	0	0.08895	0-0-0-0-0-0-0-0-0-91.1-0-0-0-0-0-8.9
286	LTNC72	WRC024.001	20	35.328906	-84.016292	Whigg Branch	0	0	0	0.90375	0	0	0	0	0	0	0	0	0	0	0	0.09615	0-0-0-90.4-0-0-0-0-0-0-0-0-0-0-0-9.6
290	LTNC76	WRC116.001	20	35.039192	-83.574072	Buck Creek	0.7118	0	0	0	0.28005	0	0	0	0	0	0	0	0	0	0	0.00815	71.2-0-0-0-28-0-0-0-0-0-0-0-0-0-0-0.8
291	LTNC77	WRC278.001	20	35.35	-83.088	(C) East Fork Moses	0	0	0	0	0	0	0	0	0	0.99995	0	0	0	0	0	0.00005	0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0
292	LTNC78	WRC279.001	20	35.3312291	-83.1007775	(C) Moses Creek	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0
293	LTNC79	WRC280.001	20	35.338	-83.098	(C) Moses Creek	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0
294	LTNC8	WRC111.001	20	35.3374603	-83.3784729	Upper Long Branch	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0
296	LTNC81	WRC285.001	20	35.3300556	-83.0012443	(F) Bearwallow Creek (including tribs.)	0.2137	0	0	0.58785	0	0	0	0	0	0.1475	0	0	0	0	0	0.05095	21.4-0-0-58.8-0-0-0-0-0-14.8-0-0-0-0-0-5.1
297	LTNC82	WRC286.001	20	35.332	-82.999	(F) Birch Ridge Creek	0.76725	0	0	0	0.13635	0	0	0	0	0	0	0	0	0	0	0.0965	76.7-0-0-0-13.6-0-0-0-0-0-0-0-0-0-0-9.7
298	LTNC83	WRC287.001	20	35.179	-83.076	(G) Cow Mountain Branch	0	0	0	0.50715	0	0	0	0	0	0	0	0.4447	0	0	0	0.0481	0-0-0-50.7-0-0-0-0-0-0-0-44.5-0-0-0-4.8
299	LTNC84	WRC288.001	20	35.186	-83.078	(G) Mill Creek	0	0	0	0.89125	0	0	0	0	0	0	0	0.10465	0	0	0	0.0041	0-0-0-89.1-0-0-0-0-0-0-0-10.5-0-0-0-0.4
300	LTNC85	WRC289.001	20	35.176	-83.061	(G) Packs Creek	0	0	0	0.9037	0	0	0	0	0	0	0	0	0	0	0	0.09625	0-0-0-90.4-0-0-0-0-0-0-0-0-0-0-0-9.6
301	LTNC86	WRC290.001	20	35.183	-83.082	(G) Shelton Creek	0	0	0	0.9523	0	0	0	0	0	0	0	0	0	0	0	0.0476	0-0-0-95.2-0-0-0-0-0-0-0-0-0-0-0-4.8
302	LTNC87	WRC291.001	20	35.2644016	-83.0185048	(H) Sols Creek	0	0	0	0	0	0	0	0	0	0.9999	0	0	0	0	0	0.0001	0-0-0-0-0-0-0-0-0-100-0-0-0-0-0-0
303	LTNC88	WRC292.001	20	35.3523882	-83.0155009	Beechflat Creek	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0
305	LTNC9	WRC112.001	20	35.1334328	-83.2059302	UT Buck Creek	0	0	0	0	0	0	0	0	0.8292	0.16265	0	0	0	0	0	0.00815	0-0-0-0-0-0-0-0-82.9-16.3-0-0-0-0-0-0.8
306	LTNC90	WRC297.001	20	35.2186559	-83.2097509	Dodgen Creek	0	0	0	0.84395	0	0	0	0	0	0.15545	0	0	0	0	0	0.0005	0-0-0-84.4-0-0-0-0-0-15.5-0-0-0-0-0-0.1
307	LTNC91	WRC300.001	20	35.2204377	-83.0327662	Flat Creek	0	0	0	0	0	0	0	0	0	0	0	0.8265	0	0	0	0.17345	0-0-0-0-0-0-0-0-0-0-0-82.7-0-0-0-17.3
308	LTNC92	WRC301.001	20	35.2883362	-82.9733704	Gage Creek	0	0	0	0.9995	0	0	0	0	0	0	0	0	0	0	0	0.0005	0-0-0-100-0-0-0-0-0-0-0-0-0-0-0-0.1
