ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	k1	k2	k3	k4	k5	k6	k7	k8	k9	k10	k11	k12	k13	k14	k15	k16	k17	k18	k19	k20	k0	Data
130	GCS1	[LR_2013_121]	29	35.591956	-83.516187	Grouse Creek Site 1	0	0	0	0	0	0	0	0	0	0	0	0	0.959	0	0	0	0	0	0	0	0.041	0-0-0-0-0-0-0-0-0-0-0-0-95.9-0-0-0-0-0-0-0-4.1
131	GPS1	[FC_2014_001]	40	35.594153	-83.561233	Goshen Prong Site 1	0	0	0	0	0	0	0	0	0	0	0	0	0.948	0	0	0	0	0	0	0	0.052	0-0-0-0-0-0-0-0-0-0-0-0-94.8-0-0-0-0-0-0-0-5.2
132	GPS4	[FC_2014_096]	50	35.5834	-83.544	Goshen Prong Site 4	0	0	0	0	0	0	0	0	0	0	0	0	0.955	0	0	0	0	0	0	0	0.045	0-0-0-0-0-0-0-0-0-0-0-0-95.5-0-0-0-0-0-0-0-4.5
133	GRSML1	[GRSML1-001]	48	35.591	-83.5744	Fish Camp Run	0	0	0	0	0	0	0	0	0	0	0	0	0.949	0	0	0	0	0	0	0	0.051	0-0-0-0-0-0-0-0-0-0-0-0-94.9-0-0-0-0-0-0-0-5.1
136	GRSML22	[GS35-001]	30	35.62383817	-83.64181971	Marks Creek	0	0	0	0	0	0	0	0	0	0	0	0	0.952	0	0	0	0	0	0	0	0.048	0-0-0-0-0-0-0-0-0-0-0-0-95.2-0-0-0-0-0-0-0-4.8
137	GRSML3	[GRSML3-001]	35	35.5879	-83.6316	Indian Flats	0	0	0	0.137	0	0.121	0	0	0	0	0	0	0.53	0	0	0	0	0	0	0	0.212	0-0-0-13.7-0-12.1-0-0-0-0-0-0-53-0-0-0-0-0-0-0-21.2
138	GRSML4	[GRSML4-001]	49	35.6509	-83.6281	Mannis Branch	0	0	0.891	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0.109	0-0-89.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-10.9
139	GRSML5	[GRSML5-001]	24	35.5899	-83.5662	Silers's Creek	0	0	0	0	0	0	0	0	0	0	0	0	0.961	0	0	0	0	0	0	0	0.039	0-0-0-0-0-0-0-0-0-0-0-0-96.1-0-0-0-0-0-0-0-3.9
140	GRSML6	[GRSML6-1001]	76	35.5899	-83.5662	Silers's Creek (4,9,10)	0	0	0	0	0	0	0	0	0	0	0	0	0.958	0	0	0	0	0	0	0	0.042	0-0-0-0-0-0-0-0-0-0-0-0-95.8-0-0-0-0-0-0-0-4.2
142	GRSMP1	[GRSMP1-001]	47	35.6521	-83.1689	Lost Bottoms	0	0	0.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0-0-94-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-6
143	GRSMP10	[GRSMP10-001]	21	35.62527	-83.47016	Road Prong	0	0	0.318	0	0	0	0	0	0	0	0	0	0.389	0	0	0	0	0	0	0	0.293	0-0-31.8-0-0-0-0-0-0-0-0-0-38.9-0-0-0-0-0-0-0-29.3
144	GRSMP11	[GRSMP11-001]	34	35.75969	-83.19495	Tom?s Creek	0	0	0.913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.087	0-0-91.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-8.7
145	GRSMP12	[GRSMP12-001]	32	35.7389	-83.2783	Indian Camp Creek	0	0	0.906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.094	0-0-90.6-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-9.4
146	GRSMP13	[GRSMP13-001]	25	35.67001	-83.09951	Little Cataloochee Creek	0	0	0.954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046	0-0-95.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4.6
147	GRSMP14	[GRSMP14-001]	28	35.6767	-83.08874	Correll Branch	0	0	0.957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043	0-0-95.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4.3
148	GRSMP16	[GRSMP16-001]	40	35.7608	-83.19703	Toms Creek	0	0	0.881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.119	0-0-88.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-11.9
149	GRSMP17	[GRSMP17-009]	16	35.76479	-83.25353	Greenbrier Creek	0	0	0.958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042	0-0-95.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4.2
150	GRSMP18	[GRSMP18-009]	16	35.73785	-83.27838	Indian Camp Creek	0	0	0.905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.095	0-0-90.5-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-9.5
152	GRSMP2	[GRSMP2-001]	32	35.7671	-83.2023	Cosby Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.942	0	0	0	0	0.058	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-94.2-0-0-0-0-5.8
153	GRSMP20	[GS34-001]	30	35.62745	-83.40842	Kephart Branch	0	0	0.383	0	0	0	0	0	0	0	0	0	0.163	0	0	0.12	0	0	0	0	0.334	0-0-38.3-0-0-0-0-0-0-0-0-0-16.3-0-0-12-0-0-0-0-33.4
157	GRSMP24	[GS37-001]	30	35.62274826	-83.42144591	Walker Camp Prong	0	0	0.1	0	0	0.37	0	0	0	0	0	0	0.134	0	0	0.165	0	0	0	0	0.231	0-0-10-0-0-37-0-0-0-0-0-0-13.4-0-0-16.5-0-0-0-0-23.1
158	GRSMP25	[GS38-001]	28	35.7456837	-83.215988	Rock Creek	0	0	0.901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.099	0-0-90.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-9.9
159	GRSMP26	[GS39-001]	30	35.69511594	-83.32153141	Buck Fork	0	0	0	0	0	0	0.844	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156	0-0-0-0-0-0-84.4-0-0-0-0-0-0-0-0-0-0-0-0-0-15.6
160	GRSMP27	[GS43-001]	30	35.69182448	-83.31598851	Chapman Prong	0	0	0	0	0	0	0.907	0	0	0	0	0	0	0	0	0	0	0	0	0	0.093	0-0-0-0-0-0-90.7-0-0-0-0-0-0-0-0-0-0-0-0-0-9.3
162	GRSMP29	[GS55-002]	30	35.64431163	-83.0726446	Winding Stair	0	0	0.959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041	0-0-95.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4.1
163	GRSMP3	[GRSMP3-033]	48	35.7671	-83.2023	Cosby Creek	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0.94	0	0	0	0	0.06	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-94-0-0-0-0-6
164	GRSMP30	[GS56-002]	30	35.59985518	-83.1308236	Hurricane Creek	0	0	0.877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123	0-0-87.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-12.3
165	GRSMP31	[GS57-002]	30	35.6021498	-83.16291579	Bear Branch	0	0	0.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0-0-94-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-6
166	GRSMP32	[GS58-002]	30	35.67181836	-83.13536468	Pretty Hollow	0	0	0.913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.087	0-0-91.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-8.7
167	GRSMP33	[GS59-002]	30	35.60188	-83.16237872	Horse Creek	0	0	0.944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056	0-0-94.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-5.6
168	GRSMP34	[GS60-002]	30	35.61488345	-83.14599307	Messer Branch	0	0	0.819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.181	0-0-81.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-18.1
169	GRSMP35	[GS61-002]	29	35.61336491	-83.0939906	Sag Branch	0	0	0.914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.086	0-0-91.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-8.6
170	GRSMP36	[GS62-002]	29	35.57193744	-83.12570343	Caldwell Fork	0	0	0.885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115	0-0-88.5-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-11.5
171	GRSMP37	[GS63-002]	30	35.67180283	-83.13877789	Onion Bed	0	0	0.919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.081	0-0-91.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-8.1
172	GRSMP38	[GS64-002]	30	35.57635336	-83.12628358	Straight Creek	0	0	0.877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123	0-0-87.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-12.3
173	GRSMP39	[GS65-002]	30	35.59419869	-83.0987225	McKee Branch	0	0	0.842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158	0-0-84.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-15.8
174	GRSMP4	[GRSMP4-001]	28	35.7643	-83.2526	Greenbrier Creek	0	0	0.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0-0-96-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4
175	GRSMP5	[GRSMP5-035]	27	35.7643	-83.2526	Greenbrier Creek	0	0	0.958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042	0-0-95.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4.2
176	GRSMP6	[GRSMP6-001]	33	35.7389	-83.2783	Indian Camp Creek	0	0	0.814	0	0	0	0	0	0	0	0	0	0	0	0	0.109	0	0	0	0	0.077	0-0-81.4-0-0-0-0-0-0-0-0-0-0-0-0-10.9-0-0-0-0-7.7
177	GRSMP8	[GRSMP8-001]	25	35.7671	-83.2023	Cosby Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.955	0	0	0	0	0.045	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-95.5-0-0-0-0-4.5
178	GRSMP9	[GRSMP9-001]	34	35.7643	-83.2526	Greenbrier Creek	0	0	0.961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039	0-0-96.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-3.9
179	GRSMT1	[GRSMT1-001]	49	35.5563	-83.1677	Bunches Creek	0	0	0.111	0	0	0	0.759	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0-0-11.1-0-0-0-75.9-0-0-0-0-0-0-0-0-0-0-0-0-0-13
180	GRSMT2	[GRSMT2-001]	50	35.5667	-83.18	Flatt Creek	0	0	0.136	0	0	0	0.683	0	0	0	0	0	0	0	0	0	0	0	0	0	0.181	0-0-13.6-0-0-0-68.3-0-0-0-0-0-0-0-0-0-0-0-0-0-18.1
181	GRSMT22	[GS36-001]	28	35.61986728	-83.23039471	Hyatt Creek	0	0	0	0	0	0	0.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0-0-0-0-0-0-87-0-0-0-0-0-0-0-0-0-0-0-0-0-13
182	GRSMT23	[GS40-001]	29	35.58476105	-83.42515628	RF Deep Creek	0	0	0	0	0	0	0.915	0	0	0	0	0	0	0	0	0	0	0	0	0	0.085	0-0-0-0-0-0-91.5-0-0-0-0-0-0-0-0-0-0-0-0-0-8.5
183	GRSMT24	[GS41-001]	30	35.58503691	-83.42667635	Sahlee Creek	0	0	0	0	0	0	0.918	0	0	0	0	0	0	0	0	0	0	0	0	0	0.082	0-0-0-0-0-0-91.8-0-0-0-0-0-0-0-0-0-0-0-0-0-8.2
184	GRSMT25	[GS42-001]	30	35.55528252	-83.47670642	Noland Creek	0	0	0	0	0.273	0	0.317	0	0	0	0	0	0	0	0	0	0	0	0	0.339	0.071	0-0-0-0-27.3-0-31.7-0-0-0-0-0-0-0-0-0-0-0-0-33.9-7.1
185	GRSMT26	[GS44-001]	31	35.49706343	-83.65659546	Cold Springs Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.935	0.065	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-93.5-6.5
186	GRSMT27	[GS45-001]	30	35.51194438	-83.69720183	Haw Gap Branch	0	0	0	0	0	0	0.203	0	0	0	0	0	0	0	0	0	0	0	0	0.619	0.178	0-0-0-0-0-0-20.3-0-0-0-0-0-0-0-0-0-0-0-0-61.9-17.8
187	GRSMT28	[GS46-001]	29	35.54112558	-83.67636608	Desolation Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.831	0.169	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-83.1-16.9
188	GRSMT29	[GS47-001]	30	35.54053482	-83.6708987	Defeat Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.838	0.162	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-83.8-16.2
189	GRSMT3	[GRSMT3-001]	40	35.5341	-83.5446	Huggin's Creek	0	0	0	0	0	0	0.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46	0-0-0-0-0-0-54-0-0-0-0-0-0-0-0-0-0-0-0-0-46
190	GRSMT30	[GS49-002]	30	35.62001761	-83.33050789	Louie Camp Branch	0	0	0	0	0	0	0.866	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134	0-0-0-0-0-0-86.6-0-0-0-0-0-0-0-0-0-0-0-0-0-13.4
191	GRSMT31	[GS50-002]	30	35.61226789	-83.26422737	Enloe Creek	0	0	0	0	0	0	0.804	0	0	0	0	0	0	0	0	0	0	0	0	0	0.196	0-0-0-0-0-0-80.4-0-0-0-0-0-0-0-0-0-0-0-0-0-19.6
192	GRSMT32	[GS51-002]	30	35.62431103	-83.32617226	Bearwallow Branch	0	0	0	0	0	0	0.921	0	0	0	0	0	0	0	0	0	0	0	0	0	0.079	0-0-0-0-0-0-92.1-0-0-0-0-0-0-0-0-0-0-0-0-0-7.9
193	GRSMT33	[GS52-002]	30	35.63332387	-83.32996679	Chasm Prong	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0-0-0-0-0-0-90-0-0-0-0-0-0-0-0-0-0-0-0-0-10
194	GRSMT34	[GS53-001]	30	35.64340742	-83.25582982	R. Fork Raven Fork	0	0	0	0	0	0	0.902	0	0	0	0	0	0	0	0	0	0	0	0	0	0.098	0-0-0-0-0-0-90.2-0-0-0-0-0-0-0-0-0-0-0-0-0-9.8
195	GRSMT35	[GS54-002]	30	35.64491771	-83.32894523	Gulf Prong	0	0	0	0	0	0	0.823	0	0	0	0	0	0	0	0	0	0	0	0	0	0.177	0-0-0-0-0-0-82.3-0-0-0-0-0-0-0-0-0-0-0-0-0-17.7
197	GRSMT5	[GRSMT5-001]	47	35.4858	-83.5926	Bear Creek	0	0	0	0	0	0	0.338	0	0	0	0	0	0	0	0	0	0	0	0	0.351	0.311	0-0-0-0-0-0-33.8-0-0-0-0-0-0-0-0-0-0-0-0-35.1-31.1
198	GRSMT6	[GRSMT6-001]	25	35.58628	-83.36516	Kanati Fork	0	0	0	0	0	0	0.923	0	0	0	0	0	0	0	0	0	0	0	0	0	0.077	0-0-0-0-0-0-92.3-0-0-0-0-0-0-0-0-0-0-0-0-0-7.7
199	GRSMT7	[GRSMT7-001]	22	35.59933	-83.39906	Aden Branch	0	0	0	0	0	0	0.927	0	0	0	0	0	0	0	0	0	0	0	0	0	0.073	0-0-0-0-0-0-92.7-0-0-0-0-0-0-0-0-0-0-0-0-0-7.3
200	L2S1	[FC_2014_238]	50	35.57905	-83.578	Lean-to Site 1	0	0	0	0	0	0	0	0	0	0	0	0	0.947	0	0	0	0	0	0	0	0.053	0-0-0-0-0-0-0-0-0-0-0-0-94.7-0-0-0-0-0-0-0-5.3
201	LRS1	[LR_2013_001]	30	35.592602	-83.511766	Little River Site 1	0	0	0	0	0	0	0	0	0	0	0	0	0.958	0	0	0	0	0	0	0	0.042	0-0-0-0-0-0-0-0-0-0-0-0-95.8-0-0-0-0-0-0-0-4.2
202	LTGA11	[GA11-001]	30	34.946254	-83.453083	Keener Creek	0	0.932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068	0-93.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-6.8
203	LTNC10	[WRC113-001]	20	35.0511015	-83.308477	UT Tessentee Creek	0	0.922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.078	0-92.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-7.8
204	LTNC100	[WRC091-001]	20	35.2377037	-84.0580182	(A) Tipton Creek (incl. trib.)	0	0	0	0	0	0	0	0	0	0.805	0	0	0	0	0	0	0	0	0	0	0.195	0-0-0-0-0-0-0-0-0-80.5-0-0-0-0-0-0-0-0-0-0-19.5
205	LTNC101	[WRC092-001]	20	35.0634056	-83.2739161	Bennies Branch	0	0.616	0	0.106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.278	0-61.6-0-10.6-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-27.8
206	LTNC102	[WRC093-001]	20	35.089675	-83.189961	Big Creek	0	0.391	0	0.255	0	0.137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.217	0-39.1-0-25.5-0-13.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-21.7
207	LTNC103	[WRC095-001]	20	35.1016582	-83.2430469	Brush Creek	0	0.247	0	0	0	0.254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.499	0-24.7-0-0-0-25.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-49.9
208	LTNC104	[WRC096-001]	20	35.2257112	-83.2384502	Bryson Branch	0	0.946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.054	0-94.6-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-5.4
209	LTNC105	[WRC098-001]	20	35.1037626	-83.2902498	Crow Creek	0.104	0.101	0	0.118	0	0.444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.233	10.4-10.1-0-11.8-0-44.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-23.3
211	LTNC107	[WRC380A-001]	33	35.2204377	-83.0327662	Flat Creek (above falls)	0	0	0	0	0.404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.596	0-0-0-0-40.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-59.6
212	LTNC108	[WRC381-001]	19	35.2568349	-82.9362342	Pinhook Creek (below falls)	0	0	0	0	0.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.593	0.087	0-0-0-0-32-0-0-0-0-0-0-0-0-0-0-0-0-0-0-59.3-8.7
213	LTNC109	[D901-001]	35	35.289958	-83.293475	Bettys Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.935	0.065	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-93.5-6.5
214	LTNC11	[WRC293-001]	20	35.1970383	-82.9847656	Bracken Creek	0	0	0	0.452	0.215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333	0-0-0-45.2-21.5-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-33.3
215	LTNC110	[D902-001]	20	35.282125	-83.265064	Tatham Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.906	0.094	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-90.6-9.4
216	LTNC111	[D903-001]	30	35.248756	-83.267727	Shell Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.825	0.175	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-82.5-17.5
217	LTNC112	[D906-001]	39	35.302122	-83.372431	Huckleberry Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.916	0.084	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-91.6-8.4
218	LTNC113	[D907-001]	36	35.302543	-83.341682	Beasley Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87	0.13	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-87-13
219	LTNC12	[WRC295-001]	20	35.2826209	-82.9853557	Charley Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.664	0.336	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-66.4-33.6
220	LTNC13	[WRC296-001]	20	35.2201	-82.95806	Cold Creek	0	0	0	0	0	0.146	0	0	0	0	0	0	0	0	0	0	0	0	0	0.311	0.543	0-0-0-0-0-14.6-0-0-0-0-0-0-0-0-0-0-0-0-0-31.1-54.3
221	LTNC14	[WRC302-001]	20	35.2028632	-83.1893383	Gem Creek	0	0.453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152	0.395	0-45.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-15.2-39.5
222	LTNC15	[WRC306-001]	20	35.2788805	-83.0250111	Jeff Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.936	0.064	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-93.6-6.4
223	LTNC16	[WRC308-001]	20	35.2016225	-83.2125065	Little Pine Creek	0	0	0	0.104	0	0.313	0	0	0	0	0	0	0	0	0	0	0	0	0	0.344	0.239	0-0-0-10.4-0-31.3-0-0-0-0-0-0-0-0-0-0-0-0-0-34.4-23.9
224	LTNC17	[WRC310-001]	20	35.2564608	-83.1336517	Mill Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.658	0.342	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-65.8-34.2
225	LTNC18	[WRC311-001]	20	35.167814	-83.1852347	Mill Creek	0	0	0	0	0	0.332	0	0	0	0	0	0	0	0	0	0	0	0	0	0.397	0.271	0-0-0-0-0-33.2-0-0-0-0-0-0-0-0-0-0-0-0-0-39.7-27.1
226	LTNC19	[WRC318-001]	20	35.2766748	-83.0144098	Sols Creek	0	0	0	0	0	0.175	0	0	0	0	0	0	0	0	0	0	0	0	0	0.496	0.329	0-0-0-0-0-17.5-0-0-0-0-0-0-0-0-0-0-0-0-0-49.6-32.9
227	LTNC2	[NC02-001]	42	35.48692	-83.18631	Soco Creek	0	0	0	0	0	0	0.953	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047	0-0-0-0-0-0-95.3-0-0-0-0-0-0-0-0-0-0-0-0-0-4.7
229	LTNC21	[WRC322-001]	20	35.2096888	-83.1164218	Trout Creek	0	0	0	0.485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.515	0-0-0-48.5-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-51.5
230	LTNC22	[WRC119-001]	20	35.2551992	-83.5906381	UT Otter Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.357	0	0	0	0.545	0.098	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-35.7-0-0-0-54.5-9.8
231	LTNC23	[WRC022-001]	20	35.254525	-83.966819	(C) Sassafras Creek (incl. trib.)	0	0	0	0	0	0	0	0	0	0.885	0	0	0	0	0	0	0	0	0	0	0.115	0-0-0-0-0-0-0-0-0-88.5-0-0-0-0-0-0-0-0-0-0-11.5
232	LTNC24	[WRC120-001]	20	35.023508	-83.487356	Yellow Patch Branch	0	0	0	0	0	0	0.108	0	0	0	0	0	0	0	0	0	0	0	0	0.206	0.686	0-0-0-0-0-0-10.8-0-0-0-0-0-0-0-0-0-0-0-0-20.6-68.6
233	LTNC25	[WRC023-001]	20	35.2455342	-83.8856125	Bear Creek	0	0	0	0	0	0	0.222	0	0	0.433	0	0	0	0	0	0	0	0	0	0.174	0.171	0-0-0-0-0-0-22.2-0-0-43.3-0-0-0-0-0-0-0-0-0-17.4-17.1
234	LTNC26	[WRC025-001]	20	35.3259869	-83.9640204	Wright Creek	0	0	0	0	0	0	0	0	0	0.79	0	0	0	0	0	0	0	0	0	0	0.21	0-0-0-0-0-0-0-0-0-79-0-0-0-0-0-0-0-0-0-0-21
235	LTNC27	[NC04-001]	40	35.5288	-83.1922	Madcap Branch	0	0	0	0	0	0	0.947	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053	0-0-0-0-0-0-94.7-0-0-0-0-0-0-0-0-0-0-0-0-0-5.3
236	LTNC28	[NC05-001]	39	35.4902	-83.2151	Jenkin's Creek	0	0	0	0	0	0	0.776	0	0	0	0	0	0	0	0	0	0	0	0	0	0.224	0-0-0-0-0-0-77.6-0-0-0-0-0-0-0-0-0-0-0-0-0-22.4
237	LTNC29	[NC06-001]	24	35.4995	-83.1746	Rough Branch	0	0	0	0	0	0	0.738	0	0	0	0	0	0	0	0	0	0	0	0	0	0.262	0-0-0-0-0-0-73.8-0-0-0-0-0-0-0-0-0-0-0-0-0-26.2
238	LTNC3	[NC03-001]	40	35.52025	-83.22418	Big Witch Creek	0	0	0	0	0	0	0.724	0	0	0	0	0	0	0	0	0	0	0	0	0	0.276	0-0-0-0-0-0-72.4-0-0-0-0-0-0-0-0-0-0-0-0-0-27.6
240	LTNC31	[WRC376-001]	40	35.26218	-84.04492	Tellico River	0	0	0	0	0	0	0	0	0	0.872	0	0	0	0	0	0	0	0	0	0	0.128	0-0-0-0-0-0-0-0-0-87.2-0-0-0-0-0-0-0-0-0-0-12.8
241	LTNC32	[WRC377-001]	34	35.25168	-84.0299	Round Mountain Branch	0	0	0	0	0	0	0	0	0	0.856	0	0	0	0	0	0	0	0	0	0	0.144	0-0-0-0-0-0-0-0-0-85.6-0-0-0-0-0-0-0-0-0-0-14.4
242	LTNC33	[WRC378-001]	31	35.27757	-83.99892	Snowbird Creek	0	0	0	0	0	0	0.132	0	0	0.691	0	0	0	0	0	0	0	0	0	0	0.177	0-0-0-0-0-0-13.2-0-0-69.1-0-0-0-0-0-0-0-0-0-0-17.7
245	LTNC36	[WRC384-001]	28	35.384962	-83.079766	Dark Ridge Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.782	0.218	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-78.2-21.8
246	LTNC37	[WRC109-001]	19	35.39795	-83.993239	Slickrock Creek	0	0	0	0	0	0	0	0	0	0.79	0	0	0	0	0	0	0	0	0	0	0.21	0-0-0-0-0-0-0-0-0-79-0-0-0-0-0-0-0-0-0-0-21
247	LTNC38	[WRC100-001]	20	35.051127	-83.4433848	Henson Creek	0	0.681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.319	0-68.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-31.9
