ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	K1	K2	Data
307	LTNC91	[WRC300-001]	20	35.2204377	-83.0327662	Flat Creek	0.868	0.132	86.8-13.2
308	LTNC92	[WRC301-001]	20	35.2883362	-82.9733704	Gage Creek	0.204	0.796	20.4-79.6
309	LTNC93	[WRC313-001]	20	35.3235915	-82.9913537	Piney Mountain Creek	0.692	0.308	69.2-30.8
310	LTNC94	[WRC314-001]	20	35.2568349	-82.9362342	Pinhook Creek	0.891	0.109	89.1-10.9
311	LTNC95	[WRC315-001]	20	35.2488885	-83.2674832	Shell Branch	0.982	0.018	98.2-1.8
313	LTNC97	[WRC317-001]	20	35.2007229	-83.0039466	Slickens Creek	0.045	0.955	4.5-95.5
314	LTNC98	[WRC320-001]	19	35.2802563	-83.2630471	Tatham Creek	0.884	0.116	88.4-11.6
315	LTNC99	[WRC324-004]	15	35.2665208	-82.9695989	Wolf Creek	0.66	0.34	66-34
316	MPPS1	[LR_2013_211]	29	35.598205	-83.501998	Meigs Post Prong Site 1	0.986	0.014	98.6-1.4
317	MPPS2	[LR_2013_240]	31	35.594744	-83.49822	Meigs Post Prong Site 2	0.956	0.044	95.6-4.4
318	PFBNC1	[NC01-001]	42	35.46629	-83.04172	Hyatt Cove Creek	0.986	0.014	98.6-1.4
319	PFBNC10	[WRC246-001]	20	35.4136987	-83.0132106	Old Bald Creek	0.96	0.04	96-4
320	PFBNC100	[WRC217-001]	20	35.721547	-82.254889	Right Prong South Toe River	0.422	0.578	42.2-57.8
321	PFBNC101	[WRC219-001]	19	35.76075	-82.192601	Roaring Fork	0.858	0.142	85.8-14.2
322	PFBNC102	[WRC222-001]	20	36.1015896	-82.0403139	Sandbank Creek	0.356	0.644	35.6-64.4
324	PFBNC104	[WRC225-001]	20	36.136075	-82.221978	Spring Creek	0.567	0.433	56.7-43.3
325	PFBNC105	[WRC226-001]	20	36.0048744	-82.0796566	Stagger Weed Creek	0.529	0.471	52.9-47.1
326	PFBNC106	[WRC227-001]	20	35.8172014	-82.1783762	UT Little White Oak Creek	0.593	0.407	59.3-40.7
327	PFBNC107	[WRC235-001]	20	35.511961	-83.0311825	Gaddis Branch	0.934	0.066	93.4-6.6
328	PFBNC108	[WRC236-001]	20	35.5658324	-83.08157727	Hemphill Branch	0.925	0.075	92.5-7.5
329	PFBNC109	[WRC242-001]	20	35.439484	-82.9913905	Medford Branch	0.758	0.242	75.8-24.2
330	PFBNC11	[WRC250-001]	20	35.4082192	-83.9945695	Shiny Creek	0.972	0.028	97.2-2.8
331	PFBNC110	[WRC245-001]	20	35.4113281	-83.016928	Old Bald Creek	0.941	0.059	94.1-5.9
332	PFBNC111	[WRC249-001]	15	35.335311	-82.889639	Sam Branch	0.008	0.992	0.8-99.2
333	PFBNC112	[WRC254-001]	20	35.458564	-83.085531	Winchester Creek	0.989	0.011	98.9-1.1
334	PFBNC113	[WRC026-001]	20	36.016006	-82.684572	(A) East Prong Hickey Fork	0.526	0.474	52.6-47.4
335	PFBNC114	[WRC027-001]	20	35.4315423	-82.6826226	(B) Fletcher Creek	0.94	0.06	94-6
336	PFBNC115	[WRC028-001]	20	35.4346241	-82.68400165	(B) Spencer Branch	0.967	0.033	96.7-3.3
340	PFBNC119	[WRC326-001]	20	36.1950526	-81.9551761	Fall Creek	0.008	0.992	0.8-99.2
342	PFBNC120	[WRC327-001]	19	36.1854005	-81.7095864	Harrison Branch	0.914	0.086	91.4-8.6
345	PFBNC123	[WRC330-001]	20	36.196714	-81.7076549	Laurel Fork	0.811	0.189	81.1-18.9
346	PFBNC125	[WRC339-001]	20	36.2149634	-81.8216606	Worley Creek	0.846	0.154	84.6-15.4
347	PFBNC126	[WRC036-001]	19	35.1531241	-82.8544272	(K) Diamond Creek (above falls)	0.765	0.235	76.5-23.5
348	PFBNC127	[WRC037-001]	19	35.148	-82.841	(K) Diamond Creek (below falls)	0.351	0.649	35.1-64.9
353	PFBNC131	[WRC043-001]	20	35.317274	-82.7989204	Big Bearpen Branch	0.652	0.348	65.2-34.8
354	PFBNC132	[WRC044-001]	20	35.1263498	-82.7254991	Bradley Creek	0.227	0.773	22.7-77.3
357	PFBNC135	[WRC047-001]	19	35.2452798	-82.8250315	Cathys Creek (above falls)	0.088	0.912	8.8-91.2
358	PFBNC136	[WRC048-001]	20	35.2279072	-82.8089636	Cedar Rock Creek	0.386	0.614	38.6-61.4
360	PFBNC138	[WRC054-001]	20	35.1953627	-82.7006818	Hogsed Creek	0.455	0.545	45.5-54.5
361	PFBNC139	[WRC055-001]	20	35.2269765	-82.8036075	Kagle Branch	0.685	0.315	68.5-31.5
362	PFBNC14	[WRC086-001]	20	35.3011132	-82.7014008	North Prong Turkey Creek	0.982	0.018	98.2-1.8
363	PFBNC140	[WRC056-001]	19	35.2453111	-82.7890818	Kuykendall Creek	0.009	0.991	0.9-99.1
364	PFBNC141	[WRC058-001]	20	35.3211685	-82.8026481	Log Hollow Branch	0.015	0.985	1.5-98.5
365	PFBNC142	[WRC059-001]	20	35.3240283	-82.7897053	Looking Glass Creek	0.299	0.701	29.9-70.1
366	PFBNC144	[WRC067-001]	20	35.3017378	-82.803234	Rockhouse Creek	0.008	0.992	0.8-99.2
367	PFBNC145	[WRC068-001]	20	35.5621703	-82.3555376	Rocky Fork	0.022	0.978	2.2-97.8
370	PFBNC148	[WRC071-001]	20	35.3216175	-82.6885368	Sutton Creek	0.148	0.852	14.8-85.2
371	PFBNC149	[WRC072-001]	20	35.2333527	-82.8211449	Tarkiln Branch	0.406	0.594	40.6-59.4
374	PFBNC152	[WRC077-001]	20	35.3352984	-82.8026901	UT Looking Glass Creek (@ Bennet Cove)	0.347	0.653	34.7-65.3
377	PFBNC155	[WRC080-001]	20	35.3387483	-82.7923259	UT to Looking Glass Creek (@ Cherry Cove)	0.273	0.727	27.3-72.7
378	PFBNC156	[WRC081-001]	20	35.148281	-82.594131	Wildcat Branch	0.478	0.522	47.8-52.2
379	PFBNC157	[WRC084-001]	20	35.2791541	-82.88750234	Chestnut Creek	0.691	0.309	69.1-30.9
380	PFBNC158	[D712-001]	86	36.1187367	-81.785994	Boone Fork	0.99	0.01	99-1
381	PFBNC159	[D904-001]	48	35.65536	-82.41322	Left Fork Beetree Creek	0.99	0.01	99-1
382	PFBNC16	[WRC088-001]	20	35.720176	-82.8363434	UT Friezland Creek	0.863	0.137	86.3-13.7
383	PFBNC160	[D905-001]	40	35.66236	-82.29021	Flat Creek	0.975	0.025	97.5-2.5
384	PFBNC161	[D908-001]	40	35.72633	-82.33578	North Fork Swannanoa River	0.982	0.018	98.2-1.8
386	PFBNC17	[WRC089-001]	20	35.1317496	-82.633079	Walker Branch	0.186	0.814	18.6-81.4
388	PFBNC19	[WRC050-001]	20	35.2919502	-82.815768	Cove Creek	0.987	0.013	98.7-1.3
389	PFBNC21	[WRC238-001]	20	35.520511	-83.1329804	Indian Creek	0.99	0.01	99-1
391	PFBNC23	[WRC034-001]	20	35.1911007	-82.8208899	(J) Sawmill Creek (above falls)	0.984	0.016	98.4-1.6
392	PFBNC24	[WRC371-001]	20	35.088828	-82.756712	South Prong Glady Fork	0.622	0.378	62.2-37.8
393	PFBNC25	[WRC372-001]	20	35.089306	-82.741648	Jane Cantrell Creek	0.932	0.068	93.2-6.8
394	PFBNC26	[WRC373-001]	20	35.108285	-82.701368	Hickory Flat Creek	0.01	0.99	1-99
396	PFBNC28	[WRC382-001]	20	35.120125	-82.75003	Laurel Branch (Murr Creek) Above Falls	0.462	0.538	46.2-53.8
398	PFBNC3	[WRC064-001]	20	35.3536568	-82.7777478	Pigeon Branch	0.12	0.88	12-88
400	PFBNC31	[WRC042-001]	20	35.462239	-82.689914	Beaverdam Creek	0.961	0.039	96.1-3.9
401	PFBNC32	[WRC051-001]	20	35.1232614	-82.7047303	East Fork French Broad River	0.856	0.144	85.6-14.4
403	PFBNC34	[WRC057-001]	19	35.361242	-82.683317	Laurel Creek	0.978	0.022	97.8-2.2
404	PFBNC35	[WRC060-001]	20	35.756372	-82.946969	Maple Springs Branch	0.936	0.064	93.6-6.4
405	PFBNC36	[WRC062-001]	20	35.798753	-82.368792	North Fork Ivy Creek	0.982	0.018	98.2-1.8
407	PFBNC38	[WRC065-001]	20	35.6694559	-82.3930353	Right Fork Beetree Creek	0.991	0.009	99.1-0.9
408	PFBNC39	[WRC066-001]	20	35.815297	-82.938686	Roaring Fork	0.659	0.341	65.9-34.1
409	PFBNC4	[WRC090-001]	20	35.33193	-82.65082	Woody Branch	0.987	0.013	98.7-1.3
412	PFBNC42	[WRC082-001]	20	35.3314292	-82.6493749	Woody Branch	0.987	0.013	98.7-1.3
413	PFBNC43	[WRC085-001]	20	35.2584604	-82.7535622	Mine Branch	0.983	0.017	98.3-1.7
414	PFBNC44	[WRC189-001]	20	35.87624	-82.234827	Ayles Creek	0.987	0.013	98.7-1.3
415	PFBNC45	[WRC190-001]	20	35.9652732	-82.4749537	Bald Mountain Creek	0.96	0.04	96-4
416	PFBNC46	[WRC196-001]	20	36.0968006	-82.1012793	Carvers Gap Creek	0.983	0.017	98.3-1.7
418	PFBNC48	[WRC198-001]	20	35.9602071	-82.0517815	Gouges Creek	0.989	0.011	98.9-1.1
419	PFBNC49	[WRC200-001]	20	36.083408	-82.115417	Holder Creek	0.986	0.014	98.6-1.4
420	PFBNC5	[WRC230-001]	20	35.4080126	-83.0011615	Cherry Cove Creek	0.951	0.049	95.1-4.9
421	PFBNC50	[WRC201-001]	20	36.082267	-82.063001	Jerry Creek	0.976	0.024	97.6-2.4
422	PFBNC51	[WRC203-001]	20	36.0956264	-82.0985289	Johns Camp Branch	0.982	0.018	98.2-1.8
423	PFBNC52	[WRC204-001]	20	35.9845092	-82.044634	Jones Creek	0.951	0.049	95.1-4.9
424	PFBNC53	[WRC209-001]	20	36.121701	-82.160219	Lyddies Creek	0.99	0.01	99-1
426	PFBNC55	[WRC212-001]	20	35.7970579	-82.2825554	Ogle Creek	0.975	0.025	97.5-2.5
427	PFBNC56	[WRC214-001]	20	35.7731193	-82.3226384	Raven Fork	0.985	0.015	98.5-1.5
428	PFBNC57	[WRC218-001]	20	36.116242	-82.050094	Roaring Creek	0.974	0.026	97.4-2.6
429	PFBNC58	[WRC220-001]	20	35.8482545	-82.2108422	Roaring Spout Branch (Above Falls)	0.988	0.012	98.8-1.2
431	PFBNC6	[WRC231-001]	20	35.4144916	-83.9934787	Deep Gap Creek	0.97	0.03	97-3
433	PFBNC61	[WRC228-001]	20	35.382768	-82.8093472	Bee Branch	0.986	0.014	98.6-1.4
435	PFBNC63	[WRC232-001]	19	35.4134934	-82.9919913	Deep Gap Creek	0.963	0.037	96.3-3.7
436	PFBNC64	[WRC233-001]	20	35.5284956	-83.1522215	Deep Gap Creek	0.988	0.012	98.8-1.2
437	PFBNC65	[WRC234-001]	20	35.54362	-83.1043	Fie Creek	0.932	0.068	93.2-6.8
438	PFBNC66	[WRC239-001]	20	35.5044723	-83.0939977	Johnson Branch	0.982	0.018	98.2-1.8
439	PFBNC67	[WRC240-001]	20	35.5194154	-83.158788	Long Branch	0.989	0.011	98.9-1.1
440	PFBNC68	[WRC241-001]	20	35.5350548	-83.1629576	Mashie Stomp Creek	0.989	0.011	98.9-1.1
441	PFBNC69	[WRC244-001]	20	35.435672	-82.934283	Nix Creek	0.978	0.022	97.8-2.2
442	PFBNC7	[WRC237-001]	20	35.400362	-82.7949057	Hungry Creek	0.989	0.011	98.9-1.1
443	PFBNC70	[WRC247-001]	20	35.4815135	-83.0456402	Plott Creek	0.945	0.055	94.5-5.5
444	PFBNC71	[WRC248-001]	20	35.4263574	-83.0215477	Rocky Branch	0.983	0.017	98.3-1.7
445	PFBNC72	[WRC251-001]	20	35.4159817	-83.0244455	Steestachee Creek	0.976	0.024	97.6-2.4
446	PFBNC73	[WRC255-001]	20	35.5108696	-83.1468679	Wolf Laurel Branch	0.962	0.038	96.2-3.8
447	PFBNC74	[WRC325-001]	20	36.3214084	-81.7397625	Ellison Branch	0.922	0.078	92.2-7.8
448	PFBNC75	[WRC328-001]	20	36.1862318	-81.7095216	Harrison Branch	0.857	0.143	85.7-14.3
449	PFBNC77	[WRC333-001]	20	36.3274908	-81.7776488	North Fork Cove Creek	0.737	0.263	73.7-26.3
450	PFBNC78	[WRC334-001]	20	36.1556859	-81.8987786	Ramp Branch	0.942	0.058	94.2-5.8
451	PFBNC79	[WRC335-001]	20	36.1253758	-81.8201683	Shanty Spring Branch	0.969	0.031	96.9-3.1
452	PFBNC80	[WRC337-001]	20	36.1505828	-81.9007725	UT to Elk River (upstream of Ramp Branch)	0.902	0.098	90.2-9.8
453	PFBNC81	[WRC365-001]	20	35.4886448	-83.1133433	East Fork Campbell Creek	0.982	0.018	98.2-1.8
454	PFBNC82	[WRC367-001]	20	35.449162	-82.7433732	Stony Fork	0.984	0.016	98.4-1.6
455	PFBNC83	[WRC368-001]	20	35.3007729	-82.8198306	UT Cove Creek	0.988	0.012	98.8-1.2
457	PFBNC86	[WRC192-001]	20	35.740517	-82.21605	Big Lost Cove Creek	0.963	0.037	96.3-3.7
458	PFBNC87	[WRC193-001]	20	35.7732736	-82.2913318	Big Poplar Creek	0.655	0.345	65.5-34.5
460	PFBNC89	[WRC195-001]	20	36.095653	-82.187814	Broad Branch	0.818	0.182	81.8-18.2
462	PFBNC90	[WRC199-001]	20	35.710219	-82.251292	Hemphill Creek	0.357	0.643	35.7-64.3
464	PFBNC92	[WRC205-001]	20	36.073842	-82.096161	Little Rock Creek	0.752	0.248	75.2-24.8
465	PFBNC93	[WRC206-001]	20	35.8202383	-82.1830178	Little Whiteoak Creek	0.473	0.527	47.3-52.7
466	PFBNC94	[WRC207-001]	20	35.8209539	-82.183294	Little Whiteoak Creek	0.509	0.491	50.9-49.1
467	PFBNC95	[WRC208-001]	20	35.734181	-82.237019	Lower Creek	0.369	0.631	36.9-63.1
468	PFBNC96	[WRC210-001]	20	35.7431237	-82.2121026	Neals Creek	0.198	0.802	19.8-80.2
469	PFBNC97	[WRC213-001]	19	35.9954945	-82.0266517	Pyatt Creek	0.596	0.404	59.6-40.4
470	PFBNC98	[WRC215-001]	20	36.077086	-82.087278	Reuban Creek	0.952	0.048	95.2-4.8
471	PFBNC99	[WRC216-001]	20	36.0899691	-82.2272378	Right Fork Beans Creek	0.804	0.196	80.4-19.6
472	SCS1	[LR_2013_331]	30	35.599257	-83.49679	Sweet Creek Site 1	0.988	0.012	98.8-1.2
473	SiCS2	[FC_2014_188]	50	35.580724	-83.567498	Silers Creek Site 2	0.983	0.017	98.3-1.7
474	STB	[LR_2013_361]	30	35.589128	-83.514027	Spud Town Branch	0.988	0.012	98.8-1.2
475	TN01	[TN01-001]	34	36.19179	-82.10446	George Creek	0.989	0.011	98.9-1.1
476	TN02	[TN02-001]	34	36.17373	-82.21049	Clarke Creek	0.991	0.009	99.1-0.9
477	TN03	[TN03-001]	32	36.12929	-82.09356	Toms Creek	0.989	0.011	98.9-1.1
478	TN04	[TN04-001]	50	36.1452	-82.04849	Left Prong Hampton Creek (lower)	0.987	0.013	98.7-1.3
479	TN05	[TN05-001]	50	36.13995	-82.04641	Left Prong Hampton Creek (upper)	0.987	0.013	98.7-1.3
480	TN09	[TN09-001]	15	35.80358	-83.02765	Deep Gap Creek	0.55	0.45	55-45
481	TN10	[TN10-001]	30	36.1481741	-82.1020676	Five Poplar Branch	0.987	0.013	98.7-1.3
482	TN11	[TN11-001]	36	35.27136	-84.13839	Bald River	0.977	0.023	97.7-2.3
483	TN12	[TN12-001]	36	35.27077	-84.13883	Brookshire Creek	0.861	0.139	86.1-13.9
489	TN07	[TN07-001]	21	36.4715	-81.97623	Lindy Camp Branch	0.983	0.017	98.3-1.7
491	TN16	[TN16-001]	22	36.46861	-81.97776	Big Spur Branch	0.992	0.008	99.2-0.8
492	TN17	[TN17-001]	22	36.48027	-81.97548	Bakers Ridge Creek	0.973	0.027	97.3-2.7
493	TN20	[TN20-001]	20	36.60794	-81.6842	Whetstone Branch	0.991	0.009	99.1-0.9
494	TN08	[TN08-001]	21	36.61068	-81.65772	Bearpen Branch	0.979	0.021	97.9-2.1
495	TN108	[TN108-001]	30	35.798245	-82.998145	Middle Prong Gulf Ck.	0.527	0.473	52.7-47.3
496	TN109	[TN109-001]	30	35.790545	-83.00505	Brown Gap Creek	0.475	0.525	47.5-52.5
497	TN110	[TN110-001]	30	35.87983	-82.95747	Dry Fork	0.988	0.012	98.8-1.2
498	TN111	[TN111-001]	30	35.86268	-82.92706	Wolf Creek	0.91	0.09	91-9
499	TN112	[TN112-001]	30	35.95184	-82.827325	Sawmill Branch	0.96	0.04	96-4
500	TN122	[TN122-001]	30	36.560025	-81.709925	Gentry Creek	0.986	0.014	98.6-1.4
501	TN021	[TN021-001]	30	35.356325	-84.06547	Falls Branch	0.047	0.953	4.7-95.3
502	TN025	[TN025-001]	20	35.33309	-84.05855	Sugar Cove Branch	0.027	0.973	2.7-97.3
503	TN065	[TN065-001]	30	36.069215	-82.596455	Ft. Davie Creek	0.26	0.74	26-74
504	TN084	[TN084-001]	30	36.063575	-82.59212	Rocky Fork	0.512	0.488	51.2-48.8
505	BarboursCreek	[VA02-001]	20	37.595815	-80.087905	Barbours Creek	0.017	0.983	1.7-98.3
506	EwinsRun	[VA03-001]	20	37.539766	-80.293413	Ewins Run	0.02	0.98	2-98
507	PicklesBranch	[VA04-001]	20	37.381798	-80.191154	Pickles Branch	0.016	0.984	1.6-98.4
508	PaulsCreek	[VA15-001]	19	36.644512	-80.695658	Pauls Creek	0.981	0.019	98.1-1.9
509	PDER1	[WRC344-001]	20	36.1995485	-81.5754174	Elk Creek	0.859	0.141	85.9-14.1
510	PDER10	[WRC346-001]	18	36.436478	-81.074403	Horse Cove Branch	0.97	0.03	97-3
511	PDER11	[WRC347-001]	20	36.1049213	-81.542613	Joes Fork	0.917	0.083	91.7-8.3
512	PDER12	[WRC348-001]	20	36.1775762	-81.5366649	Laurel Creek	0.927	0.073	92.7-7.3
513	PDER13	[WRC349-001]	20	36.2654934	-81.4159139	Little Fork	0.979	0.021	97.9-2.1
514	PDER14	[WRC350-001]	10	36.449842	-80.943961	Long Creek	0.98	0.02	98-2
515	PDER15	[WRC351-001]	19	36.264472	-81.398458	North Prong Lewis Fork	0.944	0.056	94.4-5.6
516	PDER16	[WRC352-001]	20	36.0942326	-81.6082065	Ooten Creek	0.987	0.013	98.7-1.3
518	PDER18	[WRC354-001]	20	36.1298035	-81.5893463	Rockhouse Creek	0.91	0.09	91-9
519	PDER19	[WRC355-001]	20	36.1674302	-81.5537206	South Fork Laurel Creek	0.981	0.019	98.1-1.9
520	PDER2	[WRC358-001]	20	36.3966103	-81.1151767	UT Harris Creek	0.989	0.011	98.9-1.1
524	PDER23	[WRC357-001]	20	36.448497	-80.961789	Stewart Fork	0.93	0.07	93-7
525	PDER24	[WRC361-001]	20	36.1151725	-81.6361518	UT Yadkin River (@ Caldwell/Watauga Co. line @ SR 1500)	0.98	0.02	98-2
526	PDER25	[D704-001]	26	36.1246884	-81.6368065	Martin Branch	0.973	0.027	97.3-2.7
527	PDER26	[D705-001]	25	36.1181424	-81.6302791	Yadkin River	0.978	0.022	97.8-2.2
529	PDER3	[WRC360-001]	20	36.4397214	-80.9656906	UT Mitchell River (@ Surry/Alleghany Co. line)	0.99	0.01	99-1
530	PDER4	[WRC364-001]	20	36.4198925	-81.1152104	UT Garden Creek	0.981	0.019	98.1-1.9
531	PDER5	[WRC340-001]	20	36.1235508	-81.5949909	(B) Spanish Oak Branch	0.986	0.014	98.6-1.4
532	PDER6	[WRC341-001]	20	36.431669	-80.952903	Bear Creek (UT Mitchell R. on Devotion Estate)	0.957	0.043	95.7-4.3
534	PDER8	[WRC343-001]	20	36.1501125	-81.5394676	Dugger Creek	0.989	0.011	98.9-1.1
535	PDER9	[WRC345-001]	20	36.3989175	-81.1229172	Harris Creek	0.988	0.012	98.8-1.2
536	SFStewartsCreek	[VA16-001]	24	36.592978	-80.79188	SF Stewarts Creek	0.991	0.009	99.1-0.9
537	FridleyGap2010	[AW1-001]	30	38.497356	-78.717291	Mountain Run	0.053	0.947	5.3-94.7
538	DryRun2010	[AW1-031]	30	38.558933	-79.092305	Dry Run, N.F.	0.033	0.967	3.3-96.7
539	SkidmoreFork2010	[AW1-061]	30	38.366106	-79.207234	Skidmore fork North River, N.F.	0.02	0.98	2-98
540	ElkCreek2012	[AW1-091]	30	37.56566	-79.48229	East Fork Elk Creek	0.02	0.98	2-98
541	LittleStonyCreek2013	[AW2-025]	30	38.94517	-78.63751	Little Stony Creek	0.966	0.034	96.6-3.4
542	LittleWilsonCreek2012	[AW2-055]	21	37.98309	-79.75844	Little Wilson Creek	0.034	0.966	3.4-96.6
543	NorthForkTyeRiver2012	[AW2-085]	30	37.87248	-79.05521	North Fork Tye River	0.019	0.981	1.9-98.1
544	NobusinessCreek2013	[AW3-019]	30	37.24217	-80.90196	No Business Creek	0.862	0.138	86.2-13.8
545	CarrickCreek	[AW4-001]	25	35.033222	-82.702944	Carrick Creek	0.487	0.513	48.7-51.3
546	EmoryCreek	[AW4-031]	28	35.033139	-82.761028	Emory Creek	0.702	0.298	70.2-29.8
547	FallsCreek	[AW4-061]	30	35.143528	-82.538944	Falls Creek	0.754	0.246	75.4-24.6
548	MathewsCreek	[AW4-091]	21	35.101444	-82.666	Matthews Creek	0.083	0.917	8.3-91.7
549	D707	[D707-001]	20	36.293816	-81.602125	UT South Fork New River	0.983	0.017	98.3-1.7
550	D708	[D708-001]	54	36.27005	-81.45564	UT West Fork Pine Swamp Creek	0.949	0.051	94.9-5.1
551	D709	[D709-001]	54	36.26992	-81.45647	West Fork Pine Swamp Creek	0.975	0.025	97.5-2.5
553	D711	[D711-001]	48	36.289919	-81.43763	East Fork Pine Swamp Creek	0.986	0.014	98.6-1.4
554	POAR1	[POAR1-01]	50	39.6659	-77.5459	Edgemont Reservoir	0.032	0.968	3.2-96.8
555	POCA1	[POCA1-001]	23	39.1218	-78.5043	Hawk Run	0.038	0.962	3.8-96.2
556	PONB1	[PONB1-01]	49	39.56505	-79.1526	Big Run	0.138	0.862	13.8-86.2
557	PONB10	[MD35-001]	50	39.565446	-79.107979	Mainstem Savage River	0.065	0.935	6.5-93.5
558	PONB11	[MD36-001]	50	39.586382	-79.095378	Poplar Lick	0.067	0.933	6.7-93.3
559	PONB12	[MD37-001]	50	39.62059	-79.066713	Blue Lick	0.056	0.944	5.6-94.4
560	PONB2	[PONB2-01]	49	39.60631	-79.12489	Poplar Lick	0.098	0.902	9.8-90.2
561	PONB3	[PONB3-01]	49	39.51775	-79.16868	Middle Fork Crabtree Creek	0.069	0.931	6.9-93.1
562	PONB4	[PONB4-01]	50	39.37217	-79.25085	Lostland Run	0.064	0.936	6.4-93.6
563	PONB5	[PONB5-01]	48	39.26321	-79.38213	Hindleg Run	0.079	0.921	7.9-92.1
564	PONB6	[PONB6-01]	50	39.52621	-79.04156	Mill Run	0.09	0.91	9-91
565	PONB7	[PONB7-001]	30	39.27408	-79.31303	Difficult Creek	0.117	0.883	11.7-88.3
566	PONB8	[PONB8-001]	29	39.6443	-78.9357	Sand Spring Run	0.082	0.918	8.2-91.8
567	PONB9	[MD34-001]	50	39.594986	-79.051875	Little Savage River	0.095	0.905	9.5-90.5
568	POSB1	[POSB1-001]	49	38.6474	-79.5013	Teter Camp Run	0.058	0.942	5.8-94.2
569	POSB2	[POSB2-01]	25	38.8696	-79.4718	Horse Camp Run	0.062	0.938	6.2-93.8
570	POSB3	[POSB3-001]	23	38.8793	-79.3423	Sawmill Run	0.139	0.861	13.9-86.1
571	POSB4	[POSB4-001]	27	38.8789	-79.34	Powdermill Run	0.052	0.948	5.2-94.8
572	POSB5	[POSB5-001]	20	38.9092	-79.3258	Zeke Run	0.019	0.981	1.9-98.1
573	POSB6	[POSB6-001]	30	39.2597	-78.7537	Mill Run	0.071	0.929	7.1-92.9
574	POSB7	[POSB7-001]	30	38.9359	-79.3071	High Ridge Run	0.121	0.879	12.1-87.9
575	POSB8	[POSB8-001]	30	38.9718	-79.2837	Samuel Run	0.037	0.963	3.7-96.3
577	POSH10	[POSH10-001]	100	38.2685	-78.7011	Big Run	0.02	0.98	2-98
578	POSH11	[POSH11-001]	50	38.3127	-78.6305	U. Hawksbill Creek	0.03	0.97	3-97
579	POSH12	[POSH12-01]	48	38.3685	-78.5602	Lee Run	0.008	0.992	0.8-99.2
580	POSH13	[POSH13-02]	43	38.3326	-78.5982	Eaton Hollow	0.016	0.984	1.6-98.4
581	POSH14	[POSH14-01]	29	38.6329	-78.3432	Dry Run, N.F.	0.075	0.925	7.5-92.5
583	POSH16	[POSH16-01]	50	38.4318	-78.5374	S. Br. Naked Creek -1	0.011	0.989	1.1-98.9
584	POSH17	[POSH17-01]	50	38.4209	-78.5202	S. Br. Naked Creek -2	0.01	0.99	1-99
585	POSH18	[POSH18-001]	50	38.4886	-78.4988	W. Br. Naked Creek	0.011	0.989	1.1-98.9
586	POSH19	[POSH19-001]	50	38.4935	-78.4595	E. Br. Naked Creek	0.01	0.99	1-99
588	POSH20	[POSH20-01]	38	38.4633	-78.4955	Big Creek	0.012	0.988	1.2-98.8
589	POSH21	[POSH21-01]	33	38.5021	-78.5127	Harris Cove	0.01	0.99	1-99
590	POSH22	[POSH22-01]	25	38.5087	-78.5398	Fultz Run	0.022	0.978	2.2-97.8
591	POSH23	[POSH23-01]	49	38.5198	-78.4459	Lewis Spring Branch	0.016	0.984	1.6-98.4
592	POSH24	[POSH24-001]	50	38.5456	-78.4286	Little Hawksbill Creek	0.054	0.946	5.4-94.6
593	POSH25	[POSH25-01]	50	38.5524	-78.4134	Big Fill Hollow	0.041	0.959	4.1-95.9
594	POSH26	[POSH26-001]	50	38.5621	-78.3903	East Hawksbill Creek	0.057	0.943	5.7-94.3
595	POSH27	[POSH27-01]	50	38.6057	-78.3806	S. Fork Dry Run	0.047	0.953	4.7-95.3
596	POSH28	[POSH28-001]	35	38.6519	-78.3551	Pass Run	0.019	0.981	1.9-98.1
598	POSH3	[POSH3-001]	50	38.1596	-78.7912	Meadow Run	0.019	0.981	1.9-98.1
599	POSH30	[POSH30-001]	50	38.7523	-78.3092	Jeremy's Run	0.024	0.976	2.4-97.6
600	POSH31	[POSH31-01]	50	38.7776	-78.3323	Heiskell Hollow	0.034	0.966	3.4-96.6
601	POSH32	[POSH32-01]	50	38.7838	-78.3014	Overall Run	0.019	0.981	1.9-98.1
604	POSH35	[POSH35-01]	41	38.7726	-78.2678	Greasy Run, site 2	0.014	0.986	1.4-98.6
605	POSH36	[POSH36-01]	50	38.7752	-78.2472	Gooney Run	0.024	0.976	2.4-97.6
607	POSH38	[POSH38-01]	40	38.8278	-78.1881	Lands Run	0.022	0.978	2.2-97.8
608	POSH39	[POSH39-001]	30	38.7985	-78.8679	Capon Run	0.014	0.986	1.4-98.6
609	POSH4	[POSH4-001]	49	38.2098	-78.7519	Paine Run	0.026	0.974	2.6-97.4
610	POSH40	[SH66-001]	25	38.13821	-78.80693	Big Mine Branch	0.081	0.919	8.1-91.9
611	POSH41	[SH70-001]	30	38.6279	-78.35774	Dry Run, N.F.	0.086	0.914	8.6-91.4
612	POSH42	[SH71-001]	30	38.56708	-78.39623	East Hawksbill Creek	0.038	0.962	3.8-96.2
613	POSH43	[SH77-001]	30	38.54181	-78.4257	Little Hawksbill Creek	0.061	0.939	6.1-93.9
614	POSH44	[SH87-001]	30	38.6129	-78.3781	S. Fork Dry Run	0.043	0.957	4.3-95.7
615	POSH45	[SH88-001]	25	38.36557	-78.57957	West Swift Run	0.011	0.989	1.1-98.9
