ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	K1	K2	K3	K4	K5	K6	K7	K8	K9	K10	K11	K12	K13	K14	K15	K16	K17	K18	K19	K20	K21	K22	K23	K24	K25	K0	Data
113	OHNK66	[WRC183-001]	20	36.332893	-81.4599757	UT South Fork New River	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67	0	0.33	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-67-0-33
115	OHNK68	[WRC187-001]	19	36.4039791	-81.2784303	Wolf Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.637	0	0.363	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-63.7-0-36.3
116	OHNK69	[D701-001]	22	36.3169623	-81.7013383	UT Meat Camp Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	0.2	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-80-0-20
117	OHNK7	[WRC126-001]	20	36.5626706	-81.6665957	Big Laurel Creek	0	0.113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.392	0	0.495	0-11.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-39.2-0-49.5
119	OHNK71	[D703-001]	24	36.1541123	-81.6276005	Aho Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.864	0	0.136	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-86.4-0-13.6
120	OHNK8	[WRC130-001]	20	36.2638257	-81.5339435	Cranberry Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.841	0	0.159	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-84.1-0-15.9
121	OHNK9	[WRC132-001]	20	36.2838079	-81.4351735	East Fork Pine Swamp Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78	0	0.22	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-78-0-22
122	PFBNC124	[WRC336-001]	20	36.3592958	-81.719256	UT Hoskins Fork	0	0	0	0	0	0.111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.342	0	0.547	0-0-0-0-0-11.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-34.2-0-54.7
123	PFBNC76	[WRC332-001]	20	36.3083612	-81.6702018	Little Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.756	0	0.244	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-75.6-0-24.4
124	SnakeCreek	[VA12-001]	20	36.678723	-80.657286	Snake Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89	0	0.11	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-89-0-11
125	StandrockBranch	[VA13-001]	20	37.196585	-80.893499	Standrock Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78	0	0.22	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-78-0-22
126	ToryCreek	[VA14-001]	18	36.744527	-80.493856	Tory Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.877	0	0.123	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-87.7-0-12.3
128	GA13	[GA13-001]	30	34.769548	-84.033267	Bryant Creek	0.945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055	94.5-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-5.5
129	GA14	[GA14-001]	40	34.767345	-83.993942	Logan Creek	0.951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049	95.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4.9
130	GCS1	[LR_2013_121]	29	35.591956	-83.516187	Grouse Creek Site 1	0	0	0	0.949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051	0-0-0-94.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-5.1
131	GPS1	[FC_2014_001]	40	35.594153	-83.561233	Goshen Prong Site 1	0	0	0	0.939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061	0-0-0-93.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-6.1
132	GPS4	[FC_2014_096]	50	35.5834	-83.544	Goshen Prong Site 4	0	0	0	0.945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055	0-0-0-94.5-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-5.5
133	GRSML1	[GRSML1-001]	48	35.591	-83.5744	Fish Camp Run	0	0	0	0.938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062	0-0-0-93.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-6.2
136	GRSML22	[GS35-001]	30	35.62383817	-83.64181971	Marks Creek	0	0	0	0.941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059	0-0-0-94.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-5.9
137	GRSML3	[GRSML3-001]	35	35.5879	-83.6316	Indian Flats	0	0	0.158	0.519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.323	0-0-15.8-51.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-32.3
138	GRSML4	[GRSML4-001]	49	35.6509	-83.6281	Mannis Branch	0	0	0	0	0	0	0	0	0.921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.079	0-0-0-0-0-0-0-0-92.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-7.9
139	GRSML5	[GRSML5-001]	24	35.5899	-83.5662	Silers's Creek	0	0	0	0.952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048	0-0-0-95.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4.8
140	GRSML6	[GRSML6-1001]	76	35.5899	-83.5662	Silers's Creek (4,9,10)	0	0	0	0.948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052	0-0-0-94.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-5.2
142	GRSMP1	[GRSMP1-001]	47	35.6521	-83.1689	Lost Bottoms	0	0	0	0	0	0	0	0	0.927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.073	0-0-0-0-0-0-0-0-92.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-7.3
143	GRSMP10	[GRSMP10-001]	21	35.62527	-83.47016	Road Prong	0	0	0	0.382	0	0	0	0	0.404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214	0-0-0-38.2-0-0-0-0-40.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-21.4
144	GRSMP11	[GRSMP11-001]	34	35.75969	-83.19495	Tom?s Creek	0	0	0	0	0	0	0	0	0.917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.083	0-0-0-0-0-0-0-0-91.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-8.3
145	GRSMP12	[GRSMP12-001]	32	35.7389	-83.2783	Indian Camp Creek	0	0	0	0	0	0	0	0	0.939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061	0-0-0-0-0-0-0-0-93.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-6.1
146	GRSMP13	[GRSMP13-001]	25	35.67001	-83.09951	Little Cataloochee Creek	0	0	0	0	0	0	0	0	0.948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052	0-0-0-0-0-0-0-0-94.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-5.2
147	GRSMP14	[GRSMP14-001]	28	35.6767	-83.08874	Correll Branch	0	0	0	0	0	0	0	0	0.943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057	0-0-0-0-0-0-0-0-94.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-5.7
148	GRSMP16	[GRSMP16-001]	40	35.7608	-83.19703	Toms Creek	0	0	0	0	0	0	0	0	0.898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102	0-0-0-0-0-0-0-0-89.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-10.2
149	GRSMP17	[GRSMP17-009]	16	35.76479	-83.25353	Greenbrier Creek	0	0	0	0	0	0	0	0	0.948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052	0-0-0-0-0-0-0-0-94.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-5.2
150	GRSMP18	[GRSMP18-009]	16	35.73785	-83.27838	Indian Camp Creek	0	0	0	0	0	0	0	0	0.937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.063	0-0-0-0-0-0-0-0-93.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-6.3
152	GRSMP2	[GRSMP2-001]	32	35.7671	-83.2023	Cosby Creek	0	0	0	0	0	0	0	0	0	0	0.845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155	0-0-0-0-0-0-0-0-0-0-84.5-0-0-0-0-0-0-0-0-0-0-0-0-0-0-15.5
153	GRSMP20	[GS34-001]	30	35.62745	-83.40842	Kephart Branch	0	0	0	0.163	0	0	0	0	0.518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.319	0-0-0-16.3-0-0-0-0-51.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-31.9
157	GRSMP24	[GS37-001]	30	35.62274826	-83.42144591	Walker Camp Prong	0	0	0.186	0.143	0	0	0	0	0.168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.503	0-0-18.6-14.3-0-0-0-0-16.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-50.3
158	GRSMP25	[GS38-001]	28	35.7456837	-83.215988	Rock Creek	0	0	0	0	0	0	0	0	0.908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.092	0-0-0-0-0-0-0-0-90.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-9.2
159	GRSMP26	[GS39-001]	30	35.69511594	-83.32153141	Buck Fork	0	0	0	0	0	0	0	0	0	0	0	0	0	0.804	0	0	0	0	0	0	0	0	0	0	0	0.196	0-0-0-0-0-0-0-0-0-0-0-0-0-80.4-0-0-0-0-0-0-0-0-0-0-0-19.6
160	GRSMP27	[GS43-001]	30	35.69182448	-83.31598851	Chapman Prong	0	0	0	0	0	0	0	0	0	0	0	0	0	0.886	0	0	0	0	0	0	0	0	0	0	0	0.114	0-0-0-0-0-0-0-0-0-0-0-0-0-88.6-0-0-0-0-0-0-0-0-0-0-0-11.4
162	GRSMP29	[GS55-002]	30	35.64431163	-83.0726446	Winding Stair	0	0	0	0	0	0	0	0	0.95			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0-0-0-0-0-0-0-0-95-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-5
163	GRSMP3	[GRSMP3-033]	48	35.7671	-83.2023	Cosby Creek	0	0	0	0	0	0	0	0			0.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0-0-0-0-0-0-0-0-0-0-86-0-0-0-0-0-0-0-0-0-0-0-0-0-0-14
164	GRSMP30	[GS56-002]	30	35.59985518	-83.1308236	Hurricane Creek	0	0	0	0	0	0	0	0	0.865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135	0-0-0-0-0-0-0-0-86.5-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-13.5
165	GRSMP31	[GS57-002]	30	35.6021498	-83.16291579	Bear Branch	0	0	0	0	0	0	0	0	0.931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.069	0-0-0-0-0-0-0-0-93.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-6.9
166	GRSMP32	[GS58-002]	30	35.67181836	-83.13536468	Pretty Hollow	0	0	0	0	0	0	0	0	0.898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102	0-0-0-0-0-0-0-0-89.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-10.2
167	GRSMP33	[GS59-002]	30	35.60188	-83.16237872	Horse Creek	0	0	0	0	0	0	0	0	0.934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066	0-0-0-0-0-0-0-0-93.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-6.6
168	GRSMP34	[GS60-002]	30	35.61488345	-83.14599307	Messer Branch	0	0	0	0	0	0	0	0	0.808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.192	0-0-0-0-0-0-0-0-80.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-19.2
169	GRSMP35	[GS61-002]	29	35.61336491	-83.0939906	Sag Branch	0	0	0	0	0	0	0	0	0.904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.096	0-0-0-0-0-0-0-0-90.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-9.6
170	GRSMP36	[GS62-002]	29	35.57193744	-83.12570343	Caldwell Fork	0	0	0	0	0	0	0	0	0.874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126	0-0-0-0-0-0-0-0-87.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-12.6
171	GRSMP37	[GS63-002]	30	35.67180283	-83.13877789	Onion Bed	0	0	0	0	0	0	0	0	0.899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101	0-0-0-0-0-0-0-0-89.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-10.1
172	GRSMP38	[GS64-002]	30	35.57635336	-83.12628358	Straight Creek	0	0	0	0	0	0	0	0	0.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0-0-0-0-0-0-0-0-87.5-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-12.5
173	GRSMP39	[GS65-002]	30	35.59419869	-83.0987225	McKee Branch	0	0	0	0	0	0	0	0	0.832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.168	0-0-0-0-0-0-0-0-83.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-16.8
174	GRSMP4	[GRSMP4-001]	28	35.7643	-83.2526	Greenbrier Creek	0	0	0	0	0	0	0	0	0.953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047	0-0-0-0-0-0-0-0-95.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4.7
175	GRSMP5	[GRSMP5-035]	27	35.7643	-83.2526	Greenbrier Creek	0	0	0	0	0	0	0	0	0.952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048	0-0-0-0-0-0-0-0-95.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4.8
176	GRSMP6	[GRSMP6-001]	33	35.7389	-83.2783	Indian Camp Creek	0	0	0	0	0	0	0	0	0.898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102	0-0-0-0-0-0-0-0-89.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-10.2
177	GRSMP8	[GRSMP8-001]	25	35.7671	-83.2023	Cosby Creek	0	0	0	0	0	0	0	0	0	0	0.916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.084	0-0-0-0-0-0-0-0-0-0-91.6-0-0-0-0-0-0-0-0-0-0-0-0-0-0-8.4
178	GRSMP9	[GRSMP9-001]	34	35.7643	-83.2526	Greenbrier Creek	0	0	0	0	0	0	0	0	0.954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046	0-0-0-0-0-0-0-0-95.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4.6
179	GRSMT1	[GRSMT1-001]	49	35.5563	-83.1677	Bunches Creek	0	0	0	0	0	0	0	0	0.124	0	0	0	0	0.663	0	0	0	0	0	0	0	0	0	0	0	0.213	0-0-0-0-0-0-0-0-12.4-0-0-0-0-66.3-0-0-0-0-0-0-0-0-0-0-0-21.3
180	GRSMT2	[GRSMT2-001]	50	35.5667	-83.18	Flatt Creek	0	0	0	0	0	0	0	0	0.152	0	0	0	0	0.55	0	0	0	0	0	0	0	0	0	0	0	0.298	0-0-0-0-0-0-0-0-15.2-0-0-0-0-55-0-0-0-0-0-0-0-0-0-0-0-29.8
181	GRSMT22	[GS36-001]	28	35.61986728	-83.23039471	Hyatt Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.856	0	0	0	0	0	0	0	0	0	0	0	0.144	0-0-0-0-0-0-0-0-0-0-0-0-0-85.6-0-0-0-0-0-0-0-0-0-0-0-14.4
182	GRSMT23	[GS40-001]	29	35.58476105	-83.42515628	RF Deep Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.895	0	0	0	0	0	0	0	0	0	0	0	0.105	0-0-0-0-0-0-0-0-0-0-0-0-0-89.5-0-0-0-0-0-0-0-0-0-0-0-10.5
183	GRSMT24	[GS41-001]	30	35.58503691	-83.42667635	Sahlee Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.901	0	0	0	0	0	0	0	0	0	0	0	0.099	0-0-0-0-0-0-0-0-0-0-0-0-0-90.1-0-0-0-0-0-0-0-0-0-0-0-9.9
184	GRSMT25	[GS42-001]	30	35.55528252	-83.47670642	Noland Creek	0	0	0	0	0.347	0	0	0	0	0	0	0	0	0.304	0	0	0	0	0	0	0	0	0	0	0	0.349	0-0-0-0-34.7-0-0-0-0-0-0-0-0-30.4-0-0-0-0-0-0-0-0-0-0-0-34.9
185	GRSMT26	[GS44-001]	31	35.49706343	-83.65659546	Cold Springs Branch	0	0	0	0	0.928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072	0-0-0-0-92.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-7.2
186	GRSMT27	[GS45-001]	30	35.51194438	-83.69720183	Haw Gap Branch	0	0	0	0	0.675	0	0	0	0	0	0	0	0	0.147	0	0	0	0	0	0	0	0	0	0	0	0.178	0-0-0-0-67.5-0-0-0-0-0-0-0-0-14.7-0-0-0-0-0-0-0-0-0-0-0-17.8
187	GRSMT28	[GS46-001]	29	35.54112558	-83.67636608	Desolation Branch	0	0	0	0	0.786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214	0-0-0-0-78.6-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-21.4
188	GRSMT29	[GS47-001]	30	35.54053482	-83.6708987	Defeat Branch	0	0	0	0	0.784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216	0-0-0-0-78.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-21.6
189	GRSMT3	[GRSMT3-001]	40	35.5341	-83.5446	Huggin's Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.518	0	0	0	0	0	0	0	0	0	0	0	0.482	0-0-0-0-0-0-0-0-0-0-0-0-0-51.8-0-0-0-0-0-0-0-0-0-0-0-48.2
190	GRSMT30	[GS49-002]	30	35.62001761	-83.33050789	Louie Camp Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0.835	0	0	0	0	0	0	0	0	0	0	0	0.165	0-0-0-0-0-0-0-0-0-0-0-0-0-83.5-0-0-0-0-0-0-0-0-0-0-0-16.5
191	GRSMT31	[GS50-002]	30	35.61226789	-83.26422737	Enloe Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.787	0	0	0	0	0	0	0	0	0	0	0	0.213	0-0-0-0-0-0-0-0-0-0-0-0-0-78.7-0-0-0-0-0-0-0-0-0-0-0-21.3
192	GRSMT32	[GS51-002]	30	35.62431103	-83.32617226	Bearwallow Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0.909	0	0	0	0	0	0	0	0	0	0	0	0.091	0-0-0-0-0-0-0-0-0-0-0-0-0-90.9-0-0-0-0-0-0-0-0-0-0-0-9.1
193	GRSMT33	[GS52-002]	30	35.63332387	-83.32996679	Chasm Prong	0	0	0	0	0	0	0	0	0	0	0	0	0	0.866	0	0	0	0	0	0	0	0	0	0	0	0.134	0-0-0-0-0-0-0-0-0-0-0-0-0-86.6-0-0-0-0-0-0-0-0-0-0-0-13.4
194	GRSMT34	[GS53-001]	30	35.64340742	-83.25582982	R. Fork Raven Fork	0	0	0	0	0	0	0	0	0	0	0	0	0	0.886	0	0	0	0	0	0	0	0	0	0	0	0.114	0-0-0-0-0-0-0-0-0-0-0-0-0-88.6-0-0-0-0-0-0-0-0-0-0-0-11.4
195	GRSMT35	[GS54-002]	30	35.64491771	-83.32894523	Gulf Prong	0	0	0	0	0	0	0	0	0	0	0	0	0	0.797	0	0	0	0	0	0	0	0	0	0	0	0.203	0-0-0-0-0-0-0-0-0-0-0-0-0-79.7-0-0-0-0-0-0-0-0-0-0-0-20.3
197	GRSMT5	[GRSMT5-001]	47	35.4858	-83.5926	Bear Creek	0	0	0	0	0.264	0	0	0	0	0	0	0	0	0.344	0	0	0	0	0	0	0	0	0	0	0	0.392	0-0-0-0-26.4-0-0-0-0-0-0-0-0-34.4-0-0-0-0-0-0-0-0-0-0-0-39.2
198	GRSMT6	[GRSMT6-001]	25	35.58628	-83.36516	Kanati Fork	0	0	0	0	0	0	0	0	0	0	0	0	0	0.901	0	0	0	0	0	0	0	0	0	0	0	0.099	0-0-0-0-0-0-0-0-0-0-0-0-0-90.1-0-0-0-0-0-0-0-0-0-0-0-9.9
199	GRSMT7	[GRSMT7-001]	22	35.59933	-83.39906	Aden Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91	0	0	0	0	0	0	0	0	0	0	0	0.09	0-0-0-0-0-0-0-0-0-0-0-0-0-91-0-0-0-0-0-0-0-0-0-0-0-9
200	L2S1	[FC_2014_238]	50	35.57905	-83.578	Lean-to Site 1	0	0	0	0	0.936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064	0-0-0-0-93.6-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-6.4
201	LRS1	[LR_2013_001]	30	35.592602	-83.511766	Little River Site 1	0	0	0	0	0.949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051	0-0-0-0-94.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-5.1
202	LTGA11	[GA11-001]	30	34.946254	-83.453083	Keener Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.922	0	0	0	0	0	0	0	0.078	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-92.2-0-0-0-0-0-0-0-7.8
203	LTNC10	[WRC113-001]	20	35.0511015	-83.308477	UT Tessentee Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91	0	0	0	0	0	0	0	0.09	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-91-0-0-0-0-0-0-0-9
204	LTNC100	[WRC091-001]	20	35.2377037	-84.0580182	(A) Tipton Creek (incl. trib.)	0	0	0	0	0	0	0	0	0	0.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0-0-0-0-0-0-0-0-0-81-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-19
205	LTNC101	[WRC092-001]	20	35.0634056	-83.2739161	Bennies Branch	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0.598	0	0	0.116	0	0	0	0	0.286	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-59.8-0-0-11.6-0-0-0-0-28.6
206	LTNC102	[WRC093-001]	20	35.089675	-83.189961	Big Creek	0	0	0	0	0	0.159	0	0	0	0	0	0	0	0	0	0	0	0.421	0	0	0.121	0	0	0	0	0.299	0-0-0-0-0-15.9-0-0-0-0-0-0-0-0-0-0-0-42.1-0-0-12.1-0-0-0-0-29.9
207	LTNC103	[WRC095-001]	20	35.1016582	-83.2430469	Brush Creek	0	0	0.134	0	0	0.18	0	0	0	0	0	0	0	0	0	0	0	0.238	0	0	0	0	0	0	0	0.448	0-0-13.4-0-0-18-0-0-0-0-0-0-0-0-0-0-0-23.8-0-0-0-0-0-0-0-44.8
208	LTNC104	[WRC096-001]	20	35.2257112	-83.2384502	Bryson Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.929	0	0	0	0	0	0	0	0.071	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-92.9-0-0-0-0-0-0-0-7.1
209	LTNC105	[WRC098-001]	20	35.1037626	-83.2902498	Crow Creek	0	0	0.214	0	0	0.185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.251	0	0	0	0	0.35	0-0-21.4-0-0-18.5-0-0-0-0-0-0-0-0-0-0-0-0-0-0-25.1-0-0-0-0-35
211	LTNC107	[WRC380A-001]	33	35.2204377	-83.0327662	Flat Creek (above falls)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.402	0	0	0	0	0	0	0	0	0.598	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-40.2-0-0-0-0-0-0-0-0-59.8
212	LTNC108	[WRC381-001]	19	35.2568349	-82.9362342	Pinhook Creek (below falls)	0	0	0	0	0.607	0	0	0	0	0	0	0	0	0	0	0	0.285	0	0	0	0	0	0	0	0	0.108	0-0-0-0-60.7-0-0-0-0-0-0-0-0-0-0-0-28.5-0-0-0-0-0-0-0-0-10.8
213	LTNC109	[D901-001]	35	35.289958	-83.293475	Bettys Branch	0	0	0	0	0.934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066	0-0-0-0-93.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-6.6
214	LTNC11	[WRC293-001]	20	35.1970383	-82.9847656	Bracken Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.212	0	0	0	0.271	0	0	0	0	0.517	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-21.2-0-0-0-27.1-0-0-0-0-51.7
215	LTNC110	[D902-001]	20	35.282125	-83.265064	Tatham Creek	0	0	0	0	0.897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103	0-0-0-0-89.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-10.3
