ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	K1	K2	K3	Data
271	LTNC59	[WRC283-001]	20	35.347	-83.054	(D) Craig Creek	0.006	0.973	0.021	0.6-97.3-2.1
272	LTNC6	[WRC101-001]	20	35.1570048	-83.2625388	Ledford Branch	0.303	0.691	0.006	30.3-69.1-0.6
273	LTNC60	[WRC284-001]	20	35.3360411	-83.05636282	(D) Frady Creek	0.009	0.964	0.027	0.9-96.4-2.7
275	LTNC62	[WRC299-001]	20	35.4191386	-83.1907797	Fisher Creek	0.011	0.978	0.011	1.1-97.8-1.1
276	LTNC63	[WRC304-002]	19	35.333816	-83.3062694	Greens Creek	0.163	0.832	0.005	16.3-83.2-0.5
277	LTNC64	[WRC305-001]	20	35.2200232	-83.1506208	Hunter Jim Creek	0.009	0.973	0.018	0.9-97.3-1.8
279	LTNC66	[WRC309-001]	20	35.2171902	-83.1048686	Little Trout Creek	0.014	0.973	0.013	1.4-97.3-1.3
280	LTNC67	[WRC312-001]	20	35.2339737	-83.0196683	Neddie Creek	0.011	0.977	0.013	1.1-97.7-1.3
281	LTNC68	[WRC319-001]	20	35.2847512	-82.9434836	Tanassee Creek	0.006	0.98	0.014	0.6-98-1.4
282	LTNC69	[WRC323-001]	20	35.3482953	-83.1325927	Wayehutta Creek	0.013	0.822	0.165	1.3-82.2-16.5
283	LTNC7	[WRC106-001]	20	35.0980559	-83.1887634	Norton Prong	0.823	0.114	0.063	82.3-11.4-6.3
284	LTNC70	[WRC366-001]	20	35.24075	-83.582694	Big Branch	0.005	0.983	0.012	0.5-98.3-1.2
285	LTNC71	[WRC369-001]	20	35.3657942	-83.0204091	Mull Creek	0.033	0.883	0.083	3.3-88.3-8.3
286	LTNC72	[WRC024-001]	20	35.328906	-84.016292	Whigg Branch	0.727	0.18	0.093	72.7-18-9.3
290	LTNC76	[WRC116-001]	20	35.039192	-83.574072	Buck Creek	0.207	0.748	0.045	20.7-74.8-4.5
291	LTNC77	[WRC278-001]	20	35.35	-83.088	(C) East Fork Moses	0.01	0.923	0.067	1-92.3-6.7
292	LTNC78	[WRC279-001]	20	35.3312291	-83.1007775	(C) Moses Creek	0.008	0.957	0.035	0.8-95.7-3.5
293	LTNC79	[WRC280-001]	20	35.338	-83.098	(C) Moses Creek	0.01	0.944	0.046	1-94.4-4.6
294	LTNC8	[WRC111-001]	20	35.3374603	-83.3784729	Upper Long Branch	0.037	0.957	0.007	3.7-95.7-0.7
296	LTNC81	[WRC285-001]	20	35.3300556	-83.0012443	(F) Bearwallow Creek (including tribs.)	0.6	0.355	0.046	60-35.5-4.6
297	LTNC82	[WRC286-001]	20	35.332	-82.999	(F) Birch Ridge Creek	0.18	0.672	0.148	18-67.2-14.8
298	LTNC83	[WRC287-001]	20	35.179	-83.076	(G) Cow Mountain Branch	0.65	0.057	0.293	65-5.7-29.3
299	LTNC84	[WRC288-001]	20	35.186	-83.078	(G) Mill Creek	0.608	0.199	0.192	60.8-19.9-19.2
300	LTNC85	[WRC289-001]	20	35.176	-83.061	(G) Packs Creek	0.682	0.019	0.299	68.2-1.9-29.9
301	LTNC86	[WRC290-001]	20	35.183	-83.082	(G) Shelton Creek	0.755	0.09	0.154	75.5-9-15.4
302	LTNC87	[WRC291-001]	20	35.2644016	-83.0185048	(H) Sols Creek	0.025	0.94	0.035	2.5-94-3.5
303	LTNC88	[WRC292-001]	20	35.3523882	-83.0155009	Beechflat Creek	0.947	0.012	0.041	94.7-1.2-4.1
305	LTNC9	[WRC112-001]	20	35.1334328	-83.2059302	UT Buck Creek	0.02	0.971	0.009	2-97.1-0.9
306	LTNC90	[WRC297-001]	20	35.2186559	-83.2097509	Dodgen Creek	0.547	0.445	0.009	54.7-44.5-0.9
307	LTNC91	[WRC300-001]	20	35.2204377	-83.0327662	Flat Creek	0.115	0.136	0.749	11.5-13.6-74.9
308	LTNC92	[WRC301-001]	20	35.2883362	-82.9733704	Gage Creek	0.784	0.193	0.023	78.4-19.3-2.3
309	LTNC93	[WRC313-001]	20	35.3235915	-82.9913537	Piney Mountain Creek	0.267	0.6	0.134	26.7-60-13.4
310	LTNC94	[WRC314-001]	20	35.2568349	-82.9362342	Pinhook Creek	0.091	0.834	0.075	9.1-83.4-7.5
311	LTNC95	[WRC315-001]	20	35.2488885	-83.2674832	Shell Branch	0.006	0.986	0.008	0.6-98.6-0.8
313	LTNC97	[WRC317-001]	20	35.2007229	-83.0039466	Slickens Creek	0.944	0.041	0.015	94.4-4.1-1.5
314	LTNC98	[WRC320-001]	19	35.2802563	-83.2630471	Tatham Creek	0.072	0.915	0.013	7.2-91.5-1.3
315	LTNC99	[WRC324-004]	15	35.2665208	-82.9695989	Wolf Creek	0.322	0.59	0.088	32.2-59-8.8
316	MPPS1	[LR_2013_211]	29	35.598205	-83.501998	Meigs Post Prong Site 1	0.004	0.013	0.983	0.4-1.3-98.3
317	MPPS2	[LR_2013_240]	31	35.594744	-83.49822	Meigs Post Prong Site 2	0.01	0.033	0.957	1-3.3-95.7
318	PFBNC1	[NC01-001]	42	35.46629	-83.04172	Hyatt Cove Creek	0.008	0.764	0.228	0.8-76.4-22.8
319	PFBNC10	[WRC246-001]	20	35.4136987	-83.0132106	Old Bald Creek	0.031	0.018	0.951	3.1-1.8-95.1
320	PFBNC100	[WRC217-001]	20	35.721547	-82.254889	Right Prong South Toe River	0.559	0.304	0.137	55.9-30.4-13.7
321	PFBNC101	[WRC219-001]	19	35.76075	-82.192601	Roaring Fork	0.134	0.508	0.358	13.4-50.8-35.8
322	PFBNC102	[WRC222-001]	20	36.1015896	-82.0403139	Sandbank Creek	0.616	0.362	0.022	61.6-36.2-2.2
324	PFBNC104	[WRC225-001]	20	36.136075	-82.221978	Spring Creek	0.365	0.603	0.032	36.5-60.3-3.2
325	PFBNC105	[WRC226-001]	20	36.0048744	-82.0796566	Stagger Weed Creek	0.433	0.525	0.042	43.3-52.5-4.2
326	PFBNC106	[WRC227-001]	20	35.8172014	-82.1783762	UT Little White Oak Creek	0.382	0.507	0.111	38.2-50.7-11.1
327	PFBNC107	[WRC235-001]	20	35.511961	-83.0311825	Gaddis Branch	0.037	0.015	0.948	3.7-1.5-94.8
328	PFBNC108	[WRC236-001]	20	35.5658324	-83.08157727	Hemphill Branch	0.065	0.116	0.819	6.5-11.6-81.9
329	PFBNC109	[WRC242-001]	20	35.439484	-82.9913905	Medford Branch	0.173	0.802	0.025	17.3-80.2-2.5
330	PFBNC11	[WRC250-001]	20	35.4082192	-83.9945695	Shiny Creek	0.008	0.012	0.98	0.8-1.2-98
331	PFBNC110	[WRC245-001]	20	35.4113281	-83.016928	Old Bald Creek	0.044	0.014	0.943	4.4-1.4-94.3
332	PFBNC111	[WRC249-001]	15	35.335311	-82.889639	Sam Branch	0.991	0.004	0.005	99.1-0.4-0.5
333	PFBNC112	[WRC254-001]	20	35.458564	-83.085531	Winchester Creek	0.004	0.006	0.99	0.4-0.6-99
334	PFBNC113	[WRC026-001]	20	36.016006	-82.684572	(A) East Prong Hickey Fork	0.469	0.418	0.113	46.9-41.8-11.3
335	PFBNC114	[WRC027-001]	20	35.4315423	-82.6826226	(B) Fletcher Creek	0.069	0.071	0.861	6.9-7.1-86.1
336	PFBNC115	[WRC028-001]	20	35.4346241	-82.68400165	(B) Spencer Branch	0.023	0.024	0.953	2.3-2.4-95.3
340	PFBNC119	[WRC326-001]	20	36.1950526	-81.9551761	Fall Creek	0.992	0.004	0.004	99.2-0.4-0.4
342	PFBNC120	[WRC327-001]	19	36.1854005	-81.7095864	Harrison Branch	0.038	0.926	0.036	3.8-92.6-3.6
345	PFBNC123	[WRC330-001]	20	36.196714	-81.7076549	Laurel Fork	0.097	0.871	0.032	9.7-87.1-3.2
346	PFBNC125	[WRC339-001]	20	36.2149634	-81.8216606	Worley Creek	0.089	0.857	0.054	8.9-85.7-5.4
347	PFBNC126	[WRC036-001]	19	35.1531241	-82.8544272	(K) Diamond Creek (above falls)	0.167	0.163	0.67	16.7-16.3-67
348	PFBNC127	[WRC037-001]	19	35.148	-82.841	(K) Diamond Creek (below falls)	0.605	0.047	0.348	60.5-4.7-34.8
353	PFBNC131	[WRC043-001]	20	35.317274	-82.7989204	Big Bearpen Branch	0.33	0.187	0.483	33-18.7-48.3
354	PFBNC132	[WRC044-001]	20	35.1263498	-82.7254991	Bradley Creek	0.758	0.084	0.159	75.8-8.4-15.9
357	PFBNC135	[WRC047-001]	19	35.2452798	-82.8250315	Cathys Creek (above falls)	0.89	0.024	0.085	89-2.4-8.5
358	PFBNC136	[WRC048-001]	20	35.2279072	-82.8089636	Cedar Rock Creek	0.564	0.014	0.422	56.4-1.4-42.2
360	PFBNC138	[WRC054-001]	20	35.1953627	-82.7006818	Hogsed Creek	0.452	0.03	0.518	45.2-3-51.8
361	PFBNC139	[WRC055-001]	20	35.2269765	-82.8036075	Kagle Branch	0.293	0.021	0.686	29.3-2.1-68.6
362	PFBNC14	[WRC086-001]	20	35.3011132	-82.7014008	North Prong Turkey Creek	0.009	0.013	0.978	0.9-1.3-97.8
363	PFBNC140	[WRC056-001]	19	35.2453111	-82.7890818	Kuykendall Creek	0.99	0.005	0.005	99-0.5-0.5
364	PFBNC141	[WRC058-001]	20	35.3211685	-82.8026481	Log Hollow Branch	0.981	0.006	0.013	98.1-0.6-1.3
365	PFBNC142	[WRC059-001]	20	35.3240283	-82.7897053	Looking Glass Creek	0.712	0.104	0.184	71.2-10.4-18.4
366	PFBNC144	[WRC067-001]	20	35.3017378	-82.803234	Rockhouse Creek	0.992	0.005	0.004	99.2-0.5-0.4
367	PFBNC145	[WRC068-001]	20	35.5621703	-82.3555376	Rocky Fork	0.978	0.014	0.008	97.8-1.4-0.8
370	PFBNC148	[WRC071-001]	20	35.3216175	-82.6885368	Sutton Creek	0.808	0.028	0.165	80.8-2.8-16.5
371	PFBNC149	[WRC072-001]	20	35.2333527	-82.8211449	Tarkiln Branch	0.503	0.029	0.468	50.3-2.9-46.8
374	PFBNC152	[WRC077-001]	20	35.3352984	-82.8026901	UT Looking Glass Creek (@ Bennet Cove)	0.653	0.119	0.228	65.3-11.9-22.8
377	PFBNC155	[WRC080-001]	20	35.3387483	-82.7923259	UT to Looking Glass Creek (@ Cherry Cove)	0.738	0.076	0.185	73.8-7.6-18.5
378	PFBNC156	[WRC081-001]	20	35.148281	-82.594131	Wildcat Branch	0.471	0.036	0.493	47.1-3.6-49.3
379	PFBNC157	[WRC084-001]	20	35.2791541	-82.88750234	Chestnut Creek	0.319	0.077	0.604	31.9-7.7-60.4
380	PFBNC158	[D712-001]	86	36.1187367	-81.785994	Boone Fork	0.005	0.979	0.016	0.5-97.9-1.6
381	PFBNC159	[D904-001]	48	35.65536	-82.41322	Left Fork Beetree Creek	0.004	0.006	0.99	0.4-0.6-99
382	PFBNC16	[WRC088-001]	20	35.720176	-82.8363434	UT Friezland Creek	0.082	0.012	0.907	8.2-1.2-90.7
383	PFBNC160	[D905-001]	40	35.66236	-82.29021	Flat Creek	0.007	0.014	0.98	0.7-1.4-98
384	PFBNC161	[D908-001]	40	35.72633	-82.33578	North Fork Swannanoa River	0.005	0.005	0.99	0.5-0.5-99
386	PFBNC17	[WRC089-001]	20	35.1317496	-82.633079	Walker Branch	0.803	0.096	0.101	80.3-9.6-10.1
388	PFBNC19	[WRC050-001]	20	35.2919502	-82.815768	Cove Creek	0.005	0.008	0.988	0.5-0.8-98.8
389	PFBNC21	[WRC238-001]	20	35.520511	-83.1329804	Indian Creek	0.004	0.01	0.985	0.4-1-98.5
391	PFBNC23	[WRC034-001]	20	35.1911007	-82.8208899	(J) Sawmill Creek (above falls)	0.015	0.019	0.966	1.5-1.9-96.6
392	PFBNC24	[WRC371-001]	20	35.088828	-82.756712	South Prong Glady Fork	0.319	0.089	0.592	31.9-8.9-59.2
393	PFBNC25	[WRC372-001]	20	35.089306	-82.741648	Jane Cantrell Creek	0.072	0.04	0.888	7.2-4-88.8
394	PFBNC26	[WRC373-001]	20	35.108285	-82.701368	Hickory Flat Creek	0.99	0.005	0.005	99-0.5-0.5
396	PFBNC28	[WRC382-001]	20	35.120125	-82.75003	Laurel Branch (Murr Creek) Above Falls	0.474	0.117	0.409	47.4-11.7-40.9
398	PFBNC3	[WRC064-001]	20	35.3536568	-82.7777478	Pigeon Branch	0.878	0.046	0.076	87.8-4.6-7.6
400	PFBNC31	[WRC042-001]	20	35.462239	-82.689914	Beaverdam Creek	0.008	0.008	0.984	0.8-0.8-98.4
401	PFBNC32	[WRC051-001]	20	35.1232614	-82.7047303	East Fork French Broad River	0.109	0.025	0.865	10.9-2.5-86.5
403	PFBNC34	[WRC057-001]	19	35.361242	-82.683317	Laurel Creek	0.03	0.216	0.754	3-21.6-75.4
404	PFBNC35	[WRC060-001]	20	35.756372	-82.946969	Maple Springs Branch	0.024	0.036	0.939	2.4-3.6-93.9
405	PFBNC36	[WRC062-001]	20	35.798753	-82.368792	North Fork Ivy Creek	0.006	0.066	0.928	0.6-6.6-92.8
407	PFBNC38	[WRC065-001]	20	35.6694559	-82.3930353	Right Fork Beetree Creek	0.004	0.006	0.991	0.4-0.6-99.1
408	PFBNC39	[WRC066-001]	20	35.815297	-82.938686	Roaring Fork	0.092	0.01	0.899	9.2-1-89.9
409	PFBNC4	[WRC090-001]	20	35.33193	-82.65082	Woody Branch	0.005	0.009	0.986	0.5-0.9-98.6
412	PFBNC42	[WRC082-001]	20	35.3314292	-82.6493749	Woody Branch	0.005	0.009	0.987	0.5-0.9-98.7
413	PFBNC43	[WRC085-001]	20	35.2584604	-82.7535622	Mine Branch	0.006	0.009	0.985	0.6-0.9-98.5
414	PFBNC44	[WRC189-001]	20	35.87624	-82.234827	Ayles Creek	0.006	0.908	0.087	0.6-90.8-8.7
415	PFBNC45	[WRC190-001]	20	35.9652732	-82.4749537	Bald Mountain Creek	0.01	0.964	0.026	1-96.4-2.6
416	PFBNC46	[WRC196-001]	20	36.0968006	-82.1012793	Carvers Gap Creek	0.007	0.986	0.007	0.7-98.6-0.7
418	PFBNC48	[WRC198-001]	20	35.9602071	-82.0517815	Gouges Creek	0.007	0.966	0.027	0.7-96.6-2.7
419	PFBNC49	[WRC200-001]	20	36.083408	-82.115417	Holder Creek	0.007	0.969	0.024	0.7-96.9-2.4
420	PFBNC5	[WRC230-001]	20	35.4080126	-83.0011615	Cherry Cove Creek	0.016	0.01	0.974	1.6-1-97.4
421	PFBNC50	[WRC201-001]	20	36.082267	-82.063001	Jerry Creek	0.011	0.862	0.127	1.1-86.2-12.7
422	PFBNC51	[WRC203-001]	20	36.0956264	-82.0985289	Johns Camp Branch	0.008	0.982	0.011	0.8-98.2-1.1
423	PFBNC52	[WRC204-001]	20	35.9845092	-82.044634	Jones Creek	0.017	0.923	0.06	1.7-92.3-6
424	PFBNC53	[WRC209-001]	20	36.121701	-82.160219	Lyddies Creek	0.005	0.931	0.064	0.5-93.1-6.4
426	PFBNC55	[WRC212-001]	20	35.7970579	-82.2825554	Ogle Creek	0.009	0.977	0.014	0.9-97.7-1.4
427	PFBNC56	[WRC214-001]	20	35.7731193	-82.3226384	Raven Fork	0.007	0.962	0.031	0.7-96.2-3.1
428	PFBNC57	[WRC218-001]	20	36.116242	-82.050094	Roaring Creek	0.022	0.913	0.066	2.2-91.3-6.6
429	PFBNC58	[WRC220-001]	20	35.8482545	-82.2108422	Roaring Spout Branch (Above Falls)	0.006	0.855	0.138	0.6-85.5-13.8
431	PFBNC6	[WRC231-001]	20	35.4144916	-83.9934787	Deep Gap Creek	0.012	0.022	0.966	1.2-2.2-96.6
433	PFBNC61	[WRC228-001]	20	35.382768	-82.8093472	Bee Branch	0.005	0.007	0.988	0.5-0.7-98.8
435	PFBNC63	[WRC232-001]	19	35.4134934	-82.9919913	Deep Gap Creek	0.022	0.014	0.964	2.2-1.4-96.4
436	PFBNC64	[WRC233-001]	20	35.5284956	-83.1522215	Deep Gap Creek	0.007	0.03	0.963	0.7-3-96.3
437	PFBNC65	[WRC234-001]	20	35.54362	-83.1043	Fie Creek	0.046	0.011	0.942	4.6-1.1-94.2
438	PFBNC66	[WRC239-001]	20	35.5044723	-83.0939977	Johnson Branch	0.017	0.034	0.949	1.7-3.4-94.9
439	PFBNC67	[WRC240-001]	20	35.5194154	-83.158788	Long Branch	0.005	0.008	0.987	0.5-0.8-98.7
440	PFBNC68	[WRC241-001]	20	35.5350548	-83.1629576	Mashie Stomp Creek	0.004	0.007	0.989	0.4-0.7-98.9
441	PFBNC69	[WRC244-001]	20	35.435672	-82.934283	Nix Creek	0.01	0.009	0.981	1-0.9-98.1
442	PFBNC7	[WRC237-001]	20	35.400362	-82.7949057	Hungry Creek	0.005	0.052	0.943	0.5-5.2-94.3
443	PFBNC70	[WRC247-001]	20	35.4815135	-83.0456402	Plott Creek	0.045	0.022	0.933	4.5-2.2-93.3
444	PFBNC71	[WRC248-001]	20	35.4263574	-83.0215477	Rocky Branch	0.028	0.228	0.744	2.8-22.8-74.4
445	PFBNC72	[WRC251-001]	20	35.4159817	-83.0244455	Steestachee Creek	0.009	0.019	0.972	0.9-1.9-97.2
446	PFBNC73	[WRC255-001]	20	35.5108696	-83.1468679	Wolf Laurel Branch	0.019	0.042	0.939	1.9-4.2-93.9
447	PFBNC74	[WRC325-001]	20	36.3214084	-81.7397625	Ellison Branch	0.031	0.955	0.014	3.1-95.5-1.4
448	PFBNC75	[WRC328-001]	20	36.1862318	-81.7095216	Harrison Branch	0.067	0.909	0.024	6.7-90.9-2.4
449	PFBNC77	[WRC333-001]	20	36.3274908	-81.7776488	North Fork Cove Creek	0.159	0.829	0.012	15.9-82.9-1.2
450	PFBNC78	[WRC334-001]	20	36.1556859	-81.8987786	Ramp Branch	0.022	0.959	0.019	2.2-95.9-1.9
451	PFBNC79	[WRC335-001]	20	36.1253758	-81.8201683	Shanty Spring Branch	0.017	0.914	0.069	1.7-91.4-6.9
452	PFBNC80	[WRC337-001]	20	36.1505828	-81.9007725	UT to Elk River (upstream of Ramp Branch)	0.046	0.916	0.038	4.6-91.6-3.8
453	PFBNC81	[WRC365-001]	20	35.4886448	-83.1133433	East Fork Campbell Creek	0.011	0.03	0.959	1.1-3-95.9
454	PFBNC82	[WRC367-001]	20	35.449162	-82.7433732	Stony Fork	0.006	0.012	0.982	0.6-1.2-98.2
455	PFBNC83	[WRC368-001]	20	35.3007729	-82.8198306	UT Cove Creek	0.004	0.007	0.988	0.4-0.7-98.8
457	PFBNC86	[WRC192-001]	20	35.740517	-82.21605	Big Lost Cove Creek	0.016	0.962	0.022	1.6-96.2-2.2
458	PFBNC87	[WRC193-001]	20	35.7732736	-82.2913318	Big Poplar Creek	0.259	0.675	0.067	25.9-67.5-6.7
460	PFBNC89	[WRC195-001]	20	36.095653	-82.187814	Broad Branch	0.104	0.838	0.058	10.4-83.8-5.8
462	PFBNC90	[WRC199-001]	20	35.710219	-82.251292	Hemphill Creek	0.63	0.285	0.085	63-28.5-8.5
464	PFBNC92	[WRC205-001]	20	36.073842	-82.096161	Little Rock Creek	0.171	0.767	0.062	17.1-76.7-6.2
465	PFBNC93	[WRC206-001]	20	35.8202383	-82.1830178	Little Whiteoak Creek	0.481	0.47	0.049	48.1-47-4.9
466	PFBNC94	[WRC207-001]	20	35.8209539	-82.183294	Little Whiteoak Creek	0.457	0.468	0.075	45.7-46.8-7.5
467	PFBNC95	[WRC208-001]	20	35.734181	-82.237019	Lower Creek	0.587	0.334	0.078	58.7-33.4-7.8
468	PFBNC96	[WRC210-001]	20	35.7431237	-82.2121026	Neals Creek	0.785	0.115	0.1	78.5-11.5-10
469	PFBNC97	[WRC213-001]	19	35.9954945	-82.0266517	Pyatt Creek	0.334	0.646	0.02	33.4-64.6-2
470	PFBNC98	[WRC215-001]	20	36.077086	-82.087278	Reuban Creek	0.016	0.967	0.017	1.6-96.7-1.7
471	PFBNC99	[WRC216-001]	20	36.0899691	-82.2272378	Right Fork Beans Creek	0.147	0.746	0.107	14.7-74.6-10.7
472	SCS1	[LR_2013_331]	30	35.599257	-83.49679	Sweet Creek Site 1	0.006	0.026	0.968	0.6-2.6-96.8
473	SiCS2	[FC_2014_188]	50	35.580724	-83.567498	Silers Creek Site 2	0.005	0.008	0.987	0.5-0.8-98.7
474	STB	[LR_2013_361]	30	35.589128	-83.514027	Spud Town Branch	0.005	0.013	0.983	0.5-1.3-98.3
475	TN01	[TN01-001]	34	36.19179	-82.10446	George Creek	0.006	0.969	0.025	0.6-96.9-2.5
476	TN02	[TN02-001]	34	36.17373	-82.21049	Clarke Creek	0.005	0.967	0.028	0.5-96.7-2.8
477	TN03	[TN03-001]	32	36.12929	-82.09356	Toms Creek	0.006	0.977	0.017	0.6-97.7-1.7
478	TN04	[TN04-001]	50	36.1452	-82.04849	Left Prong Hampton Creek (lower)	0.006	0.966	0.028	0.6-96.6-2.8
479	TN05	[TN05-001]	50	36.13995	-82.04641	Left Prong Hampton Creek (upper)	0.007	0.97	0.024	0.7-97-2.4
480	TN09	[TN09-001]	15	35.80358	-83.02765	Deep Gap Creek	0.269	0.087	0.644	26.9-8.7-64.4
481	TN10	[TN10-001]	30	36.1481741	-82.1020676	Five Poplar Branch	0.008	0.954	0.038	0.8-95.4-3.8
482	TN11	[TN11-001]	36	35.27136	-84.13839	Bald River	0.018	0.959	0.023	1.8-95.9-2.3
483	TN12	[TN12-001]	36	35.27077	-84.13883	Brookshire Creek	0.077	0.874	0.049	7.7-87.4-4.9
489	TN07	[TN07-001]	21	36.4715	-81.97623	Lindy Camp Branch	0.006	0.982	0.011	0.6-98.2-1.1
491	TN16	[TN16-001]	22	36.46861	-81.97776	Big Spur Branch	0.004	0.931	0.064	0.4-93.1-6.4
492	TN17	[TN17-001]	22	36.48027	-81.97548	Bakers Ridge Creek	0.008	0.976	0.016	0.8-97.6-1.6
493	TN20	[TN20-001]	20	36.60794	-81.6842	Whetstone Branch	0.005	0.982	0.013	0.5-98.2-1.3
494	TN08	[TN08-001]	21	36.61068	-81.65772	Bearpen Branch	0.009	0.928	0.062	0.9-92.8-6.2
495	TN108	[TN108-001]	30	35.798245	-82.998145	Middle Prong Gulf Ck.	0.264	0.018	0.717	26.4-1.8-71.7
496	TN109	[TN109-001]	30	35.790545	-83.00505	Brown Gap Creek	0.074	0.007	0.919	7.4-0.7-91.9
497	TN110	[TN110-001]	30	35.87983	-82.95747	Dry Fork	0.007	0.962	0.031	0.7-96.2-3.1
498	TN111	[TN111-001]	30	35.86268	-82.92706	Wolf Creek	0.012	0.015	0.973	1.2-1.5-97.3
499	TN112	[TN112-001]	30	35.95184	-82.827325	Sawmill Branch	0.011	0.977	0.012	1.1-97.7-1.2
500	TN122	[TN122-001]	30	36.560025	-81.709925	Gentry Creek	0.007	0.884	0.11	0.7-88.4-11
501	TN021	[TN021-001]	30	35.356325	-84.06547	Falls Branch	0.948	0.017	0.035	94.8-1.7-3.5
502	TN025	[TN025-001]	20	35.33309	-84.05855	Sugar Cove Branch	0.966	0.011	0.024	96.6-1.1-2.4
503	TN065	[TN065-001]	30	36.069215	-82.596455	Ft. Davie Creek	0.726	0.238	0.036	72.6-23.8-3.6
504	TN084	[TN084-001]	30	36.063575	-82.59212	Rocky Fork	0.42	0.561	0.019	42-56.1-1.9
505	BarboursCreek	[VA02-001]	20	37.595815	-80.087905	Barbours Creek	0.98	0.008	0.012	98-0.8-1.2
506	EwinsRun	[VA03-001]	20	37.539766	-80.293413	Ewins Run	0.979	0.012	0.008	97.9-1.2-0.8
507	PicklesBranch	[VA04-001]	20	37.381798	-80.191154	Pickles Branch	0.984	0.01	0.006	98.4-1-0.6
508	PaulsCreek	[VA15-001]	19	36.644512	-80.695658	Pauls Creek	0.006	0.961	0.033	0.6-96.1-3.3
509	PDER1	[WRC344-001]	20	36.1995485	-81.5754174	Elk Creek	0.091	0.864	0.044	9.1-86.4-4.4
510	PDER10	[WRC346-001]	18	36.436478	-81.074403	Horse Cove Branch	0.013	0.972	0.015	1.3-97.2-1.5
511	PDER11	[WRC347-001]	20	36.1049213	-81.542613	Joes Fork	0.04	0.869	0.092	4-86.9-9.2
512	PDER12	[WRC348-001]	20	36.1775762	-81.5366649	Laurel Creek	0.037	0.91	0.052	3.7-91-5.2
513	PDER13	[WRC349-001]	20	36.2654934	-81.4159139	Little Fork	0.015	0.929	0.056	1.5-92.9-5.6
514	PDER14	[WRC350-001]	10	36.449842	-80.943961	Long Creek	0.011	0.792	0.198	1.1-79.2-19.8
515	PDER15	[WRC351-001]	19	36.264472	-81.398458	North Prong Lewis Fork	0.03	0.931	0.039	3-93.1-3.9
516	PDER16	[WRC352-001]	20	36.0942326	-81.6082065	Ooten Creek	0.007	0.969	0.024	0.7-96.9-2.4
518	PDER18	[WRC354-001]	20	36.1298035	-81.5893463	Rockhouse Creek	0.034	0.93	0.036	3.4-93-3.6
519	PDER19	[WRC355-001]	20	36.1674302	-81.5537206	South Fork Laurel Creek	0.01	0.95	0.04	1-95-4
520	PDER2	[WRC358-001]	20	36.3966103	-81.1151767	UT Harris Creek	0.005	0.984	0.011	0.5-98.4-1.1
524	PDER23	[WRC357-001]	20	36.448497	-80.961789	Stewart Fork	0.033	0.869	0.098	3.3-86.9-9.8
525	PDER24	[WRC361-001]	20	36.1151725	-81.6361518	UT Yadkin River (@ Caldwell/Watauga Co. line @ SR 1500)	0.013	0.946	0.042	1.3-94.6-4.2
526	PDER25	[D704-001]	26	36.1246884	-81.6368065	Martin Branch	0.019	0.959	0.022	1.9-95.9-2.2
527	PDER26	[D705-001]	25	36.1181424	-81.6302791	Yadkin River	0.021	0.935	0.044	2.1-93.5-4.4
529	PDER3	[WRC360-001]	20	36.4397214	-80.9656906	UT Mitchell River (@ Surry/Alleghany Co. line)	0.005	0.941	0.054	0.5-94.1-5.4
530	PDER4	[WRC364-001]	20	36.4198925	-81.1152104	UT Garden Creek	0.012	0.925	0.063	1.2-92.5-6.3
531	PDER5	[WRC340-001]	20	36.1235508	-81.5949909	(B) Spanish Oak Branch	0.011	0.889	0.1	1.1-88.9-10
532	PDER6	[WRC341-001]	20	36.431669	-80.952903	Bear Creek (UT Mitchell R. on Devotion Estate)	0.021	0.958	0.021	2.1-95.8-2.1
534	PDER8	[WRC343-001]	20	36.1501125	-81.5394676	Dugger Creek	0.01	0.944	0.047	1-94.4-4.7
535	PDER9	[WRC345-001]	20	36.3989175	-81.1229172	Harris Creek	0.007	0.904	0.088	0.7-90.4-8.8
536	SFStewartsCreek	[VA16-001]	24	36.592978	-80.79188	SF Stewarts Creek	0.004	0.983	0.013	0.4-98.3-1.3
537	FridleyGap2010	[AW1-001]	30	38.497356	-78.717291	Mountain Run	0.945	0.027	0.028	94.5-2.7-2.8
538	DryRun2010	[AW1-031]	30	38.558933	-79.092305	Dry Run, N.F.	0.966	0.018	0.016	96.6-1.8-1.6
539	SkidmoreFork2010	[AW1-061]	30	38.366106	-79.207234	Skidmore fork North River, N.F.	0.979	0.01	0.011	97.9-1-1.1
540	ElkCreek2012	[AW1-091]	30	37.56566	-79.48229	East Fork Elk Creek	0.979	0.012	0.009	97.9-1.2-0.9
541	LittleStonyCreek2013	[AW2-025]	30	38.94517	-78.63751	Little Stony Creek	0.019	0.941	0.04	1.9-94.1-4
542	LittleWilsonCreek2012	[AW2-055]	21	37.98309	-79.75844	Little Wilson Creek	0.958	0.015	0.026	95.8-1.5-2.6
543	NorthForkTyeRiver2012	[AW2-085]	30	37.87248	-79.05521	North Fork Tye River	0.978	0.009	0.013	97.8-0.9-1.3
544	NobusinessCreek2013	[AW3-019]	30	37.24217	-80.90196	No Business Creek	0.075	0.896	0.029	7.5-89.6-2.9
