unique_id	score	bar_type	jurisdiction	nhs	drain_tot	strkm_tot	upstr_bars	Slope_perc	Q2_m3_s	w_W_m2_ST	hydro_rof	struct_rof	geo_rof	ave_del	ave_aff_del	max_del	ln_comp_del	Observed_Date	crossing_id	featureid
1143	0	1	NA	NA	1.6497	1.937580265	0	9.4499998	1.306283326	288.1742176	0.795473818	0.362875214	NA	NA	NA	NA	NA	NA	xy4279327272890397	201476892
1147	0.565	1	NA	NA	0.4023	0.26380085	0	5.9899998	0.761905388	139.50249	0.843506911	0.000923457	NA	NA	NA	NA	NA	NA	xy4276810872727884	201476900
1148	0.585	1	NA	NA	0.4239	0.287618026	1	5.9899998	0.761905388	139.50249	0.667844373	0.259264973	NA	NA	NA	NA	NA	NA	xy4276790272727959	201476900
1151	0.575	1	NA	NA	0.5013	0.857093774	0	4.9200001	0.479973181	90.94487417	0.814622521	0.710469439	NA	NA	NA	NA	NA	NA	xy4276490672722848	201476901
1155	0.673	1	NA	NA	0.2043	0.634955774	0	0.84	0.465007824	15.28319076	0.185649405	0.107460189	NA	NA	NA	NA	NA	NA	xy4278952672875802	201476909
1156	0.732	1	NA	NA	0.2295	0.747065582	1	1.71	1.009627279	45.84387181	0.064831137	0.846678594	NA	NA	NA	NA	NA	NA	xy4278875872876594	201476909
1158	0.717	1	NA	NA	1.9269	2.07346169	1	1.36	1.394405519	42.84874345	0.73709514	0.922304566	NA	NA	NA	NA	NA	NA	xy4278877072876759	201476909
1161	0.56	1	NA	NA	0.441	0.626437066	0	0.45	0.432445801	7.895560687	0.801816148	0.759691536	NA	NA	NA	NA	NA	NA	xy4279651572880085	201476909
1163	0	1	NA	NA	0.2214	0.355137655	0	5.7800002	0.529619838	112.2314587	0.893272841	0.903336287	NA	NA	NA	NA	NA	NA	xy4278719472861236	201476910
1165	0.802	1	NA	NA	5.8599	7.761779559	8	0.35	4.035403705	18.75927986	0.155176661	0.039606941	NA	NA	NA	NA	NA	NA	xy4278645672875874	201476942
1167	0.674	1	NA	NA	3.1329	3.511272176	1	0.2	2.405769643	8.276784613	0.943278786	0.933041356	NA	NA	NA	NA	NA	NA	xy4278883572865442	201476910
1168	0.68	1	NA	NA	3.1824	3.7250564	2	1.89	3.826577679	98.64423273	0.35989469	0.267130668	NA	NA	NA	NA	NA	NA	xy4278991872867218	201476910
1169	0.668	1	NA	NA	3.5496	4.271429839	3	1.89	3.826577679	98.64423273	0.848585008	0.140654537	NA	NA	NA	NA	NA	NA	xy4278884272872901	201476910
1173	0.917	1	NA	NA	3.9483	7.844214861	8	1.96	11.53917981	177.6430339	0.191858984	0.367677207	NA	NA	NA	NA	NA	NA	xy4276656372764834	201476985
1175	0.655	1	NA	NA	0.0972	0.162666837	0	13.0799999	0.217712921	162.8375182	0.424395875	0.936949001	NA	NA	NA	NA	NA	NA	xy4276879472750086	201476917
1178	0.692	1	NA	NA	0.0153	0.058428216	0	NA	NA	NA	0.720062522	0.926586352	NA	NA	NA	NA	NA	NA	xy4276910872748728	201476917
1184	0.544	1	NA	NA	0.3186	0.202960128	0	9.1899996	0.656994877	198.7472437	0.125019044	0.740287487	NA	NA	NA	NA	NA	NA	xy4277333872744361	201476917
1185	0.578	1	NA	NA	0.3969	0.401559368	1	9.1899996	0.656994877	198.7472437	0.356806972	0.245368501	NA	NA	NA	NA	NA	NA	xy4277291372746627	201476917
1187	0.613	1	NA	NA	0.0513	0.190838743	0	NA	NA	NA	0.98570539	0.398560896	NA	NA	NA	NA	NA	NA	xy4277509272749021	201476917
1190	0.563	1	NA	NA	1.4787	2.452605265	0	4.96	1.536894904	164.0621492	0.81600337	0.773236951	NA	NA	NA	NA	NA	NA	xy4277786072751625	201476917
1192	0.607	1	NA	NA	0.0162	0.123658196	0	NA	NA	NA	0.953495486	0.208730585	NA	NA	NA	NA	NA	NA	xy4277893972744126	201476917
1193	0.635	1	NA	NA	0.117	0.715506744	1	NA	NA	NA	0.141697377	0.488935707	NA	NA	NA	NA	NA	NA	xy4277727072750856	201476917
1208	0	3	NA	NA	474.9471	498.7018552	259	NA	NA	NA	0.207268156	0.381137321	NA	NA	NA	NA	NA	NA	VT_243.01	201476938
1209	1	1	NA	NA	475.2225	498.7760349	260	NA	NA	NA	0.073120232	0.904574002	NA	NA	NA	NA	NA	NA	xy4279307572914787	201476938
1211	0	3	NA	NA	10.5534	13.15468514	14	0	6.522373481	0	0.490700367	0.613712256	NA	NA	NA	NA	NA	NA	VT_243.03	201476941
1212	0.804	1	NA	NA	10.5651	13.21411187	15	2.6400001	6.558584462	180.390488	0.247553833	0.220449623	NA	NA	NA	NA	NA	NA	xy4278911872880575	201476941
1213	0.763	1	NA	NA	10.8432	13.63758304	16	7.4099998	7.210280189	530.883101	0.853232593	0.85927378	NA	NA	NA	NA	NA	NA	xy4279200872882789	201476941
1214	0.759	1	NA	NA	11.2176	13.99787067	17	7.4099998	7.210280189	530.883101	0.558197677	0.274934647	NA	NA	NA	NA	NA	NA	xy4278938972884996	201476941
1215	0.741	1	NA	NA	11.3427	14.3532881	18	7.4099998	7.210280189	530.883101	0.718383162	0.160878369	NA	NA	NA	NA	NA	NA	xy4279023372888962	201476941
1216	0.861	1	NA	NA	62.2818	57.73784967	24	1.4400001	32.79452854	220.0228757	0.749927044	0.664281405	NA	NA	NA	NA	NA	NA	xy4280300372974549	201476954
1219	0.847	1	NA	NA	9.3321	10.91257294	8	3.6099999	20.18696187	432.7601892	0.156656709	0.90615408	NA	NA	NA	NA	NA	NA	xy4276536372794020	201477070
1221	0.958	1	NA	NA	47.9628	55.87250995	57	0.8	24.6364894	105.9458711	0.51035672	0.814266067	NA	NA	NA	NA	NA	NA	xy4276415872790172	201477004
1223	0.952	1	NA	NA	37.9674	44.10127584	47	1.01	20.31297591	121.4542671	0.107605064	0.296869263	NA	NA	NA	NA	NA	NA	xy4276846172798074	201476974
1224	0.92	1	NA	NA	24.0345	34.49698105	33	1.77	13.41333768	172.960257	0.469824464	0.323770429	NA	NA	NA	NA	NA	NA	xy4276621772764701	201476985
1227	0.572	1	NA	NA	0.423	0.188452387	0	8.2399998	0.749064446	190.2792465	0.447312194	0.688053237	NA	NA	NA	NA	NA	NA	xy4279456272938005	201476991
1235	0.688	1	NA	NA	1.4193	1.254407644	0	11.5	1.390676391	361.8391151	0.951076291	0.538869058	NA	NA	NA	NA	NA	NA	xy4279740372983256	201477003
1237	0.6	1	NA	NA	0.6543	1.230187032	0	2.04	34.19783288	318.2981273	0.492826227	0.746850064	NA	NA	NA	NA	NA	NA	xy4279444572965853	201476996
1239	0.719	1	NA	NA	1.3752	1.388573762	0	3.73	2.001829495	140.8078954	0.319204296	0.004218855	NA	NA	NA	NA	NA	NA	xy4277966072784672	201477005
1240	0.682	1	NA	NA	3.708	3.850914513	3	1.22	2.507312279	51.54288053	0.440285343	0.985683759	NA	NA	NA	NA	NA	NA	xy4276148372782218	201477005
1241	0.663	1	NA	NA	2.8152	3.561338831	2	3.73	2.001829495	140.8078954	0.020932569	0.517118742	NA	NA	NA	NA	NA	NA	xy4276336872784568	201477005
1242	0.676	1	NA	NA	2.8098	3.491318725	1	3.73	2.001829495	140.8078954	0.380321073	0.455816602	NA	NA	NA	NA	NA	NA	xy4276395872784831	201477005
1244	0.581	1	NA	NA	0.3015	0.153156279	0	6.4299998	0.258251042	87.1839686	0.868341848	0.733673461	NA	NA	NA	NA	NA	NA	xy4277485372866622	201477009
1245	0.593	1	NA	NA	0.5661	0.668696895	1	7.0300002	0.568841157	141.4671078	0.232795712	0.950379703	NA	NA	NA	NA	NA	NA	xy4277674572871995	201477009
1247	0.691	1	NA	NA	2.5272	1.217225653	0	3.0799999	2.867350404	139.1540086	0.882705528	0.356148271	NA	NA	NA	NA	NA	NA	xy4277311072841208	201477013
1250	0.807	1	NA	NA	6.8832	10.9053439	3	4.4000001	3.85258908	230.4271572	0.684393335	0.384926501	NA	NA	NA	NA	NA	NA	xy4274083272673890	201477014
1255	0.578	1	NA	NA	0.207	0.152077689	0	13.3000002	0.245970473	175.9939612	0.821586937	0.515819702	NA	NA	NA	NA	NA	NA	xy4275307472668695	201477015
1256	0.71	1	NA	NA	0.2862	0.4601758	1	NA	NA	NA	0.699377878	0.887603908	NA	NA	NA	NA	NA	NA	xy4275142872665837	201477015
1263	0.866	1	NA	NA	59.1156	67.30032322	64	2.29	39.92380661	386.0611305	0.092669764	0.961300469	NA	NA	NA	NA	NA	NA	xy4276041272765947	201477034
1264	0.884	1	NA	NA	59.4045	67.77370126	65	2.29	39.92380661	386.0611305	0.502123836	0.351245164	NA	NA	NA	NA	NA	NA	xy4275837872761452	201477034
1268	0.913	1	NA	NA	66.1221	63.23823466	27	2.49	34.7050358	391.3814415	0.586243172	0.922634391	NA	NA	NA	NA	NA	NA	xy4279391772965444	201477037
1273	0.628	1	NA	NA	0.4833	0.283215881	0	5.29	0.65273996	114.0329608	0.652366452	0.520958418	NA	NA	NA	NA	NA	NA	xy4280440972957701	201477038
1276	0.65	1	NA	NA	0.18	0.012309522	0	4.1999998	1.472168943	135.9667534	0.757484346	0.649002943	NA	NA	NA	NA	NA	NA	xy4274528872801327	201477173
1277	0.638	1	NA	NA	1.9773	1.644410789	1	6.71	1.725193911	235.1506114	0.080372562	0.682789843	NA	NA	NA	NA	NA	NA	xy4275634772790244	201477173
1284	0.553	1	NA	NA	0.7371	0.349587084	0	4.52	0.737525832	103.569453	0.333920447	0.446773195	NA	NA	NA	NA	NA	NA	xy4276312872818618	201477081
1287	0.623	1	NA	NA	0.216	0.323250633	0	NA	NA	NA	0.036317295	0.304803768	NA	NA	NA	NA	NA	NA	xy4276707272872532	201477092
1288	0.641	1	NA	NA	0.6444	0.700265868	1	7.3499999	0.769713524	172.0507315	0.037279564	0.175134843	NA	NA	NA	NA	NA	NA	xy4276984072875019	201477092
1292	0.672	1	NA	NA	1.5327	1.983942409	2	0.08	1.295103068	2.429107723	0.765912015	0.294764267	NA	NA	NA	NA	NA	NA	xy4277320472879767	201477092
1295	0.598	1	NA	NA	0.1521	0.30775444	0	8.6899996	0.196872458	102.876663	0.258438823	0.396847767	NA	NA	NA	NA	NA	NA	xy4274125372698651	201477093
1297	0.62	1	NA	NA	0.6363	0.770958434	0	6.4899998	0.434862917	114.1893235	0.37403668	0.894980549	NA	NA	NA	NA	NA	NA	xy4274944172702104	201477093
1298	0.643	1	NA	NA	1.116	1.622919801	1	6.7600002	1.106613457	189.7358143	0.235513991	0.840194559	NA	NA	NA	NA	NA	NA	xy4274294572697601	201477093
1300	0.546	1	NA	NA	0.3159	0.114953626	0	6.5799999	4.649029302	378.5398987	0.010507625	0.043920385	NA	NA	NA	NA	NA	NA	xy4275600772803815	201477099
1302	0.694	1	NA	NA	4.3245	4.605287081	4	1.98	3.874974124	103.9930293	0.935305941	0.065294717	NA	NA	NA	NA	NA	NA	xy4274860072818477	201477224
1303	0.706	1	NA	NA	4.3362	4.672060094	5	1.98	3.874974124	103.9930293	0.4533714	0.715333469	NA	NA	NA	NA	NA	NA	xy4274907372818014	201477224
1305	0.706	1	NA	NA	3.9456	5.590869085	4	11.6400003	2.449972304	486.1140929	0.785110968	0.001957058	NA	NA	NA	NA	NA	NA	xy4274528072738758	201477101
1308	0.591	1	NA	NA	0.6606	0.508195948	0	12.3100004	0.506362095	233.718609	0.760756006	0.255870003	NA	NA	NA	NA	NA	NA	xy4275248672739531	201477101
1310	0.664	1	NA	NA	2.6325	3.64274778	2	9.5799999	1.810980475	343.9751122	0.131386194	0.099516731	NA	NA	NA	NA	NA	NA	xy4275641372743117	201477101
1312	0.564	1	NA	NA	0.2574	0.361108124	0	5.8600001	0.239450313	76.5085484	0.797260943	0.684262009	NA	NA	NA	NA	NA	NA	xy4275786872744700	201477101
1316	0.696	1	NA	NA	0.9846	1.205907411	0	3.8199999	0.639456209	81.50296178	0.145646098	0.844446293	NA	NA	NA	NA	NA	NA	xy4277006372740162	201477101
1318	0.909	1	NA	NA	87.3864	108.2164969	102	1	41.88302579	172.6726905	0.486172236	0.649300321	NA	NA	NA	NA	NA	NA	xy4275038272752277	201477106
1321	0.64	1	NA	NA	0.1053	0.321787764	0	11	0.859435504	272.0846002	0.967288108	0.9766219	NA	NA	NA	NA	NA	NA	xy4274625972766708	201477149
1322	0.933	1	NA	NA	1.2204	1.66267754	1	11	0.859435504	272.0846002	0.149552985	0.287063345	NA	NA	NA	NA	NA	NA	xy4275394672755976	201477106
1329	0.564	1	NA	NA	0.2412	0.481810173	0	6.3000002	0.563754829	126.2090017	0.903609487	0.488771182	NA	NA	NA	NA	NA	NA	xy4274732872653440	201477107
1330	0.454	1	2	0	1.3572	2.407031802	3	4.71	2.043517397	179.6448252	0.289439019	0.731105328	0.714285714	0	0	0	0	6/13/2014	xy4273185772662014	201477107
1332	0.533	1	NA	NA	1.071	1.837562446	1	4.71	2.043517397	179.6448252	0.04190861	0.00453062	NA	NA	NA	NA	NA	NA	xy4273633572659073	201477107
1333	0.589	1	NA	NA	1.1772	2.041490958	2	4.71	2.043517397	179.6448252	0.924846294	0.337506497	NA	NA	NA	NA	NA	NA	xy4273484972660448	201477107
1337	0.569	1	NA	NA	0.846	0.908655686	0	6.04	0.706724191	135.4773041	0.494790245	0.549235253	NA	NA	NA	NA	NA	NA	xy4273894172652924	201477108
1344	0.703	1	NA	NA	3.7971	6.901746299	5	6.6700001	2.693044766	292.0466686	0.818874334	0.581988044	NA	NA	NA	NA	NA	NA	xy4274018372728167	201477181
1348	0.66	1	NA	NA	0.0099	0.007842724	0	NA	NA	NA	0.970264787	0.995952859	NA	NA	NA	NA	NA	NA	xy4275945972717014	201477130
1349	0.634	1	NA	NA	0.0918	0.149644829	1	11.4099998	0.428599458	199.3040293	0.481411374	0.622815993	NA	NA	NA	NA	NA	NA	xy4275851172718151	201477130
1350	0.872	1	NA	NA	70.0974	67.75463869	29	3.22	36.60906649	519.8222135	0.08777836	0.434043399	NA	NA	NA	NA	NA	NA	xy4278218572959935	201477131
1358	0.828	1	NA	NA	6.8535	8.737563146	7	0.33	4.726843199	19.14274378	0.11332182	0.102843784	NA	NA	NA	NA	NA	NA	xy4278233672895632	201477146
1361	0.549	1	NA	NA	0.6345	0.707923593	0	10.8999996	0.647521965	234.0229052	0.212590278	0.189282096	NA	NA	NA	NA	NA	NA	xy4277826172967511	201477169
1364	0	3	NA	NA	6.4413	3.917321164	0	4.6199999	5.964819314	301.0545826	0.714909195	0.04548353	NA	NA	NA	NA	NA	NA	VT_164.02	201477196
1365	0.6	3	NA	NA	7.4115	4.066792396	1	4.6199999	5.964819314	301.0545826	0.052130916	0.663841972	NA	NA	NA	NA	NA	NA	VT_164.06	201477196
1366	0.834	1	NA	NA	7.4322	4.088346423	2	4.6199999	5.964819314	301.0545826	0.129647903	0.316890328	NA	NA	NA	NA	NA	NA	xy4278560872979537	201477196
1369	0.685	1	2	0	0.6831	0.835230699	0	9.3900003	2.655663714	408.2787526	0.264308261	0.06281343	NA	0	0	0	0	NA	xy4272808172685072	201477174
1370	0.6	1	2	0	0.7299	0.984212487	2	9.3900003	2.655663714	408.2787526	0.249990212	0.257695574	NA	0	0	0	0	NA	xy4272742272683563	201477174
1371	0.078947156	1	2	0	0.8046	1.088359682	3	9.3900003	2.655663714	408.2787526	0.686929456	0.511695133	0.607142857	0	0	0	0	6/7/2016	xy4272763972682343	201477174
1372	0.611	1	2	0	0.6975	0.919528918	1	9.3900003	2.655663714	408.2787526	0.236537278	0.118757334	NA	0	0	0	0	NA	xy4272763272684259	201477174
1373	0.079	1	2	0	4.8834	8.594220987	7	8.4799995	2.3468603	346.6123871	0.294772305	0.535579593	0.464285714	0	0	0	0	7/9/2014	xy4272683472676443	201477170
1376	0.638	1	NA	NA	2.052	4.482191692	2	8.3500004	1.837260577	301.9788346	0.682435967	0.454847075	NA	NA	NA	NA	NA	NA	xy4273967372718672	201477182
1377	0	1	2	0	2.385	5.246489901	3	8.3500004	1.837260577	301.9788346	0.02210745	0.704962656	0.464285714	0	0	0	0	7/11/2014	xy4273334272720444	201477208
1381	0.687	1	NA	NA	0.0621	0.007905622	0	13.7600002	0.129590077	132.1627134	0.744252541	0.259212008	NA	NA	NA	NA	NA	NA	xy4275373372711779	201477182
1383	0.64	1	NA	NA	0.2439	0.948239344	0	6.5300002	0.481455434	120.8915297	0.783953041	0.743215097	NA	NA	NA	NA	NA	NA	xy4275278972709512	201477182
1385	0.669	1	NA	NA	0.9333	1.448091352	0	1.4	1.719097616	48.97595674	0.630828141	0.590613617	NA	NA	NA	NA	NA	NA	xy4276737472911984	201477193
1393	0.667	1	NA	NA	0.279	0.165522749	0	11.79	0.807935691	282.7527464	0.888410679	0.435552153	NA	NA	NA	NA	NA	NA	xy4277954172941814	201477197
1394	0.647	1	NA	NA	0.9036	0.938810059	1	11.79	0.807935691	282.7527464	0.732768724	0.877907002	NA	NA	NA	NA	NA	NA	xy4277328972940777	201477197
1395	0.623	1	NA	NA	0.918	1.1220499	2	11.79	0.807935691	282.7527464	0.409224848	0.089679016	NA	NA	NA	NA	NA	NA	xy4277182072941639	201477197
1401	0.676	1	NA	NA	0.0153	0.211333846	0	27.8999996	0.034045433	137.3530349	0.281821872	0.809069012	NA	NA	NA	NA	NA	NA	xy4277023272940203	201477205
1403	0.733	1	NA	NA	3.1176	3.45267582	2	6.3899999	2.5946596	274.6285445	0.648090295	0.915064442	NA	NA	NA	NA	NA	NA	xy4276926572916992	201477206
1404	0.633	1	NA	NA	3.6405	4.155021623	3	6.3899999	2.5946596	274.6285445	0.483163016	0.594967943	NA	NA	NA	NA	NA	NA	xy4276808572925121	201477206
1406	0.772	1	NA	NA	1.2762	0.884139119	0	0.99	1.091545337	27.59692667	0.647958663	0.98719436	NA	NA	NA	NA	NA	NA	xy4276363372908382	201477217
1409	0.646	1	2	0	0.9855	1.536012014	0	8.7700005	0.805104566	209.9570161	0.068720718	0.749006093	0.464285714	0	0	0	0	7/11/2014	xy4272993172715538	201477209
1412	0.891	1	NA	NA	80.9226	76.88880257	34	3.75	42.11024359	649.276637	0.150380162	0.653617955	NA	NA	NA	NA	NA	NA	xy4277327672951462	201477216
1419	0.626	1	NA	NA	0.7416	0.616255205	0	NA	NA	NA	0.246752974	0.513358424	NA	NA	NA	NA	NA	NA	xy4277477072959324	201477219
1420	0.464	1	NA	NA	1.3995	1.114000651	1	15.1000004	0.798146983	359.9341285	0.445677045	0.264446724	NA	NA	NA	NA	NA	NA	xy4277266872954349	201477219
1422	0.655	1	NA	NA	1.8702	1.985734702	1	2.1500001	1.537419578	71.12778984	0.85306399	0.551468036	NA	NA	NA	NA	NA	NA	xy4274941772822064	201477220
1425	0.545	1	NA	NA	0.8442	0.428301332	0	5.2600002	0.968551023	138.1184343	0.823789601	0.33720084	NA	NA	NA	NA	NA	NA	xy4275545272831750	201477220
1426	0.814	1	NA	NA	82.863	78.94845481	37	3.29	43.06449173	576.0500082	0.93665009	0.176115707	NA	NA	NA	NA	NA	NA	xy4277034772947882	201477222
1428	1	1	NA	NA	493.1046	518.7597371	273	1.13	238.6434933	465.755371	0.838710016	0.694124364	NA	NA	NA	NA	NA	NA	xy4277123272945045	201477223
1430	0.62	1	NA	NA	1.7262	0.99337362	1	NA	NA	NA	0.561095245	0.838497908	NA	NA	NA	NA	NA	NA	xy4274527472829527	201477260
1432	0.649	1	NA	NA	0.1368	0.110319567	0	3.4100001	0.328756715	52.16705707	0.338801105	0.65245481	NA	NA	NA	NA	NA	NA	xy4274307172884867	201477317
1433	0.588	1	NA	NA	0.8046	1.404644399	1	5.3899999	1.377252568	168.7719161	0.905588057	0.248575511	NA	NA	NA	NA	NA	NA	xy4275396672887414	201477317
1436	0	3	NA	NA	0.9144	0.59044108	0	3.98	0.829308942	96.70432092	0.80498997	0.831890265	NA	NA	NA	NA	NA	NA	VT_243.07	201477228
1437	0.667	1	NA	NA	0.9207	0.623503719	1	0.02	0.991513093	0.531353865	0.089398112	0.838980816	NA	NA	NA	NA	NA	NA	xy4275870172879775	201477228
1440	0.979	2	2	0	3.4434	3.739289043	4	6.4899998	2.523473356	275.0734501	0.642389205	0.61845866	0.357142857	0.000459782	0.353678119	0.362662007	0.593514847	7/11/2014	xy4272223572730202	201477339
1441	0.557	1	2	0	4.3758	5.248981048	5	6.4899998	2.523473356	275.0734501	0.614280343	0.348675958	0.464285714	0.000190583	0.061478418	0.061478418	0.541478152	7/11/2014	xy4272706072713572	201477339
1444	1	2	1	0	106.6248	136.0317433	119	0.68	44.50748923	121.0403292	0.615341051	0.962053547	0.285714286	0.006249078	10.4151305	10.6309276	0.742695367	7/11/2014	xy4272815972713297	201477229
1447	0.641	1	NA	NA	0.18	0.221940492	0	2.3	0.479686895	42.50219752	0.635283917	0.552885839	NA	NA	NA	NA	NA	NA	xy4276916272895892	201477232
1448	0.669	1	NA	NA	0.4635	0.997723439	2	2.3	0.479686895	42.50219752	0.893500911	0.514105695	NA	NA	NA	NA	NA	NA	xy4276286972894506	201477232
1449	0.644	1	NA	NA	0.2448	0.568541866	1	2.3	0.479686895	42.50219752	0.37227372	0.710393802	NA	NA	NA	NA	NA	NA	xy4276621472895492	201477232
1454	0	3	NA	NA	1.1124	0.202261063	0	0.45	0.907122721	11.43536829	0.930073239	0.705188636	NA	NA	NA	NA	NA	NA	VT_243.08	201477260
1459	0.797	1	2	0	0.4788	0.783514244	0	13.0600004	0.326563781	199.1277701	0.893301832	0.886238318	0.321428571	0	0	0	0	7/9/2014	xy4272252072680218	201477269
1460	0	1	2	0	0.5625	1.227790636	1	13.0600004	0.326563781	199.1277701	0.898243768	0.544472257	0.392857143	0	0	0	0	7/9/2014	xy4272444772675984	201477269
1463	0	1	2	0	0.4014	0.484828123	0	7.77	0.2981389	113.1970142	0.988798978	0.711521533	0.535714286	6.07E-06	0.030364148	0.030364148	0.337995474	6/19/2014	xy4271902772665722	201477270
1464	0.982	2	2	0	5.076	8.508018328	5	3.26	2.462406883	136.49041	0.745002017	0.793879335	0.357142857	0	0	0	0	6/13/2014	xy4272266372666107	201477270
1465	0.3	1	0	0	5.1831	8.810443032	6	3.3199999	2.710646892	145.8408476	0.849016899	0.378888359	0.714285714	0	0	0	0	NA	xy4272015772666686	201477270
1468	NA	1	2	0	0.8424	1.400209437	2	4.5500002	0.517833313	87.35968093	0.5403721	0.118372192	NA	0	0	0	0	6/13/2016	xy4271333672661675	201477287
1469	0.255	1	2	0	0.8739	1.46783616	3	9.2399998	0.641991302	197.5336842	0.855259783	0.065299189	0.666666667	0.00023093	0.19244208	0.224460661	0.552823981	6/18/2014	xy4271317872662002	201477287
1470	0.186	1	2	0	0.9324	1.761764967	4	9.2399998	0.641991302	197.5336842	0.516064412	0.371611499	0.571428571	0	0	0	0	6/19/2014	xy4271253172665465	201477287
1472	0.6	1	2	0	0.1386	0.318599124	0	7.3699999	0.343051364	115.1732674	0.84937547	0.306953721	0.571428571	0	0	0	0	NA	xy4271595172657385	201477287
1473	0.138	1	2	0	0.315	0.423155098	1	7.3699999	0.343051364	115.1732674	0.200653302	0.531204977	0.714285714	0	0	0	0	4/24/2015	xy4271527872657952	201477287
1483	0.642	1	NA	NA	1.0107	0.889929839	0	3.3599999	0.802957018	80.33227094	0.867692942	0.345571932	NA	NA	NA	NA	NA	NA	xy4275137772849873	201477307
1484	0.606	1	NA	NA	1.2285	1.448035382	2	4.2399998	3.291884049	205.2545198	0.13474689	0.298419316	NA	NA	NA	NA	NA	NA	xy4274758972853836	201477307
1485	0.565	1	NA	NA	1.2582	1.673322126	3	4.2399998	3.291884049	205.2545198	0.383066714	0.979721078	NA	NA	NA	NA	NA	NA	xy4274595972855404	201477307
1486	0.555	1	NA	NA	1.1142	1.127986702	1	4.2399998	3.291884049	205.2545198	0.633375425	0.006785439	NA	NA	NA	NA	NA	NA	xy4275006272851996	201477307
1488	0.6	1	2	0	0.4779	1.156464356	0	11.9300003	0.444970176	212.329598	0.888289059	0.37841312	0.535714286	0.000190583	0.061478418	0.061478418	0.541478152	NA	xy4272377072712013	201477308
1492	0.637	1	0	0	0.4968	0.542735172	0	10.6099997	0.485275558	197.2033145	0.648131053	0.653556855	0.464285714	0.000120544	0.602719852	0.602719852	0.514392332	7/10/2014	xy4272115772700225	201477309
1495	0.186	1	2	0	0.6093	0.478614867	0	6.9099998	0.512457125	131.9810068	0.417822163	0.284416211	NA	0.001428481	1.190400721	2.387141388	0.660379418	7/14/2014	xy4272440272747296	201477339
1496	0.592	1	2	0	0.6219	0.50226021	1	6.9099998	0.512457125	131.9810068	0.158330711	0.038585181	0.607142857	0.000459782	0.353678119	0.362662007	0.593514847	7/14/2014	xy4272434672747013	201477339
1498	0.733	1	2	0	1.6992	1.735453924	2	6.0500002	2.111909127	234.5835926	0.496484169	0.054643863	0.464285714	0.000459782	0.353678119	0.362662007	0.593514847	7/14/2014	xy4272286072742843	201477339
1499	0.984	2	2	0	2.0943	2.11692062	3	6.0500002	2.111909127	234.5835926	0.38478091	0.183072662	0.357142857	0.000459782	0.353678119	0.362662007	0.593514847	7/14/2014	xy4272122372739181	201477339
1503	1	1	2	0	0.207	0.607923888	0	21.6700001	0.14479536	220.0092123	0.590288859	0.116039002	0.428571429	0.000723079	0.723078795	0.723078795	0.620252479	6/7/2016	xy4270952572675357	201477343
1507	0.500965442	1	2	0	0.7749	1.180756331	0	11.5299997	0.487967809	214.8965854	0.991498264	0.817405727	0.464285714	0.000723079	0.723078795	0.723078795	0.620252479	6/7/2016	xy4271082172674891	201477343
1510	0.5	1	2	0	0.5058	1.038727059	0	7.9699998	0.340398144	124.0670719	0.259694488	0.203883121	0.607142857	0.000723079	0.723078795	0.723078795	0.620252479	7/9/2014	xy4271190472672826	201477344
1511	0.738	1	NA	NA	4.8087	6.735172539	4	3.8499999	3.672499449	196.8548956	0.754358136	0.088307641	NA	NA	NA	NA	NA	NA	xy4273973772856665	201477376
1513	NA	1	0	0	7.3521	8.367226598	5	0.35	6.911203684	24.54988796	0.123723413	0.290394738	NA	0	0	0	0	9/17/2014	xy4273121172855232	201477488
1518	0.609	1	NA	NA	0.3789	0.561128581	0	4.7600002	0.778721615	112.0734444	0.410069272	0.603312597	NA	NA	NA	NA	NA	NA	xy4274615572900423	201477386
1520	0.615	1	NA	NA	2.2986	2.862735146	2	11.6800003	2.331360538	475.8304231	0.565877647	0.406394396	NA	NA	NA	NA	NA	NA	xy4275172572914302	201477386
1521	0.762	1	NA	NA	2.9916	3.423422585	3	11.6800003	2.331360538	475.8304231	0.63145448	0.348431113	NA	NA	NA	NA	NA	NA	xy4274967672920345	201477386
1523	0.638	1	NA	NA	0.3114	0.383055559	0	5.3899999	0.206793973	65.39767732	0.064804255	0.488885081	NA	NA	NA	NA	NA	NA	xy4274945072897904	201477386
1527	0.091	1	6	0	0.8028	0.600901987	0	6.6900001	0.818063202	161.4448448	0.63271623	0.178474328	0.464285714	0	0	0	0	9/16/2014	xy4272612572780867	201477388
1529	0.12	1	2	0	0.4833	0.535080888	0	5.6999998	0.514458203	109.0823589	0.024132334	0.990788649	0.571428571	0	0	0	0	9/16/2014	xy4273032572789122	201477387
1531	0.84	2	2	0	1.3743	1.892311573	2	2.01	0.895434527	50.747845	0.008168004	0.864139766	0.25	3.94E-05	0.197196438	0.197196438	0.448399913	6/16/2014	xy4269953072625304	201477389
1532	0.931	2	2	0	1.4148	2.152472607	3	2.01	0.895434527	50.747845	0.062946833	0.815038447	0.321428571	0.000899245	0.749370867	1.018337098	0.633129818	6/16/2014	xy4269732272624926	201477389
1535	0.489	1	2	0	0.2565	0.275786031	0	4.1700001	0.36350252	67.08020901	0.567033908	0.006190488	0.571428571	0	0	0	0	4/23/2015	xy4270630072628884	201477389
