unique_id	bar_type	drain_tot	drain_bar	strkm_tot	strkm_bar	upstr_bars	slope_perc	Q2_m3_s	w_W_m2_ST	obs_date	jurisdiction	nhs	crossing_id	featureid
1100	1	23.5566	0.5562	30.96866989	1.104583301	39	1.14	14.20268216	114.6290416	NA	NA	NA	xy4279149472820070	201476816
1101	1	24.7563	1.1997	32.03102655	1.062356652	40	1.71	14.35295002	172.8507776	NA	NA	NA	xy4278465572812683	201476816
1105	1	1.3824	1.3824	2.060603546	2.060603546	0	9.0100002	1.321750653	276.3784648	NA	NA	NA	xy4276577972694918	201476841
1111	1	0.1575	0.1575	0.220896026	0.220896026	0	6.7800002	0.325779956	103.2515355	NA	NA	NA	xy4276038372703380	201476847
1114	1	0.6471	0.6471	0.867408121	0.867408121	0	NA	NA	NA	NA	NA	NA	xy4276183572701462	201476847
1118	1	0.7047	0.7047	0.821684262	0.821684262	0	7.2600002	1.909003433	267.6360554	NA	NA	NA	xy4280206172934723	201476860
1120	1	1.3815	1.3815	0.817198969	0.817198969	0	7.2600002	1.909003433	267.6360554	NA	NA	NA	xy4280895572942317	201476859
1121	1	2.4534	1.0719	1.86239649	1.045197521	1	7.2600002	1.909003433	267.6360554	NA	NA	NA	xy4280219672935598	201476859
1123	1	6.8391	3.8034	6.711404029	4.469678205	2	5.1500001	17.82073969	580.062422	NA	NA	NA	xy4278368772809975	201476885
1125	1	0.5085	0.5085	1.024500171	1.024500171	0	10.1099997	0.532278099	196.7999894	NA	NA	NA	xy4278163072820752	201476874
1127	1	1.8459	1.8459	1.925823674	1.925823674	0	7.21	1.783093671	256.8780392	NA	NA	NA	xy4281026272968934	201476880
1128	1	1.8639	0.018	1.94697365	0.021149976	1	7.21	1.783093671	256.8780392	NA	NA	NA	xy4281014172969129	201476880
1129	1	2.0844	0.2205	2.363302117	0.416328468	2	7.21	1.783093671	256.8780392	NA	NA	NA	xy4280783872972665	201476880
1133	1	32.9787	1.3833	39.68492723	0.942496657	44	1.61	18.41447724	184.3360208	NA	NA	NA	xy4277916172805586	201476885
1136	1	2.1087	2.1087	0.99004765	0.99004765	0	5.5300002	2.422122277	229.6295692	NA	NA	NA	xy4279240372799220	201476886
1137	1	3.3759	1.2672	2.926481247	1.936433597	1	5.5300002	2.422122277	229.6295692	NA	NA	NA	xy4277597772804168	201476886
1143	1	1.6497	1.6497	1.937580265	1.937580265	0	9.4499998	1.306283326	288.1742176	NA	NA	NA	xy4279327272890397	201476892
1147	1	0.4023	0.4023	0.26380085	0.26380085	0	5.9899998	0.761905388	139.50249	NA	NA	NA	xy4276810872727884	201476900
1148	1	0.4239	0.0216	0.287618026	0.023817176	1	5.9899998	0.761905388	139.50249	NA	NA	NA	xy4276790272727959	201476900
1151	1	0.5013	0.5013	0.857093774	0.857093774	0	4.9200001	0.479973181	90.94487417	NA	NA	NA	xy4276490672722848	201476901
1155	1	0.2043	0.2043	0.634955774	0.634955774	0	0.84	0.465007824	15.28319076	NA	NA	NA	xy4278952672875802	201476909
1156	1	0.2295	0.0252	0.747065582	0.112109807	1	1.71	1.009627279	45.84387181	NA	NA	NA	xy4278875872876594	201476909
1158	1	1.9269	1.4859	2.07346169	1.447024623	1	1.36	1.394405519	42.84874345	NA	NA	NA	xy4278877072876759	201476909
1161	1	0.441	0.441	0.626437066	0.626437066	0	0.45	0.432445801	7.895560687	NA	NA	NA	xy4279651572880085	201476909
1163	1	0.2214	0.2214	0.355137655	0.355137655	0	5.7800002	0.529619838	112.2314587	NA	NA	NA	xy4278719472861236	201476910
1165	1	5.8599	0.1539	7.761779559	0.669822448	8	0.35	4.035403705	18.75927986	NA	NA	NA	xy4278645672875874	201476942
1167	1	3.1329	2.9115	3.511272176	3.156134521	1	0.2	2.405769643	8.276784613	NA	NA	NA	xy4278883572865442	201476910
1168	1	3.1824	0.0495	3.7250564	0.213784224	2	1.89	3.826577679	98.64423273	NA	NA	NA	xy4278991872867218	201476910
1169	1	3.5496	0.3672	4.271429839	0.546373439	3	1.89	3.826577679	98.64423273	NA	NA	NA	xy4278884272872901	201476910
1173	1	3.9483	1.7919	7.844214861	3.862609689	8	1.96	11.53917981	177.6430339	NA	NA	NA	xy4276656372764834	201476985
1175	1	0.0972	0.0972	0.162666837	0.162666837	0	13.0799999	0.217712921	162.8375182	NA	NA	NA	xy4276879472750086	201476917
1178	1	0.0153	0.0153	0.058428216	0.058428216	0	NA	NA	NA	NA	NA	NA	xy4276910872748728	201476917
1184	1	0.3186	0.3186	0.202960128	0.202960128	0	9.1899996	0.656994877	198.7472437	NA	NA	NA	xy4277333872744361	201476917
1185	1	0.3969	0.0783	0.401559368	0.19859924	1	9.1899996	0.656994877	198.7472437	NA	NA	NA	xy4277291372746627	201476917
1187	1	0.0513	0.0513	0.190838743	0.190838743	0	NA	NA	NA	NA	NA	NA	xy4277509272749021	201476917
1190	1	1.4787	1.4787	2.452605265	2.452605265	0	4.96	1.536894904	164.0621492	NA	NA	NA	xy4277786072751625	201476917
1192	1	0.0162	0.0162	0.123658196	0.123658196	0	NA	NA	NA	NA	NA	NA	xy4277893972744126	201476917
1193	1	0.117	0.1008	0.715506744	0.591848548	1	NA	NA	NA	NA	NA	NA	xy4277727072750856	201476917
1208	3	474.9471	39.8547	498.7018552	45.93607656	259	NA	NA	NA	NA	NA	NA	VT_243.01	201476938
1209	1	475.2225	0.2754	498.7760349	0.074179605	260	NA	NA	NA	NA	NA	NA	xy4279307572914787	201476938
1211	3	10.5534	2.5947	13.15468514	2.740266282	14	0	6.522373481	0	NA	NA	NA	VT_243.03	201476941
1212	1	10.5651	0.0117	13.21411187	0.059426721	15	2.6400001	6.558584462	180.390488	NA	NA	NA	xy4278911872880575	201476941
1213	1	10.8432	0.2781	13.63758304	0.423471177	16	7.4099998	7.210280189	530.883101	NA	NA	NA	xy4279200872882789	201476941
1214	1	11.2176	0.3744	13.99787067	0.360287624	17	7.4099998	7.210280189	530.883101	NA	NA	NA	xy4278938972884996	201476941
1215	1	11.3427	0.1251	14.3532881	0.355417431	18	7.4099998	7.210280189	530.883101	NA	NA	NA	xy4279023372888962	201476941
1216	1	62.2818	6.3657	57.73784967	8.085012713	24	1.4400001	32.79452854	220.0228757	NA	NA	NA	xy4280300372974549	201476954
1219	1	9.3321	3.9429	10.91257294	5.77597214	8	3.6099999	20.18696187	432.7601892	NA	NA	NA	xy4276536372794020	201477070
1221	1	47.9628	0.6633	55.87250995	0.858661166	57	0.8	24.6364894	105.9458711	NA	NA	NA	xy4276415872790172	201477004
1223	1	37.9674	1.6128	44.10127584	1.48986736	47	1.01	20.31297591	121.4542671	NA	NA	NA	xy4276846172798074	201476974
1224	1	24.0345	0.1656	34.49698105	0.241783549	33	1.77	13.41333768	172.960257	NA	NA	NA	xy4276621772764701	201476985
1227	1	0.423	0.423	0.188452387	0.188452387	0	8.2399998	0.749064446	190.2792465	NA	NA	NA	xy4279456272938005	201476991
1235	1	1.4193	1.4193	1.254407644	1.254407644	0	11.5	1.390676391	361.8391151	NA	NA	NA	xy4279740372983256	201477003
1237	1	0.6543	0.6543	1.230187032	1.230187032	0	2.04	34.19783288	318.2981273	NA	NA	NA	xy4279444572965853	201476996
1239	1	1.3752	1.3752	1.388573762	1.388573762	0	3.73	2.001829495	140.8078954	NA	NA	NA	xy4277966072784672	201477005
1240	1	3.708	0.8928	3.850914513	0.289575682	3	1.22	2.507312279	51.54288053	NA	NA	NA	xy4276148372782218	201477005
1241	1	2.8152	0.0054	3.561338831	0.070020107	2	3.73	2.001829495	140.8078954	NA	NA	NA	xy4276336872784568	201477005
1242	1	2.8098	1.4346	3.491318725	2.102744963	1	3.73	2.001829495	140.8078954	NA	NA	NA	xy4276395872784831	201477005
1244	1	0.3015	0.3015	0.153156279	0.153156279	0	6.4299998	0.258251042	87.1839686	NA	NA	NA	xy4277485372866622	201477009
1245	1	0.5661	0.2646	0.668696895	0.515540616	1	7.0300002	0.568841157	141.4671078	NA	NA	NA	xy4277674572871995	201477009
1247	1	2.5272	2.5272	1.217225653	1.217225653	0	3.0799999	2.867350404	139.1540086	NA	NA	NA	xy4277311072841208	201477013
1250	1	6.8832	4.6962	10.9053439	7.756436208	3	4.4000001	3.85258908	230.4271572	NA	NA	NA	xy4274083272673890	201477014
1255	1	0.207	0.207	0.152077689	0.152077689	0	13.3000002	0.245970473	175.9939612	NA	NA	NA	xy4275307472668695	201477015
1256	1	0.2862	0.0792	0.4601758	0.308098111	1	NA	NA	NA	NA	NA	NA	xy4275142872665837	201477015
1263	1	59.1156	5.4675	67.30032322	5.932487971	64	2.29	39.92380661	386.0611305	NA	NA	NA	xy4276041272765947	201477034
1264	1	59.4045	0.2889	67.77370126	0.473378037	65	2.29	39.92380661	386.0611305	NA	NA	NA	xy4275837872761452	201477034
1268	1	66.1221	1.7667	63.23823466	3.015790312	27	2.49	34.7050358	391.3814415	NA	NA	NA	xy4279391772965444	201477037
1273	1	0.4833	0.4833	0.283215881	0.283215881	0	5.29	0.65273996	114.0329608	NA	NA	NA	xy4280440972957701	201477038
1276	1	0.18	0.18	0.012309522	0.012309522	0	4.1999998	1.472168943	135.9667534	NA	NA	NA	xy4274528872801327	201477173
1277	1	1.9773	1.7973	1.644410789	1.632101267	1	6.71	1.725193911	235.1506114	NA	NA	NA	xy4275634772790244	201477173
1284	1	0.7371	0.7371	0.349587084	0.349587084	0	4.52	0.737525832	103.569453	NA	NA	NA	xy4276312872818618	201477081
1287	1	0.216	0.216	0.323250633	0.323250633	0	NA	NA	NA	NA	NA	NA	xy4276707272872532	201477092
1288	1	0.6444	0.4284	0.700265868	0.377015235	1	7.3499999	0.769713524	172.0507315	NA	NA	NA	xy4276984072875019	201477092
1292	1	1.5327	0.8883	1.983942409	1.283676541	2	0.08	1.295103068	2.429107723	NA	NA	NA	xy4277320472879767	201477092
1295	1	0.1521	0.1521	0.30775444	0.30775444	0	8.6899996	0.196872458	102.876663	NA	NA	NA	xy4274125372698651	201477093
1297	1	0.6363	0.6363	0.770958434	0.770958434	0	6.4899998	0.434862917	114.1893235	NA	NA	NA	xy4274944172702104	201477093
1298	1	1.116	0.4797	1.622919801	0.851961366	1	6.7600002	1.106613457	189.7358143	NA	NA	NA	xy4274294572697601	201477093
1300	1	0.3159	0.3159	0.114953626	0.114953626	0	6.5799999	4.649029302	378.5398987	NA	NA	NA	xy4275600772803815	201477099
1302	1	4.3245	0.7281	4.605287081	1.626178759	4	1.98	3.874974124	103.9930293	NA	NA	NA	xy4274860072818477	201477224
1303	1	4.3362	0.0117	4.672060094	0.066773013	5	1.98	3.874974124	103.9930293	NA	NA	NA	xy4274907372818014	201477224
1305	1	3.9456	0.6525	5.590869085	1.439925356	4	11.6400003	2.449972304	486.1140929	NA	NA	NA	xy4274528072738758	201477101
1308	1	0.6606	0.6606	0.508195948	0.508195948	0	12.3100004	0.506362095	233.718609	NA	NA	NA	xy4275248672739531	201477101
1310	1	2.6325	1.3905	3.64274778	2.075732245	2	9.5799999	1.810980475	343.9751122	NA	NA	NA	xy4275641372743117	201477101
1312	1	0.2574	0.2574	0.361108124	0.361108124	0	5.8600001	0.239450313	76.5085484	NA	NA	NA	xy4275786872744700	201477101
1316	1	0.9846	0.9846	1.205907411	1.205907411	0	3.8199999	0.639456209	81.50296178	NA	NA	NA	xy4277006372740162	201477101
1318	1	87.3864	2.727	108.2164969	4.283137071	102	1	41.88302579	172.6726905	NA	NA	NA	xy4275038272752277	201477106
1321	1	0.1053	0.1053	0.321787764	0.321787764	0	11	0.859435504	272.0846002	NA	NA	NA	xy4274625972766708	201477149
1322	1	1.2204	1.1151	1.66267754	1.340889776	1	11	0.859435504	272.0846002	NA	NA	NA	xy4275394672755976	201477106
1329	1	0.2412	0.2412	0.481810173	0.481810173	0	6.3000002	0.563754829	126.2090017	NA	NA	NA	xy4274732872653440	201477107
1330	1	1.3572	0.18	2.407031802	0.365540845	3	4.71	2.043517	179.644825	6/13/2014	2	0	xy4273185772662014	201477107
1332	1	1.071	0.8298	1.837562446	1.355752273	1	4.71	2.043517397	179.6448252	NA	NA	NA	xy4273633572659073	201477107
1333	1	1.1772	0.1062	2.041490958	0.203928511	2	4.71	2.043517397	179.6448252	NA	NA	NA	xy4273484972660448	201477107
1337	1	0.846	0.846	0.908655686	0.908655686	0	6.04	0.706724191	135.4773041	NA	NA	NA	xy4273894172652924	201477108
1344	1	3.7971	2.7801	6.901746299	5.60738967	5	6.6700001	2.693044766	292.0466686	NA	NA	NA	xy4274018372728167	201477181
1348	1	0.0099	0.0099	0.007842724	0.007842724	0	NA	NA	NA	NA	NA	NA	xy4275945972717014	201477130
1349	1	0.0918	0.0819	0.149644829	0.141802106	1	11.4099998	0.428599458	199.3040293	NA	NA	NA	xy4275851172718151	201477130
1350	1	70.0974	3.492	67.75463869	4.233188154	29	3.22	36.60906649	519.8222135	NA	NA	NA	xy4278218572959935	201477131
1358	1	6.8535	4.6647	8.737563146	5.711691589	7	0.33	4.726843199	19.14274378	NA	NA	NA	xy4278233672895632	201477146
1361	1	0.6345	0.6345	0.707923593	0.707923593	0	10.8999996	0.647521965	234.0229052	NA	NA	NA	xy4277826172967511	201477169
1364	3	6.4413	6.4413	3.917321164	3.917321164	0	4.6199999	5.964819314	301.0545826	NA	NA	NA	VT_164.02	201477196
1365	3	7.4115	0.9702	4.066792396	0.149471232	1	4.6199999	5.964819314	301.0545826	NA	NA	NA	VT_164.06	201477196
1366	1	7.4322	0.0207	4.088346423	0.021554027	2	4.6199999	5.964819314	301.0545826	NA	NA	NA	xy4278560872979537	201477196
1369	1	0.6831	0.6831	0.835230699	0.835230699	0	9.39	2.655664	408.278753	NA	2	0	xy4272808172685072	201477174
1370	1	0.7299	0.0324	0.984212487	0.064683569	2	9.39	2.655664	408.278753	NA	2	0	xy4272742272683563	201477174
1371	1	0.8046	0.0747	1.088359682	0.104147196	3	9.39	2.655664	408.278753	6/7/2016	2	0	xy4272763972682343	201477174
1372	1	0.6975	0.0144	0.919528918	0.084298219	1	9.39	2.655664	408.278753	NA	2	0	xy4272763272684259	201477174
1373	1	4.8834	2.8107	8.594220987	5.575187064	7	8.48	2.34686	346.612387	7/9/2014	2	0	xy4272683472676443	201477170
1376	1	2.052	1.746	4.482191692	3.526046725	2	8.3500004	1.837260577	301.9788346	NA	NA	NA	xy4273967372718672	201477182
1377	1	2.385	0.333	5.246489901	0.764298209	3	8.35	1.837261	301.978835	7/11/2014	2	0	xy4273334272720444	201477208
1381	1	0.0621	0.0621	0.007905622	0.007905622	0	13.7600002	0.129590077	132.1627134	NA	NA	NA	xy4275373372711779	201477182
1383	1	0.2439	0.2439	0.948239344	0.948239344	0	6.5300002	0.481455434	120.8915297	NA	NA	NA	xy4275278972709512	201477182
1385	1	0.9333	0.9333	1.448091352	1.448091352	0	1.4	1.719097616	48.97595674	NA	NA	NA	xy4276737472911984	201477193
1393	1	0.279	0.279	0.165522749	0.165522749	0	11.79	0.807935691	282.7527464	NA	NA	NA	xy4277954172941814	201477197
1394	1	0.9036	0.6246	0.938810059	0.77328731	1	11.79	0.807935691	282.7527464	NA	NA	NA	xy4277328972940777	201477197
1395	1	0.918	0.0144	1.1220499	0.183239841	2	11.79	0.807935691	282.7527464	NA	NA	NA	xy4277182072941639	201477197
1401	1	0.0153	0.0153	0.211333846	0.211333846	0	27.8999996	0.034045433	137.3530349	NA	NA	NA	xy4277023272940203	201477205
1403	1	3.1176	0.9081	3.45267582	1.12044535	2	6.3899999	2.5946596	274.6285445	NA	NA	NA	xy4276926572916992	201477206
1404	1	3.6405	0.5229	4.155021623	0.702345802	3	6.3899999	2.5946596	274.6285445	NA	NA	NA	xy4276808572925121	201477206
1406	1	1.2762	1.2762	0.884139119	0.884139119	0	0.99	1.091545337	27.59692667	NA	NA	NA	xy4276363372908382	201477217
1409	1	0.9855	0.9855	1.536012014	1.536012014	0	8.77	0.805105	209.957016	7/11/2014	2	0	xy4272993172715538	201477209
1412	1	80.9226	2.7585	76.88880257	4.337893856	34	3.75	42.11024359	649.276637	NA	NA	NA	xy4277327672951462	201477216
1419	1	0.7416	0.7416	0.616255205	0.616255205	0	NA	NA	NA	NA	NA	NA	xy4277477072959324	201477219
1420	1	1.3995	0.6579	1.114000651	0.497745446	1	15.1000004	0.798146983	359.9341285	NA	NA	NA	xy4277266872954349	201477219
1422	1	1.8702	1.026	1.985734702	1.557433371	1	2.1500001	1.537419578	71.12778984	NA	NA	NA	xy4274941772822064	201477220
1425	1	0.8442	0.8442	0.428301332	0.428301332	0	5.2600002	0.968551023	138.1184343	NA	NA	NA	xy4275545272831750	201477220
1426	1	82.863	0.5409	78.94845481	0.945651595	37	3.29	43.06449173	576.0500082	NA	NA	NA	xy4277034772947882	201477222
1428	1	493.1046	9.7272	518.7597371	11.62276378	273	1.13	238.6434933	465.755371	NA	NA	NA	xy4277123272945045	201477223
1430	1	1.7262	0.6138	0.99337362	0.791112557	1	NA	NA	NA	NA	NA	NA	xy4274527472829527	201477260
1432	1	0.1368	0.1368	0.110319567	0.110319567	0	3.4100001	0.328756715	52.16705707	NA	NA	NA	xy4274307172884867	201477317
1433	1	0.8046	0.6678	1.404644399	1.294324832	1	5.3899999	1.377252568	168.7719161	NA	NA	NA	xy4275396672887414	201477317
1436	3	0.9144	0.9144	0.59044108	0.59044108	0	3.98	0.829308942	96.70432092	NA	NA	NA	VT_243.07	201477228
1437	1	0.9207	0.0063	0.623503719	0.033062639	1	0.02	0.991513093	0.531353865	NA	NA	NA	xy4275870172879775	201477228
1440	2	3.4434	1.3491	3.739289043	1.622368423	4	6.49	2.523473	275.07345	7/11/2014	2	0	xy4272223572730202	201477339
1441	1	4.3758	0.9324	5.248981048	1.509692005	5	6.49	2.523473	275.07345	7/11/2014	2	0	xy4272706072713572	201477339
1444	2	106.6248	8.1252	136.0317433	8.540129111	119	0.68	44.507489	121.040329	7/11/2014	1	0	xy4272815972713297	201477229
1447	1	0.18	0.18	0.221940492	0.221940492	0	2.3	0.479686895	42.50219752	NA	NA	NA	xy4276916272895892	201477232
1448	1	0.4635	0.2187	0.997723439	0.429181573	2	2.3	0.479686895	42.50219752	NA	NA	NA	xy4276286972894506	201477232
1449	1	0.2448	0.0648	0.568541866	0.346601374	1	2.3	0.479686895	42.50219752	NA	NA	NA	xy4276621472895492	201477232
1454	3	1.1124	1.1124	0.202261063	0.202261063	0	0.45	0.907122721	11.43536829	NA	NA	NA	VT_243.08	201477260
1459	1	0.4788	0.4788	0.783514244	0.783514244	0	13.06	0.326564	199.12777	7/9/2014	2	0	xy4272252072680218	201477269
1460	1	0.5625	0.0837	1.227790636	0.444276392	1	13.06	0.326564	199.12777	7/9/2014	2	0	xy4272444772675984	201477269
1463	1	0.4014	0.4014	0.484828123	0.484828123	0	7.77	0.298139	113.197014	6/19/2014	2	0	xy4271902772665722	201477270
1464	2	5.076	2.8728	8.508018328	5.19233084	5	3.26	2.462407	136.49041	6/13/2014	2	0	xy4272266372666107	201477270
1465	1	5.1831	0.1071	8.810443032	0.302424705	6	3.32	2.710647	145.840848	NA	0	0	xy4272015772666686	201477270
1468	1	0.8424	0.5274	1.400209437	0.977054339	2	4.55	0.517833	87.359681	6/13/2016	2	0	xy4271333672661675	201477287
1469	1	0.8739	0.0315	1.46783616	0.067626723	3	9.24	0.641991	197.533684	6/18/2014	2	0	xy4271317872662002	201477287
1470	1	0.9324	0.0585	1.761764967	0.293928807	4	9.24	0.641991	197.533684	6/19/2014	2	0	xy4271253172665465	201477287
1472	1	0.1386	0.1386	0.318599124	0.318599124	0	7.37	0.343051	115.173267	NA	2	0	xy4271595172657385	201477287
1473	1	0.315	0.1764	0.423155098	0.104555974	1	7.37	0.343051	115.173267	4/24/2015	2	0	xy4271527872657952	201477287
1483	1	1.0107	1.0107	0.889929839	0.889929839	0	3.3599999	0.802957018	80.33227094	NA	NA	NA	xy4275137772849873	201477307
1484	1	1.2285	0.1143	1.448035382	0.32004868	2	4.2399998	3.291884049	205.2545198	NA	NA	NA	xy4274758972853836	201477307
1485	1	1.2582	0.0297	1.673322126	0.225286744	3	4.2399998	3.291884049	205.2545198	NA	NA	NA	xy4274595972855404	201477307
1486	1	1.1142	0.1035	1.127986702	0.238056863	1	4.2399998	3.291884049	205.2545198	NA	NA	NA	xy4275006272851996	201477307
1488	1	0.4779	0.4779	1.156464356	1.156464356	0	11.93	0.44497	212.329598	NA	2	0	xy4272377072712013	201477308
1492	1	0.4968	0.4968	0.542735172	0.542735172	0	10.61	0.485276	197.203315	7/10/2014	2	0	xy4272115772700225	201477309
1495	1	0.6093	0.6093	0.478614867	0.478614867	0	6.91	0.512457	131.981007	7/14/2014	2	0	xy4272440272747296	201477339
1496	1	0.6219	0.0126	0.50226021	0.023645343	1	6.91	0.512457	131.981007	7/14/2014	2	0	xy4272434672747013	201477339
1498	1	1.6992	1.0773	1.735453924	1.233193714	2	6.05	2.111909	234.583593	7/14/2014	2	0	xy4272286072742843	201477339
1499	2	2.0943	0.3951	2.11692062	0.381466696	3	6.05	2.111909	234.583593	7/14/2014	2	0	xy4272122372739181	201477339
1503	1	0.207	0.207	0.607923888	0.607923888	0	21.67	0.144795	220.009212	6/7/2016	2	0	xy4270952572675357	201477343
1507	1	0.7749	0.7749	1.180756331	1.180756331	0	11.53	0.487968	214.896585	6/7/2016	2	0	xy4271082172674891	201477343
1510	1	0.5058	0.5058	1.038727059	1.038727059	0	7.97	0.340398	124.067072	7/9/2014	2	0	xy4271190472672826	201477344
1511	1	4.8087	3.5505	6.735172539	5.061850413	4	3.8499999	3.672499449	196.8548956	NA	NA	NA	xy4273973772856665	201477376
1513	1	7.3521	2.5434	8.367226598	1.632054059	5	0.35	6.911204	24.549888	9/17/2014	0	0	xy4273121172855232	201477488
1518	1	0.3789	0.3789	0.561128581	0.561128581	0	4.7600002	0.778721615	112.0734444	NA	NA	NA	xy4274615572900423	201477386
1520	1	2.2986	1.6083	2.862735146	1.918551005	2	11.6800003	2.331360538	475.8304231	NA	NA	NA	xy4275172572914302	201477386
1521	1	2.9916	0.693	3.423422585	0.560687439	3	11.6800003	2.331360538	475.8304231	NA	NA	NA	xy4274967672920345	201477386
1523	1	0.3114	0.3114	0.383055559	0.383055559	0	5.3899999	0.206793973	65.39767732	NA	NA	NA	xy4274945072897904	201477386
1527	1	0.8028	0.8028	0.600901987	0.600901987	0	6.69	0.818063	161.444845	9/16/2014	6	0	xy4272612572780867	201477388
1529	1	0.4833	0.4833	0.535080888	0.535080888	0	5.7	0.514458	109.082359	9/16/2014	2	0	xy4273032572789122	201477387
1531	2	1.3743	0.8883	1.892311573	1.121815794	2	2.01	0.895435	50.747845	6/16/2014	2	0	xy4269953072625304	201477389
1532	2	1.4148	0.0405	2.152472607	0.260161035	3	2.01	0.895435	50.747845	6/16/2014	2	0	xy4269732272624926	201477389
1535	1	0.2565	0.2565	0.275786031	0.275786031	0	4.17	0.363503	67.080209	4/23/2015	2	0	xy4270630072628884	201477389
1536	1	0.486	0.2295	0.770495779	0.494709748	1	4.17	0.363503	67.080209	6/17/2014	2	0	xy4270344772625415	201477389
1539	1	1.2825	1.2825	1.37223687	1.37223687	0	5.75	0.88019	143.933123	6/16/2014	0	0	xy4269642972622397	201477390
1541	1	1.1232	1.1232	1.197125114	1.197125114	0	5.6399999	1.155163845	161.7355609	NA	NA	NA	xy4275900872984775	201477402
1544	1	2.6235	0.4923	3.386766612	1.498793853	4	4.36	1.618626	148.000916	7/10/2014	2	0	xy4270479472699499	201477419
1547	2	115.4376	3.4623	148.1755511	5.195627229	128	0.76	45.240403	136.389661	7/10/2014	2	0	xy4271167472701469	201477403
1552	1	0.7263	0.7263	0.817932575	0.817932575	0	9.11	0.739505	209.02269	7/11/2014	2	0	xy4271181572715483	201477419
1553	1	1.4112	0.6849	0.993720709	0.175788134	1	5.22	1.402547	164.942952	7/11/2014	2	0	xy4271146972714060	201477419
1554	1	2.1033	0.6921	1.749882	0.756161291	2	5.22	1.402547	164.942952	7/11/2014	2	0	xy4270896372705748	201477419
1555	1	2.1312	0.0279	1.887972759	0.138090759	3	5.22	1.402547	164.942952	7/10/2014	2	0	xy4270899272704363	201477419
1557	1	1.17	1.17	1.062035656	1.062035656	0	4.54	5.28107927	278.3696117	NA	NA	NA	xy4275297972981118	201477476
1559	1	7.3449	2.5983	8.131691966	3.952775017	4	3.6900001	5.001486046	220.1813524	NA	NA	NA	xy4275517172977679	201477426
1561	1	8.082	0.7371	9.058732475	0.927040509	5	4.9699998	5.303851983	305.3913273	NA	NA	NA	xy4275525972972442	201477426
1562	1	9.4752	1.3932	9.796484621	0.737752147	6	2.7	6.797498454	187.8204868	5/22/2015	NA	NA	xy4275859072965464	201477426
1563	1	10.6776	1.2024	10.5626205	0.766135881	7	2.7	6.797498454	187.8204868	NA	NA	NA	xy4275621472958497	201477426
1567	2	1.9485	1.0215	3.692678288	1.615249486	2	3.13	2.951253	143.467064	6/16/2014	2	0	xy4269068472628333	201477436
1571	1	17.415	2.5128	18.89895577	2.817426229	11	6.4499998	9.888479134	541.1642313	NA	NA	NA	xy4274497572927730	201477450
1575	1	0.2925	0.2925	0.638893187	0.638893187	0	8.96	0.663341	194.706765	4/27/2015	2	0	xy4270170872636613	201477436
1577	1	0.6345	0.6345	1.438535614	1.438535614	0	3.77	0.662315	81.861234	6/17/2014	2	0	xy4270193972635644	201477436
1581	1	0.4473	0.4473	0.521961423	0.521961423	0	8.5900002	2.568736707	367.3310149	NA	NA	NA	xy4275663273000843	201477449
1584	1	2.0061	2.0061	1.397794758	1.397794758	0	5.1999998	2.065590166	199.4022423	NA	NA	NA	xy4276170173000092	201477449
1586	1	0.2907	0.2907	0.829854005	0.829854005	0	9.8299999	0.591189084	201.6607366	NA	NA	NA	xy4274745972953642	201477450
1589	1	14.6115	0.8154	15.25167554	1.417471187	9	2.1600001	8.761260904	170.5853404	NA	NA	NA	xy4275099372950753	201477450
1591	1	3.1185	3.1185	3.271583849	3.271583849	0	6.8099999	2.373500242	279.9280248	NA	NA	NA	xy4275086872960022	201477530
1593	2	108.5355	0.5526	161.0346887	0.424453863	117	0.96	37.598284	157.05793	6/20/2014	2	0	xy4269827972664843	201477451
1596	1	0.2088	0.2088	0.817807679	0.817807679	0	18.04	0.218833	225.163154	4/28/2015	2	0	xy4270479672671478	201477451
1599	1	107.6202	10.6668	159.2816303	17.45028324	114	0.99	37.315697	161.356182	6/19/2014	0	0	xy4270075272666784	201477451
1602	1	0.2142	0.2142	0.650546156	0.650546156	0	12.37	0.26974	171.414304	4/27/2015	2	0	xy4270299172658573	201477451
1603	1	0.3627	0.1485	1.328604523	0.678058366	1	12.37	0.26974	171.414304	6/19/2014	2	0	xy4270070572665017	201477451
1605	1	0.2583	0.2583	0.745460148	0.745460148	0	7.48	0.650928	161.017353	5/11/2015	2	0	xy4272700072796871	201477454
1606	1	0.459	0.2007	1.093118119	0.34765797	1	7.48	0.650928	161.017353	9/16/2014	6	0	xy4272397772796118	201477454
1610	1	1.2726	1.2726	2.897352574	2.897352574	0	9.67	0.724779	219.651368	7/9/2014	2	0	xy4269626372665796	201477456
1611	2	1.2888	0.0162	3.039512222	0.142159648	1	9.67	0.724779	219.651368	7/9/2014	2	0	xy4269629372664056	201477456
1613	1	0.2853	0.2853	1.37836033	1.37836033	0	9.33	0.202806	112.105461	6/7/2016	2	0	xy4269493572665190	201477459
1614	1	0.2979	0.0126	1.536021425	0.157661095	1	9.33	0.202806	112.105461	4/28/2015	2	0	xy4269583272663833	201477459
1618	1	2.6055	1.0431	4.141690056	2.424078242	2	9.19	1.357299	285.665561	6/20/2014	2	0	xy4269479872662021	201477514
1620	1	0.3375	0.3375	0.38248624	0.38248624	0	6.14	0.329926	94.098149	6/17/2014	2	0	xy4270600772648850	201477460
