unique_id	score	bar_type	drain_tot	strkm_tot	upstr_bars	Slope_perc	Q2_m3_s	w_W_m2_ST	hydro_rof	struct_rof	geo_rof	ave_Value	afAve_Value	max_Dif	Observed_Date	crossing_id	featureid
482	0.938	1	108.0918	104.6772351	75	0.26	55.0933445	51.49055015	0.864045352	0.476316548	0.212956871	NA	NA	NA	NA	xy4286851372871184	201475972
403	0.968	1	102.654	98.82158925	72	0.28	52.54849993	54.15553194	0.335288553	0.179408235	0.951292309	NA	NA	NA	NA	xy4288607772865108	201475764
850	0.753	1	4.4091	7.44718648	10	1.53	4.383636601	85.46992566	0.982851639	0.321907252	0.371188887	NA	NA	NA	NA	xy4282514772862469	201476442
1292	0.672	1	1.5327	1.983942409	2	0.08	1.295103068	2.429107723	0.765912015	0.294764267	0.725942927	NA	NA	NA	NA	xy4277320472879767	201477092
862	0.632	1	2.1375	2.996335723	5	3.46	1.595950249	116.624665	0.742203278	0.124146554	0.494757464	NA	NA	NA	NA	xy4282453472862047	201476446
701	0	1	0.7227	1.423165644	1	2.8399999	1.235752205	84.23423874	0.65191495	0.749272856	0.744953532	NA	NA	NA	NA	xy4284022072856552	201476311
861	0.662	1	2.1348	2.942411038	4	7.8899999	1.589950113	265.444283	0.474548891	0.190853945	0.089857942	NA	NA	NA	NA	xy4282414672861701	201476526
1169	0.668	1	3.5496	4.271429839	3	1.89	3.826577679	98.64423273	0.848585008	0.140654537	0.666214907	NA	NA	NA	NA	xy4278884272872901	201476910
702	0	1	0.9243	1.860718292	2	2.8399999	1.235752205	84.23423874	0.429698353	0.04725576	0.263283939	NA	NA	NA	NA	xy4283645872855892	201476311
710	0.587	1	0.0261	0.019815664	0	4.5999999	0.148929481	47.36448204	0.963832675	0.630088175	0.902351549	NA	NA	NA	NA	xy4284000372854159	201476312
871	0.65	1	0.9945	1.270082747	3	2.8599999	0.858153871	70.68922682	0.336844323	0.232862991	0.886909427	NA	NA	NA	NA	xy4282333672858663	201476485
536	0.585	1	0.5634	0.412669041	0	4.79	0.750140005	110.6907435	0.887076032	0.235040685	0.360063813	NA	NA	NA	NA	xy4287454472840543	201476034
537	0.601	1	0.5832	0.478754283	1	4.79	0.750140005	110.6907435	0.975128628	0.38229141	0.332355693	NA	NA	NA	NA	xy4287395472840556	201476034
853	0.737	1	3.888	6.617040252	9	3.98	2.733720339	175.575837	0.903755234	0.358723884	0.056818367	NA	NA	NA	NA	xy4282849072856082	201476442
1437	0.667	1	0.9207	0.623503719	1	0.02	0.991513093	0.531353865	0.089398112	0.838980816	0.618018543	NA	NA	NA	NA	xy4275870172879775	201477228
698	0.696	1	2.6784	4.663962129	5	2.6600001	2.19965516	105.2600526	0.044447277	0.076727539	0.777219513	NA	NA	NA	NA	xy4283370772853999	201476378
707	0	1	1.4364	2.386778624	1	3.05	1.311103104	93.18003872	0.739916892	0.320160364	0.456379001	NA	NA	NA	NA	xy4283494772853457	201476312
852	0.621	1	3.4578	6.519306912	8	3.98	2.733720339	175.575837	0.537386044	0.275201863	0.459536532	NA	NA	NA	NA	xy4282895872855172	201476442
870	0	1	0.9513	1.09284621	2	2.8599999	0.858153871	70.68922682	0.600002638	0.253177378	0.427918866	NA	NA	NA	NA	xy4282209472857371	201476485
1288	0.641	1	0.6444	0.700265868	1	7.3499999	0.769713524	172.0507315	0.037279564	0.175134843	0.404608807	NA	NA	NA	NA	xy4276984072875019	201477092
1245	0.593	1	0.5661	0.668696895	1	7.0300002	0.568841157	141.4671078	0.232795712	0.950379703	0.77150918	NA	NA	NA	NA	xy4277674572871995	201477009
1168	0.68	1	3.1824	3.7250564	2	1.89	3.826577679	98.64423273	0.35989469	0.267130668	0.923455331	NA	NA	NA	NA	xy4278991872867218	201476910
539	0.68	1	0.0603	0.339085088	0	4.02	0.276310172	56.3805254	0.003771288	0.276562607	0.566387232	NA	NA	NA	NA	xy4287671572835977	201476034
1167	0.674	1	3.1329	3.511272176	1	0.2	2.405769643	8.276784613	0.943278786	0.933041356	0.992297807	NA	NA	NA	NA	xy4278883572865442	201476910
1287	0.623	1	0.216	0.323250633	0	NA	NA	NA	0.036317295	0.304803768	0.364663271	NA	NA	NA	NA	xy4276707272872532	201477092
869	0.66	1	0.5805	0.646053517	1	2.3299999	0.67028415	50.89674551	0.061350195	0.087388029	0.88235866	NA	NA	NA	NA	xy4281926072854055	201476485
529	0.706	1	3.5838	5.084767157	5	2.3	8.358306259	177.4155159	0.335507729	0.624616679	0.852608247	NA	NA	NA	NA	xy4285806972840533	201476034
530	0.754	1	3.4317	4.564456213	4	2.3	8.358306259	177.4155159	0.708965898	0.664372271	0.511374977	NA	NA	NA	NA	xy4286179772837961	201476034
528	0.631	1	3.3651	4.456192698	3	2.3	8.358306259	177.4155159	0.214365045	0.854092129	0.391521445	NA	NA	NA	NA	xy4286254072837162	201476034
1244	0.581	1	0.3015	0.153156279	0	6.4299998	0.258251042	87.1839686	0.868341848	0.733673461	0.48247811	NA	NA	NA	NA	xy4277485372866622	201477009
597	0.668	1	0.7164	0.956689866	0	9.0799999	0.724896472	206.2663907	0.671914161	0.903181177	0.568147302	NA	NA	NA	NA	xy4284903072841060	201476141
1163	0	1	0.2214	0.355137655	0	5.7800002	0.529619838	112.2314587	0.893272841	0.903336287	0.639267891	NA	NA	NA	NA	xy4278719472861236	201476910
545	0.837	1	7.5492	9.644112363	10	0.88	8.300937498	67.64736319	0.568587588	0.672051288	0.361599465	NA	NA	NA	NA	xy4285527972837721	201476060
762	0.639	1	0.1026	0.310355129	0	8.4300003	0.458937027	152.3732639	0.623476617	0.850493741	0.815029114	NA	NA	NA	NA	xy4282914172845112	201476379
760	0.625	1	0.0234	0.032652334	0	8.4300003	0.458937027	152.3732639	0.993088399	0.002845658	0.586855064	NA	NA	NA	NA	xy4282864472844521	201476379
868	0.668	1	0.0531	0.05043585	0	NA	NA	NA	0.297949053	0.941516106	0.574153335	NA	NA	NA	NA	xy4281595072848643	201476485
601	0.756	1	3.0636	6.008896203	6	3.6099999	2.349177226	147.6283316	0.140770826	0.967801405	0.156560385	NA	NA	NA	NA	xy4284826972836254	201476152
600	0.729	1	3.0312	5.942361045	5	3.6099999	2.349177226	147.6283316	0.438637677	0.291447367	0.431858913	NA	NA	NA	NA	xy4284785072835685	201476152
604	0.626	1	0.7074	1.425423971	1	6.3899999	1.533597114	211.1354323	0.731526134	0.824338846	0.600316972	NA	NA	NA	NA	xy4284110672835453	201476211
1071	0.641	1	0.0108	0.017577605	0	4.27	1.126824812	120.9374216	0.811891193	0.059401822	0.664712953	NA	NA	NA	NA	xy4279503372851074	201476819
633	0.556	1	0.3501	0.421313092	0	5.5900002	0.465645934	101.7757611	0.932426198	0.664750682	0.326675502	NA	NA	NA	NA	xy4283845972835729	201476211
1030	0	1	0.684	0.3979985	1	3.6099999	3.017763588	167.3225319	0.769049527	0.067145132	0.861126418	NA	NA	NA	NA	xy4281255572843236	201476700
611	0.612	1	1.1574	2.37732168	1	6.4699998	1.014735428	173.8942852	0.070394097	0.659789737	0.09790968	NA	NA	NA	NA	xy4284557272830503	201476171
562	0.736	1	6.4053	7.872036378	9	3.8199999	5.09344769	230.0244028	0.325673397	0.672945443	0.008275967	NA	NA	NA	NA	xy4285634872825507	201476060
610	0.635	1	1.134	2.25968263	0	6.4699998	1.014735428	173.8942852	0.91546905	0.727938591	0.547463315	NA	NA	NA	NA	xy4284580172829112	201476171
370	0.65	1	0.0135	0.033029055	0	3.1400001	0.493470061	58.85247049	0.689848503	0.978385658	0.253676116	NA	NA	NA	NA	xy4286352672822422	201475844
607	0.661	1	0.3591	0.518166437	0	7.75	0.449026453	138.561411	0.637619743	0.382459047	0.966612945	NA	NA	NA	NA	xy4284291272829383	201476171
1075	0.633	1	0.2727	0.542505368	1	NA	NA	NA	0.976196993	0.597895329	0.551490847	NA	NA	NA	NA	xy4279301972846118	201476819
1074	0.62	1	0.2898	0.567358321	2	4.27	1.126824812	120.9374216	0.545622055	0.716267832	0.906181012	NA	NA	NA	NA	xy4279282072845981	201476819
1029	0.651	1	2.1015	0.916602253	2	3.6099999	3.017763588	167.3225319	0.492364214	0.262659255	0.6233559	NA	NA	NA	NA	xy4280913172839093	201476700
566	0.701	1	5.8149	7.187121445	8	1.74	4.434477842	97.76313653	0.892888918	0.168582384	0.777074375	NA	NA	NA	NA	xy4285586472822744	201476060
1028	0.667	1	2.1456	1.03867097	3	3.6099999	3.017763588	167.3225319	0.841106838	0.93854543	0.648923042	NA	NA	NA	NA	xy4280836372838140	201476700
565	0.75	1	5.7015	7.054490862	7	1.74	4.434477842	97.76313653	0.743562393	0.316477883	0.789373898	NA	NA	NA	NA	xy4285513572821544	201476060
1068	0.655	1	0.9252	0.413125128	0	2.97	1.41157579	94.14845238	0.45949534	0.998523215	0.775628543	NA	NA	NA	NA	xy4279760372839873	201476768
1027	0.771	1	3.1437	1.302820595	4	3.6099999	3.017763588	167.3225319	0.535032054	0.138527419	0.251581712	NA	NA	NA	NA	xy4280691572835758	201476700
843	0.628	1	0.1755	0.211546406	0	8.1800003	0.889144058	205.7993583	0.366377375	0.566899581	0.249115158	NA	NA	NA	NA	xy4283188672826298	201476433
1025	0	1	3.3534	1.426563555	5	3.6099999	3.017763588	167.3225319	0.714160949	0.85333579	0.570836228	NA	NA	NA	NA	xy4280626172834623	201476700
564	0.77	1	5.0472	6.566768293	6	1.74	4.434477842	97.76313653	0.09741629	0.248370538	0.32103323	NA	NA	NA	NA	xy4285487972816695	201476060
1072	0.61	1	1.6299	1.358222149	3	3.5599999	3.177577612	169.3178346	0.446987909	0.008895572	0.680551615	NA	NA	NA	NA	xy4278898572838981	201476819
1486	0.555	1	1.1142	1.127986702	1	4.2399998	3.291884049	205.2545198	0.633375425	0.006785439	0.138950502	NA	NA	NA	NA	xy4275006272851996	201477307
618	0.651	1	1.2258	0.708876824	0	2.0999999	1.030548959	56.87982098	0.574971163	0.6476546	0.643937044	NA	NA	NA	NA	xy4284824472782646	201476185
1133	0.946	1	32.9787	39.68492723	44	1.61	18.41447724	184.3360208	0.393698642	0.252814172	0.960492215	NA	NA	NA	NA	xy4277916172805586	201476885
654	0.62	1	1.7064	1.473834419	3	1.63	1.434906412	52.09595725	0.808754284	0.655501361	0.835775274	NA	NA	NA	NA	xy4285727772777278	201476232
1136	0.678	1	2.1087	0.99004765	0	5.5300002	2.422122277	229.6295692	0.001933867	0.180803282	0.761556628	NA	NA	NA	NA	xy4279240372799220	201476886
1137	0.77	1	3.3759	2.926481247	1	5.5300002	2.422122277	229.6295692	0.967294346	0.312689883	0.095499298	NA	NA	NA	NA	xy4277597772804168	201476886
621	0.582	1	1.4967	1.12317382	1	3.22	2.057343285	123.2292736	0.585343353	0.513398832	0.7796067	NA	NA	NA	NA	xy4284506072780337	201476185
826	0.577	1	0.738	1.175067652	0	3.96	0.972341432	104.1859647	0.886177231	0.82154767	0.544688273	NA	NA	NA	NA	xy4282483372781400	201476426
1300	0.546	1	0.3159	0.114953626	0	6.5799999	4.649029302	378.5398987	0.010507625	0.043920385	0.052651483	NA	NA	NA	NA	xy4275600772803815	201477099
1223	0.952	1	37.9674	44.10127584	47	1.01	20.31297591	121.4542671	0.107605064	0.296869263	0.62187454	NA	NA	NA	NA	xy4276846172798074	201476974
827	0.646	1	1.404	1.602200277	1	6.0599999	1.249832046	180.7603108	0.456512671	0.906815173	0.772799149	NA	NA	NA	NA	xy4282173872778709	201476426
626	0.62	1	1.1799	0.884641849	1	7.6199999	1.423412643	242.5632516	0.134006107	0.326389232	0.874761764	NA	NA	NA	NA	xy4285284572876420	201476199
625	0.608	1	0.2682	0.394419844	0	5.7800002	0.475315356	106.3220663	0.859940175	0.432900963	0.743620848	NA	NA	NA	NA	xy4285560272872018	201476199
994	0.661	1	1.8414	2.73981542	1	2.75	1.724660226	96.35829327	0.444085558	0.081696236	0.903003645	NA	NA	NA	NA	xy4281944872883021	201476663
1358	0.828	1	6.8535	8.737563146	7	0.33	4.726843199	19.14274378	0.11332182	0.102843784	0.152807754	NA	NA	NA	NA	xy4278233672895632	201477146
1143	0	1	1.6497	1.937580265	0	9.4499998	1.306283326	288.1742176	0.795473818	0.362875214	0.748132969	NA	NA	NA	NA	xy4279327272890397	201476892
428	0.642	1	2.1285	1.482405887	1	3.3599999	1.716807064	117.4639608	0.408932656	0.486148364	0.754898729	NA	NA	NA	NA	xy4287569772862147	201475878
481	0.943	1	20.3751	28.64063678	30	0.53	12.85646777	50.70389356	0.404018619	0.804102354	0.879516284	NA	NA	NA	NA	xy4286585772864441	201476002
1215	0.741	1	11.3427	14.3532881	18	7.4099998	7.210280189	530.883101	0.718383162	0.160878369	0.829532739	NA	NA	NA	NA	xy4279023372888962	201476941
1447	0.641	1	0.18	0.221940492	0	2.3	0.479686895	42.50219752	0.635283917	0.552885839	0.249691775	NA	NA	NA	NA	xy4276916272895892	201477232
427	0.665	1	2.0403	1.2442006	0	3.3599999	1.716807064	117.4639608	0.667271533	0.832059748	0.479497233	NA	NA	NA	NA	xy4287512872859449	201475878
1449	0.644	1	0.2448	0.568541866	1	2.3	0.479686895	42.50219752	0.37227372	0.710393802	0.752282161	NA	NA	NA	NA	xy4276621472895492	201477232
1448	0.669	1	0.4635	0.997723439	2	2.3	0.479686895	42.50219752	0.893500911	0.514105695	0.98436923	NA	NA	NA	NA	xy4276286972894506	201477232
1214	0.759	1	11.2176	13.99787067	17	7.4099998	7.210280189	530.883101	0.558197677	0.274934647	0.001665043	NA	NA	NA	NA	xy4278938972884996	201476941
814	0	1	0.9828	1.399022004	0	3.8900001	0.75931533	90.44099432	0.517862757	0.581677336	0.603280876	NA	NA	NA	NA	xy4283574872869096	201476408
1213	0.763	1	10.8432	13.63758304	16	7.4099998	7.210280189	530.883101	0.853232593	0.85927378	0.150533727	NA	NA	NA	NA	xy4279200872882789	201476941
990	0	1	0.4833	0.472026085	0	5.46	0.479040629	100.8285337	0.862228627	0.31526725	0.207590911	NA	NA	NA	NA	xy4281438772874377	201476663
478	0.914	1	19.0881	27.8784943	29	1.7	12.20729692	158.4759336	0.324816966	0.284504975	0.483501596	NA	NA	NA	NA	xy4286534172856625	201476002
1161	0.56	1	0.441	0.626437066	0	0.45	0.432445801	7.895560687	0.801816148	0.759691536	0.373343034	NA	NA	NA	NA	xy4279651572880085	201476909
1212	0.804	1	10.5651	13.21411187	15	2.6400001	6.558584462	180.390488	0.247553833	0.220449623	0.739108223	NA	NA	NA	NA	xy4278911872880575	201476941
704	0.619	1	0.2304	0.399586375	0	3.47	0.524766332	67.0682681	0.278917004	0.391485716	0.909323747	NA	NA	NA	NA	xy4284526072859689	201476311
498	0.919	1	1.3131	1.318428146	1	0.52	11.90491782	47.87085231	0.383180881	0.198192065	0.242671459	NA	NA	NA	NA	xy4286123172853196	201476008
497	0.529	1	0.6876	0.575432289	0	6.0500002	1.038372921	164.488938	0.151521296	0.358384665	0.863996075	NA	NA	NA	NA	xy4285502772854471	201476086
1158	0.717	1	1.9269	2.07346169	1	1.36	1.394405519	42.84874345	0.73709514	0.922304566	0.063635661	NA	NA	NA	NA	xy4278877072876759	201476909
1156	0.732	1	0.2295	0.747065582	1	1.71	1.009627279	45.84387181	0.064831137	0.846678594	0.217791922	NA	NA	NA	NA	xy4278875872876594	201476909
1155	0.673	1	0.2043	0.634955774	0	0.84	0.465007824	15.28319076	0.185649405	0.107460189	0.061389156	NA	NA	NA	NA	xy4278952672875802	201476909
487	0.654	1	0.6471	0.266254066	0	6.46	0.952954945	168.2570754	0.559035275	0.628680391	0.065945096	NA	NA	NA	NA	xy4286864972848345	201475973
525	0.916	1	16.4376	24.72386514	25	0.72	11.03691697	63.82062203	0.333963837	0.643692565	0.663480049	NA	NA	NA	NA	xy4286048572851007	201476033
1165	0.802	1	5.8599	7.761779559	8	0.35	4.035403705	18.75927986	0.155176661	0.039606941	0.955299409	NA	NA	NA	NA	xy4278645672875874	201476942
1571	0.68	1	17.415	18.89895577	11	6.4499998	9.888479134	541.1642313	0.396818823	0.182616678	0.41365025	NA	NA	NA	NA	xy4274497572927730	201477450
1521	0.762	1	2.9916	3.423422585	3	11.6800003	2.331360538	475.8304231	0.63145448	0.348431113	0.356419999	NA	NA	NA	NA	xy4274967672920345	201477386
1520	0.615	1	2.2986	2.862735146	2	11.6800003	2.331360538	475.8304231	0.565877647	0.406394396	0.190921373	NA	NA	NA	NA	xy4275172572914302	201477386
1518	0.609	1	0.3789	0.561128581	0	4.7600002	0.778721615	112.0734444	0.410069272	0.603312597	0.628362115	NA	NA	NA	NA	xy4274615572900423	201477386
1523	0.638	1	0.3114	0.383055559	0	5.3899999	0.206793973	65.39767732	0.064804255	0.488885081	0.601002043	NA	NA	NA	NA	xy4274945072897904	201477386
1433	0.588	1	0.8046	1.404644399	1	5.3899999	1.377252568	168.7719161	0.905588057	0.248575511	0.550734361	NA	NA	NA	NA	xy4275396672887414	201477317
1432	0.649	1	0.1368	0.110319567	0	3.4100001	0.328756715	52.16705707	0.338801105	0.65245481	0.115106101	NA	NA	NA	NA	xy4274307172884867	201477317
1485	0.565	1	1.2582	1.673322126	3	4.2399998	3.291884049	205.2545198	0.383066714	0.979721078	0.696253535	NA	NA	NA	NA	xy4274595972855404	201477307
1511	0.738	1	4.8087	6.735172539	4	3.8499999	3.672499449	196.8548956	0.754358136	0.088307641	0.455312799	NA	NA	NA	NA	xy4273973772856665	201477376
1484	0.606	1	1.2285	1.448035382	2	4.2399998	3.291884049	205.2545198	0.13474689	0.298419316	0.371300281	NA	NA	NA	NA	xy4274758972853836	201477307
1430	0.62	1	1.7262	0.99337362	1	NA	NA	NA	0.561095245	0.838497908	0.751242935	NA	NA	NA	NA	xy4274527472829527	201477260
21	0.638	1	1.971	2.1403755	0	7.02	2.347151144	286.9539918	0.452371362	0.519904542	0.102634051	NA	NA	NA	NA	xy4306254572994161	201473815
22	0.671	1	2.0484	2.675806499	1	NA	NA	NA	0.499096215	0.642900648	0.619910646	NA	NA	NA	NA	xy4306160972988036	201474006
36	0.685	1	0.009	0.061811263	0	NA	NA	NA	0.82866004	0.854274292	0.38156818	NA	NA	NA	NA	xy4305778172988858	201474006
39	0.761	1	2.637	4.746584881	0	2.73	5.034916194	163.4419008	0.070478652	0.543527355	0.228411485	NA	NA	NA	NA	xy4306162872987546	201474006
30	0.715	1	11.4516	9.562299558	3	1.78	9.811031154	148.758556	0.116633979	0.739847881	0.820363526	NA	NA	NA	NA	xy4306112972968401	201473895
1	0.617	1	1.4112	1.296089948	0	0	1.162766256	0	0.354524702	0.977461983	0.58718338	NA	NA	NA	NA	xy4309151272955658	201473434
4	0.548	1	1.4571	0.654412441	0	4.4400001	2.257726439	178.0013378	0.445571524	0.51712833	0.004844479	NA	NA	NA	NA	xy4308447672955756	201473435
25	0.651	1	0.9765	0.714369591	0	3.3	1.538777078	109.221068	0.628885518	0.625911007	0.259126668	NA	NA	NA	NA	xy4305996972952352	201473846
28	0.647	1	0.5796	0.730858786	0	1.76	1.150432148	50.36719918	0.066086385	0.561161745	0.994132699	NA	NA	NA	NA	xy4305756672939357	201473847
1045	0.933	1	37.0953	32.04485801	9	1.74	24.55967054	230.0727324	0.096938182	0.127185589	0.787739603	NA	NA	NA	NA	xy4282602073002409	201476743
1046	0	1	37.1565	32.1888633	10	1.74	24.55967054	230.0727324	0.325082446	0.282170905	0.683926581	NA	NA	NA	NA	xy4282634073000727	201476743
1040	0.681	1	1.2132	0.259504287	0	5.1100001	0.994505342	135.9656186	0.343584994	0.077313203	0.056152873	NA	NA	NA	NA	xy4282693172997806	201476733
1015	0.6	1	0.6093	0.921007649	0	9.9099998	3.665938326	506.2567844	0.006425981	0.94319189	0.773678149	NA	NA	NA	NA	xy4284362272992132	201476686
1016	0.667	1	4.2237	2.741729211	0	3.1199999	3.66564315	159.3801758	0.518992952	0.239377528	0.958798967	NA	NA	NA	NA	xy4284562572990367	201476686
421	0.63	1	0.4212	0.342288535	0	NA	NA	NA	0.824111374	0.056656783	0.156977323	NA	NA	NA	NA	xy4289483372970858	201475851
493	0.585	1	1.9404	2.998268246	0	6.9299998	3.101457131	325.6272537	0.322866542	0.843695678	0.784341699	NA	NA	NA	NA	xy4288370272972946	201476090
1011	0.854	1	6.6267	5.219929578	2	2.8099999	5.766005518	180.0314872	0.371729963	0.407316261	0.714967735	NA	NA	NA	NA	xy4283361972989801	201476686
1043	0.518	1	1.1682	1.089112954	0	8.2200003	1.636926476	280.6021857	0.327358123	0.218300449	0.626488126	NA	NA	NA	NA	xy4281910172992191	201476852
1013	0.848	1	6.8832	5.793192944	4	2.8099999	5.766005518	180.0314872	0.823581044	0.931491414	0.451698148	NA	NA	NA	NA	xy4282893572988127	201476686
1012	0.823	1	6.8373	5.68908551	3	2.8099999	5.766005518	180.0314872	0.159472075	0.271814065	0.491146125	NA	NA	NA	NA	xy4282979072987643	201476686
500	0.687	1	1.7064	2.577367104	0	6.77	1.488422425	220.3719939	0.296198783	0.831802042	0.470079947	NA	NA	NA	NA	xy4287109872905526	201476011
503	0.693	1	2.1087	2.703403006	1	21.5300007	1.504914074	704.7004143	0.129100676	0.346860315	0.290517529	NA	NA	NA	NA	xy4287050372904236	201476011
409	0.672	1	2.2149	2.028433897	0	3.99	2.750857088	176.5678149	0.267964057	0.110160103	0.406593936	NA	NA	NA	NA	xy4289485772895926	201475825
501	0.693	1	2.1087	2.72234665	2	21.5300007	1.504914074	704.7004143	0.334720708	0.389470321	0.89193387	NA	NA	NA	NA	xy4287041072904040	201476011
507	0.703	1	0.126	0.27589466	0	10.1199999	0.765133955	236.1858507	0.015575361	0.325722907	0.63362346	NA	NA	NA	NA	xy4287177272901501	201476012
412	0.706	1	3.3219	2.543106074	1	3.99	2.750857088	176.5678149	0.038916428	0.217106968	0.357522858	NA	NA	NA	NA	xy4289062372894651	201475825
410	0.676	1	3.5505	2.843631527	2	3.99	2.750857088	176.5678149	0.567301671	0.271871482	0.185640408	NA	NA	NA	NA	xy4288806772894473	201475825
415	0.611	1	3.2553	4.703719208	4	5.5900002	5.024618184	334.3243307	0.477738698	0.14556017	0.186199537	NA	NA	NA	NA	xy4288527872894761	201475828
457	0.805	1	8.2467	8.477351234	8	1.8200001	6.357685646	122.4406304	0.097736919	0.435144141	0.732640688	NA	NA	NA	NA	xy4288157672891195	201475959
915	0.63	1	2.475	1.980802684	0	12.9700003	2.007388277	490.2982104	0.348963109	0.907386334	0.611776645	NA	NA	NA	NA	xy4282338072910629	201476593
1079	0.579	1	1.0359	0.422142256	0	15.8400002	0.94474475	410.7873453	0.541883869	0.432441603	0.13470953	NA	NA	NA	NA	xy4281039372914011	201476778
1404	0.633	1	3.6405	4.155021623	3	6.3899999	2.5946596	274.6285445	0.483163016	0.594967943	0.218537373	NA	NA	NA	NA	xy4276808572925121	201477206
1209	1	1	475.2225	498.7760349	260	NA	NA	NA	0.073120232	0.904574002	0.831652086	NA	NA	NA	NA	xy4279307572914787	201476938
400	0	1	1.8378	1.216842042	0	7.8099999	2.580075391	334.712445	0.288002525	0.490667493	0.503714865	NA	NA	NA	NA	xy4292159873052370	201475751
462	0.678	1	3.3453	0.571398347	1	4.23	3.470854991	210.2631835	0.638870713	0.055172515	0.596770718	NA	NA	NA	NA	xy4288988473037091	201476132
464	0.724	1	4.7025	1.648726083	3	2.6199999	5.299006288	160.9174423	0.437943558	0.750720595	0.129621471	NA	NA	NA	NA	xy4289078773027551	201476132
944	0.705	1	5.2209	4.43274822	1	1.91	4.997128173	113.9195434	0.542582425	0.337647024	0.351177849	NA	NA	NA	NA	xy4283823573041000	201476744
467	0	1	5.5926	2.652050861	4	1.25	5.210904392	76.13269382	0.532650787	0.948643653	0.775312434	NA	NA	NA	NA	xy4289578573020544	201476132
917	0.746	1	5.9283	3.417987594	0	4.21	5.271522353	257.902028	0.761819737	0.206475777	0.813289833	NA	NA	NA	NA	xy4284463573037751	201476661
573	0.62	1	1.3545	1.196205097	0	0.08	2.107452108	3.098656715	0.468987655	0.303257131	0.199223676	NA	NA	NA	NA	xy4288938873020833	201476089
466	0.766	1	6.3486	3.053530984	5	0.89	5.749225054	56.93761686	0.613746398	0.399374816	0.198763453	NA	NA	NA	NA	xy4289694973016546	201476132
465	0.77	1	6.3567	3.092924787	6	0.89	5.749225054	56.93761686	0.819276647	0.719271678	0.821768319	NA	NA	NA	NA	xy4289703273016074	201476132
918	0.814	1	14.4	9.386612562	1	1.4	11.41533038	126.2050991	0.474207681	0.597485674	0.199255635	NA	NA	NA	NA	xy4284128673031121	201476625
767	0	1	0.5643	0.38156104	0	4.77	1.07320192	131.8450196	0.732776076	0.209356577	0.617393853	NA	NA	NA	NA	xy4287179673020355	201476384
576	0.729	1	3.7413	3.222356182	1	3.05	3.812504161	158.8947789	0.931097313	0.949294772	0.456529098	NA	NA	NA	NA	xy4288951173008868	201476205
575	0.748	1	3.6342	3.109826972	0	6.7800002	3.674775124	346.7765507	0.709611281	0.493711056	0.027824882	NA	NA	NA	NA	xy4288852973009100	201476205
949	0.602	1	1.962	1.926935471	0	4.5500002	1.914779244	167.9868946	0.516411657	0.449085947	0.259745878	NA	NA	NA	NA	xy4283800073024182	201476753
950	0.931	1	23.0292	17.93780458	5	1.9400001	23.52855317	251.075297	0.115588008	0.624321293	0.516065935	NA	NA	NA	NA	xy4283752373020381	201476636
1037	0.904	1	33.7446	28.25311437	7	2.1900001	23.01946845	280.3473163	0.755329069	0.049092425	0.729972225	NA	NA	NA	NA	xy4283510573015756	201476732
1008	0.701	1	2.6784	3.687991942	0	3.3199999	5.766354199	212.7126725	0.273335226	0.188883012	0.653562152	NA	NA	NA	NA	xy4282986672986620	201476687
1009	0.71	1	2.7279	3.902789815	1	3.3199999	5.766354199	212.7126725	0.503346882	0.498336491	0.419874052	NA	NA	NA	NA	xy4282800572987030	201476687
616	0.584	1	0.5445	0.284601827	0	15.8400002	0.904989567	402.0514187	0.450077656	0.866794821	0.122597136	NA	NA	NA	NA	xy4287126072970793	201476177
423	0.58	1	1.8891	1.753120568	1	NA	NA	NA	0.995985644	0.799723239	0.869626151	NA	NA	NA	NA	xy4289482772956221	201475851
422	0.646	1	1.9143	1.84658398	2	NA	NA	NA	0.062892953	0.085711534	0.880417752	NA	NA	NA	NA	xy4289487772955080	201475851
491	0.719	1	4.1976	3.177052629	1	4.2199998	6.657503787	290.5178168	0.392562609	0.652188112	0.413249243	NA	NA	NA	NA	xy4287862272956428	201476151
1235	0.688	1	1.4193	1.254407644	0	11.5	1.390676391	361.8391151	0.951076291	0.538869058	0.836101648	NA	NA	NA	NA	xy4279740372983256	201477003
494	0.616	1	3.4812	4.963004135	1	NA	NA	NA	0.36486737	0.988726095	0.503614107	NA	NA	NA	NA	xy4288188272954118	201476090
1087	0.753	1	4.6827	4.056071536	0	5.1900001	5.051474049	311.2297165	0.114430718	0.805791982	0.280829913	NA	NA	NA	NA	xy4281488872973167	201476805
469	0.803	1	8.0109	9.033853297	4	17.3199997	6.698679633	1196.043886	0.998656407	0.583633661	0.175513083	NA	NA	NA	NA	xy4288185772948661	201475983
471	1	1	245.0637	247.4045061	73	1.15	137.4384936	359.7134327	0.189823547	0.689299978	0.394390718	NA	NA	NA	NA	xy4288114372948145	201476069
1216	0.861	1	62.2818	57.73784967	24	1.4400001	32.79452854	220.0228757	0.749927044	0.664281405	0.531184538	NA	NA	NA	NA	xy4280300372974549	201476954
1129	0.66	1	2.0844	2.363302117	2	7.21	1.783093671	256.8780392	0.862631997	0.928582613	0.285051187	NA	NA	NA	NA	xy4280783872972665	201476880
1366	0.834	1	7.4322	4.088346423	2	4.6199999	5.964819314	301.0545826	0.129647903	0.316890328	0.782452675	NA	NA	NA	NA	xy4278560872979537	201477196
