unique_id	cross_prior	eco_dis	trans_vuln	max_rof	int_del	impass	deltaln	effectln	effectln14	effectln16	effectln18	effectln20	effectln22	anad_rest	struct_rof	geo_rof	hydCurAll	hydCurStat	hydCurPhys	hydMCAll	hydMCPhys	ave_del	aff_del	max_del	crossing_id	featureid
1167	0.629881429	0.581547696	0.581547696	NA	NA	0.326	0.622793878	0.581547696	0	0.545454545	0.634587896	0.634587896	0.634587896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4278883572865442	201476910
1168	0.643262905	0.593902349	0.593902349	NA	NA	0.32	0.630811546	0.593902349	0	0.545454545	0.648203192	0.648203192	0.648203192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4278991872867218	201476910
1169	0.677074293	0.625119232	0.625119232	NA	NA	0.332	0.646560439	0.625119232	0	0.545454545	0.682245058	0.682245058	0.682245058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4278884272872901	201476910
1173	0.48716302	0.449780735	0.449780735	NA	NA	0.083	0.501745941	0.449780735	0.111111111	0.363636364	0.480646382	0.490549726	0.490549726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4276656372764834	201476985
1175	NA	NA	NA	NA	NA	0.345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4276879472750086	201476917
1178	NA	NA	NA	NA	NA	0.308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4276910872748728	201476917
1184	0.492323746	0.454545455	0.454545455	NA	NA	0.456	0.481864816	0.44300771	0	0.454545455	0.483611664	0.483611664	0.483611664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4277333872744361	201476917
1185	0.787717994	0.727272727	0.727272727	NA	NA	0.422	0.708163795	0.675803852	0	0.727272727	0.737448971	0.737560359	0.737560359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4277291372746627	201476917
1187	NA	NA	NA	NA	NA	0.387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4277509272749021	201476917
1190	0.886182743	0.818181818	0.818181818	NA	NA	0.437	0.780469575	0.751323771	0	0.818181818	0.819516633	0.819661777	0.819661777	0.351199562	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4277786072751625	201476917
1192	NA	NA	NA	NA	NA	0.393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4277893972744126	201476917
1193	NA	NA	NA	NA	NA	0.365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4277727072750856	201476917
1208	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.545137966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	VT_243.01	201476938
1209	0	0	0	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4279307572914787	201476938
1211	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.383073055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	VT_243.03	201476941
1212	NA	NA	NA	NA	NA	0.196	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4278911872880575	201476941
1213	0.575040572	0.530915033	0.530915033	NA	NA	0.237	0.647949431	0.530915033	0	0	0.564882872	0.564882872	0.564882872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4279200872882789	201476941
1214	0.565579329	0.522179795	0.522179795	NA	NA	0.241	0.668149798	0.522179795	0	0	0.54900509	0.54900509	0.54900509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4278938972884996	201476941
1215	0.672964165	0.621324493	0.621324493	NA	NA	0.259	0.757441897	0.621324493	0	0	0.645698323	0.645698323	0.645698323	0.132240566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4279023372888962	201476941
1216	0.734755666	0.678374445	0.678374445	NA	NA	0.139	0.702529565	0.678374445	0	0.545454545	0.722193042	0.739706264	0.739706264	0.113627358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4280300372974549	201476954
1219	0.606819032	0.560254984	0.560254984	NA	NA	0.153	0.636335043	0.560254984	0	0	0.611723791	0.61176659	0.61176659	0.201672655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4276536372794020	201477070
1221	0.292495477	0.270050938	0.270050938	NA	NA	0.042	0.356580434	0.270050938	0	0.090909091	0.296892225	0.298351451	0.298351451	0.066445405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4276415872790172	201477004
1223	0.369026347	0.340709238	0.340709238	NA	NA	0.048	0.423507052	0.340709238	0	0	0.372506592	0.372506592	0.372506592	0.080540611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4276846172798074	201476974
1224	0.596751921	0.550960369	0.550960369	NA	NA	0.08	0.596792623	0.550960369	0.333333333	0.545454545	0.593093653	0.600706485	0.600706485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4276621772764701	201476985
1227	0.570560254	0.526778511	0.526778511	NA	NA	0.428	0.577353413	0.526778511	0	0	0.55604093	0.55604093	0.55604093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4279456272938005	201476991
1235	0.647237013	0.597571505	0.597571505	NA	NA	0.312	0.627316441	0.597571505	0	0	0.653562313	0.653562313	0.653562313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4279740372983256	201477003
1237	0.777079621	0.717450686	0.717450686	NA	NA	0.4	0.742812244	0.717450686	0.222222222	0.636363636	0.775779066	0.782563747	0.782563747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4279444572965853	201476996
1239	0.787717994	0.727272727	0.727272727	NA	NA	0.281	0.700289049	0.67977572	0	0.727272727	0.743096231	0.743096231	0.743096231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4277966072784672	201477005
1240	0.721868841	0.666476486	0.666476486	NA	NA	0.318	0.71864714	0.666476486	0	0.636363636	0.7266214	0.7275373	0.7275373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4276148372782218	201477005
1241	0.689253245	0.636363636	0.636363636	NA	NA	0.337	0.6722458	0.618297616	0	0.636363636	0.675002382	0.675142601	0.675142601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4276336872784568	201477005
1242	0.700957257	0.647169545	0.647169545	NA	NA	0.324	0.695161837	0.647169545	0	0.636363636	0.706751587	0.706821249	0.706821249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4276395872784831	201477005
1244	0.266709472	0.246243613	0.246243613	NA	NA	0.419	0.350277157	0.246243613	0	0	0.268723169	0.268723169	0.268723169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4277485372866622	201477009
1245	0.653981847	0.603798777	0.603798777	NA	NA	0.407	0.629808521	0.603798777	0	0	0.656933388	0.656933388	0.656933388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4277674572871995	201477009
1247	0.787717994	0.727272727	0.727272727	NA	NA	0.309	0.71926979	0.686335418	0	0.727272727	0.749125199	0.749125199	0.749125199	0.179748122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4277311072841208	201477013
1250	0.672203517	0.620622213	0.620622213	NA	NA	0.193	0.63399194	0.620622213	0	0	0.667281027	0.67665958	0.67665958	0.241388003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4274083272673890	201477014
1255	NA	NA	NA	NA	NA	0.422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4275307472668695	201477015
1256	NA	NA	NA	NA	NA	0.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4275142872665837	201477015
1263	0.642204612	0.592925264	0.592925264	NA	NA	0.134	0.65035175	0.592925264	0	0	0.634223828	0.647089409	0.647089409	0.101986691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4276041272765947	201477034
1264	0.625704179	0.577690986	0.577690986	NA	NA	0.116	0.633784197	0.577690986	0	0	0.618784432	0.630368971	0.630368971	0.059981562	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4275837872761452	201477034
1268	0.640198977	0.591073531	0.591073531	NA	NA	0.087	0.625968827	0.591073531	0	0.454545455	0.612146596	0.641912232	0.641912232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4279391772965444	201477037
1273	0.689253245	0.636363636	0.636363636	NA	NA	0.372	0.620703488	0.603111847	0	0.636363636	0.657861914	0.659499323	0.659499323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4280440972957701	201477038
1276	NA	NA	NA	NA	NA	0.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4274528872801327	201477173
1277	0.811530483	0.749257973	0.749257973	NA	NA	0.362	0.787362068	0.749257973	0	0	0.817180904	0.817180904	0.817180904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4275634772790244	201477173
1284	0.755541364	0.69756516	0.69756516	NA	NA	0.447	0.73729972	0.69756516	0	0.636363636	0.761223694	0.761223694	0.761223694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4276312872818618	201477081
1287	NA	NA	NA	NA	NA	0.377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4276707272872532	201477092
1288	0.590788496	0.545454545	0.545454545	NA	NA	0.359	0.564826362	0.518147023	0	0.545454545	0.563261937	0.563261937	0.563261937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4276984072875019	201477092
1292	0.675273845	0.623456941	0.623456941	NA	NA	0.328	0.653953245	0.623456941	0	0.545454545	0.679429038	0.679429038	0.679429038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4277320472879767	201477092
1295	NA	NA	NA	NA	NA	0.402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4274125372698651	201477093
1297	0.590788496	0.545454545	0.545454545	NA	NA	0.38	0.571449398	0.539056747	0	0.545454545	0.578276378	0.588418703	0.588418703	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4274944172702104	201477093
1298	0.725911048	0.670208516	0.670208516	NA	NA	0.357	0.70291658	0.670208516	0	0.636363636	0.705017564	0.731229643	0.731229643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4274294572697601	201477093
1300	0.462809496	0.42729597	0.42729597	NA	NA	0.454	0.503701278	0.42729597	0	0	0.466113485	0.466113485	0.466113485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4275600772803815	201477099
1302	0.68976411	0.6368353	0.6368353	NA	NA	0.306	0.697103036	0.6368353	0.666666667	0.636363636	0.694701801	0.694701801	0.694701801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4274860072818477	201477224
1303	0.697555235	0.644028576	0.644028576	NA	NA	0.294	0.705395236	0.644028576	0.666666667	0.636363636	0.702585401	0.702585401	0.702585401	0.180019898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4274907372818014	201477224
1305	0.787717994	0.727272727	0.727272727	NA	NA	0.294	0.746936677	0.716100136	0	0.727272727	0.779822225	0.781455426	0.781455426	0.300739407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4274528072738758	201477101
1308	0.886182743	0.818181818	0.818181818	NA	NA	0.409	0.769509251	0.752583787	0	0.818181818	0.821989179	0.821990343	0.821990343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4275248672739531	201477101
1310	0.886182743	0.818181818	0.818181818	NA	NA	0.336	0.782970571	0.759016425	0	0.818181818	0.828383825	0.828383825	0.828383825	0.318752278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4275641372743117	201477101
1312	NA	NA	NA	NA	NA	0.436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4275786872744700	201477101
1316	0.787717994	0.727272727	0.727272727	NA	NA	0.304	0.681020357	0.664409867	0	0.727272727	0.725262817	0.725262817	0.725262817	0.208013609	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4277006372740162	201477101
1318	0.485163876	0.447934994	0.447934994	NA	NA	0.091	0.499730524	0.447934994	0	0	0.470827027	0.488349471	0.488349471	0.099215476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4275038272752277	201477106
1321	NA	NA	NA	NA	NA	0.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4274625972766708	201477149
1322	0.400970966	0.370202598	0.370202598	NA	NA	0.067	0.426715323	0.370202598	0	0	0.386232827	0.404996916	0.404996916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4275394672755976	201477106
1329	NA	NA	NA	NA	NA	0.436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4274732872653440	201477107
1330	0.599683589	0.738222769	0	0.994	0	0.546	0.7403317	0.738222769	0	0	0.754228148	0.765404475	0.765404475	NA	0	0.875	0.994	0.995	0.989	0.995117395	0.993	0	0	0	xy4273185772662014	201477107
1332	0.684290666	0.631781859	0.631781859	NA	NA	0.467	0.652843809	0.631781859	0	0	0.688081067	0.689778021	0.689778021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4273633572659073	201477107
1333	0.719014102	0.663840804	0.663840804	NA	NA	0.411	0.686007465	0.663840804	0	0	0.721846703	0.724833832	0.724833832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4273484972660448	201477107
1337	0.755494068	0.697521493	0.697521493	NA	NA	0.431	0.738009546	0.697521493	0	0	0.754146846	0.760999577	0.760999577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4273894172652924	201477108
1344	0.747813626	0.690430407	0.690430407	NA	NA	0.297	0.72196113	0.690430407	0	0	0.750997023	0.752948448	0.752948448	0.34870506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4274018372728167	201477181
1348	NA	NA	NA	NA	NA	0.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4275945972717014	201477130
1349	NA	NA	NA	NA	NA	0.366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4275851172718151	201477130
1350	0.715635995	0.660721915	0.660721915	NA	NA	0.128	0.707245792	0.660721915	0	0	0	0.700901251	0.700901251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4278218572959935	201477131
1358	0.644551721	0.595092268	0.595092268	NA	NA	0.172	0.63589625	0.595092268	0	0.454545455	0.587493849	0.587493849	0.587493849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4278233672895632	201477146
1361	0.689253245	0.636363636	0.636363636	NA	NA	0.451	0.665699748	0.619079021	0	0.636363636	0.671316307	0.675903597	0.675903597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4277826172967511	201477169
1364	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.606970804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	VT_164.02	201477196
1365	NA	NA	NA	NA	NA	0.4	NA	NA	NA	NA	NA	NA	NA	0.443763159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	VT_164.06	201477196
1366	0.393858997	0.363636364	0.363636364	NA	NA	0.166	0.417280199	0.356425328	0.444444444	0.363636364	0.390919865	0.390919865	0.390919865	0.173224588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4278560872979537	201477196
1369	0.333138496	0.410100305	0	NA	0	0.315	0.49091585	0.410100305	0	0.363636364	0.423805954	0.423805954	0.423805954	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	xy4272808172685072	201477174
1370	0.496667213	0.611407502	0	NA	0	0.4	0.674533917	0.611407502	0	0.545454545	0.625046919	0.632923087	0.632923087	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	xy4272742272683563	201477174
1371	0.393428179	0.484318139	0	0.8	0	0.921052844	0.552534862	0.484318139	0	0.363636364	0.490696213	0.500814004	0.500814004	NA	0.8	0.666666667	0	0	0	0.001759945	0.001	0	0	0	xy4272763972682343	201477174
1372	0.394719766	0.485908109	0	NA	0	0.389	0.560843429	0.485908109	0	0.454545455	0.502097643	0.502546236	0.502546236	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	xy4272763272684259	201477174
1373	0.648765031	0.798643029	0	0.854	0	0.921	0.813249434	0.798643029	0.444444444	0.454545455	0.815086664	0.826270871	0.826270871	0.497170329	0	0.416666667	0.854	0.936	0.534	0.942283062	0.826	0	0	0	xy4272683472676443	201477170
1376	0.688842904	0.635984783	0.635984783	NA	NA	0.362	0.703829482	0.635984783	0	0	0.692836602	0.692836602	0.692836602	0.197345119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4273967372718672	201477182
1377	0.596229996	0.733971326	0	0.955	0	1	0.770279948	0.733971326	0	0	0.75505227	0.75956757	0.75956757	0.413321906	0.2	0.583333333	0.955	0.984	0.302	0.982449901	0.804	0	0	0	xy4273334272720444	201477208
1381	NA	NA	NA	NA	NA	0.313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4275373372711779	201477182
1383	NA	NA	NA	NA	NA	0.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4275278972709512	201477182
1385	0.689253245	0.636363636	0.636363636	NA	NA	0.331	0.676556086	0.625862141	0.777777778	0.636363636	0.683861963	0.683861963	0.683861963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4276737472911984	201477193
1393	NA	NA	NA	NA	NA	0.333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4277954172941814	201477197
1394	0.598193648	0.552291466	0.552291466	NA	NA	0.353	0.660876554	0.552291466	0	0.454545455	0.54643423	0.549002852	0.549002852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4277328972940777	201477197
1395	0.621962106	0.57423606	0.57423606	NA	NA	0.377	0.682225253	0.57423606	0	0.363636364	0.553320539	0.559845555	0.559845555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4277182072941639	201477197
1401	NA	NA	NA	NA	NA	0.324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4277023272940203	201477205
1403	0.576109177	0.531901639	0.531901639	NA	NA	0.267	0.605957099	0.531901639	0	0	0.579292652	0.579292652	0.579292652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4276926572916992	201477206
1404	0.658514973	0.607984055	0.607984055	NA	NA	0.367	0.702048768	0.607984055	0	0	0.606112884	0.606301633	0.606301633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4276808572925121	201477206
1406	0.590788496	0.545454545	0.545454545	NA	NA	0.228	0.593356297	0.514314691	0.666666667	0.545454545	0.561780415	0.561780415	0.561780415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4276363372908382	201477217
1409	0.45735361	0.563011653	0	0.75	0	0.354	0.606496092	0.563011653	0	0	0.567594667	0.582699542	0.582699542	NA	0.1	0.75	0.012	0.452	0	0.361278308	0	0	0	0	xy4272993172715538	201477209
1412	0.635410348	0.586652355	0.586652355	NA	NA	0.109	0.651525385	0.586652355	0	0	0.526864822	0.545529075	0.545529075	0.10866531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4277327672951462	201477216
1419	0.403520415	0.372556416	0.372556416	NA	NA	0.374	0.442018088	0.372556416	0.444444444	0.363636364	0.405028971	0.405028971	0.405028971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4277477072959324	201477219
1420	0.702038664	0.648167971	0.648167971	NA	NA	0.536	0.718803289	0.648167971	0.777777778	0.636363636	0.68296209	0.684982192	0.684982192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4277266872954349	201477219
1422	0.696771828	0.643305284	0.643305284	NA	NA	0.345	0.709483568	0.643305284	0.777777778	0.636363636	0.701638789	0.701638789	0.701638789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4274941772822064	201477220
1425	0.689253245	0.636363636	0.636363636	NA	NA	0.455	0.690898061	0.607497647	0.777777778	0.636363636	0.663933054	0.663933054	0.663933054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4275545272831750	201477220
1426	0.655208787	0.604931568	0.604931568	NA	NA	0.186	0.675214224	0.604931568	0	0	0.430397856	0.447080509	0.447080509	0.071244996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4277034772947882	201477222
1428	0	0	0	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4277123272945045	201477223
1430	0.689253245	0.636363636	0.636363636	NA	NA	0.38	0.682405043	0.619277737	0	0.636363636	0.67592249	0.67592249	0.67592249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4274527472829527	201477260
1432	NA	NA	NA	NA	NA	0.351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4274307172884867	201477317
1433	0.689253245	0.636363636	0.636363636	NA	NA	0.412	0.697681349	0.628550027	0	0.636363636	0.686272995	0.686272995	0.686272995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4275396672887414	201477317
1436	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.300062868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	VT_243.07	201477228
1437	0.492323746	0.454545455	0.454545455	NA	NA	0.333	0.48674029	0.438741501	0	0.454545455	0.478889258	0.478889258	0.478889258	0.155389757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4275870172879775	201477228
1440	0.015574549	0.016005991	0.009499793	0.5	0.593514847	0.021	0.041521395	0.016005991	0	0	0.015332665	0.016535629	0.016535629	NA	0	0.5	0.019	0.522	0	0.357988203	0	0.000459782	0.353678119	0.362662007	xy4272223572730202	201477339
1441	0.672686488	0.701478984	0.379835544	0.8	0.541478152	0.443	0.752986722	0.701478984	0	0.454545455	0.704195412	0.72630837	0.72630837	NA	0.8	0.5	0	0.026	0	0.011303687	0	0.000190583	0.061478418	0.061478418	xy4272706072713572	201477339
1444	0	0	0	0.4	0.742695367	0	0	0	0	0	0	0	0	NA	0	0.4	0	0	0	0.00026835	0	0.006249078	10.4151305	10.6309276	xy4272815972713297	201477229
1447	NA	NA	NA	NA	NA	0.359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4276916272895892	201477232
1448	0.514519305	0.475037845	0.475037845	NA	NA	0.331	0.545042443	0.475037845	0	0.454545455	0.517850248	0.517850248	0.517850248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4276286972894506	201477232
1449	NA	NA	NA	NA	NA	0.356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4276621472895492	201477232
1454	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.302223253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	VT_243.08	201477260
1459	0.224168183	0.27595562	0	0.877	0	0.203	0.310476848	0.27595562	0	0	0.285893365	0.285893365	0.285893365	NA	0.1	0.75	0.877	0.967	0.058	0.959225476	0.454	0	0	0	xy4272252072680218	201477269
1460	0.60777061	0.748178058	0	0.5	0	1	0.769998854	0.748178058	0	0	0.763543127	0.773934819	0.773934819	NA	0	0.5	0	0	0	6.72E-14	0	0	0	0	xy4272444772675984	201477269
1463	0.596432552	0.659875678	0.223034993	0.93	0.337995474	1	0.675654659	0.659875678	0	0	0	0.6833549	0.6833549	NA	0.2	0.75	0.93	0.972	0.614	0.974735637	0.899	0.00000607	0.030364148	0.030364148	xy4271902772665722	201477270
1464	0.07316709	0.090070185	0	0.75	0	0.018	0.109186864	0.090070185	0	0	0	0.093912671	0.093912671	0.089327203	0	0.75	0.669	0.903	0.052	0.912442934	0.463	0	0	0	xy4272266372666107	201477270
1465	0.600613181	0.739367116	0	0.75	0	0.7	0.737557414	0.739367116	0	0	0	0.76617165	0.76617165	NA	NA	0.75	0.326	0.769	0.005	0.794742785	0.146	0	0	0	xy4272015772666686	201477270
1468	0.406755676	0.50072456	0	NA	0	NA	0.581288795	0.50072456	0	0	0.50420048	0.518681892	0.518681892	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	xy4271333672661675	201477287
1469	0.451087382	0.468892746	0.259215155	1	0.552823981	0.745	0.54591119	0.468892746	0	0	0.462926772	0.485741094	0.485741094	NA	0.4	1	0.836	0.96	0.021	0.947715503	0.272	0.00023093	0.19244208	0.224460661	xy4271317872662002	201477287
1470	0.566178479	0.696977293	0	0.765	0	0.814	0.739810601	0.696977293	0	0	0.641202273	0.721654014	0.721654014	NA	0	0.583333333	0.765	0.948	0.008	0.929117007	0.159	0	0	0	xy4271253172665465	201477287
1472	0	NA	0	0.962	0	0.4	NA	NA	NA	NA	NA	NA	NA	NA	0.8	0.875	0.962	0.986	0.316	0.982594065	0.767	0	0	0	xy4271595172657385	201477287
1473	0.27304613	0.336125373	0	0.977	0	0.862	0.453631995	0.336125373	0	0	0.347223038	0.347997376	0.347997376	NA	0	0.875	0.977	0.99	0.639	0.987996516	0.894	0	0	0	xy4271527872657952	201477287
1483	0.590788496	0.545454545	0.545454545	NA	NA	0.358	0.602394469	0.541701869	0	0.545454545	0.592421479	0.592421479	0.592421479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4275137772849873	201477307
1484	0.787717994	0.727272727	0.727272727	NA	NA	0.394	0.74229421	0.702531104	0	0.727272727	0.766565445	0.766565445	0.766565445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4274758972853836	201477307
1485	0.886182743	0.818181818	0.818181818	NA	NA	0.435	0.781722432	0.746816903	0	0.818181818	0.814794227	0.814794227	0.814794227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4274595972855404	201477307
1486	0.689253245	0.636363636	0.636363636	NA	NA	0.445	0.666116108	0.607613052	0	0.636363636	0.663287921	0.663287921	0.663287921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	xy4275006272851996	201477307
1488	0.60565678	0.631580253	0.341986908	0.75	0.541478152	0.4	0.676025427	0.631580253	0	0	0.640174359	0.653636184	0.653636184	NA	0	0.75	0.09	0.729	0	0.49323745	0	0.000190583	0.061478418	0.061478418	xy4272377072712013	201477308
